GSM31251.tmn_LEVEL	GSM6641.tmn_LEVEL	GSM6654.tmn_LEVEL	GSM6652.tmn_LEVEL	GSM31548.tmn_LEVEL	GSM31382.tmn_LEVEL	GSM31504.tmn_LEVEL	GSM31481.tmn_LEVEL	GSM6629.tmn_LEVEL	GSM31510.tmn_LEVEL	GSM31502.tmn_LEVEL	GSM6668.tmn_LEVEL	GSM6661.tmn_LEVEL	GSM31428.tmn_LEVEL	GSM7601.tmn_LEVEL	GSM6665.tmn_LEVEL	GSM6669.tmn_LEVEL	GSM31356.tmn_LEVEL	GSM6655.tmn_LEVEL	GSM7592.tmn_LEVEL	GSM6628.tmn_LEVEL	GSM31314.tmn_LEVEL	GSM6671.tmn_LEVEL	GSM31403.tmn_LEVEL	GSM6673.tmn_LEVEL	GSM31545.tmn_LEVEL	GSM31440.tmn_LEVEL	GSM31256.tmn_LEVEL	GSM7580.tmn_LEVEL	GSM6670.tmn_LEVEL	GSM31351.tmn_LEVEL	GSM31594.tmn_LEVEL	GSM31368.tmn_LEVEL	GSM31470.tmn_LEVEL	GSM31578.tmn_LEVEL	GSM31587.tmn_LEVEL	GSM6624.tmn_LEVEL	GSM6659.tmn_LEVEL	GSM31585.tmn_LEVEL	GSM6625.tmn_LEVEL	GSM6644.tmn_LEVEL	GSM6672.tmn_LEVEL	GSM31260.tmn_LEVEL	GSM6651.tmn_LEVEL	GSM6676.tmn_LEVEL	GSM31388.tmn_LEVEL	GSM7574.tmn_LEVEL	GSM31418.tmn_LEVEL	GSM6666.tmn_LEVEL	GSM31445.tmn_LEVEL	GSM6664.tmn_LEVEL	GSM31559.tmn_LEVEL	GSM31358.tmn_LEVEL	GSM6643.tmn_LEVEL	GSM6633.tmn_LEVEL	GSM6640.tmn_LEVEL	GSM6656.tmn_LEVEL	GSM6632.tmn_LEVEL	GSM31520.tmn_LEVEL	GSM31357.tmn_LEVEL	GSM6637.tmn_LEVEL	GSM31376.tmn_LEVEL	GSM31349.tmn_LEVEL	GSM31489.tmn_LEVEL	GSM6635.tmn_LEVEL	GSM6647.tmn_LEVEL	GSM6646.tmn_LEVEL	GSM31344.tmn_LEVEL	GSM31276.tmn_LEVEL	GSM31480.tmn_LEVEL	GSM31363.tmn_LEVEL	GSM31496.tmn_LEVEL	GSM31566.tmn_LEVEL	GSM31309.tmn_LEVEL	GSM6648.tmn_LEVEL	GSM31518.tmn_LEVEL	GSM31575.tmn_LEVEL	GSM31485.tmn_LEVEL	GSM7589.tmn_LEVEL	GSM31519.tmn_LEVEL	GSM31567.tmn_LEVEL	GSM31265.tmn_LEVEL	GSM31416.tmn_LEVEL	GSM6630.tmn_LEVEL	GSM31593.tmn_LEVEL	GSM31302.tmn_LEVEL	GSM6627.tmn_LEVEL	GSM31511.tmn_LEVEL	GSM31479.tmn_LEVEL	GSM31601.tmn_LEVEL	GSM31366.tmn_LEVEL	GSM31506.tmn_LEVEL	GSM6667.tmn_LEVEL	GSM31487.tmn_LEVEL	GSM6677.tmn_LEVEL	GSM6658.tmn_LEVEL	GSM31422.tmn_LEVEL	GSM7577.tmn_LEVEL	GSM6645.tmn_LEVEL	GSM31305.tmn_LEVEL	GSM31471.tmn_LEVEL	GSM6662.tmn_LEVEL	GSM31499.tmn_LEVEL	GSM31462.tmn_LEVEL	GSM31614.tmn_LEVEL	GSM31586.tmn_LEVEL	GSM31547.tmn_LEVEL	GSM31441.tmn_LEVEL	GSM7571.tmn_LEVEL	GSM31437.tmn_LEVEL	GSM31266.tmn_LEVEL	GSM31554.tmn_LEVEL	GSM6657.tmn_LEVEL	GSM6636.tmn_LEVEL	GSM6649.tmn_LEVEL	GSM31590.tmn_LEVEL	GSM31399.tmn_LEVEL	GSM31407.tmn_LEVEL	GSM6634.tmn_LEVEL	GSM31277.tmn_LEVEL	GSM31527.tmn_LEVEL	GSM31429.tmn_LEVEL	GSM31456.tmn_LEVEL	GSM31600.tmn_LEVEL	GSM6626.tmn_LEVEL	GSM7598.tmn_LEVEL	GSM31308.tmn_LEVEL	GSM31537.tmn_LEVEL	GSM31562.tmn_LEVEL	GSM31371.tmn_LEVEL	GSM31613.tmn_LEVEL	GSM6660.tmn_LEVEL	GSM31201.tmn_LEVEL	GSM6631.tmn_LEVEL	GSM6642.tmn_LEVEL	GSM31534.tmn_LEVEL	GSM31528.tmn_LEVEL	GSM31378.tmn_LEVEL	GSM6653.tmn_LEVEL	GSM31556.tmn_LEVEL	GSM31589.tmn_LEVEL	GSM6650.tmn_LEVEL	GSM31602.tmn_LEVEL	GSM7583.tmn_LEVEL	GSM31392.tmn_LEVEL	GSM31546.tmn_LEVEL	GSM31532.tmn_LEVEL	GSM31526.tmn_LEVEL	GSM7595.tmn_LEVEL	GSM31409.tmn_LEVEL	GSM31304.tmn_LEVEL	GSM31569.tmn_LEVEL	GSM7568.tmn_LEVEL	GSM31512.tmn_LEVEL	GSM6674.tmn_LEVEL	GSM6639.tmn_LEVEL	GSM31564.tmn_LEVEL	GSM31394.tmn_LEVEL	GSM31384.tmn_LEVEL	GSM6638.tmn_LEVEL	GSM6675.tmn_LEVEL	GSM31609.tmn_LEVEL	GSM7586.tmn_LEVEL	GSM31472.tmn_LEVEL	GSM31420.tmn_LEVEL	GSM31224.tmn_LEVEL	GSM6663.tmn_LEVEL
ENSG00000006042	1386.08	1198.88	590.245	697.455	590.565	941.797	1508.2	939.416	779.772	1164.21	1375.24	617.685	1016.4	1215.66	874.261	1204.83	766.128	871.517	950.63	896.04	1038.94	1257.75	997.798	1205.43	1622.96	694.368	1135.7	1580.74	990.931	1220.95	1288.85	1118.51	961.945	1579.87	820.969	593.326	1056.7	1320.88	962.392	731.45	858.722	818.83	764.004	1126.72	1713.15	967.551	899.289	1824.32	814.634	769.9	1083.57	747.455	1256	626.901	899.684	693.191	780.958	623.195	807.129	1219.06	854.884	1053.37	1011.81	999.675	603.625	1471.32	887.946	1280.06	754.608	1360.9	1284.61	1130.24	1034.42	1087.24	688.396	567.181	806.01	867.66	1111.34	822.642	1253.47	792.06	822.38	686.611	1057.05	1116.98	656.159	1016.39	942.28	1270.29	1095.6	878.537	633.396	1288.91	850.515	1246.37	1375.72	924.33	1142.68	1277.04	1413.98	388.775	828.536	1053.49	1006.46	738.125	1537.21	1203.53	858.039	1170.54	563.578	672.39	1201	740.445	698.481	774.458	1017.75	853.757	775.363	738.392	914.406	1510.17	768.961	689.862	737.756	811.5	1153.53	868.025	759.293	925.956	813.603	185.732	1567.72	1521.8	823.262	1148.81	1137.56	1373.1	1047.08	874.668	1249.34	670.363	870.657	559.45	1172.22	844.409	1026.19	690.993	1351.35	897.795	634.222	1205.01	809.43	1060.47	1156.77	1228.24	1048.83	961.22	1140.57	880.141	1135.71	1192.62	1414.34	1185.48	1226.74	1186.57	688.121
ENSG00000006831	1146.4	1099.14	1108.06	989.417	924.689	1080.38	1203.82	575.444	780.787	763.536	1452.6	868.477	1087.14	1086.68	955.197	1091.48	1045.32	1105	1226.97	1169.99	706.889	1195.79	1219.28	897.27	1198.08	682.495	1113.11	1054.24	1250.93	762.856	1006.98	771.537	676.897	1041.81	808.71	767.382	675.344	758.78	974.729	630.662	674.907	643.512	1214.65	963.993	1128.63	961.759	994.99	964.16	1295.94	1156.7	950.648	1164.47	847.132	1056.18	1130.58	1192.68	783.927	1429.16	1990.7	785.132	981.283	1234.09	731.125	812.083	686.56	751.881	641.822	923.753	976.515	753.297	735.758	451.288	1194.32	1204.89	1193.6	1952.54	661.521	976.846	1721.48	2167.66	595.619	596.668	905.878	904.938	624.447	1046.21	1145.07	820.536	639.251	888.784	861.63	1436.1	1389.61	1158.63	780.993	948.96	768.253	748.028	951.885	944.737	904.909	849.294	1155.02	337.854	1270.47	912.194	765.713	989.64	674.364	931.269	1427.81	763.07	781.567	1147.82	1092.95	907.647	956.008	827.62	573.395	848.585	734.728	814.603	1047.31	582.803	805.147	1063.04	960.912	1246.75	957.655	377.903	1061.55	584.648	1077.79	303.475	1171.02	1179.25	1998.74	1343.69	1302.89	1309.39	596.408	673.97	771.086	974.548	926.711	932.142	890.616	444.783	865.046	875.098	968.969	1596.67	1190.15	986.899	1604.92	761.275	1325.63	483.447	1129.42	874.416	1235.28	863.3	1008.88	923.213	1353.62	851.258	1291.92
ENSG00000007392	851.379	604.854	755.326	684.481	225.582	644.14	615.336	416.241	631.955	557.82	504.672	589.487	608.008	743.092	370.067	559.894	569.46	520.835	591.237	629.061	532.827	651.361	742.039	603.843	791.786	673.717	637.253	981.149	713.358	862.336	541.768	538.954	589.858	734.293	441.389	405.607	628.361	779.745	565.773	718.923	616.335	671.566	631.402	677.028	769.588	710.856	363.71	691.788	624.834	720.858	550.043	553.569	581.182	648.19	606.106	578.187	831.082	669.567	349.949	588.005	689.712	730.736	588.512	568.403	714.045	670.066	563.491	665.418	689.726	554.35	621.154	53.9732	287.514	667.763	585.28	414.029	399.32	609.817	547.233	431.366	544.458	510.654	657.287	721.22	623.169	684.419	689.531	919.782	476.987	554.092	662.912	556.772	586.386	589.502	719.125	573.628	640.259	383.346	666.64	628.271	585.873	551.415	622	566.004	562.964	361.414	618.655	582.234	330.382	711.958	580.136	696.495	668.746	480.919	625.485	573.909	693.367	623.32	533.237	653.843	433.2	623.643	567.971	469.049	652.199	483.468	637.24	503.56	420.644	546.19	576.962	381.701	879.591	733.318	713.219	391.866	472.608	625.819	594.594	342.812	526.939	526.608	507.582	584.176	932.367	714.445	419.94	685.439	576.016	606.842	631.887	456.579	381.866	668.573	686.101	580.692	335.285	58.6687	663.433	501.605	859.449	529.657	534.577	420.057	537.713	728.749	591.17
ENSG00000007944	725.869	449.416	264.334	293.554	281.527	290.899	355.276	397.341	440.839	405.083	547.464	765.691	524.237	667.098	1963.36	244.366	749.85	308.667	339.545	1589.13	431.093	532.646	989.296	495.26	570.194	1448.24	504.527	641.637	360.636	1093.56	867.796	1331.35	659.94	872.105	758.487	870.602	418.184	604.206	1511.47	463.792	591.059	423.734	177.573	230.73	652.079	722.079	414.735	350.406	422.08	295.839	282.713	288.438	314.755	344.098	346.904	302.672	556.836	250.028	233.594	340.345	403.276	365.242	611.552	544.478	420.197	515.507	546.517	775.424	467.597	587.087	290.334	371.773	619.634	491.622	285.48	104.924	835.374	296.782	437.231	439.692	425.546	363.464	460.702	349.573	1494.05	352.364	417.124	385.283	289.084	1017.62	654.412	391.316	299.168	203.231	379.467	526.458	649.758	402.075	467.063	524.249	239.306	280.649	589.21	524.254	1589.59	862.755	1204.9	414.775	327.649	289.732	367.145	1407.89	589.721	327.911	286.961	1661.07	618.121	376.793	361.675	380.835	839.241	644.761	918.588	1197.94	435.122	1181.02	561.507	485	412.505	527.837	1409.23	494.423	1455.27	456.038	411.322	531.031	416.149	339.672	319.5	561.329	1464.25	215.703	805.739	580.669	736.974	1289	396.86	714.058	1283.98	406.47	303.293	387.244	533.617	251.143	410.715	343.531	511.107	309.977	361.919	250.143	481.294	1060.19	499.046	460.568	729.078	411.805	194.882
ENSG00000008282	3827.16	3528.34	3458.22	2820.65	1221.54	2873.8	3609.09	2939.7	3562.87	3413.1	3751.98	3785.64	4158.96	3316.53	2009.58	3782.02	2953.4	2997.9	3487.48	2831.83	3374.89	3155.46	3164.31	3449.71	2989.73	3176.12	3630.61	4503.6	4105.92	4458.43	3082.21	3081.38	2319.84	2772	3062.39	3387.36	3367.22	3119.75	3182.96	3696.74	3589.45	3849.44	3373.31	2559.31	5037.05	2867.98	3121.85	3748.96	4511.46	2765.04	3030.58	2967.22	3412.63	3515.92	3455.27	3683.9	3165.53	2692.73	1965.9	2958.91	3841.45	3225.94	2115.18	2437.29	3291.59	3058.15	3328.97	2240.53	3198.68	2902.44	2991.57	3199.26	1834.04	3042.19	3039.54	2171.14	3477.8	3056.27	5096.35	1700.79	4096.22	3705.51	3475.71	3059.23	3314.84	3270.92	3635.43	5083.73	3284.88	1808.32	3024.59	3311.29	4072.98	3633.79	3384.23	2678.32	4218.55	3153.1	3440.53	3151.43	3513.41	2827.44	3847.77	2686.64	2737.5	3056.45	3687.75	3064.73	2729.76	3465.07	3523.25	2948.5	3211.09	3453.92	2968.03	2787.33	2856.08	3335.89	3319.75	3216.09	1157.54	3542.17	3243.22	2075.93	3066.76	2846.7	3102.52	3296.16	3682.45	2843.33	2001.53	11130.4	3493.89	3418.42	3813.06	2976.88	2084.24	3051.36	2851.41	1668.17	3055.75	2509.69	2182.9	4049.06	3790.32	3290.02	2654.01	3602.93	3033.4	3873.56	3220.63	3628.62	3501.54	2837.41	3691.86	2782.16	1327.54	1946.69	3332.52	2831.84	4220	2423.4	3997.43	3913.92	3281.51	3469.73	3283.79
ENSG00000008294	1364.5315	1150.7755	935.552	1028.401	315.568	765.64	987.7895	577.179	1245.178	689.258	830.829	985.497	961.717	1016.4655	906.3635	902.098	905.822	1004.725	1232.278	786.811	875.0575	1083.513	992.9405	1348.378	1532.053	684.9175	1344.3045	1400.1225	1145.3485	1135.4595	919.26	508.5115	861.293	1012.937	547.287	656.444	1141.623	1104.776	627.682	1156.7155	1040.96	829.0005	553.493	855.3195	1354.4145	713.811	462.9	1004.5875	1047.2095	734.921	900.6115	923.184	861.7025	1186.365	1255.021	991.061	931.215	1153.516	693.357	779.349	1504.0155	1086.005	958.441	716.711	1196.692	926.301	745.184	1068.822	1091.1255	551.4845	824.2725	757.8105	681.0235	871.703	1176.523	481.589	654.414	968.9605	1329.3905	607.98	1053.8955	411.214	943.43	1082.07	624.0165	1357.8685	1041.174	1743.611	603.3425	463.9185	795.666	985.5165	1193.864	826.8745	1128.522	1049.904	1177.1	766.365	1301.466	1048.411	657.3515	635.5155	710.092	965.714	877.05	617.657	846.689	1064.064	595.9065	1017.7465	992.344	710.854	1095.493	1075.651	1325.4405	792.708	1054.1275	1040.777	1036.464	1038.6465	399.1155	1125.8325	1100.7215	622.5645	763.551	616.919	975.156	549.4125	824.9735	505.587	871.2965	1307.9	1025.879	1354.228	991.337	563.2095	629.6835	1031.44	997.4905	444.1685	692.883	720.181	471.4765	1105.5075	807.0715	693.271	629.3635	393.8495	693.46	969.2705	1057.979	682.2725	854.072	964.637	1221.039	790.3345	388.4885	683.2515	936.2685	559.4485	1199.5745	684.024	1209.4685	826.2485	992.9175	804.4335	823.1005
ENSG00000008838	921.613	840.367	818.661	742.241	867.075	919.127	953.586	801.514	787.166	884.326	691.085	673.871	735.488	866.757	957.524	551.205	863.741	975.953	869.795	933.93	866.927	935.55	909.651	682.455	891.803	828.374	963.915	877.57	819.235	764.97	974.15	906.076	999.658	934.051	822.826	862.572	917.183	1005.65	725.337	855.933	1091.01	682.146	788.492	977.455	949.427	805.863	864.094	1039.53	900.35	917.802	541.24	817.936	808.589	792.309	865.463	746.554	756.619	977.86	965.9	1047.68	774.884	907.793	991.414	786.857	770.297	982.712	884.947	1033.18	955.969	960.755	752.486	496.365	1053.53	1029.37	858.777	1109.78	785.607	655.777	817.497	927.887	724.854	1100.08	808.864	878.267	675.815	889.038	792.903	991.824	661.453	1434.62	1065.18	758.214	851.033	865.094	580.399	1052.42	885.376	989.775	794.361	1006.18	622.689	799.181	936.825	572.255	963.393	743.583	895.189	1068.22	794.867	847.534	802.74	731.761	904.267	777.419	860.028	955.914	979.049	886.971	833.556	893.704	1204.51	952.737	1067.88	1090.33	788.564	819.399	1089.45	832.802	819.95	939.797	863.724	717.685	1095.58	962.781	738.06	935.578	918.532	922.322	993.406	1186.43	781.597	870.881	1081.54	997.015	956.803	928.118	897.72	561.354	862.642	1011.18	916.979	841.081	744.023	703.592	1137.88	1005.68	872.401	634.456	890.459	730.083	772.152	889.739	840.959	715.063	706.052	770.801	706.539
ENSG00000008952	2223.48	2711.94	2963.35	2578.49	2597.38	1955.82	1958.48	1913.68	2281.65	3731.99	3183.76	2022.86	2828.46	3455.58	4200.89	2083.02	1675.35	2391.93	3403.98	1552.51	2687.3	2839.61	2306.53	3016.57	3635.96	2159	2049.82	2377.53	2155.33	2926.31	2439.33	1976.99	2519.8	2756.39	1568.86	1370.55	3027.42	2556.12	2019.1	2429.89	2405.51	2601.85	4403.08	2426.96	2849.57	2775.74	1874.35	2647.43	2950.26	2411.73	1342.9	2518.85	2014.36	2862.69	3542.13	3055.59	2522.63	2280.33	3388.51	2347.22	2204.93	2270.59	2314.38	2892.54	2647.88	2673.85	1847.31	2579.54	2982.69	2673.49	2161.41	666.567	2766.26	2719.94	2667.19	3786.61	1664.9	1941.26	2221.51	3265.39	2165.15	5038.23	2832.57	2407.91	1922.28	3396.3	3044.16	4195.73	1495.99	1137.65	1844.67	2632.02	3160.61	1890.64	3377.92	2824.57	3481.83	2835.62	2730.32	3406.69	1852.48	2293.05	2659.33	2188.39	2461.11	1159.89	1980.49	2849.84	2402.29	2301.02	2903.83	2119.26	2387.42	3066.35	2908.27	2355.69	3304.34	2713.53	2583.79	3433.52	4207.08	3105.88	3655.83	2161.37	2861.88	2885.02	2849.4	1819.34	2080.05	2791.66	2046.82	11261.8	1503.8	2674.74	2983.09	1699.01	2836.71	2261.98	2808.68	2794.86	1746.24	2968.26	1573.47	1597.71	2784.15	2185.75	1592.59	3142.83	1633.55	2402.98	3312.42	2328.25	2782.83	3677.8	3263.04	2585.25	3005.98	637.113	1854.67	3324.05	3380	2753.11	1453.96	3454.64	3572.17	2404.46	2829.46
ENSG00000009335	1538.13	1562.53	1943.48	2740.85	1281.31	2996.93	2247.51	2167.91	1648.63	2939.69	1426.56	1303.71	2099.63	2368.22	1022.99	1262.37	1074.59	1517.74	2237.9	2246.3	1392.28	1384.07	1689.45	2166.24	2405.83	1216.03	1365.06	1926.55	2387.72	1908.11	1662.5	1641.32	1826.6	1730.75	1533.65	1428.95	2204.52	2123.44	1306.56	2033.4	2051.84	1805.62	1897.61	1695.73	1331.03	2775.5	1480.14	2187.25	1090.04	2164.88	1597.39	1477.92	992.236	1856.91	1842.93	1704.74	2835.98	1612.62	1346.42	1423.39	2016.99	2387.84	1606.05	1900.84	1606.91	2220.78	1223.68	2033.29	2046.42	1442.11	2981	1388.02	1106.91	2091.91	1703.96	1638.23	1567.5	2227.12	1499.03	1366.58	1599.77	1381.82	1774.38	2187.77	1051.38	1802.24	1870.31	1565.09	2844.15	1909.64	2062.93	1768.51	1580.23	2520.53	1749.73	2290.49	1118.84	1639.41	1774.66	2439.11	2176.95	1189.09	1388.23	1760.01	1055.62	1515.57	1488.91	1194.44	1432.87	1977.97	1879.89	1635.23	1894.81	2161.26	2183.1	1147.8	2115.88	2272.78	2164.87	2097.92	1027.74	2973.79	2338.87	1927.11	2863.46	2078.44	2467.72	2225.56	1690.87	1679.75	1094.06	483.909	2904.89	2545.98	1704.04	1307.86	1016.25	1888.69	2792.3	1082.69	1090.54	2089.5	1082.22	2587.74	2464.52	1926.26	1980.96	3031.04	2147.18	1670.47	1582.62	1255.43	873.595	2266.07	1677.73	1975.21	2312.28	1454.85	2484.13	1806.89	1339.41	1074.48	2429.08	1851.54	2327.22	1231.84	1891.44
ENSG00000010017	1052.67	732.786	636.306	734.172	231.005	551.833	650.848	464.726	687.041	496.978	698.406	1190.61	1093.77	683.353	431.327	679.272	722.634	700.081	691.715	840.234	548.429	721.409	651.939	721.977	995.745	468.595	688.86	945.078	573.001	1030.11	525.065	625.271	398.24	640.969	504.972	424.069	714.038	746.008	754.975	702.301	630.099	755.653	416.96	760.946	1017.27	589.904	556.868	652.216	946.092	553.97	611.529	516.419	490.983	676.484	750.082	520.69	631.968	692.899	481.453	490.758	920.494	786.538	523.506	354.516	795.763	699.964	555.377	587.269	766.761	493.914	651.006	459.351	523.934	562.961	886.962	475.051	632.331	758.947	842.811	474.224	643.856	510.813	545.796	678.709	870.661	844.401	661.017	725.048	652.39	244.808	625.299	660.082	588.096	539.621	572.113	753.112	673.788	692.188	705.078	722.155	533.725	895.733	602.147	481.111	583.668	512.962	698.302	708.496	499.691	657.84	538.145	663.118	760.564	699.736	807.794	563.578	705.404	790.272	576.504	609.174	219.797	708.991	658.591	398.415	537.219	468.836	891.312	599.352	588.063	374.869	735.419	1485.68	770.238	875.761	619.053	616.821	549.642	719.332	829.589	408.101	590.901	698.22	353.908	727.742	821.103	646.752	644.617	604.393	686.604	602.349	612.55	409.447	749.265	519.216	752.869	698.219	382.722	448.864	732.846	574.735	823.244	509.818	717.086	584.751	677.931	666.839	723.482
ENSG00000010295	575.201	472.759	529.389	363.879	517.301	433.227	684.495	457.294	323.602	355.367	346.411	415.843	303.438	485.613	482.653	253.252	655.445	411.158	439.218	505.411	359.003	390.378	636.908	371.34	465.677	531.877	427	549.795	854.226	416.38	432.297	627.462	466.669	549.76	293.887	217.228	257.629	376.672	517.856	316.683	272.973	196.546	292.185	314.86	367.737	414.264	246.565	458.982	441.39	258.779	456.177	530.288	505.513	578.442	497.836	521.19	369.409	382.666	672.722	409.485	313.257	406.818	397.109	422.872	318.953	223.355	365.755	555.474	418.628	564.156	378.707	51.4319	403.365	396.453	470.931	752.479	325.683	585.407	903.697	507.842	598.716	279.779	346.26	349.772	577.014	486.016	449.374	362.436	349.564	480.521	485.319	515.426	455.619	583.574	348.542	537.438	393.781	289.356	412.324	323.551	406.918	339.801	457.73	379.957	389.096	330.553	669.364	440.673	266.975	358.679	262.408	499.423	480.145	356.995	458.575	418.02	434.776	363.73	335.149	347.88	567.893	428.889	572.615	414.079	451.189	453.754	387.177	346.969	322.258	439.206	523.058	126.062	666.429	351.191	594.553	304.115	720.384	504.951	469.554	369.01	522.637	330.764	474.385	975.661	367.093	617.117	308.491	358.307	424.892	388.501	408.114	708.943	262.107	289.909	640.099	314	307.53	65.3304	634.708	177.915	442.886	452.731	891.101	293.548	37.1154	286.148	374.398
ENSG00000010322	5051.65	4058.93	5240.93	4427.09	4395.75	5317.99	4128.48	4659.15	4456.68	4809.71	4639.42	4472.74	4087.4	5378.73	2546.87	3811.21	4654.89	4264.9	4067.18	4401.75	5707.61	5048.33	4103.64	4273.86	4236.11	5010.4	4612.76	5682.41	4959.91	4735.3	4643.33	4798.55	5009.6	5808.14	4242.09	4375.15	5552.89	5265.24	4036.05	4494.67	5503.41	4030.21	6169.76	5131.19	3900.82	4918.79	4884.27	5029.94	3985.03	5803.7	3791.04	4517.5	3599.72	3974.88	3772.91	4110.71	5351.48	4683.83	4910.55	4475.32	4230.19	4628.38	4937.81	5532.79	4809.06	5950.48	5789.22	5459.06	5228.19	5161.44	4326.08	4194.17	4494.32	5578.41	4723.87	6510.88	3678.51	4346.13	3588.76	4117.61	4553.27	6156.4	4626.18	4630.01	4393.96	3769.13	4950.09	4232.14	3873.7	5715.41	5329.09	4648.4	3937.68	4349.96	4310.12	5385.32	5031.01	4336.29	4443.78	5710	4217.05	5406.88	4570.2	5492.81	4332.26	3869.02	4233.9	6080.71	4209.53	5086.76	5036.56	4582.09	4580.52	4176.64	4263.11	4536.83	4329.03	5657.06	5028.16	5684.85	5702.29	4609.53	4793.55	5455.35	5682.77	4970.67	5250.21	4302.75	4193.33	5126.47	4525.13	2208.87	6449.6	5034.06	4471.46	3698.7	4576.25	4155.54	5110.51	4521.65	3863.47	5991.89	5855.95	4954.81	5654.2	4500.56	4177.83	6122.54	4450.66	5292.04	4146.09	4924.18	3542.01	5005.17	4900.02	6074.61	4763.49	3443.83	4006.09	6750.59	4318.88	4976.86	4007.69	4570.62	5811.06	4546.9	4064.12
ENSG00000010810	1440.96	1716.7	1395.78	1451.24	499.281	1288.19	1360.42	1096.85	1135.11	956.043	902.128	1006.24	1611.43	1718.46	1604.71	1165.7	872.848	1206.67	1335.26	1366.93	1174.06	1207.76	1266.54	1401.58	967.97	1625.34	990.719	1429.94	1491.13	1515.69	1616.63	1351.54	1194.53	1433.85	677.617	1044.44	941.445	991.635	1500.8	1050.37	848.364	869.567	1337.87	965.041	1353.27	1169.34	626.87	856.581	1365.54	980.901	1001.77	1198.56	1215.28	1148.03	1155.54	849.841	1262.91	1199.26	1147.4	1315.65	1109.56	1117.43	1399.19	532.47	994.264	989.554	955.035	1492.88	1005.39	701.337	1130.41	688.2	1446	1095.23	1248.26	1101.4	1154.67	1210.5	2046	1318.98	1446.13	1035.39	1106.76	1020.93	1599.61	1382.33	857.369	992.625	1420.75	617.374	733.245	1064.79	995.006	1234.91	809.536	1069.53	949.913	1268.27	1251.6	1083.97	1224.63	680.037	1056.73	1136.2	1009.83	1601.89	1475.02	1205.18	849.103	1243.95	477.012	1193.49	1482.77	1294.95	1305.28	1080.58	1081.04	1129.66	999.743	839.049	947.613	993.767	1716.13	834.818	1813.04	1248.87	1172.59	1951.92	1028	646.321	887.097	1340.97	1415.85	1183.98	1677.21	1316.13	1823	1248.23	1041.4	1141	1661.86	1238.71	552.317	1849.83	1460.93	1540.24	1478.88	573.752	1211.3	1253.52	1149.5	713.321	1472.02	898.411	1524.63	860.766	1166.21	722.156	1489.55	1020.85	1064.84	975.901	1777.07	953.305	1085.04	857.205	1260.45
ENSG00000011009	673.185	1070.88	1179.39	1337.85	1955.03	1366.26	1204.98	1515.85	1086.28	1611.61	1522.9	1318.69	1268.46	1004.33	1145.11	1403.81	1475.57	1530.2	913.457	1302.75	916.615	1049.76	1340.08	953.636	1006.17	1421.36	1038.17	644.1	1324.9	1197.77	1329.6	1462.75	1310.8	1367.14	1397.55	1519.37	1042.35	1039.03	1373.5	1150.05	1046.1	1412.09	1208.41	1239.21	1080.01	1193.05	1734.78	1358.61	1097.12	1246	1415.59	1673.13	1464.56	1119.85	1079.95	1035.27	1059.71	1283.61	1869.11	1413.14	1010.68	1519.6	1181.18	1231.05	971.378	1133.01	800.684	1270.09	1149.92	1609.7	1379.17	2607.48	1732.03	1254.85	1265.88	2164.65	1240.85	1366.1	1211.66	1805.03	1401.01	1709.85	1028.71	1213.74	1348.69	803.207	971.149	446.748	1757.41	1748.66	1144.75	1012.12	1051.15	1619.72	1112.15	997.398	949.462	1357.12	871.466	1069.5	1186.1	2003.19	1283.73	1302.64	1171.95	1486.98	1172.76	1067.2	1568.07	1056.42	877.367	1447.42	1117.16	1030.14	1103.76	1155.7	1180.78	1092.45	937.063	960.882	1676.52	1063.99	1099.2	1143.02	1141.18	1463.51	1139.33	1525.33	1453.22	1521.59	1239.26	526.724	734.492	1054.77	966.838	1570.05	1837.98	1519.32	1300.08	2040.73	1452.46	1071.05	1205.8	967.579	1401.94	1381.55	1434.04	943.744	1338.08	1018.39	1195.77	1292.1	971.529	1382.82	1091.25	1225.96	1825.76	3368.65	1310.02	1193.2	1038.45	1220.65	1133.26	1646.55	1232.08	1323.38	1388.74
