module	condition	p	direction	sig
1	injuryT9	15	up	FALSE
1	injuryT9	1.76807436413612e-21	down	TRUE
1	E1d	15	up	FALSE
1	E1d	1.27941148831391e-16	down	TRUE
1	E3d	14.9994968496998	up	FALSE
1	E3d	0.000503212419976268	down	TRUE
1	E7d	14.9999999939132	up	FALSE
1	E7d	6.08794114092576e-09	down	TRUE
1	E14d	14.9999999999999	up	FALSE
1	E14d	1.43766436672846e-13	down	TRUE
2	injuryT9	15	up	FALSE
2	injuryT9	6.52894560353525e-36	down	TRUE
2	E1d	15	up	FALSE
2	E1d	1.69134686879397e-25	down	TRUE
2	E3d	15	up	FALSE
2	E3d	9.15154758330352e-30	down	TRUE
2	E7d	15	up	FALSE
2	E7d	9.77674195211564e-44	down	TRUE
2	E14d	14.9999999999786	up	FALSE
2	E14d	2.14207927714132e-11	down	TRUE
3	injuryT9	1.21038102551505e-48	up	TRUE
3	injuryT9	15	down	FALSE
3	E1d	4.4368030021491e-31	up	TRUE
3	E1d	15	down	FALSE
3	E3d	9.48556301648098e-26	up	TRUE
3	E3d	15	down	FALSE
3	E7d	9.7651921095199e-37	up	TRUE
3	E7d	15	down	FALSE
3	E14d	2.96404386955021e-23	up	TRUE
3	E14d	15	down	FALSE
4	injuryT9	14.9161846456268	up	FALSE
4	injuryT9	0.0838296028410635	down	FALSE
4	E1d	2.54219348252033	up	FALSE
4	E1d	12.4580319385706	down	FALSE
4	E3d	2.93128226633012	up	FALSE
4	E3d	12.0689641414862	down	FALSE
4	E7d	14.0839694738685	up	FALSE
4	E7d	0.916138337039724	down	FALSE
4	E14d	14.9999814276096	up	FALSE
4	E14d	1.85778136797207e-05	down	TRUE
5	injuryT9	5.42096309142956	up	FALSE
5	injuryT9	9.57935755024082	down	FALSE
5	E1d	13.9348090498129	up	FALSE
5	E1d	1.06530715492239	down	FALSE
5	E3d	14.1866904461657	up	FALSE
5	E3d	0.813403704806662	down	FALSE
5	E7d	13.2985497142917	up	FALSE
5	E7d	1.70161481090069	down	FALSE
5	E14d	0.931375228669126	up	FALSE
5	E14d	14.0687294955828	down	FALSE
6	injuryT9	7.59365722195421e-07	up	TRUE
6	injuryT9	14.9999992408898	down	FALSE
6	E1d	4.03538599726736e-11	up	TRUE
6	E1d	14.9999999999597	down	FALSE
6	E3d	2.07805009503851e-15	up	TRUE
6	E3d	15	down	FALSE
6	E7d	1.50544141007999e-08	up	TRUE
6	E7d	14.9999999849513	down	FALSE
6	E14d	3.23382423845802	up	FALSE
6	E14d	11.7664443052129	down	FALSE
7	injuryT9	1.68360444482231e-14	up	TRUE
7	injuryT9	15	down	FALSE
7	E1d	0.000161530877664327	up	TRUE
7	E1d	14.9998385251473	down	FALSE
7	E3d	4.1145409637136e-12	up	TRUE
7	E3d	14.9999999999959	down	FALSE
7	E7d	6.37480093689517e-21	up	TRUE
7	E7d	15	down	FALSE
7	E14d	4.49201036673496e-08	up	TRUE
7	E14d	14.9999999551008	down	FALSE
8	injuryT9	0.170332192863432	up	FALSE
8	injuryT9	14.8297020733446	down	FALSE
8	E1d	0.000799966709536779	up	TRUE
8	E1d	14.9992002853367	down	FALSE
8	E3d	3.71211283501502e-06	up	TRUE
8	E3d	14.9999962893721	down	FALSE
8	E7d	0.000191249599337277	up	TRUE
8	E7d	14.9998088153525	down	FALSE
8	E14d	11.5040834905821	up	FALSE
8	E14d	3.49626861727937	down	FALSE
9	injuryT9	14.8727100750297	up	FALSE
9	injuryT9	0.127316960858227	down	FALSE
9	E1d	14.9999282400756	up	FALSE
9	E1d	7.17858891612988e-05	down	TRUE
9	E3d	13.700353549453	up	FALSE
9	E3d	1.29983131412277	down	FALSE
9	E7d	14.9300769205102	up	FALSE
9	E7d	0.0699389883240495	down	FALSE
9	E14d	7.16311069886818	up	FALSE
9	E14d	7.83735573554212	down	FALSE
10	injuryT9	0.112562836595127	up	FALSE
10	injuryT9	14.8874597172326	down	FALSE
10	E1d	7.10009085340707	up	FALSE
10	E1d	7.90034247520006	down	FALSE
10	E3d	13.3046080784472	up	FALSE
10	E3d	1.69560064579171	down	FALSE
10	E7d	0.313081490755108	up	FALSE
10	E7d	14.686973155921	down	FALSE
10	E14d	0.0373320609958461	up	TRUE
10	E14d	14.9626763526525	down	FALSE
11	injuryT9	1.68375770095822e-06	up	TRUE
11	injuryT9	14.9999983169375	down	FALSE
11	E1d	0.00959255619937031	up	TRUE
11	E1d	14.9904100225879	down	FALSE
11	E3d	0.0100970099922831	up	TRUE
11	E3d	14.9899056936943	down	FALSE
11	E7d	1.02199580058053e-06	up	TRUE
11	E7d	14.9999989784332	down	FALSE
11	E14d	0.0310552967160039	up	TRUE
11	E14d	14.9689522649659	down	FALSE
12	injuryT9	14.8360450136583	up	FALSE
12	injuryT9	0.163986580415712	down	FALSE
12	E1d	6.38818710945868	up	FALSE
12	E1d	8.61224291329192	down	FALSE
12	E3d	14.9632728461094	up	FALSE
12	E3d	0.0367355088556685	down	TRUE
12	E7d	14.9539956149827	up	FALSE
12	E7d	0.0460146233555485	down	TRUE
12	E14d	14.8469910309813	up	FALSE
12	E14d	0.153038717374049	down	FALSE
13	injuryT9	1.01119559686318	up	FALSE
13	injuryT9	13.9889957758664	down	FALSE
13	E1d	14.4749965464148	up	FALSE
13	E1d	0.525116851031781	down	FALSE
13	E3d	14.5190865487868	up	FALSE
13	E3d	0.48101894903532	down	FALSE
13	E7d	2.78336641578351	up	FALSE
13	E7d	12.2170259946388	down	FALSE
13	E14d	0.0144757790804061	up	TRUE
13	E14d	14.9855290023468	down	FALSE
14	injuryT9	14.4642039062198	up	FALSE
14	injuryT9	0.53592049094168	down	FALSE
14	E1d	10.4479907897558	up	FALSE
14	E1d	4.55256250787627	down	FALSE
14	E3d	1.70389350280294	up	FALSE
14	E3d	13.296411078975	down	FALSE
14	E7d	2.17510836513753	up	FALSE
14	E7d	12.8252524506137	down	FALSE
14	E14d	13.9489885516667	up	FALSE
14	E14d	1.0512241816698	down	FALSE
15	injuryT9	13.1134389963102	up	FALSE
15	injuryT9	1.88704703659286	down	FALSE
15	E1d	12.6908742345417	up	FALSE
15	E1d	2.30968343168827	down	FALSE
15	E3d	12.6516223770116	up	FALSE
15	E3d	2.34894152784489	down	FALSE
15	E7d	12.2294744919532	up	FALSE
15	E7d	2.77115240530564	down	FALSE
15	E14d	7.44045003791224	up	FALSE
15	E14d	7.56048772507447	down	FALSE
