GSM7573.tmn_LEVEL	GSM31427.tmn_LEVEL	GSM31323.tmn_LEVEL	GSM4473.tmn_LEVEL	GSM4476.tmn_LEVEL	GSM31494.tmn_LEVEL	GSM31468.tmn_LEVEL	GSM31370.tmn_LEVEL	GSM31474.tmn_LEVEL	GSM31361.tmn_LEVEL	GSM4458.tmn_LEVEL	GSM4469.tmn_LEVEL	GSM31421.tmn_LEVEL	GSM31514.tmn_LEVEL	GSM4446.tmn_LEVEL	GSM4443.tmn_LEVEL	GSM4432.tmn_LEVEL	GSM4480.tmn_LEVEL	GSM31379.tmn_LEVEL	GSM31465.tmn_LEVEL	GSM31503.tmn_LEVEL	GSM4454.tmn_LEVEL	GSM31553.tmn_LEVEL	GSM4445.tmn_LEVEL	GSM31565.tmn_LEVEL	GSM31426.tmn_LEVEL	GSM31377.tmn_LEVEL	GSM31336.tmn_LEVEL	GSM31347.tmn_LEVEL	GSM31444.tmn_LEVEL	GSM31606.tmn_LEVEL	GSM4429.tmn_LEVEL	GSM4451.tmn_LEVEL	GSM31607.tmn_LEVEL	GSM31252.tmn_LEVEL	GSM31402.tmn_LEVEL	GSM7588.tmn_LEVEL	GSM4461.tmn_LEVEL	GSM31516.tmn_LEVEL	GSM7594.tmn_LEVEL	GSM4486.tmn_LEVEL	GSM31372.tmn_LEVEL	GSM31523.tmn_LEVEL	GSM31404.tmn_LEVEL	GSM4438.tmn_LEVEL	GSM31531.tmn_LEVEL	GSM31501.tmn_LEVEL	GSM31591.tmn_LEVEL	GSM7579.tmn_LEVEL	GSM31438.tmn_LEVEL	GSM31592.tmn_LEVEL	GSM31387.tmn_LEVEL	GSM4474.tmn_LEVEL	GSM31570.tmn_LEVEL	GSM7585.tmn_LEVEL	GSM31393.tmn_LEVEL	GSM4466.tmn_LEVEL	GSM31579.tmn_LEVEL	GSM4465.tmn_LEVEL	GSM31615.tmn_LEVEL	GSM4453.tmn_LEVEL	GSM4439.tmn_LEVEL	GSM31517.tmn_LEVEL	GSM31374.tmn_LEVEL	GSM31355.tmn_LEVEL	GSM4448.tmn_LEVEL	GSM31193.tmn_LEVEL	GSM31596.tmn_LEVEL	GSM7567.tmn_LEVEL	GSM4463.tmn_LEVEL	GSM31612.tmn_LEVEL	GSM31259.tmn_LEVEL	GSM4430.tmn_LEVEL	GSM31530.tmn_LEVEL	GSM31463.tmn_LEVEL	GSM31543.tmn_LEVEL	GSM31544.tmn_LEVEL	GSM31275.tmn_LEVEL	GSM31301.tmn_LEVEL	GSM31408.tmn_LEVEL	GSM4479.tmn_LEVEL	GSM4449.tmn_LEVEL	GSM31227.tmn_LEVEL	GSM31195.tmn_LEVEL	GSM4456.tmn_LEVEL	GSM31436.tmn_LEVEL	GSM31327.tmn_LEVEL	GSM31255.tmn_LEVEL	GSM4457.tmn_LEVEL	GSM31571.tmn_LEVEL	GSM31417.tmn_LEVEL	GSM31282.tmn_LEVEL	GSM31346.tmn_LEVEL	GSM4444.tmn_LEVEL	GSM7591.tmn_LEVEL	GSM4455.tmn_LEVEL	GSM31313.tmn_LEVEL	GSM31326.tmn_LEVEL	GSM31398.tmn_LEVEL	GSM31605.tmn_LEVEL	GSM31307.tmn_LEVEL	GSM4478.tmn_LEVEL	GSM31325.tmn_LEVEL	GSM31369.tmn_LEVEL	GSM4459.tmn_LEVEL	GSM4452.tmn_LEVEL	GSM4460.tmn_LEVEL	GSM31588.tmn_LEVEL	GSM31228.tmn_LEVEL	GSM31348.tmn_LEVEL	GSM31505.tmn_LEVEL	GSM31386.tmn_LEVEL	GSM31375.tmn_LEVEL	GSM31271.tmn_LEVEL	GSM4428.tmn_LEVEL	GSM31552.tmn_LEVEL	GSM31312.tmn_LEVEL	GSM7597.tmn_LEVEL	GSM4434.tmn_LEVEL	GSM4475.tmn_LEVEL	GSM31583.tmn_LEVEL	GSM4468.tmn_LEVEL	GSM31352.tmn_LEVEL	GSM31362.tmn_LEVEL	GSM31460.tmn_LEVEL	GSM7600.tmn_LEVEL	GSM31535.tmn_LEVEL	GSM4450.tmn_LEVEL	GSM31495.tmn_LEVEL	GSM31540.tmn_LEVEL	GSM4441.tmn_LEVEL	GSM4464.tmn_LEVEL	GSM31549.tmn_LEVEL	GSM31322.tmn_LEVEL	GSM31279.tmn_LEVEL	GSM7570.tmn_LEVEL	GSM31461.tmn_LEVEL	GSM31477.tmn_LEVEL	GSM31667.tmn_LEVEL	GSM4427.tmn_LEVEL	GSM31476.tmn_LEVEL	GSM4483.tmn_LEVEL	GSM31490.tmn_LEVEL	GSM31486.tmn_LEVEL	GSM4436.tmn_LEVEL	GSM4471.tmn_LEVEL	GSM31560.tmn_LEVEL	GSM4481.tmn_LEVEL	GSM4442.tmn_LEVEL	GSM31435.tmn_LEVEL	GSM4437.tmn_LEVEL	GSM4447.tmn_LEVEL	GSM31331.tmn_LEVEL	GSM4440.tmn_LEVEL	GSM31508.tmn_LEVEL	GSM31573.tmn_LEVEL	GSM4426.tmn_LEVEL	GSM4462.tmn_LEVEL	GSM31576.tmn_LEVEL	GSM31608.tmn_LEVEL	GSM31419.tmn_LEVEL	GSM4435.tmn_LEVEL	GSM7582.tmn_LEVEL	GSM4482.tmn_LEVEL	GSM4484.tmn_LEVEL	GSM4472.tmn_LEVEL	GSM4485.tmn_LEVEL	GSM7576.tmn_LEVEL	GSM31555.tmn_LEVEL	GSM4470.tmn_LEVEL	GSM31261.tmn_LEVEL	GSM31467.tmn_LEVEL	GSM31804.tmn_LEVEL	GSM31484.tmn_LEVEL	GSM4431.tmn_LEVEL	GSM31529.tmn_LEVEL	GSM31262.tmn_LEVEL	GSM31581.tmn_LEVEL	GSM31367.tmn_LEVEL
ENSG00000005020	1070.88	1129.31	492.879	691.785	1423.57	1207.99	1117.03	962.008	740.824	1098.08	398.002	972.26	1124.99	590.299	562.637	778.424	641.534	656.939	598.432	1124.08	713.794	638.004	1632.89	939.319	274.291	1384.39	532.158	729.076	1092.71	453.494	316.547	713.945	950.371	1239.23	911.01	605.958	280.272	610.474	729.07	1556.25	160.256	878.804	677.287	497.249	682.262	685.624	924.549	1549.27	661.231	541.202	1365.92	1165.22	607.432	448.921	431.221	930.76	747.51	1924.83	422.564	1813	1071.65	786.155	446.157	510.103	1065.36	483.848	753.612	1585.3	1325.08	1015.49	982.766	507.827	561.89	553.319	797.93	1231.85	1140.41	720.269	910.334	527.451	558.095	628.445	579.386	475.531	798.174	528.152	491.346	972.614	553.954	426.49	622.867	527.24	789.094	910.416	2455.67	780.957	927.987	457.73	831.645	1056.48	820.523	1011.56	705.508	951.215	416.878	1118.98	548.484	1754	643.076	1031.64	679.814	1097.92	647.802	581.575	600.942	857.779	859.585	2047.35	700.523	1061.32	2346.58	692.772	1218.75	1034.08	985.859	2914.94	652.77	760.7	1064.85	1148.35	695.485	939.65	1543.28	621.559	523.557	1151.13	974.184	1008.25	679.098	625.244	901.259	418.545	772.31	429.329	561.913	323.703	1580.44	564.762	638.529	512.518	573.92	538.743	516.541	548.987	589.66	1640.9	593.621	1171.28	2006.28	936.995	1006.17	795.484	817.072	551.873	691.595	316.26	472.598	1095.45	1260.11	732.687	670.406	848.218	768.689	468.826	615.143	925.871	829.348	1565.65	850.861
ENSG00000005075	418.863	610.649	461.424	515.4	507.263	417.253	604.353	606.357	593.945	381.946	398.55	747.675	588.44	770.043	593.01	643.59	534.741	613.138	563.601	607.485	606.971	663.811	791.956	531.337	642.194	23.6371	571.349	418.713	499.62	834.113	1225.41	634.095	569.375	935.059	734.697	645.4	550.005	517.367	604.23	596.138	788.038	328.296	504.074	569.075	602.067	1074.29	417.57	1078.2	544.729	480.013	1054.36	574.775	596.444	505.752	704.634	499.153	730.242	498.326	421.999	617.387	590.8	529.547	785.188	485.679	533.511	658.421	808.035	628.866	368.27	441.629	685.849	541.266	624.663	778.117	479.93	1012.4	1039.38	644.136	561.481	499.222	456.457	515.502	665.567	562.936	669.958	593.559	527.131	814.116	422.327	845.851	577.357	437.59	582.816	688.711	734.592	634.662	544.206	1156.54	653.367	654.039	694.783	601.789	574.605	632.313	499	672.945	595.412	978.818	471.397	530.186	468.979	576.678	505.943	489.633	634.684	600.083	623.38	649.589	579.391	450.496	609.617	499.218	772.685	585.028	670.103	692.312	843.043	678.411	496.263	983.984	594.741	622.199	919.548	784.75	540.62	326.444	420.336	739.775	543.633	609.057	580.25	550.086	818.662	368.454	655.137	553.243	976.605	602.598	719.415	560.642	530.424	508.422	556.359	524.226	541.152	564.17	795.314	430.546	534.539	755.278	571.446	550.65	652.282	482.475	677.618	574.41	601.025	477.111	1128.54	544.116	504.859	418.606	843.836	579.79	656.913	1003.61	795.762	871.767	609.282
ENSG00000005175	1080	1425.47	1433.27	1359.37	888.169	1164.02	893.755	988.933	1145.48	1054.86	1183.56	1090.6	1512.44	987.884	787.682	759.179	1169.02	875.261	1207.44	1283.2	1195.83	1098.53	950.58	1017.93	587.047	1441.43	1463.58	651.049	1296.25	687.303	851.254	1173.59	1209.68	1010.15	1398.31	1399.12	621.252	968.37	1094.25	600.07	1037.01	814.078	923.426	1190.62	1304.67	667.79	1074.12	698.191	1161.49	785.242	602.288	1320.16	1039.73	1087.81	1019.37	1352.13	758.902	996.411	1461.45	1125.07	888.725	1347.81	975.047	1424.25	1316.41	1223.48	530.854	1094.81	953.748	991.406	846.936	1001.57	1060.38	660.258	1715.9	905.325	641.487	1531.25	1445.49	983.13	872.923	1019.02	1240.11	556.63	818.696	874.241	991.369	1805.97	1149.34	840.839	912.404	738.956	1305	944.243	621.254	1544.35	1493.31	1240.12	1509.02	725.631	1296.73	542.95	1454.34	1071.04	1309.28	1187.93	1048.13	677.951	801.269	1159.96	1119.19	1308.4	1408.08	1140.05	1232.74	962.585	1155.69	772.53	984.38	623.286	970.512	632.136	1002.32	1133.23	1345.41	802.563	706.988	868.237	1304.26	670.801	980.23	1378.02	646.938	963.108	912.726	890.896	1054.38	1150.88	1608.39	1027.69	1421.56	905.787	776.15	1157	1002.63	680.769	876.936	1209.71	833.274	537.887	872.096	1098.36	1130.55	1100.33	872.9	805.284	1061.91	1402.29	833.841	1310.86	1230.19	1243.19	1393.73	1166.42	905.991	831.435	1141.98	624.642	544.095	658.225	1184.68	906.748	1360.55	1186.99	1132.79	1017.2	1154.66	860.068	1339.79
ENSG00000005206	1405.21	657.8	940.54	971.909	625.917	913.039	1473.51	1477.52	1107.82	1566.49	1251.01	973.396	1267.76	3244.96	594.384	817.042	777.834	662.716	1234.34	1487.09	1182.04	967.081	2260.86	1233.1	1037.85	903.577	1322.69	939.658	954.738	727.468	205.387	1095.11	657.548	2923.53	543.802	821.097	641.681	805.758	2073.97	727.411	506.735	1151.02	2402.17	629.762	706.136	1126.18	692.401	642.44	826.277	647.449	827.02	1034.61	881.227	781.131	779.924	969.898	1318.9	1070.92	973.139	1093.4	746.921	952.492	2359.63	962.699	1422.29	608.892	697.678	1211.51	1069.25	777.998	1267.53	763.162	821.539	1199.55	926.698	714.387	565.443	761.403	662.361	759.709	832.586	793.1	759.337	717.852	980.933	765.057	612.544	875.606	1521.28	803.273	692.175	751.9	990.958	1783.07	1043.21	1369.81	675.487	863.409	839.278	2315.65	845.972	717.417	777.608	1172.68	1101.64	765.619	648.003	604.899	796.351	1230.01	1041.28	940.401	1062.88	595.481	1334.77	1572.95	696.753	922.601	595.71	1097.44	910.547	837.976	1416.67	1132.29	881.692	510.447	1455.68	792.002	910.446	550.329	805.841	819.382	719.114	750.575	606.142	1132.6	917.526	1168.25	840.238	650.032	1766.42	410.036	1301.26	1098.61	813.099	923.549	2745.01	948.165	613.768	801.822	1049.99	672.779	830.45	826.702	758.377	1018.76	796.106	784.841	1392.5	1009.76	786.682	813.07	871.491	715.485	855.741	537.401	572.921	1219.81	1700.46	1385.99	966.212	1049.68	741.439	1041.36	579.484	1382.84	515.124	895.107	1411.19
ENSG00000005302	406.6025	438.5095	430.617	290.9625	400.9155	298.3985	389.672	379.594	375.245	332.3375	435.871	557.4355	356.445	206.0515	449.624	393.0115	409.1375	318.311	291.2765	348.496	311.905	360.553	390.4055	433.4425	217.4915	535.77	325.144	459.2085	277.7265	313.491	152.14105	348.357	279.529	522.8675	708.816	389.7375	86.7449	523.725	247.4835	482.154	332.2985	355.094	300.8155	259.599	456.9415	372.0835	182.6915	429.0285	343.9265	264.916	495.049	349.041	305.597	434.3705	278.1085	303.206	294.7625	503.443	286.1125	556.969	369.713	356.12	167.536	312.21	338.1965	283.92	314.4385	490.8705	351.2205	542.33	432.4645	307.334	327.5275	361.283	379.9115	333.9975	397.047	553.918	441.4155	346.473	299.473	388.6415	288.485	209.211	388.3905	299.6695	290.62	849.6965	423.7515	406.8215	335.0145	308.805	380.0275	386.3235	567.2385	497.7395	437.272	266.3385	411.204	468.175	384.743	321.3595	406.5445	336.614	436.21	478.955	484.6305	425.2095	346.7265	371.724	308.597	305.99	348.322	397.3715	266.2345	297.0205	484.714	392.797	576.151	250.6925	477.546	274.7045	394.3225	407.0165	343.5895	731.3015	319.9525	282.279	349.901	445.62	376.776	397.2405	363.657	314.941	247.461	314.211	337.04	428.253	434.6625	221.944	249.348	348.117	472.667	316.9765	357.651	188.5765	476.97	316.142	355.058	320.984	351.0755	331.468	350.972	330.5635	368.234	522.726	257.0675	539.8765	430.0295	308.302	379.858	500.3305	362.927	325.5885	320.185	210.284	352.4595	344.185	303.0385	247.2115	254.4805	221.469	327.262	269.862	312.0325	278.056	332.075	438.6325	353.6925
ENSG00000005339	643.424	756.833	859.698	912.75	741.277	925.762	736.386	871.615	763.656	716.415	833.924	461.549	660.822	815.668	679.744	872.192	598.678	802.226	805.119	803.786	752.469	872.106	665.58	895.951	605.011	763.621	669.326	1096.98	481.532	831.008	1078.08	744.709	917.958	873.454	837.511	778.469	815.579	839.138	827.72	759.87	696.86	700.359	812.455	860.7	836.666	825.435	720.891	798.702	896.072	848.637	892.291	876.148	776.242	823.26	788.184	671.8	679.393	612.06	913.755	787.926	1021.68	648.646	722.967	831.632	704.13	671.902	891.129	858.64	658.945	802.879	759.592	778.346	792.917	887.293	936.965	873.346	550.379	859.327	792.349	986.599	757.676	778.717	727.71	767.35	798.477	875.588	743.497	906.666	841.92	794.082	618.31	930.086	687.023	900.122	678.575	874.742	818.985	652.875	731.823	791.291	706.701	757.872	732.232	848.006	784.497	989.398	585.982	819.549	685.341	741.139	804.667	825.756	816.026	388.457	784.573	673.19	830.18	685.538	711.475	655.572	858.966	791.78	730.122	741.051	825.611	880.408	764.741	877.608	791.636	1089.63	736.993	925.686	915.919	692.362	999.78	637.615	864.685	865.589	913.454	527.76	844.093	826.874	788.657	740.106	596.998	727.234	641.905	848.935	827.722	901.044	720.577	678.028	919.577	602.548	911.302	798.086	1007.98	687.415	641.92	694.929	645.896	742.62	841.133	759.614	791.545	757.553	981.768	627.951	600.346	621.045	786.776	744.846	717.326	700.42	735.836	1017.35	742.321	810.976	889.917
ENSG00000005486	2711.145	1602.03	2452.895	1159.035	1586.14	1888.473	1872.275	2554.235	1799.244	2078.4	2248.3695	1534.796	2068.329	2505.24	2053.4765	1894.5315	2239.05	1815.8155	1848.1815	1780.6065	2074.985	1865.4715	2191.585	1918.011	1803.038	1651.455	2028.7065	1575.382	2277.2315	2131.675	493.3605	2394.675	1580.4975	3062.325	1868.804	1819.419	2074.5985	1599.1205	2172.57	2051.4425	1405.063	2430.92	1984.94	1862.953	1760.449	1641.462	1906.7625	1184.586	1386.9615	2061.814	1221.522	1956.566	1313.791	1614.8355	1569.1225	1944.0155	1437.691	1907.84	2033.7545	1692.346	1930.6375	1986.985	2324.405	1916.8295	1717.644	1750.325	1652.547	1614.926	1755.1725	1939.575	1569.6505	2370.205	2085.0635	1704.916	1747.387	1152.6345	1354.6605	2272.105	2442.655	2093.1795	1813.386	2111.46	1456.444	1509.5895	2158.3825	2042.06	2120.245	2287.475	2264.16	1439.343	2069.23	2163.175	2109.54	2109.62	1696.8665	1994.005	2185.355	2001.092	1602.445	2501.335	2529.285	1472.0745	2079.325	2746.455	2546.075	1757.5095	2348.82	953.514	2185.325	2140.23	1756.1465	1921.521	1675.493	1400.728	2831.735	1877.49	2125.615	1791.053	1901.1505	1574.1625	1710.2125	1248.7925	2200.2	1753.0525	2497.465	1800.758	1697.33	2012.14	1921.2185	1256.199	2158.955	1989.942	1615.3155	1773.59	1845.099	1979.7045	2182.55	2441.54	1788.22	1796.3095	2408.4	1741.5475	2682.3	2114.935	2209.215	1617.641	2296.735	1717.6705	1946.225	2615.325	2153.475	2381.2	1961.325	1936.2475	2004.565	1630.304	1906.6195	1737.165	1763.561	2167.8	1391.414	2357.915	1251.868	1417.4585	1788.131	1616.8525	1411.9515	2179.31	1672.013	1329.3875	1914.2	2057.72	1342.5955	2071.22	1936.515	2864.25	819.6485	1245.8775	2703.56
ENSG00000006712	1139.52	892.015	829.733	650.548	677.634	801.569	850.902	793.447	845.397	948.375	834.39	650.596	1206.43	1197.18	874.661	573.844	1124.32	805.544	823.88	1087.05	1112.32	936.845	1101.68	1064.01	804.203	988.275	1003.92	692.099	917.242	651.319	644.368	914.44	777.676	1256.06	1556.01	917.171	147.021	813.148	929.337	831.649	557.88	1060.77	982.603	851.399	891.207	681.706	714.028	875.751	899.812	812.815	911.188	879.222	721.59	443.125	1031.6	859.688	1186.83	824.465	850.174	949.039	1064.54	973.931	1001.39	794.073	942.162	792.298	700.957	989.722	1039.76	1048.62	1091.99	989.232	1011.23	872.166	1092.22	674.7	805.821	1004.09	1025.93	766.027	580.878	757.214	653.141	583.64	1166.56	757	649.048	1409.36	1169.9	937.314	769.472	795.665	940.978	1204.66	1031.72	903.942	975.693	699.659	925.61	1208.54	1131.97	917.396	966.69	918.771	1184.71	1156.13	884.584	736.345	786.076	1061.9	980.054	848.779	871.643	725.33	908.056	1400.19	1237.46	1058.36	772.303	1034.58	856.091	810.287	967.031	1036.83	1007.16	1198.7	846.417	951.322	890.042	850.872	774.141	1093.51	882.842	920.639	943.961	735.886	767.65	1026.77	955.092	639.207	874.761	519.252	996.926	963.812	818.733	721.137	1283.92	964.078	759.546	1016.27	594.345	792.391	687.75	861.096	785.197	803.315	1110.95	797.49	747.43	1065.18	911.026	1122.42	905.983	704.418	836.367	606.947	1326.54	804.271	1505.8	598.122	851.38	622.681	611.844	882.582	667.581	886.099	618.81	905.923	1032.85
ENSG00000006715	3317.91	6811.02	8176.85	5979.66	5663.82	6131.91	5157.66	8473.26	3591.77	5225.46	7739.86	5284.51	5879.31	4870.99	6470.42	4922.15	8357.83	5021.62	6626.45	4428.95	6484.77	7332.29	3568.32	6245.04	4603.74	5317.15	7885.45	6756.53	5503.68	5794.08	3194.11	7277.75	5902.67	6932.82	12035.1	6564.64	307.656	7526.1	4243.17	4842.11	5621.45	7717.46	5365.01	5669.62	8014.72	3830.8	6756.56	5461.91	4765.71	5401.3	5315.55	6177.74	5816.69	3506.04	5745.6	5910.73	2240.39	5444.14	6933.37	5439.85	6836.07	5765.09	4792.89	7313.65	4711.5	7642.86	3440.69	4699.79	4171.46	7649.42	6496.53	8408.51	7567.45	4784.59	6724.97	5013.38	5179.95	8514.92	8906.92	5336.64	4403.19	6153.88	6339.3	3321.55	7540.44	5957.04	6592.34	11419.1	7851.81	6558.66	7510.44	6189.17	6074.76	6693.02	5107.69	6810.84	7594.25	6648.83	5979.76	5968.42	8865.46	4186.92	8091.54	6402.92	9199.28	7153.97	9268.28	4720.34	5771.09	5817	7046.86	5832.12	7099.25	7677.79	6208.67	2395	10013.4	4504.58	7239.77	3836.39	4747.91	3103.45	5288.63	6025.29	3695.1	7769.54	4360.59	6070.02	6875.7	5314.51	8274.51	7827.1	5271.79	5300.31	5986.88	3929.42	4553.35	6564.99	7437.35	6239.7	5658.79	7392.66	8910.08	5475.8	8645.28	3391.62	4333.03	5950.06	4944.39	6341.21	7560.75	7736.15	6577.97	8186.1	7793.23	6998.67	6299.83	7746.44	4527.75	5217.52	7274.65	10147.5	5758.84	6059.09	4219.78	3973.73	7909.05	5013.44	2679.5	3615.48	6111.17	5944.35	6409.9	7003.32	6702.6	4664.78	6427.1	5161.34	6430.92
ENSG00000007168	421.662	839.145	513.793	1668.08	861.343	606.122	757.39	476.505	876.404	747.336	681.862	1092.98	411.342	194.923	996.308	782.57	532.817	562.069	574.933	526.556	519.183	732.546	194.443	345.71	545.897	590.119	817.224	1194.55	603.038	176.179	194.701	503.903	810.734	179.051	500.546	674.946	381.861	866.911	241.146	384.105	1143.25	407.777	321.64	479.498	943.18	537.598	562.147	328.047	686.329	622.961	220.416	565.992	1485.15	804.129	432.265	483.191	565.74	825.034	583.268	331.798	346.774	1140.99	280.749	1018.89	816.882	845.585	563.755	367.754	564.416	809.012	464.966	363.409	342.581	530.808	440.936	383.727	340.462	450.955	382.838	557.428	969.243	793.823	1200.63	483.04	460.454	394.106	501.243	245.151	676.252	418.867	482.731	469.587	572.956	186.848	487.5	881.255	558.157	369.453	1167.17	170.359	463.084	562.535	738.646	420.987	386.767	335.834	371.544	616.473	595.871	465.326	557.105	564.054	574.129	1398.11	405.181	271.234	451.242	367.543	906.289	676.03	650.94	732.073	662.614	1013.6	331.102	557.287	388.179	425.718	691.424	311.616	750.333	535.531	360.279	453.099	354.909	760.666	461.854	405.079	590.758	408.656	245.131	1185.06	272.752	464.546	747.849	927.443	182.071	633.632	534.353	401.068	635.745	1128.7	739.696	694.401	503.744	954.802	268.099	1522.54	865.616	305.089	698.639	583.191	629.605	1415.75	668.279	874.496	453.116	584.559	234.194	614.563	363.561	483.479	1368.6	597.906	655.715	155.225	1593.68	314.692	387.658
ENSG00000007202	1952.92	2731.57	2947.67	3043.18	3743.16	3091.42	3920.93	3578.61	3839.86	3710.88	3120.62	3259.55	2809.82	4000.97	3493.74	3315.3	2992.56	6630.81	3595.55	3740.33	3921.7	3575.36	5416.36	2506.95	2320.39	2768.43	3595.29	3223.79	3680.07	2280.19	7417.06	3705.79	3013.01	3975.49	2096.52	3230.44	1825.61	2636.32	4138.07	2565.22	3518.4	4899.11	3491.97	3958.82	2831.45	3015.73	2619.2	4695.61	3207.61	3480.7	4918.63	3504.03	2888.24	2854.71	3078.26	2596.35	2907.75	4896.85	3209.88	4405.65	2776.58	3572.82	3997.36	4248.63	3718.86	3671.33	3086.71	4151.37	3005.94	2569.76	4083.42	4686.35	4250.94	3496.91	5048.24	4245.1	4170.03	2647.86	3188.03	3248.71	6114.94	3644.7	3838.26	2363.88	2730.77	3636.01	4004.67	2735.68	3476.03	3722.39	3999.34	3058.95	3958.15	2675.05	3050.86	3122.52	3208.43	4208.8	2518.89	4287.29	3617.71	3506.38	3884.73	4748.21	3089.02	1899.64	3674.66	4331.41	7166.69	4249.62	3940.62	3735.8	3512.04	3317.28	3830.88	4915.04	2937.23	4534.8	2778.78	3341.07	4249.42	3672.25	3516.39	3470.83	4859.45	4075.15	3452.64	3539.81	3588.81	3904.73	3753.13	2673.86	3744.19	4319.57	3908.53	2539.94	3067.2	4753.38	2846.89	3541.01	5698.88	3123.42	5089.71	4066.56	4175.37	6959.73	5596.88	3375.44	3917.71	3781.53	3667.33	3241.7	3307.19	3330.52	4401.28	4781.02	3551.23	2934.46	4394.54	4774.06	2518.64	2998.02	2503.77	3569.93	3161.37	6032.88	2791.44	2971.75	4273.85	2997.14	5648.62	2442.96	3790.44	3490.36	4452.85	5854.71	3383.35	4738.2	5054.02
ENSG00000007541	2631.9	1868.625	1735.61	2052.435	2570.695	2477.45	2692.98	2620.58	2370.285	2216.755	1978.59	1717.135	2061.4	2630.545	2255.53	2087.05	1999.99	1943.96	2038.51	2420	2621.355	2074.605	2559.59	2719.91	2168.075	2030.185	2355.035	2472.41	1989.46	3425.93	1872.245	2320.41	2319.12	3221.91	1686.795	2305.27	1675.38	1861.455	2207.38	2033.85	2378.92	3208.07	2686.5	2865.545	2042.2	1707.63	2049.7465	1916.76	2254.005	2650.93	2252.22	2120.53	2155.94	2232.64	2242.155	2132.51	2198.09	2501.115	2034.885	2381.665	2215.38	2085.69	2321.41	2086.91	1946.94	2216.355	1652.764	2049.725	1930.948	2052	2136.31	2533.49	3352.695	1610.75	2497.275	2331.965	2020.48	2177.35	1754.97	2806.085	1795.53	2354.965	2460.59	2104.84	1621.125	2773.82	2307.81	2179.92	1873.445	2043.605	2204.62	2828.185	2208.26	2581.965	2067.085	1953.57	2290.02	2216.125	2026.265	3641.34	2108.28	2069.855	2224.135	2963.78	1915.545	2355.605	2089.46	1890.98	2050.78	2527.13	2489.88	2139.9	2025.12	2506.63	2382.4	1804.09	2239.15	2129.38	2170.225	2534.955	2410.735	1746.9	2349.77	1999.25	2493.24	2210.5445	1690.125	2892.735	2578.265	1949.15	2203.085	1455.78	2169.54	2146.77	2879.69	1828.89	2338.335	3062.035	1962.38	3132.105	3424.68	2904.05	3197.455	2393.785	2327.77	1616.1465	2883.855	2535.26	2848.7	3908.495	2394.12	2117.585	2279.915	1903.835	2278.75	2734.045	3363.96	1760.94	2353.49	2517.585	2059.14	2182.51	1908.595	2758.46	1915.74	1656.28	2263.455	1921.05	2214.84	1702.3495	2233.19	2282.515	2200.46	2446.07	3234.395	3035.93	2430.425	2171.68	3133.66
ENSG00000008056	2018.03	2813.21	5918.63	2971.61	1995.86	4501.79	4119.15	5584.58	4775.72	4966.15	5523.52	2020.72	3895.26	6370.02	3972.02	4969.75	4077.86	3785.23	6560.27	3658.18	5321.5	5209.27	1952.77	4673.12	3356.3	2609.62	6165.46	934.003	6618.89	4084.69	1664.68	4584.65	4915.03	2802.03	4445.31	4099.68	460.788	4344.23	2950.21	1925.83	597.025	5695.4	4354.08	3796.81	4298.81	2006.77	1817.23	2041.81	3194.73	4827.37	1539.83	5759.98	2624.04	3222.07	4023.91	4960.58	2057.01	2013.68	5736.48	2137.62	3760.4	5455.67	5121.79	6187.69	4953.45	4352.67	1541.08	2270.52	1247.37	4020.11	2065.71	4656.65	4724.47	2773.22	5514.02	1721.08	2600.52	4562.31	4004.14	4303.12	4034.84	3668.54	3631.93	2273.85	4717.37	3301.76	5821.19	5655.48	5750.95	3404.23	3989.91	3930.89	5916.17	4050.95	2147.95	5534.96	4835.33	4508.58	3155.9	3032.05	4666.75	2564.35	5125.27	5747.4	6296.77	3674.25	3364.34	1820.29	3660.16	6638.94	3755.31	5472.35	4690.66	3322.79	6057.05	1877.32	3984.09	797.603	3031.78	3642.91	1660.48	2268.93	3668.62	3955.51	6497.9	1261.89	2575.49	3717.93	4623.34	1939.1	4947.13	4872.15	1901.1	4749.31	5608.71	2271	5493.04	5045.38	3775.77	3785.37	6023.3	2034.27	4448.29	5692.39	5834.73	2867.54	1429.22	3841.38	3341.72	5669.39	4371.54	3921.71	5918.01	5006.73	5206.94	2240.14	4241.71	4398.38	2183.53	2531	3286.14	4405.55	3754.63	1975.24	4024.1	2445.05	4051.77	1748.28	1031.42	1977.61	5530.57	3100.62	2763.21	4594.23	4790.37	1761.09	2609.06	2213.63	8931.18
