p	score
ENSG00000122406	1.23652962318494e-14	-7.15426036044296
ENSG00000122705	1.49480587024096e-21	-12.7510642018413
ENSG00000122862	4.64957909335914e-17	-9.02371025307388
ENSG00000123066	1.11579534396045e-17	-9.51889829128883
ENSG00000123136	1.59930609902607e-12	-5.62502424206297
ENSG00000123143	2.56298566792893e-16	-8.44036875569911
ENSG00000123159	6.06568269794522e-20	-11.3816843630931
ENSG00000123353	1.75306150137131e-18	-10.170707370075
ENSG00000123358	8.51998703428581e-19	-10.4276639112029
ENSG00000123505	1.04297219978673e-21	-12.8860527968201
ENSG00000123560	9.62582676655161e-20	-11.2135143593955
ENSG00000123562	2.20001817412445e-20	-11.7530756343289
ENSG00000123983	1.76706504973566e-30	-20.9025770323862
ENSG00000123992	7.54969201155726e-22	-13.0075268203015
ENSG00000124067	7.40139102900187e-16	-8.08304545940982
ENSG00000124145	1.03779560772616e-16	-8.74809051944956
ENSG00000124225	7.48019720453457e-16	-8.07949705725697
ENSG00000124356	3.1839002746762e-24	-15.1007314276855
ENSG00000124702	4.3883417994456e-25	-15.8756843498405
ENSG00000124920	9.03896790043326e-23	-13.8117269684214
ENSG00000125166	4.08470608606981e-25	-15.9038765494631
ENSG00000125534	7.16577303118294e-28	-18.4385688052358
ENSG00000125648	2.65363489185149e-22	-13.4023225918691
ENSG00000125691	3.00076791751701e-19	-10.802032080806
ENSG00000125730	1.39091732962223e-19	-11.0798962867931
ENSG00000125821	3.12567800831331e-29	-19.7164475624123
ENSG00000125835	9.78299591665386e-17	-8.76828292281803
ENSG00000125971	3.96519303524296e-25	-15.9155554328657
ENSG00000126067	5.11692100950547e-20	-11.4437753699247
ENSG00000126088	1.02384964564953e-23	-14.6479103966259
ENSG00000126214	1.2506794782642e-27	-18.2131091672989
ENSG00000126351	6.38002410829454e-28	-18.4856534946944
ENSG00000126368	3.27797519056627e-25	-15.9904528663791
ENSG00000126457	3.96477629243146e-17	-9.07866001175738
ENSG00000126461	4.84470850572293e-20	-11.4637475091109
ENSG00000126581	1.34569301305034e-21	-12.7904435318575
ENSG00000126803	2.68676532270938e-17	-9.21321147926525
ENSG00000126934	9.38971509438273e-21	-12.0670189673529
ENSG00000127022	8.46051664706154e-18	-9.61567877216961
ENSG00000127314	4.40479398807783e-12	-5.31941174630695
ENSG00000127324	1.74233842700125e-11	-4.91236461846496
ENSG00000127328	2.51394771527115e-22	-13.4228132689896
ENSG00000127445	8.07008931035963e-23	-13.8549874931282
ENSG00000127540	1.04204157287958e-27	-18.2869281302451
ENSG00000127554	1.21002044204031e-20	-11.9733060083495
ENSG00000127824	4.58959519440077e-25	-15.8580590263922
ENSG00000127920	5.31739541633298e-17	-8.97748961577967
ENSG00000127922	3.36757282632527e-22	-13.3121236735432
ENSG00000127946	2.13657275561648e-17	-9.29267662520358
ENSG00000127948	5.02275989601913e-21	-12.298928131226
ENSG00000127955	2.04146627477518e-23	-14.3817953432521
ENSG00000128016	1.02717597464016e-10	-4.4010434542122
ENSG00000128039	7.88669603127388e-16	-8.06177377410871
ENSG00000128050	9.51814930640602e-18	-9.57445618596147
ENSG00000128185	1.2975925065874e-23	-14.556421381599
ENSG00000128245	8.78890101740535e-26	-16.510448818649
ENSG00000128294	2.20587628388495e-20	-11.7520981679067
ENSG00000128311	2.40576019256398e-28	-18.8819656431977
ENSG00000128346	5.33693733050146e-23	-14.0130181373399
ENSG00000128524	6.006368051268e-24	-14.8542995202482
ENSG00000128564	3.26200694818839e-13	-6.1139593235034
ENSG00000128590	4.11752323732786e-21	-12.3728058521388
ENSG00000128595	2.76140755782506e-16	-8.41511427517206
ENSG00000128609	5.09352704981389e-25	-15.8171256708401
ENSG00000128683	3.72598165205197e-28	-18.7040003424663
ENSG00000128739	4.60177049566335e-31	-21.4624291607729
ENSG00000128928	8.5741210131601e-24	-14.7164931843879
ENSG00000128951	2.07610429918237e-24	-15.267246047764
ENSG00000129083	3.94546778393298e-20	-11.5388344825163
ENSG00000129084	2.35420055379347e-18	-10.0661614898703
ENSG00000129244	6.32014380956515e-20	-11.3666951670268
ENSG00000129480	2.25584546772354e-23	-14.3433774392585
ENSG00000129521	7.46652137663758e-27	-17.4935825940303
ENSG00000129559	3.26878758511608e-22	-13.3233873830126
ENSG00000129562	1.02515517786069e-21	-12.8925232377455
ENSG00000129596	3.91497475009067e-17	-9.08302316436749
ENSG00000129824	3.54216994976916e-16	-8.33092470629336
ENSG00000130005	6.86716021004677e-27	-17.527149912065
ENSG00000130203	6.43912664037177e-14	-6.62422849838163
ENSG00000130429	9.12627809356208e-07	-2.06695325473924
ENSG00000130558	6.85431344430996e-25	-15.700589117143
ENSG00000130724	3.06842041284035e-19	-10.7940006747339
ENSG00000130741	3.60753000311617e-19	-10.7357355166301
ENSG00000130770	1.60034623815558e-23	-14.4755517485404
ENSG00000130816	7.09383946384872e-17	-8.87842259023409
ENSG00000130881	1.94087698019939e-23	-14.4012437693412
ENSG00000131016	3.6709526189824e-18	-9.90913893310923
ENSG00000131051	1.00671623115764e-18	-10.3681004756323
ENSG00000131095	6.9410834830584e-11	-4.51261568879366
ENSG00000131143	5.99083962839601e-18	-9.73673242436861
ENSG00000131165	7.72373438861325e-20	-11.2936105334269
ENSG00000131174	1.09062243042558e-28	-19.2046282047127
ENSG00000131238	4.21578983534293e-23	-14.1033161736488
ENSG00000131389	4.83773662217529e-14	-6.71529264577538
ENSG00000131446	5.33063073421414e-21	-12.2768324620121
ENSG00000131462	3.74922695502551e-25	-15.93758658024
ENSG00000131469	1.72124289965625e-16	-8.57553285683736
ENSG00000131669	4.44680731869984e-09	-3.37135062519619
ENSG00000131748	3.88090803390914e-22	-13.2584786158515
ENSG00000131788	9.46166138297541e-23	-13.7942974268086
ENSG00000131981	0.0354977618252311	-0.217898030545524
ENSG00000132002	7.50567292647647e-18	-9.65763270536114
ENSG00000132155	8.75125712612102e-19	-10.4180980761916
ENSG00000132196	2.50005750783585e-25	-16.0971884692038
ENSG00000132286	1.25696285993172e-26	-17.28493730976
ENSG00000132361	1.84360464568717e-21	-12.6725567049925
ENSG00000132382	2.5248784274623e-16	-8.44544448314615
ENSG00000132535	1.02754225416846e-23	-14.6465193690147
ENSG00000132541	2.73356325788843e-24	-15.1600709441579
ENSG00000132646	1.63478756489271e-14	-7.06381300710694
ENSG00000132688	1.67280496954856e-12	-5.61137016334992
ENSG00000132692	6.5052072878354e-25	-15.7210939476927
ENSG00000132824	3.39596408199931e-21	-12.4445269364803
ENSG00000132872	3.54948430739828e-18	-9.92101099680145
ENSG00000132963	6.98908873857457e-21	-12.1763392070666
ENSG00000133112	7.2128554534891e-19	-10.4871978904481
ENSG00000133193	2.44232268288099e-24	-15.2039386973984
ENSG00000133275	6.29485323051124e-22	-13.0759700720966
ENSG00000133639	3.15120315859112e-14	-6.85243038162074
ENSG00000133835	1.4047757356299e-22	-13.6437813683285
ENSG00000133943	2.10165488609624e-20	-11.7698917910468
ENSG00000133997	1.94697829041857e-21	-12.6521528797455
ENSG00000134001	1.84118879952124e-18	-10.153297255882
ENSG00000134072	8.99849434583412e-20	-11.2380188447084
ENSG00000134086	4.22772622445198e-20	-11.5135522999269
ENSG00000134202	1.63192694891571e-24	-15.3611598823129
ENSG00000134287	3.75351660779656e-25	-15.9371366912395
ENSG00000134308	4.11328545264198e-26	-16.8119492277427
ENSG00000134375	3.76227084400778e-22	-13.2702133972594
ENSG00000134419	6.30659573186148e-20	-11.3674777727582
ENSG00000134717	2.42574669806456e-17	-9.24863329415542
ENSG00000134853	4.10350661912649e-20	-11.5244625757869
ENSG00000134900	2.97323389775554e-19	-10.8053531868292
ENSG00000135002	4.34110367573105e-22	-13.2161424486187
ENSG00000135046	2.57028708465133e-06	-1.8369768621056
ENSG00000135049	8.93251391167655e-26	-16.50402496793
ENSG00000135124	1.25038079100844e-11	-5.00973704361533
ENSG00000135164	9.28223445506833e-20	-11.226729025192
ENSG00000135250	2.75806382304014e-26	-16.9711145988416
ENSG00000135390	2.29597840027534e-19	-10.8985834409649
ENSG00000135404	4.29242441036999e-08	-2.79247794664477
ENSG00000135406	6.73160253692705e-24	-14.8101340172958
ENSG00000135424	2.67833189114214e-20	-11.6808144390759
ENSG00000135446	2.95621921761454e-13	-6.14459632642097
ENSG00000135447	3.71017933593762e-26	-16.8529927863068
ENSG00000135472	1.74089378296655e-28	-19.0137659874405
ENSG00000135679	1.40791468894234e-12	-5.66380722123253
ENSG00000135720	1.63499813486771e-27	-18.1048352479427
ENSG00000135744	8.00567330494349e-29	-19.3310166694704
ENSG00000135750	1.02989316509863e-24	-15.5410753273639
ENSG00000135829	4.68319529737304e-20	-11.4761393629015
ENSG00000135900	3.74788044399715e-21	-12.4078091369056
ENSG00000135940	4.30816193688252e-25	-15.8829337547668
ENSG00000135945	4.94229277568551e-19	-10.6226329067443
ENSG00000136068	9.75172276015333e-18	-9.56597723949153
ENSG00000136146	5.98948511089551e-21	-12.2335756380507
ENSG00000136156	2.40013179007032e-20	-11.7210850513568
ENSG00000136160	9.27680506850176e-23	-13.8018214643734
ENSG00000136205	9.00540438113351e-16	-8.01739197459508
ENSG00000136279	5.48361488004003e-20	-11.41850076179
ENSG00000136448	4.00065102896183e-17	-9.07555114697119
ENSG00000136451	4.45557178698642e-25	-15.8697076946886
ENSG00000136521	2.19702992062649e-26	-17.0618154312359
ENSG00000136527	2.03018218295971e-15	-7.74681255948179
ENSG00000136631	4.14628455279998e-19	-10.6856922668459
ENSG00000136826	2.34343081738183e-17	-9.26060673118361
ENSG00000136854	5.40766375447752e-32	-22.3588366789558
ENSG00000136897	2.18243885189685e-24	-15.247775186446
ENSG00000136940	7.66785478970008e-19	-10.4653221309892
ENSG00000136942	1.78770754236501e-16	-8.562646407247
ENSG00000136950	5.02249497007176e-20	-11.4505794750013
ENSG00000137076	2.04071744286428e-15	-7.74509747587203
ENSG00000137177	1.00642677943012e-22	-13.7707584487306
ENSG00000137198	1.85664401250433e-21	-12.6699203895535
ENSG00000137207	1.2827889978856e-23	-14.5608489130955
ENSG00000137285	4.09431693867248e-21	-12.374908471884
ENSG00000137288	5.09535548783834e-24	-14.9180800802503
ENSG00000137309	7.65014120083528e-15	-7.31052112296866
ENSG00000137312	3.32294328131626e-18	-9.94429027180265
ENSG00000137331	5.09090832460476e-11	-4.60142650889926
ENSG00000137575	6.07069145505324e-17	-8.93191959720233
ENSG00000137815	1.06271695515364e-22	-13.7500178583323
ENSG00000137824	9.84790911527309e-24	-14.6629409280718
ENSG00000137831	5.53514218422311e-18	-9.76453053388159
ENSG00000138029	9.61181418087971e-23	-13.788293965053
ENSG00000138031	3.32399911006848e-25	-15.9849636766822
ENSG00000138032	6.17135115495376e-26	-16.6507098191661
ENSG00000138069	1.18459173674007e-14	-7.16818819316869
ENSG00000138074	2.14864965879462e-20	-11.7617608599156
ENSG00000138175	2.40079856313661e-23	-14.3194291332895
ENSG00000138326	4.01961695271018e-21	-12.3817591228534
ENSG00000138363	1.14111860522057e-15	-7.93833106903911
ENSG00000138381	4.16564119495338e-22	-13.2317263516096
ENSG00000138385	5.10338313802188e-21	-12.2930127221084
ENSG00000138413	1.39399096432331e-23	-14.5287761882809
ENSG00000138443	1.11179902445658e-25	-16.4173315972207
ENSG00000138674	2.83037551084445e-19	-10.8230980497134
ENSG00000138757	2.63234275333858e-21	-12.5394930436495
ENSG00000138760	2.18686733809471e-16	-8.49418252024854
ENSG00000138768	3.76163590663755e-22	-13.2702771978068
ENSG00000138772	1.84798860294869e-14	-7.02419889197234
ENSG00000138777	2.81509259621059e-23	-14.2582515920334
ENSG00000138814	1.11803716874379e-28	-19.1944866959154
ENSG00000139180	1.0302790854309e-24	-15.5409287108416
ENSG00000139190	2.68020456937569e-24	-15.1677450466244
ENSG00000139318	4.42221644246849e-10	-3.99266902225468
ENSG00000139567	4.97702501292151e-16	-8.21628824548383
ENSG00000139631	1.52297183364836e-20	-11.8884546589168
ENSG00000139644	5.55797352399847e-21	-12.2613260582224
ENSG00000139970	7.61419244754992e-30	-20.2978870587538
ENSG00000140092	2.44462494910559e-16	-8.45639191976222
ENSG00000140263	2.66936055056609e-22	-13.4000841152412
ENSG00000140307	7.4964756618727e-17	-8.85948042285978
ENSG00000140367	4.12550935537717e-21	-12.3720850242527
ENSG00000140374	2.26884964882687e-20	-11.7417527481539
ENSG00000140391	1.24587803172737e-24	-15.466607081344
ENSG00000140395	3.18448525740353e-24	-15.1006599728573
ENSG00000140400	1.13907474673377e-23	-14.6067159140846
ENSG00000140403	6.81983356019293e-26	-16.6110480413516
ENSG00000140416	4.48431733399944e-19	-10.657539193792
ENSG00000140450	3.81925161481568e-15	-7.53815502681664
ENSG00000140545	2.50048148693886e-26	-17.0102051048991
ENSG00000140600	8.71149702393265e-23	-13.8258034419221
ENSG00000140612	3.26762259889723e-15	-7.58952317728897
ENSG00000140740	2.18940126130002e-30	-20.8136537559436
ENSG00000140939	1.55907731171086e-19	-11.0385452874563
ENSG00000140941	3.09506191854616e-24	-15.111739056751
ENSG00000140988	1.14963569397656e-11	-5.03447606772228
ENSG00000140990	7.72338402683703e-26	-16.5616883305521
ENSG00000141127	1.67190027341433e-23	-14.4586965107971
ENSG00000141279	5.23050323857732e-25	-15.806702473614
ENSG00000141380	8.03085125713331e-18	-9.63393295494457
ENSG00000141480	5.03023355781055e-20	-11.4500170229369
ENSG00000141551	9.4743363134089e-19	-10.3897554044737
ENSG00000141568	6.69282469354529e-20	-11.3458052105429
ENSG00000141576	7.25679642033466e-27	-17.5050100845967
ENSG00000141934	3.11904606684467e-24	-15.1087362693822
ENSG00000141985	4.59949536824667e-19	-10.6484332046497
ENSG00000142089	7.0874573383633e-10	-3.86321183900614
ENSG00000142168	8.91663864200672e-24	-14.7013444002656
ENSG00000142192	9.29591665123259e-22	-12.9292835468735
ENSG00000142208	8.13040903333051e-22	-12.9796478280642
ENSG00000142507	4.24854717512091e-22	-13.2242822603652
ENSG00000142534	3.38320143677778e-16	-8.34643345822934
ENSG00000142541	9.18001648677357e-16	-8.01097184746254
ENSG00000142552	1.53561986396925e-16	-8.61437521282593
ENSG00000142676	1.17011426508666e-15	-7.92996427280795
ENSG00000142875	6.15613797918576e-27	-17.571015120955
ENSG00000142937	2.42103919656625e-16	-8.45967838141582
ENSG00000143119	4.9510556415294e-05	-1.22967027218502
ENSG00000143153	2.3969631133992e-27	-17.9504745623169
ENSG00000143171	8.59582332898854e-24	-14.7155154274515
ENSG00000143198	1.10703161861136e-26	-17.335771024231
ENSG00000143226	0.0407942732816115	-0.203219553095058
ENSG00000143256	1.47789078068723e-27	-18.1456422354031
ENSG00000143314	5.32953820542871e-18	-9.7778376239903
ENSG00000143337	1.12105834852311e-19	-11.1581444242396
ENSG00000143390	1.53013790444042e-21	-12.742313718017
ENSG00000143393	4.50483162023043e-22	-13.2021622749867
ENSG00000143420	2.43359791610276e-22	-13.4351254211113
ENSG00000143543	2.76583359407439e-17	-9.20316495013949
ENSG00000143545	9.40681510766977e-15	-7.24314211763021
ENSG00000143549	6.51498928613345e-11	-4.53072491086354
ENSG00000143761	3.81507891581377e-15	-7.53851467944318
ENSG00000143774	1.89272874143612e-26	-17.1213279072131
ENSG00000143799	1.11428151825348e-19	-11.1603459953432
ENSG00000143819	4.37584766033677e-25	-15.876805197624
ENSG00000143878	1.876620141168e-18	-10.1465333207219
ENSG00000143947	1.40103030592313e-19	-11.0772704421498
ENSG00000144021	2.16517661309028e-23	-14.359157492309
ENSG00000144043	1.73164517794564e-17	-9.365701276785
ENSG00000144283	1.43852613106233e-24	-15.410419457286
ENSG00000144381	2.52700567472641e-18	-10.0410842030707
ENSG00000144579	2.06344702114685e-21	-12.6304321133081
ENSG00000144597	4.52295211893178e-17	-9.03322714290956
ENSG00000144713	1.44379510196553e-18	-10.2396730763727
ENSG00000144834	8.4004255538991e-30	-20.25732540734
ENSG00000145022	1.13682564385787e-23	-14.6074791297448
ENSG00000145335	1.38642612143517e-24	-15.4248315534468
ENSG00000145349	3.28769422224016e-20	-11.6056296903291
ENSG00000145425	2.37054428228178e-16	-8.46682451052226
ENSG00000145494	4.93380415719911e-25	-15.8296416462551
ENSG00000145592	1.51292654576112e-16	-8.61944627062728
ENSG00000145730	9.85500738981939e-24	-14.6626624611988
ENSG00000145833	5.08193849923467e-16	-8.20927007228652
ENSG00000146066	8.28565518954201e-25	-15.626247905505
ENSG00000146072	9.44298891711898e-24	-14.6791696840866
ENSG00000146278	9.45373630940908e-18	-9.57683139554913
ENSG00000146425	3.26379881328195e-17	-9.14587411782214
ENSG00000146463	1.73912471254238e-22	-13.5626229592514
ENSG00000146701	1.40649181003297e-25	-16.3243065218823
ENSG00000146729	1.87379034908505e-17	-9.33826820153124
ENSG00000146731	5.85064738334477e-17	-8.94461252617378
ENSG00000146826	8.64251018767687e-24	-14.7134204272953
ENSG00000147010	3.41991863117711e-25	-15.9737649720276
ENSG00000147027	5.58689591752967e-27	-17.6099724686827
ENSG00000147123	4.35951121722346e-23	-14.0904717684239
ENSG00000147130	4.74820664836546e-24	-14.9454584485097
ENSG00000147155	6.05708213243641e-21	-12.2294117533848
ENSG00000147224	2.00935733118161e-20	-11.7864081491777
ENSG00000147274	3.13588151521918e-17	-9.15970202970584
ENSG00000147383	1.90748069578457e-27	-18.0426085048933
ENSG00000147403	1.48705558466975e-17	-9.41870868720709
ENSG00000147416	7.85923131645978e-19	-10.4565094791078
ENSG00000147649	5.75109186390827e-20	-11.4011167605801
ENSG00000147684	4.00766684357235e-24	-15.0112914988459
ENSG00000148090	7.89231203831934e-30	-20.2830773186333
ENSG00000148154	3.04997983091757e-15	-7.61225023731458
ENSG00000148218	5.33693733050146e-23	-14.0130181373399
ENSG00000148229	1.44425517306305e-21	-12.7639528306714
ENSG00000148362	1.16533117637242e-26	-17.3152271269612
ENSG00000148400	9.94662667153633e-19	-10.3723973930152
ENSG00000148660	5.90395076071972e-28	-18.5171053742417
ENSG00000148672	9.6407549361244e-24	-14.6711578018531
ENSG00000148690	3.16430926470287e-23	-14.2133488946943
ENSG00000148798	5.2078911772102e-34	-24.3240490251789
ENSG00000148834	9.24380250229325e-18	-9.58468757097395
ENSG00000148985	1.34243738324867e-20	-11.9349808140734
ENSG00000149084	2.03494165216512e-23	-14.3830273039187
ENSG00000149091	3.40278061203491e-17	-9.1314570567804
ENSG00000149100	1.71021277854526e-17	-9.37003382038134
ENSG00000149131	2.38593221822346e-14	-6.94182630751807
ENSG00000149136	9.8317282315303e-18	-9.56312001210674
ENSG00000149182	4.71407294917331e-22	-13.1850222746888
ENSG00000149187	2.38780837055193e-17	-9.25409990889939
ENSG00000149196	1.00584282571005e-20	-12.0415806486751
ENSG00000149273	4.71608188518394e-17	-9.01881639240441
ENSG00000149357	2.1756490531426e-19	-10.9180233060394
ENSG00000149532	2.32192689225188e-22	-13.4529341184879
ENSG00000149557	3.78660762474125e-30	-20.5866553865686
ENSG00000149591	3.79289961590757e-15	-7.54043305716793
ENSG00000149806	1.22154288893758e-17	-9.4872857350568
ENSG00000149925	7.94842891874397e-22	-12.988162675635
ENSG00000150768	1.18228170893514e-22	-13.709405897475
ENSG00000150776	8.70066733334426e-17	-8.80841879997304
ENSG00000151239	7.29357972404677e-13	-5.86509295085903
ENSG00000151366	1.90866835454173e-23	-14.4076860185135
ENSG00000151414	2.24381316043945e-25	-16.1398344742974
ENSG00000151465	4.31718160387701e-25	-15.8821115079119
ENSG00000151552	5.57481456617231e-26	-16.691082905352
ENSG00000151690	9.77439956137533e-32	-22.1103664946917
ENSG00000151726	3.32611968580935e-26	-16.896498869152
ENSG00000151729	1.63817931278888e-26	-17.1790233691344
ENSG00000151967	4.65672145614076e-26	-16.7625971912718
ENSG00000152291	1.96764456548539e-19	-10.954334530192
ENSG00000152952	1.74146272024921e-14	-7.04337805658292
ENSG00000153187	3.13901269432207e-20	-11.622593059262
ENSG00000153443	3.75592620232249e-22	-13.2708514146861
ENSG00000153904	8.42526168760938e-21	-12.1071195815492
ENSG00000154096	1.47396857457066e-31	-21.9382340130674
ENSG00000154277	1.76044005291224e-31	-21.863884493171
ENSG00000154582	7.25481323218712e-22	-13.0225213417818
ENSG00000154723	2.83858451311513e-23	-14.2550595348249
ENSG00000155097	1.69397248148436e-21	-12.7042292502635
ENSG00000155229	2.4787162547423e-22	-13.4281623724001
ENSG00000155368	1.59977468528016e-23	-14.4756894134858
ENSG00000155380	5.59518741897433e-18	-9.76073828100104
ENSG00000155876	2.84159730736645e-23	-14.2546520833229
ENSG00000155886	9.48734955499604e-24	-14.6773579640691
ENSG00000156475	6.11659521468245e-29	-19.4411675983259
ENSG00000156482	5.58896764260255e-17	-8.96035007152248
ENSG00000156508	7.57503908289686e-14	-6.57263821604502
ENSG00000156709	3.49817031185554e-20	-11.5828929767143
ENSG00000156875	1.32947042037173e-24	-15.441223532825
ENSG00000156973	1.17801009558095e-22	-13.7107841979682
ENSG00000156976	8.57203343226318e-22	-12.9597568945387
ENSG00000157005	1.96020873043567e-31	-21.8189099479566
ENSG00000157014	5.0000924820607e-19	-10.6184611234255
ENSG00000157087	2.06477013584059e-30	-20.8379656497789
ENSG00000157103	1.28516071755242e-26	-17.2760614999409
ENSG00000157227	3.33106604855796e-16	-8.35168049549807
ENSG00000157540	7.6656175455341e-19	-10.4654264596871
ENSG00000157869	1.78142917812711e-24	-15.3269500135463
ENSG00000158109	7.94680090968911e-25	-15.6426098023446
ENSG00000158526	1.39995649511963e-22	-13.645088558956
ENSG00000158773	8.08857175676803e-22	-12.9815882887277
ENSG00000158863	5.24259471439601e-23	-14.0198431629936
ENSG00000158887	4.10971221048763e-15	-7.51404949042894
ENSG00000159069	1.95448358546245e-24	-15.290784808728
ENSG00000159082	5.87896806460148e-28	-18.5188254897177
ENSG00000159164	1.81107444586715e-29	-19.9407574723861
ENSG00000159176	4.9462014913578e-24	-14.9296061150003
ENSG00000159199	1.35353514421766e-25	-16.339483584736
ENSG00000159210	3.86360646073601e-24	-15.0255133004418
ENSG00000159335	4.53000295766492e-18	-9.83503013079859
ENSG00000159352	1.36945767250311e-20	-11.9276298103892
ENSG00000159377	6.90908955784035e-21	-12.1806062216173
ENSG00000159388	4.78272654890168e-18	-9.81591895027236
ENSG00000159399	1.38449837413064e-18	-10.2545896553174
ENSG00000159403	2.09190143159747e-14	-6.9841958376771
ENSG00000159596	7.62693022165237e-21	-12.1439798960946
ENSG00000159685	1.032597593974e-24	-15.5400490376664
ENSG00000159921	4.03783946610682e-21	-12.3800762065059
ENSG00000160087	5.64315362721088e-22	-13.1171598262902
ENSG00000160194	4.28284241833227e-25	-15.8852512015526
ENSG00000160211	2.86918995113791e-20	-11.6555549517261
ENSG00000160213	6.13705075598102e-14	-6.63950695371773
ENSG00000160218	1.08081305168648e-21	-12.872671899809
ENSG00000160271	3.22000185176856e-20	-11.6132549217041
ENSG00000160307	3.8163719011466e-20	-11.5510115068196
ENSG00000160613	2.71591468171896e-21	-12.5278312955162
ENSG00000160678	3.83214235128712e-23	-14.139888000556
ENSG00000160789	2.22849078494021e-13	-6.2327836412185
ENSG00000160917	3.05289570207995e-20	-11.6327925418731
ENSG00000161011	1.63531924310272e-17	-9.38561594288194
ENSG00000161016	5.06384076096612e-15	-7.44550249013499
ENSG00000161091	6.65617090114888e-17	-8.90028576871231
ENSG00000161203	5.44892050925181e-22	-13.1303667274073
ENSG00000161542	1.36941402460358e-21	-12.7838936504581
ENSG00000161547	9.53531046980266e-18	-9.57382610944546
ENSG00000161904	2.6793526235906e-22	-13.3986686734432
ENSG00000161955	4.62286396908786e-17	-9.02569611431437
ENSG00000161980	5.79283942902559e-26	-16.6758447217278
ENSG00000162191	4.34487039442848e-21	-12.3528161973013
ENSG00000162236	4.10667911092368e-20	-11.5241798160361
ENSG00000162407	1.06584783098477e-21	-12.8779065098704
ENSG00000162433	1.21427168407712e-23	-14.5820344638674
ENSG00000162551	2.28533612843179e-21	-12.5922690693349
ENSG00000162692	1.95803913260915e-16	-8.53171213365467
ENSG00000162734	9.50626478541435e-26	-16.479356767956
ENSG00000162735	4.0396976786581e-29	-19.6111783929218
ENSG00000162772	1.62927148104532e-06	-1.93718695052695
ENSG00000162813	4.83914491004324e-24	-14.9380965822099
ENSG00000162869	4.60970887876198e-21	-12.330817535163
ENSG00000162909	4.67260439545715e-19	-10.6427717058548
ENSG00000162980	9.70973301212226e-17	-8.77085475160453
ENSG00000163032	3.24944119182232e-28	-18.7596359929242
ENSG00000163235	2.91228020933072e-24	-15.1354224437046
ENSG00000163273	3.16498501258565e-28	-18.7703461449047
ENSG00000163291	1.10721551309436e-16	-8.72595835455564
ENSG00000163399	1.11399427023555e-22	-13.7320647134196
ENSG00000163430	3.2383656998391e-18	-9.95339440526569
ENSG00000163444	9.57470976909187e-25	-15.5696157578735
ENSG00000163463	7.39464657801868e-21	-12.1554374154601
ENSG00000163468	1.20134866792503e-16	-8.69808800520672
ENSG00000163531	1.80117965186718e-21	-12.6812660230061
ENSG00000163660	2.10010879369799e-12	-5.5423821332388
ENSG00000163682	1.84418002227473e-19	-10.9777657193191
ENSG00000163743	1.72766954970887e-21	-12.6968574821442
ENSG00000163785	2.66313529505381e-16	-8.42738435254256
ENSG00000163902	1.5213241046836e-17	-9.4107730263853
ENSG00000163938	1.66054723447112e-15	-7.81348523463052
ENSG00000163956	6.83469870426293e-23	-13.9184374511293
ENSG00000164032	2.10120898370473e-13	-6.25118011162921
ENSG00000164062	1.64147463536626e-20	-11.8608447376124
ENSG00000164104	2.76520263217373e-06	-1.821064938823
ENSG00000164111	9.26735856293237e-19	-10.3976392306549
ENSG00000164252	6.75768837757978e-20	-11.3422894988232
ENSG00000164258	3.30302339130135e-24	-15.0864464371437
ENSG00000164303	5.99758856193336e-27	-17.5814898115727
ENSG00000164327	6.69298044043811e-22	-13.0528696135092
ENSG00000164331	9.73962111934617e-22	-12.9117644250167
ENSG00000164398	6.33304776837428e-30	-20.3739723302427
ENSG00000164414	1.0145033372016e-20	-12.0384114051191
ENSG00000164434	2.36227257045281e-18	-10.0649493260927
ENSG00000164442	1.07038534551307e-13	-6.46321184844331
ENSG00000164466	3.90564650148302e-21	-12.3924622375539
ENSG00000164615	7.89002784262625e-23	-13.8636007577432
ENSG00000164687	1.72758647787772e-13	-6.31252917904549
ENSG00000164751	6.70205341770454e-20	-11.3453029098227
ENSG00000164830	1.79107051525596e-22	-13.551443791597
ENSG00000164885	8.49379290975716e-23	-13.8354593348312
ENSG00000164889	4.1060550720299e-19	-10.6891958488138
ENSG00000164898	6.34341077192353e-26	-16.6397923268086
ENSG00000164902	1.56401564320642e-19	-11.0374000136289
ENSG00000164904	5.67301762880824e-20	-11.406105366287
ENSG00000164924	5.51972869364529e-21	-12.2638894244004
ENSG00000165119	4.56908454350499e-19	-10.6508149587234
ENSG00000165264	2.70620815429082e-23	-14.2734054394607
ENSG00000165280	1.38484212325594e-19	-11.0814829876612
ENSG00000165406	1.00059905779805e-18	-10.3702746346126
ENSG00000165527	9.32180788496947e-13	-5.78977447968483
ENSG00000165672	4.30553264649439e-23	-14.0952451931367
ENSG00000165688	1.05391266061325e-21	-12.8821345631219
ENSG00000165704	2.44590825115998e-20	-11.7141453310157
ENSG00000165732	2.7170543222449e-12	-5.46456148369851
ENSG00000165782	7.26449821242825e-22	-13.0220191919787
ENSG00000165934	1.31652158328099e-19	-11.099825945555
ENSG00000166128	1.69838037374257e-15	-7.80600440755389
ENSG00000166136	9.7528014919219e-28	-18.3137240261681
ENSG00000166165	1.77763883142514e-22	-13.5543028158511
ENSG00000166197	2.07064441289726e-22	-13.4963801512923
ENSG00000166295	8.6606378392425e-21	-12.09692175957
ENSG00000166313	5.57776635581931e-27	-17.6106292715743
