p	score
ENSG00000065427	2.45217473187756e-18	-10.0517243831711
ENSG00000065518	2.08498141773054e-27	-18.0067082219246
ENSG00000065978	7.17886369347967e-16	-8.09327522335197
ENSG00000066027	1.10235142589773e-19	-11.1642546827143
ENSG00000066136	8.46794362200295e-24	-14.7213129680029
ENSG00000067225	3.13806622419012e-21	-12.4739559877432
ENSG00000067560	1.93087332738014e-11	-4.88232053726449
ENSG00000067606	3.62801740988029e-26	-16.8619067679548
ENSG00000067829	1.12903030359353e-24	-15.5051180428657
ENSG00000067955	6.13333976236886e-19	-10.5452293310157
ENSG00000068001	1.63036221009653e-19	-11.0223571001552
ENSG00000068366	9.87250211608098e-16	-7.98667148619132
ENSG00000068903	1.78838460442949e-24	-15.3254295432055
ENSG00000069345	1.0241364382169e-21	-12.8928966177713
ENSG00000069424	9.18707526274882e-28	-18.3379140890054
ENSG00000069535	3.73923649733394e-25	-15.9386363656205
ENSG00000069849	2.90287306738253e-20	-11.6512734299392
ENSG00000069956	6.41251896718202e-25	-15.7267240141566
ENSG00000070047	4.99201300172423e-22	-13.1634025923663
ENSG00000070366	4.39207931361658e-21	-12.3487975921911
ENSG00000070501	2.57719587133484e-21	-12.5473942994029
ENSG00000070785	7.56784657754641e-21	-12.146860558413
ENSG00000070831	4.81307304692649e-18	-9.81369295475862
ENSG00000071054	5.95883067102567e-21	-12.2354795310084
ENSG00000071082	1.42040108360517e-19	-11.072293711508
ENSG00000072501	6.99594925851523e-23	-13.9095285709271
ENSG00000072506	1.88336443726308e-24	-15.3052417581139
ENSG00000072778	3.8886608417012e-19	-10.7087485467081
ENSG00000072832	4.54305003906965e-24	-14.9626013951957
ENSG00000073578	4.64020484375819e-26	-16.7640099050868
ENSG00000074201	4.20583093843551e-22	-13.2280992902021
ENSG00000074696	1.20602666171225e-26	-17.3014897281748
ENSG00000074800	7.76564531416502e-24	-14.7548105204861
ENSG00000074842	1.04725297163695e-19	-11.1828780100892
ENSG00000075142	2.44310542813346e-18	-10.0530361399046
ENSG00000075239	7.28527520744397e-23	-13.8940496193976
ENSG00000075240	5.5287199005872e-23	-13.9995104887317
ENSG00000075415	4.48880151468157e-26	-16.7772004524959
ENSG00000075624	9.29780838233444e-15	-7.24693700347427
ENSG00000075785	2.41550968093193e-13	-6.20760019157884
ENSG00000075856	1.46099627575722e-21	-12.7596348183376
ENSG00000076554	1.23892225191063e-23	-14.5742771237564
ENSG00000077721	4.73311720589155e-21	-12.3209978969792
ENSG00000077782	1.24341481672232e-14	-7.15245859681704
ENSG00000078061	1.61182247059186e-19	-11.0264976357293
ENSG00000078269	6.56742596614708e-21	-12.1994081051124
ENSG00000078295	2.05302128048211e-26	-17.0888721549796
ENSG00000078369	6.66843334560634e-22	-13.0542533887438
ENSG00000078618	4.87150124198448e-19	-10.6278099285052
ENSG00000078674	1.65742518972283e-22	-13.5809038509791
ENSG00000079308	8.50888552711411e-21	-12.1034640294096
ENSG00000079459	2.61004934793734e-30	-20.7407853996965
ENSG00000079462	6.42729408501829e-24	-14.8280534283455
ENSG00000079805	3.4577932656287e-18	-9.93024738252703
ENSG00000080824	2.01190846854049e-23	-14.3874083602492
ENSG00000083290	2.71916806701553e-23	-14.2715699165246
ENSG00000083444	2.96596881059074e-17	-9.17897735806388
ENSG00000083845	6.0662551203603e-16	-8.14976725172917
ENSG00000083896	7.01584740317129e-20	-11.3286260072432
ENSG00000084207	2.94261314031051e-21	-12.4979298776181
ENSG00000084463	9.42737570197488e-20	-11.2210876927308
ENSG00000084733	9.69190069526261e-20	-11.211027705886
ENSG00000084754	2.66981394093729e-22	-13.4000197741638
ENSG00000085063	9.179352196147e-23	-13.805848954684
ENSG00000085117	4.18715594023931e-15	-7.50791318860006
ENSG00000085662	3.09065073389921e-22	-13.3445932101523
ENSG00000086061	2.86024573409243e-23	-14.2521396916534
ENSG00000086598	7.28522872177926e-18	-9.66808357318796
ENSG00000086666	6.44655065728518e-19	-10.5273935032696
ENSG00000087086	1.37722063123901e-11	-4.98132506738526
ENSG00000087088	3.01287504323028e-17	-9.17354698180508
ENSG00000087152	1.71635202359919e-22	-13.5676301842894
ENSG00000087191	1.85703666476263e-26	-17.1289303538592
ENSG00000087250	5.227176082918e-26	-16.7166645431527
ENSG00000087258	1.57704875606009e-24	-15.374514360566
ENSG00000088812	1.13925847445583e-22	-13.723522780107
ENSG00000088832	2.95460322271924e-16	-8.39222833375296
ENSG00000088833	4.57217349613624e-24	-14.9601209656256
ENSG00000088854	4.9633135556367e-21	-12.3033513375966
ENSG00000088930	1.41480088943103e-16	-8.64229591180273
ENSG00000088986	2.71277324356679e-20	-11.6761247930191
ENSG00000089157	1.81518899891303e-14	-7.02998234338857
ENSG00000089199	1.94442210319235e-30	-20.8628823240245
ENSG00000089220	9.96482046702122e-27	-17.3778990444441
ENSG00000089248	5.12000678556759e-17	-8.99051138808107
ENSG00000089289	3.10649492733851e-19	-10.7895587746187
ENSG00000090060	1.21621906524549e-21	-12.8283782624641
ENSG00000090097	1.35427721756832e-22	-13.6577085519415
ENSG00000090266	1.88640476386021e-24	-15.3046125768893
ENSG00000090273	1.41592189706727e-22	-13.6407752435527
ENSG00000090316	8.05293793902503e-19	-10.4478071801521
ENSG00000090339	6.16139367941391e-10	-3.9015123237815
ENSG00000090372	1.80206596712305e-21	-12.681081970201
ENSG00000090581	3.63831363986491e-23	-14.1597914963831
ENSG00000091129	3.9667139697059e-21	-12.3866887888547
ENSG00000091164	3.0375680355999e-19	-10.7976409603472
ENSG00000091317	1.41027990772946e-12	-5.6632960052913
ENSG00000091483	2.26505687993072e-24	-15.2332945673641
ENSG00000091513	1.50808398435061e-15	-7.84548702989778
ENSG00000091947	1.54476904230197e-20	-11.8832172496635
ENSG00000091972	2.66127241039861e-20	-11.6831598598838
ENSG00000092010	5.7735146555539e-18	-9.74971316162863
ENSG00000092108	1.87099009736444e-20	-11.8126582910251
ENSG00000092621	1.46573536303976e-25	-16.3079939003393
ENSG00000092820	3.57379817409733e-09	-3.42884519697548
ENSG00000092841	5.62484641570797e-19	-10.5762394402384
ENSG00000092964	1.90223298090202e-26	-17.1193277755226
ENSG00000094916	4.07122361285187e-24	-15.0051797969965
ENSG00000096384	4.94695086040275e-22	-13.1668241929449
ENSG00000096401	1.85230624993051e-18	-10.151160873355
ENSG00000097021	4.44807692547654e-27	-17.7015669075099
ENSG00000099194	1.14516612615849e-31	-22.0439753271312
ENSG00000099365	1.31926924466259e-27	-18.1915249682423
ENSG00000099797	6.11980582094853e-27	-17.5733912979822
ENSG00000099804	3.86343545300064e-19	-10.7110883653343
ENSG00000099949	3.68309165762588e-22	-13.2782543582421
ENSG00000099956	5.70773670921801e-20	-11.4038784800932
ENSG00000099977	3.69055402166832e-23	-14.1543240241316
ENSG00000100023	1.15205750497079e-19	-11.1482418679988
ENSG00000100028	7.32432037430841e-16	-8.08655284589763
ENSG00000100075	6.01009727453129e-25	-15.7521558762792
ENSG00000100097	5.48024455689802e-20	-11.4187252174394
ENSG00000100142	2.61014641074009e-21	-12.5426530341242
ENSG00000100146	5.7300982017121e-21	-12.2500050301472
ENSG00000100211	4.04391115055135e-22	-13.2429311314496
ENSG00000100220	1.98886010990331e-21	-12.6441950791178
ENSG00000100243	1.24056285109612e-21	-12.8209446044486
ENSG00000100280	9.94724116574133e-21	-12.0456899838907
ENSG00000100285	2.74974675999668e-28	-18.8275634370672
ENSG00000100288	1.61133738433007e-19	-11.0266066147982
ENSG00000100292	0.0265613034539257	-0.24965127644131
ENSG00000100300	4.32412577670967e-08	-2.7906532227761
ENSG00000100316	7.44183361188678e-19	-10.4760203221025
ENSG00000100348	5.71723881425234e-21	-12.2508389066043
ENSG00000100353	1.56171063793005e-17	-9.40164900688397
ENSG00000100362	8.65595724967493e-32	-22.1613337517331
ENSG00000100364	6.47054785999107e-18	-9.70968583731788
ENSG00000100380	6.38174016588404e-22	-13.0708056018228
ENSG00000100442	4.3814794437812e-22	-13.2126462050395
ENSG00000100532	1.55108684719149e-23	-14.4876017956159
ENSG00000100554	5.17970551721107e-23	-14.0244617413524
ENSG00000100567	8.11040036641494e-17	-8.83249005253742
ENSG00000100644	2.65471382864879e-15	-7.65806919265682
ENSG00000100664	2.0499894147558e-21	-12.6328779228084
ENSG00000100764	2.72602063097707e-24	-15.1611465448312
ENSG00000100804	4.10979936362943e-23	-14.1130740101776
ENSG00000100823	1.3367257447248e-20	-11.9365537656642
ENSG00000100902	1.23087157796303e-20	-11.9669988031053
ENSG00000100906	1.35153094851878e-11	-4.98685849686898
ENSG00000100911	1.36497002091707e-16	-8.65452025947362
ENSG00000100941	6.836433352347e-18	-9.69038370992298
ENSG00000100949	3.98046135930903e-23	-14.1253301494658
ENSG00000101152	2.01836053920745e-23	-14.3861760695397
ENSG00000101210	3.46753741184648e-23	-14.1782325438209
ENSG00000101220	1.60713930108933e-25	-16.2715925955879
ENSG00000101266	5.10826538007911e-20	-11.4443937839691
ENSG00000101335	3.10765360536873e-21	-12.4775858621743
ENSG00000101367	1.16671255528721e-10	-4.36495668488593
ENSG00000101439	5.38240848898679e-16	-8.18995222631739
ENSG00000101444	5.51573449286209e-20	-11.4163686186581
ENSG00000101460	1.8171862549824e-25	-16.2230700195646
ENSG00000101474	2.97311119087148e-23	-14.2372770071343
ENSG00000101856	1.62076121391802e-21	-12.7207676565075
ENSG00000102024	8.024153306919e-18	-9.63422525297083
ENSG00000102054	5.07297821358558e-17	-8.99368863548975
ENSG00000102144	3.41191053928787e-20	-11.59203997187
ENSG00000102265	0.208311999458856	-0.0614974041520217
ENSG00000102738	4.52318509909758e-24	-14.9643024719196
ENSG00000102760	7.27580153213429e-24	-14.7800304675958
ENSG00000102804	5.70397954518537e-22	-13.1131179040082
ENSG00000102879	3.56232929608075e-10	-4.05242702795148
ENSG00000102882	7.63526394544538e-23	-13.8761314592459
ENSG00000102898	2.63874409288806e-17	-9.21945985779709
ENSG00000102934	2.18589452031997e-25	-16.1501514250225
ENSG00000103018	7.56265607618207e-23	-13.8797798170719
ENSG00000103034	2.30590921102989e-30	-20.7921513033886
ENSG00000103121	4.82439193245139e-23	-14.051664703777
ENSG00000103257	1.52323690104623e-16	-8.61713285725444
ENSG00000103275	2.51874026179826e-15	-7.67544462746312
ENSG00000103363	3.10360680819491e-24	-15.1106665718317
ENSG00000103415	8.21330061610127e-29	-19.3205440003992
ENSG00000103479	7.51816458464244e-24	-14.76734567828
ENSG00000103502	1.6579342124339e-23	-14.4619286243119
ENSG00000103591	5.84124451106798e-22	-13.1041537310231
ENSG00000103769	6.56246785769902e-15	-7.36061570240987
ENSG00000103966	4.02877800991536e-15	-7.52058863456365
ENSG00000104067	2.56861041171046e-25	-16.0865239348673
ENSG00000104267	8.50719811394895e-28	-18.3690469800318
ENSG00000104324	4.30814295620013e-20	-11.5066601488273
ENSG00000104327	2.20235153797547e-25	-16.1471922801211
ENSG00000104368	8.09414898501183e-13	-5.83309034024637
ENSG00000104549	1.65748544031899e-28	-19.0337866295511
ENSG00000104695	2.15277419775734e-24	-15.2531094444727
ENSG00000104763	1.62638131479164e-17	-9.38752346709551
ENSG00000104774	5.80748321246246e-16	-8.16440807380032
ENSG00000104805	1.75452356343772e-24	-15.3328883754989
ENSG00000104823	8.58921893944542e-21	-12.0999862316823
ENSG00000104852	1.45361286840063e-19	-11.0639180376317
ENSG00000104870	6.66791278454193e-17	-8.89968048871629
ENSG00000104960	5.40736872735574e-23	-14.0080015909893
ENSG00000105058	4.0967762642941e-21	-12.3746850755721
ENSG00000105127	8.7645495410038e-20	-11.2476005345398
ENSG00000105193	3.65564891300532e-21	-12.4170853310345
ENSG00000105258	1.29111987301021e-21	-12.8059646665228
ENSG00000105339	7.50948714683201e-16	-8.07818784344754
ENSG00000105402	1.18096764956142e-26	-17.3098925985946
ENSG00000105404	7.65753748265777e-25	-15.6571419809425
ENSG00000105409	8.63627090865223e-24	-14.7136997454223
ENSG00000105443	6.37219511182516e-17	-8.91526233363223
ENSG00000105518	1.24963666956995e-23	-14.5709536636371
ENSG00000105568	2.8612819108897e-24	-15.1422975090829
ENSG00000105640	5.12823571274481e-19	-10.6093829754204
ENSG00000105649	5.09257081016016e-24	-14.9182921446129
ENSG00000105695	4.42966780536201e-23	-14.0843557875135
ENSG00000105700	3.32618889185716e-20	-11.6013636849665
ENSG00000105711	2.36586388907151e-27	-17.9557395695814
ENSG00000105723	5.31644891298355e-23	-14.0144899557425
ENSG00000105819	2.09058729791496e-20	-11.7718333222942
ENSG00000105887	6.98817491783648e-17	-8.88357361219748
ENSG00000105894	8.65971273404757e-20	-11.2519782729575
ENSG00000105963	5.42084005456602e-24	-14.8940634155706
ENSG00000105968	1.25287261352734e-17	-9.47844902230084
ENSG00000106028	9.29520962473348e-18	-9.58274728310836
ENSG00000106049	1.42492530813056e-24	-15.414130514698
ENSG00000106211	7.26988989072141e-07	-2.11858241896804
ENSG00000106236	1.37429308233146e-16	-8.65219923558522
ENSG00000106244	2.91264017490129e-21	-12.5017475410941
ENSG00000106245	5.61061780603129e-20	-11.4101424386236
ENSG00000106263	9.01494690792315e-20	-11.2373544735021
ENSG00000106290	1.58003929860559e-22	-13.5990758272786
ENSG00000106367	2.22911347152137e-20	-11.7482464708716
ENSG00000106397	5.44170762334356e-17	-8.96953686486522
ENSG00000106588	9.14654109706177e-21	-12.0767245804876
ENSG00000106665	6.71791596288619e-23	-13.9250225872294
ENSG00000106682	3.24014945840312e-22	-13.3267168771773
ENSG00000106688	9.26818054202633e-22	-12.9304064658801
ENSG00000106803	6.66423137292501e-16	-8.11821667993771
ENSG00000106976	6.22386923881616e-28	-18.4957023768174
ENSG00000107186	3.47750669908363e-22	-13.299973248798
ENSG00000107223	2.88414811539604e-22	-13.3707723671368
ENSG00000107317	1.39676349327713e-21	-12.77648217148
ENSG00000107338	5.70302420881332e-22	-13.1131810507674
ENSG00000107438	9.5509428960704e-17	-8.77649686745567
ENSG00000107625	6.1135950264187e-19	-10.5463842798536
ENSG00000107679	3.84301560920216e-21	-12.3984786934689
ENSG00000107798	3.06554867514241e-11	-4.74779902746475
ENSG00000107819	4.57784959376466e-19	-10.6501268508184
ENSG00000107854	5.39558758935123e-26	-16.7040648570055
ENSG00000108039	2.57495191852143e-18	-10.0344325202283
ENSG00000108055	4.25420492350041e-19	-10.6764601420634
ENSG00000108107	6.18297540605553e-19	-10.5423424195394
ENSG00000108179	2.36293332769174e-24	-15.2168116628366
ENSG00000108298	3.61324158634115e-16	-8.32421722319824
ENSG00000108433	1.04201271800354e-17	-9.54280064807378
ENSG00000108439	4.34683049318512e-25	-15.8794207854208
ENSG00000108465	3.27698195652805e-21	-12.4578140065254
ENSG00000108518	1.35870280500821e-13	-6.38801491563316
ENSG00000108561	7.07860847398892e-20	-11.3253808416669
ENSG00000108578	1.17287520135998e-20	-11.9848180959761
ENSG00000108679	2.13914033910779e-09	-3.56497932341732
ENSG00000108797	1.84509203556756e-25	-16.2170519685403
ENSG00000108819	5.21705060801687e-21	-12.2848307592688
ENSG00000108828	7.07217293052297e-14	-6.59443740266738
ENSG00000108829	7.01966671144684e-15	-7.33860484387902
ENSG00000108883	4.07234895869931e-18	-9.87254912491791
ENSG00000108946	1.73278052585904e-21	-12.6957520338682
ENSG00000108953	7.56035484528093e-20	-11.3013962273016
ENSG00000109099	2.4914841530032e-24	-15.1961764552595
ENSG00000109107	2.5904018539054e-28	-18.8518601210787
ENSG00000109332	3.31754741298721e-17	-9.14022639372577
ENSG00000109390	5.86079784496901e-24	-14.8638089064883
ENSG00000109472	1.68778790880303e-23	-14.4550525500091
ENSG00000109519	2.75579235346431e-20	-11.6703507118758
ENSG00000109572	4.67001462657844e-24	-14.9519027194083
ENSG00000109775	1.36998737754269e-23	-14.5354758936524
ENSG00000109846	1.03590118433956e-18	-10.3579076843791
ENSG00000110076	8.42901195618566e-26	-16.5270219651815
ENSG00000110092	6.11337967678873e-14	-6.6407362067863
ENSG00000110172	1.6043327524539e-21	-12.7245821042119
ENSG00000110321	2.11089793939245e-18	-10.1048118220724
ENSG00000110400	6.2705655228751e-24	-14.83761829049
ENSG00000110536	1.13202742115127e-21	-12.8552942994632
ENSG00000110651	1.41860012334476e-22	-13.6400564730495
ENSG00000110700	3.16912420484596e-15	-7.5996129485272
ENSG00000110717	3.17199770501503e-25	-16.0033930021628
ENSG00000110721	4.06763965545247e-25	-15.9055231051095
ENSG00000110955	2.23500760831991e-22	-13.4674026154391
ENSG00000111142	1.424048795353e-19	-11.0713642005751
ENSG00000111144	3.06854928358659e-21	-12.4823060509403
ENSG00000111275	3.06895092623764e-18	-9.97237508785836
ENSG00000111361	3.28812350515408e-17	-9.14330661800262
ENSG00000111481	1.7588473594165e-21	-12.6901646438736
ENSG00000111530	7.23186217357679e-22	-13.0237140145277
ENSG00000111540	2.91216683732656e-21	-12.5018081469787
ENSG00000111640	8.10601792429598e-18	-9.63066945497304
ENSG00000111652	1.90693327003027e-19	-10.9656652162567
ENSG00000111669	1.53422728808135e-24	-15.3852635170892
ENSG00000111674	3.70468049738393e-29	-19.6466938398723
ENSG00000111716	2.5806797503323e-30	-20.7454761089493
ENSG00000111775	2.42780860414915e-22	-13.4360282679274
ENSG00000111897	8.34561129023248e-19	-10.4350512292573
ENSG00000112078	7.57653909544604e-20	-11.3006174546708
ENSG00000112081	3.72884076097132e-17	-9.09984189794238
ENSG00000112096	5.15779864390953e-17	-8.98797945336154
ENSG00000112245	3.33752057279319e-22	-13.3155147175163
ENSG00000112306	3.20220341775676e-14	-6.84728074941477
ENSG00000112514	2.38965921398161e-20	-11.7226914330244
ENSG00000112667	2.20681190619859e-18	-10.0890637261957
ENSG00000112695	2.96891106863348e-25	-16.0294522741879
ENSG00000112759	2.43811911477049e-23	-14.313498665474
ENSG00000112941	7.92311335389673e-24	-14.7470420482959
ENSG00000112972	7.39429356332151e-30	-20.3099861916619
ENSG00000113013	2.59156325985547e-17	-9.2257116939206
ENSG00000113140	4.50287270436158e-19	-10.6560563811873
ENSG00000113328	9.94128101591949e-15	-7.22515719288884
ENSG00000113387	3.70218492239515e-24	-15.0420967768358
ENSG00000113407	2.00451499774404e-17	-9.31483353436361
ENSG00000113575	1.1602661562002e-21	-12.8460480664961
ENSG00000113648	4.0460773517821e-17	-9.07165469043733
ENSG00000113712	3.4190912123572e-19	-10.7550390381386
ENSG00000113719	8.2818150500682e-17	-8.82532203944144
ENSG00000113758	2.41177894021151e-20	-11.7193067748274
ENSG00000114013	1.12321041840968e-12	-5.73272943719091
ENSG00000114023	1.07133279513101e-21	-12.8759794115859
ENSG00000114115	0.000130086995915321	-1.04893197594797
ENSG00000114209	5.34454241561816e-19	-10.5945657277822
ENSG00000114353	6.37314479771143e-15	-7.37018829376595
ENSG00000114439	3.9827701118715e-21	-12.3851856641088
ENSG00000114503	1.09336599048722e-17	-9.52599143706566
ENSG00000114520	1.43896956890117e-22	-13.6346340856001
ENSG00000114573	5.7195301059215e-25	-15.7716067875649
ENSG00000114686	1.5838748082684e-20	-11.8740048573969
ENSG00000114738	2.39550675134571e-16	-8.46327275826615
ENSG00000114859	3.81553440422912e-25	-15.930689536045
ENSG00000115053	8.09796444872767e-16	-8.0529238266668
ENSG00000115268	3.31187795492772e-16	-8.35363255040045
ENSG00000115286	2.20489417457957e-25	-16.1467370704284
ENSG00000115380	2.02543370745331e-15	-7.74758853014156
ENSG00000115414	1.90854162898562e-10	-4.2263347488216
ENSG00000115446	3.82864178253662e-25	-15.9293404280733
ENSG00000115649	4.75349988463197e-17	-9.01609338661372
ENSG00000115657	2.10124749996847e-22	-13.4908133032617
ENSG00000115677	7.234643977839e-18	-9.67052670327492
ENSG00000115694	8.65969104918474e-24	-14.7126523266029
ENSG00000115738	4.6294221683727e-19	-10.6461048078143
ENSG00000115756	4.28447151217841e-25	-15.8851016796951
ENSG00000115758	1.43700856121762e-14	-7.10554772764181
ENSG00000115866	1.37983529432548e-21	-12.7810521466788
ENSG00000115896	1.35111741680421e-28	-19.1171677341129
ENSG00000115904	5.41588159947028e-23	-14.0073997110306
ENSG00000115944	4.94612015366156e-22	-13.1668875631698
ENSG00000116030	2.08535617725738e-20	-11.7727545977641
ENSG00000116044	1.38129967336254e-15	-7.87469667489124
ENSG00000116096	6.92370922200589e-22	-13.0401071151073
ENSG00000116209	8.75909368380665e-21	-12.0927386437031
ENSG00000116285	2.3006074801477e-09	-3.54558210622407
ENSG00000116288	1.33321603198964e-25	-16.345465927025
ENSG00000116459	7.33993998227129e-23	-13.891194634239
ENSG00000116489	8.61585456904742e-18	-9.60930867424588
ENSG00000116661	5.40043497230084e-27	-17.6236057434774
ENSG00000116688	7.1987159775159e-25	-15.6813645029074
ENSG00000116717	3.00622675632785e-08	-2.88122982056578
ENSG00000116786	8.22073680990137e-24	-14.7327742838158
ENSG00000116906	1.35403400743341e-26	-17.2551794686258
ENSG00000116957	1.1123716513059e-23	-14.6158768244908
ENSG00000117054	1.94571946863219e-23	-14.4002845022794
ENSG00000117305	4.55581540038254e-17	-9.03073163478479
ENSG00000117318	4.45465308652013e-19	-10.6599226459242
ENSG00000117362	1.1192447286477e-18	-10.3303203157344
ENSG00000117394	3.14740796722243e-18	-9.96345696103537
ENSG00000117448	2.26860671688776e-21	-12.5950135002158
ENSG00000117450	1.46301886064512e-19	-11.0615809698858
ENSG00000117480	6.47411878901488e-24	-14.8252412722694
ENSG00000117519	3.43216955043624e-16	-8.34157906209346
ENSG00000117528	5.7000933346627e-20	-11.4043675532505
ENSG00000117592	1.40345296543229e-21	-12.7746916184942
ENSG00000117632	1.072068439594e-25	-16.4317389690097
ENSG00000117691	5.41435949771749e-21	-12.2710454240957
ENSG00000117758	9.28644530271658e-23	-13.8014253731597
ENSG00000117906	1.38702549184939e-22	-13.6486185182189
ENSG00000117984	1.50864715652263e-07	-2.48610735615449
ENSG00000118096	5.82745240870538e-21	-12.2437525004926
ENSG00000118705	1.6997211258454e-19	-11.0072769678907
ENSG00000118785	9.89832790509081e-07	-2.04861315434495
ENSG00000119048	1.1008481327955e-19	-11.164750232242
ENSG00000119139	1.71293410286105e-20	-11.8451499681517
ENSG00000119203	3.51829591169119e-22	-13.2955631047315
ENSG00000119396	2.63997079804876e-14	-6.90927760627203
ENSG00000119414	1.25526345300671e-18	-10.2894650670456
ENSG00000119421	1.49979473883455e-30	-20.9706694831896
ENSG00000119689	9.59222640980836e-20	-11.214785494679
ENSG00000119777	7.29230786755301e-19	-10.4832793900042
ENSG00000119844	3.61329534687792e-21	-12.4214242876861
ENSG00000119865	4.22520147147251e-24	-14.9907620918886
ENSG00000119878	6.61306751586025e-27	-17.5422785782044
ENSG00000119950	1.436191857962e-21	-12.7660506041725
ENSG00000120053	1.16895129265173e-30	-21.0742285056325
ENSG00000120129	7.13088211517572e-14	-6.59181276459193
ENSG00000120333	8.36910363695328e-24	-14.7258546197333
ENSG00000120688	3.85601323840793e-19	-10.7117797570211
ENSG00000120694	4.06966102131754e-27	-17.7373189568891
ENSG00000120805	1.47828359996447e-20	-11.8994325438428
ENSG00000120837	1.20261100832924e-16	-8.697729437692
ENSG00000120860	7.38986231478257e-19	-10.4785265779185
ENSG00000120885	2.34613975761136e-16	-8.47033359403981
ENSG00000121057	8.17505208447353e-18	-9.62769899825791
ENSG00000121691	1.32710610573782e-19	-11.0969222298456
ENSG00000121774	9.90784496678139e-20	-11.2030183086543
ENSG00000121905	4.36421801550934e-25	-15.8778513863218
