GSM31482.tbw_LEVEL	GSM31415.tbw_LEVEL	GSM31389.tbw_LEVEL	GSM31475.tbw_LEVEL	GSM31318.tbw_LEVEL	GSM31492.tbw_LEVEL	GSM31558.tbw_LEVEL	GSM4422.tbw_LEVEL	GSM31595.tbw_LEVEL	GSM1333.tbw_LEVEL	GSM31603.tbw_LEVEL	GSM31311.tbw_LEVEL	GSM31604.tbw_LEVEL	GSM31397.tbw_LEVEL	GSM31316.tbw_LEVEL	GSM31434.tbw_LEVEL	GSM31278.tbw_LEVEL	GSM31497.tbw_LEVEL	GSM31513.tbw_LEVEL	GSM31401.tbw_LEVEL	GSM1337.tbw_LEVEL	GSM31390.tbw_LEVEL	GSM31289.tbw_LEVEL	GSM31270.tbw_LEVEL	GSM31299.tbw_LEVEL	GSM31413.tbw_LEVEL	GSM31483.tbw_LEVEL	GSM1324.tbw_LEVEL	GSM31268.tbw_LEVEL	GSM31258.tbw_LEVEL	GSM31509.tbw_LEVEL	GSM31334.tbw_LEVEL	GSM7578.tbw_LEVEL	GSM31281.tbw_LEVEL	GSM31454.tbw_LEVEL	GSM31488.tbw_LEVEL	GSM31196.tbw_LEVEL	GSM31273.tbw_LEVEL	GSM7572.tbw_LEVEL	GSM31423.tbw_LEVEL	GSM7584.tbw_LEVEL	GSM31568.tbw_LEVEL	GSM31264.tbw_LEVEL	GSM31538.tbw_LEVEL	GSM31263.tbw_LEVEL	GSM7566.tbw_LEVEL	GSM31341.tbw_LEVEL	GSM31274.tbw_LEVEL	GSM31666.tbw_LEVEL	GSM29449.tbw_LEVEL	GSM1335.tbw_LEVEL	GSM7575.tbw_LEVEL	GSM31197.tbw_LEVEL	GSM7599.tbw_LEVEL	GSM31330.tbw_LEVEL	GSM7587.tbw_LEVEL	GSM31533.tbw_LEVEL	GSM31599.tbw_LEVEL	GSM31449.tbw_LEVEL	GSM31447.tbw_LEVEL	GSM31254.tbw_LEVEL	GSM31522.tbw_LEVEL	GSM31432.tbw_LEVEL	GSM31493.tbw_LEVEL	GSM31525.tbw_LEVEL	GSM31572.tbw_LEVEL	GSM31464.tbw_LEVEL	GSM4420.tbw_LEVEL	GSM31597.tbw_LEVEL	GSM31539.tbw_LEVEL	GSM1136.tbw_LEVEL	GSM31333.tbw_LEVEL	GSM31342.tbw_LEVEL	GSM31611.tbw_LEVEL	GSM31287.tbw_LEVEL	GSM31229.tbw_LEVEL	GSM31446.tbw_LEVEL	GSM31324.tbw_LEVEL	GSM31457.tbw_LEVEL	GSM31610.tbw_LEVEL	GSM4418.tbw_LEVEL	GSM31450.tbw_LEVEL	GSM31321.tbw_LEVEL	GSM31303.tbw_LEVEL	GSM31335.tbw_LEVEL	GSM31380.tbw_LEVEL	GSM31230.tbw_LEVEL	GSM31350.tbw_LEVEL	GSM31574.tbw_LEVEL	GSM31365.tbw_LEVEL	GSM31226.tbw_LEVEL	GSM31498.tbw_LEVEL	GSM31536.tbw_LEVEL	GSM31524.tbw_LEVEL	GSM31431.tbw_LEVEL	GSM31584.tbw_LEVEL	GSM1330.tbw_LEVEL	GSM31406.tbw_LEVEL	GSM31542.tbw_LEVEL	GSM31424.tbw_LEVEL	GSM31280.tbw_LEVEL	GSM7593.tbw_LEVEL	GSM31269.tbw_LEVEL	GSM31360.tbw_LEVEL	GSM31310.tbw_LEVEL	GSM31550.tbw_LEVEL	GSM31466.tbw_LEVEL	GSM31225.tbw_LEVEL	GSM1336.tbw_LEVEL	GSM31500.tbw_LEVEL	GSM31373.tbw_LEVEL	GSM31665.tbw_LEVEL	GSM31283.tbw_LEVEL	GSM31451.tbw_LEVEL	GSM7590.tbw_LEVEL	GSM31353.tbw_LEVEL	GSM31598.tbw_LEVEL	GSM31582.tbw_LEVEL	GSM31459.tbw_LEVEL	GSM1327.tbw_LEVEL	GSM31319.tbw_LEVEL	GSM31340.tbw_LEVEL	GSM31411.tbw_LEVEL	GSM31405.tbw_LEVEL	GSM31364.tbw_LEVEL	GSM31414.tbw_LEVEL	GSM1332.tbw_LEVEL	GSM31478.tbw_LEVEL	GSM1326.tbw_LEVEL	GSM31306.tbw_LEVEL	GSM4477.tbw_LEVEL	GSM31381.tbw_LEVEL	GSM31410.tbw_LEVEL	GSM31396.tbw_LEVEL	GSM31391.tbw_LEVEL	GSM7596.tbw_LEVEL	GSM1338.tbw_LEVEL	GSM31458.tbw_LEVEL	GSM31320.tbw_LEVEL	GSM31541.tbw_LEVEL	GSM31491.tbw_LEVEL	GSM1334.tbw_LEVEL	GSM31515.tbw_LEVEL	GSM31300.tbw_LEVEL	GSM31469.tbw_LEVEL	GSM1323.tbw_LEVEL	GSM31317.tbw_LEVEL	GSM31439.tbw_LEVEL	GSM31359.tbw_LEVEL	GSM31473.tbw_LEVEL	GSM1329.tbw_LEVEL	GSM31288.tbw_LEVEL	GSM31507.tbw_LEVEL	GSM31286.tbw_LEVEL	GSM7581.tbw_LEVEL	GSM31337.tbw_LEVEL	GSM31385.tbw_LEVEL	GSM31453.tbw_LEVEL	GSM31443.tbw_LEVEL	GSM31345.tbw_LEVEL	GSM31448.tbw_LEVEL	GSM31551.tbw_LEVEL	GSM4419.tbw_LEVEL	GSM31338.tbw_LEVEL	GSM31332.tbw_LEVEL	GSM31400.tbw_LEVEL	GSM31339.tbw_LEVEL	GSM31455.tbw_LEVEL	GSM4421.tbw_LEVEL	GSM31383.tbw_LEVEL	GSM31315.tbw_LEVEL	GSM31425.tbw_LEVEL	GSM31580.tbw_LEVEL	GSM7569.tbw_LEVEL	GSM31354.tbw_LEVEL	GSM31442.tbw_LEVEL	GSM31329.tbw_LEVEL	GSM31412.tbw_LEVEL	GSM31452.tbw_LEVEL	GSM31328.tbw_LEVEL	GSM31253.tbw_LEVEL	GSM31430.tbw_LEVEL	GSM31433.tbw_LEVEL	GSM1328.tbw_LEVEL	GSM31557.tbw_LEVEL	GSM31267.tbw_LEVEL	GSM31194.tbw_LEVEL	GSM31343.tbw_LEVEL	GSM31561.tbw_LEVEL	GSM31250.tbw_LEVEL	GSM31395.tbw_LEVEL	GSM31205.tbw_LEVEL	GSM31521.tbw_LEVEL	GSM31616.tbw_LEVEL	GSM31577.tbw_LEVEL	GSM1137.tbw_LEVEL
ENSG00000111775	1229.23	16950.8	482.64	1324.34	18151.9	4875.82	1138.2	7167.19	4725.09	10327.7	806.881	21252.7	1156.3	16508	14313.7	19643.6	21142.8	214.85	2818.94	13890.9	5946.75	1681.57	19134.4	8422.14	16967.5	19990.9	3889.36	16726.7	1259.36	14823	1150.88	18651.2	9086.05	16902.5	20577.8	1248.83	20037.3	19431.7	9121.28	19829.5	17309.2	1636.19	264.494	4628.57	20112.3	13433.6	20712.2	17145.8	5242.52	2526.18	16654.2	13187.3	13939.6	16978	18268	15305.4	6991.2	2565.42	19912.1	20454.5	7139.75	1786.45	17025.5	4143.87	606.716	2485.99	3509.41	15209	7191.07	5302.84	14166.8	16258.8	2575.3	857.288	16850.3	16764.5	13984.7	18833.9	834.514	807.21	10932.7	16135.4	14836.6	17262.8	18121.6	3513.21	8275.53	2428.76	3670.08	1022.29	18557.5	573.197	5050.48	2131.06	19730.8	5894.74	14058.1	17423.3	2376.52	18016.3	14616.8	15073.8	20277.5	5434.4	17819.6	2460.94	978.398	18652.5	11601.7	4240.69	1280	1371.87	17170.8	15746.8	18584.2	5096.32	2548.9	3860.33	1036.36	10910.3	19534.5	17950.3	16488.5	18895.6	1263.8	14969.5	13642.5	5469.01	10976.3	19624.3	8462.81	5284.99	18949.5	20528.6	5341.44	14185.2	4719.2	2954.23	21009.6	5552.74	3931.4	5816.28	1959.37	14097.3	3457.69	11106.5	18626.9	18349.4	3121.52	3839.26	8898.91	17192.6	4355.68	16397.7	19113.8	19371.4	5924.11	1748.43	19692.6	3221.46	19999.5	2150.55	14362.5	18109.4	17400.8	16269.4	3121.77	15576.1	10002	4503.79	20545.4	18068.9	4684.37	13955	4909.74	13427.8	19674.1	16054.2	17506.7	17148.5	19377.9	19758.4	18663	13957	2011.11	1041.97	2449.23	2880.78	2263.77	12451.5	365.322	14060.9	2272.37	2121.26	2776.48	17762.3
ENSG00000111897	119.513	2486.175	131.1595	167.469	1069.49	1095.7	853.1205	723.5465	548.3625	2092.57	154.7735	7934.355	226.942	2326.555	1529.7	10387.395	3960.595	449.668	431.4245	5545.01	457.9625	801.9525	1485.051	1114.825	4445.575	5262.485	1453	2592.735	197.5435	2499.095	180.5705	2421.645	1250.315	5200.67	10852.92	110.5332	3712.68	7596.625	5957.23	6893.175	3873.39	747.586	2342.955	463.8775	3244.67	4255.925	9586.29	5328.495	643.499	954.328	5151.615	4332.695	3053.43	2497.095	8252.33	1931.15	357.151	308.0535	2343.195	2781.8	764.8685	398.943	967.496	651.3965	62.38185	327.537	602.946	4039.785	1414.96	786.2145	2966.695	2221.72	677.8645	137.294	2030.175	3240.41	6246.345	5868.81	458.5365	147.5735	3789.86	2897.835	4380.085	7576.415	5518.61	945.685	1593.785	360.3815	686.8525	59.8733	4805.82	693.181	329.0405	276.923	2415.755	674.858	3803.965	5744.23	387.9605	7176.17	5539.125	3315.32	2175.55	1117.838	6631.535	346.592	743.0595	4076.96	2364.41	757.611	123.3731	823.73	1663.465	9011.57	2430.68	799.5775	377.066	333.8555	351.5375	2164.065	1349.782	7445.08	7997.275	9204.955	67.9308	2718.96	4715.26	745.132	12490.35	2717.5	4082.335	818.8405	4281.29	3529.92	974.353	2859.39	868.158	294.0795	8263.745	368.807	1426.8	725.799	209.306	1482.205	1204.95	2693.515	1422.767	7080.535	539.7205	692.1755	843.8675	3838.725	1231.424	2650.575	2414.14	3246.59	1743.185	548.898	9970.87	292.9385	3135.875	277.4985	4343.995	7263.74	4609.65	4412.405	1052.437	8981.11	1588.475	1026.68	2334.355	6609.38	1043.122	4197.045	665.593	8600.65	4835.895	3038.65	4175.26	2485.96	3332.85	3781.435	7832.595	7641.94	348.7485	119.3945	954.532	199.827	237.12	1086.0515	357.845	9142.985	387.102	284.186	821.3495	5003.595
ENSG00000112078	116.088	2090.48	41.9981	100.172	2365.21	411.428	84.0205	677.27	422.755	866.417	155.316	2008.7	113.312	1870.33	1652.15	1330.78	3270.96	15.4625	328.092	1120.56	520.578	263.742	1526.48	623.321	3346.66	2330.13	256.188	1525.22	89.9421	1831.26	64.2096	2539.67	965.931	1416.21	1982.23	89.6808	3181.33	1225.73	949.935	1644.78	3941.69	94.4539	179.364	725.927	2681.56	1778.14	1709.06	1484.44	455.732	134.671	1728.45	660.185	1638.1	1915.96	2732.64	1823.65	455.99	283.129	1343.57	2188.81	500.395	248.816	1686.39	400.447	44.7994	346.038	341.175	1628.84	746.573	620.484	925.735	1473.86	338.24	111.262	692.514	2601.99	859.803	1647.74	154.476	71.3018	717.685	1817.04	1193.72	2285.95	1853.44	222.189	664.031	188.454	240.719	143.889	3230.62	74.1336	369.7	162.109	2442.52	615.008	1448.21	1532.53	304.906	2046.45	1184.47	1527.43	2829.93	309.882	2244.58	256.154	97.3325	2370.11	804.662	284.38	163.242	113.438	1760.99	1413.72	2939.44	333.986	303.927	384.764	79.5784	1320.9	2087	2056.07	1772.01	2202.69	82.938	1755.1	1119.89	353.6	1987.86	2172.69	927.945	298.434	2343.78	2710.6	455.329	1484.31	451.288	275.391	2168.8	625.6	337.565	518.722	196.536	1039.66	217.54	882.444	2136.55	1315.47	171.515	280.909	1022.36	1754.19	368.393	1317.13	2541.34	3022.5	427.448	166.349	1852.97	326.427	2638.17	238.718	995.289	2588.01	2079.18	1440.42	237.917	1463.55	1208.02	264.522	2916.19	2503.87	402.308	762.858	450.585	1380.63	1890.77	2274.31	1693.02	1847.67	3259.32	3790.49	1905.73	1424.23	134.919	98.9687	282.247	270.208	199.74	1744.54	43.1082	3311.14	242.509	242.532	305.603	2663.28
ENSG00000112081	16.4822	749.19	6.74161	15.3888	1039.98	99.6392	59.7103	426.296	143.366	497.116	15.6162	596.31	13.6098	507.533	1884.83	330.504	680.928	60.852	88.9679	216.999	249.024	60.8932	628.246	397.622	99.7412	675.884	84.4279	742.376	24.4679	512.898	23.8294	556.818	387.251	373.376	547.006	24.8129	522.31	941.506	444.707	677.379	1298.25	122.169	46.9371	128.823	1216.91	732.495	833.948	632.295	91.39	56.6935	910.029	680.09	583.027	826.683	1340.65	1266.73	167.48	84.5456	582.204	1487.18	158.328	66.7462	797.636	74.1292	21.0301	81.8547	47.3639	817.772	175.681	116.653	590.155	1041.89	103.535	17.3937	900.544	1523.4	345.258	517.768	40.6104	10.0168	513.126	593.562	322.74	723.428	1230.05	76.2896	225.877	63.5531	222.099	16.8179	1176.4	39.4931	148.785	37.6812	1566.06	123.359	537.358	443.258	114.927	465.387	480.237	582.261	1273.36	118.801	794.315	71.1153	39.5518	1036.12	374.994	113.439	23.1519	116.246	423.113	382.816	1198.71	154.472	72.8764	131.618	34.4765	963.865	541.364	440.516	703.643	854.619	24.9785	604.112	666.172	211.596	2690.36	905.456	441.88	115.572	1216.83	640.377	132.238	917.283	174.576	48.7786	506.286	136.268	104.992	214.81	61.5593	192.709	74.734	335.085	674.535	863.222	77.8506	115.696	484.846	1004.98	84.4373	782.599	1303.75	1107.13	129.511	58.7962	427.548	72.4869	989.694	42.1843	1347.89	1183.91	587.914	615.265	86.4239	483.002	635.732	92.1681	642.599	935.813	230.753	754.882	164.871	928.074	508.089	782.844	1074.85	781.5	603.797	596.46	585.564	742.533	45.1548	19.9893	135.688	69.7258	53.826	194.83	54.0394	3520.64	44.062	62.0856	157.391	1722.63
ENSG00000112096	32.7929	2467.54	15.2859	47.9892	2544.29	481.889	105.893	1316.85	246.687	545.682	34.8531	1149.27	49.3672	2647.2	3220.35	949.887	1945.32	34.7633	435.685	536.446	304.132	87.692	1324.9	783.476	631.757	1443.23	222.874	822.611	57.7643	975.723	35.6431	998.135	1455.99	607.555	966.915	73.4814	651.146	1580.07	928.153	1147.63	5710.36	356.37	221.149	214.196	2221.98	1510.09	1532.76	1214.5	388.102	117.557	1449.84	1462.93	923.04	1026.61	2797.39	5312.73	610.725	110.1	1185.37	2259.88	483.878	218.453	1943.56	281.706	42.5684	311.457	162.1	4005.35	243.98	247.209	1273.32	2733.58	207.75	32.4552	1997.2	2547.62	390.739	1036.02	57.745	31.6927	594.831	2355.28	642.975	1986.97	1985.28	131.704	378.471	133.438	384.888	56.5188	1058.34	54.4986	436.314	50.9185	3059.92	278.066	1114.24	1013.15	108.915	1211.6	856.312	1074.5	2054.26	370.632	1471.26	116.982	74.4459	1844.21	637.727	255.386	41.6369	169.836	869.494	1190.04	1176.67	405.235	95.1153	253.909	54.2066	771.327	1667.97	1073.8	1174.25	1179.08	77.0209	1047.24	790.265	364.396	1434.62	2544.18	489.929	304.775	1711.61	1883.99	313.093	1338.78	205.841	79.6759	1299.77	241.239	283.041	370.695	98.6548	896.172	202.558	1056.69	1463.77	1014	112.798	265.936	720.122	1670.35	248.928	1530.35	4046.06	3387.71	418.069	387.893	1157.46	106.523	1965.9	108.297	4437.62	1450.69	1438.08	1385.5	223.072	795.595	1499.4	256.104	1589.45	1681.71	315.421	1531.68	412.499	1015.3	965.32	491.626	1640.97	396.997	754.286	2097.56	1286.86	828.857	73.1799	46.6287	189.451	169.173	87.536	908.662	77.2568	4408.54	191.213	93.3876	193.572	2293.57
ENSG00000112245	788.083	19072.4	485.882	655.415	15841.9	3928.64	1474.19	6384.34	3522.5	8948.23	419.319	17502.9	657.595	20884.8	13761.5	11312.9	24172.5	371.02	1688.44	9621.75	6064.74	2019.88	13762.1	7297.41	20851.4	20921.9	3241.68	20392.6	597.456	16532.1	575.101	15188	13756.6	13925.1	17698.9	676.116	29906.9	16064	8396.27	17170.6	31834	1914.8	6265.95	4881.44	33084.2	15830	20416.5	14246.9	4105.61	1783.43	20682.7	8384.11	13336.4	18788.4	29545.2	23918.4	5341.88	2032.32	21082.8	20949	3961.78	1352.21	13333.9	3647.14	497.205	2947.85	2771.14	20002.5	5353.18	3797.07	9048.93	13788.1	4009.71	513.925	17616.7	21572	11714.2	9274.62	1108.95	473.411	9196.62	18854.8	9604.57	18456.2	18211.8	2247.64	6613.79	1043.27	3233.06	499.229	21749.7	1155.65	4581.34	691.551	28427.4	4890.16	15382.4	15887.5	1901.77	16860.4	11529.7	12241.7	27727.3	3018.3	18885.4	952.331	797.208	18541.2	7386.4	4372.04	873.767	1505.29	15460.2	14907.9	14254.6	3200.63	1984.49	3180.77	706.086	9085.92	15278	16127.9	19988.9	20597.4	532.258	14725.1	12229.9	3358.16	17445	18813.2	6679	3096.73	25505.5	25078.4	3943.53	12354	3521.7	1775.94	14633.5	4990.66	3397.37	4876.03	766.282	14292.2	2249.68	10431.1	15634.8	20175.7	1892.93	2485.68	5442.73	16437.3	3359.91	14023	29378.2	24122.4	4190.31	2703.2	15483.4	1472.42	22497.2	997.97	17417.3	22513.9	27458.7	15713.4	3026.21	16694.1	11156	2936.52	22163.4	20667.6	4203.99	11766.4	3192.86	20172.4	15392.1	27728.6	19031.7	16178.5	30655.7	28240.7	13861.8	17189.5	822.253	482.037	2494.14	1667.27	869.751	10695.6	436.738	28357.1	976.033	1140.17	2754.7	27941.3
ENSG00000112306	1619.74	15946.6	915.765	1843.04	22626.3	5640.82	1156.14	9082.45	9167.7	15386	2252.72	20293.2	2564.79	17498	19865.9	19141.4	20273.1	372.846	5218.99	14191.4	9889.29	3575.71	15768.4	11554	21539.2	19018.6	4454.99	16050.8	1447.06	16283.1	1171.24	21826.4	15646	17409.1	26742.1	1737.38	27406.9	17016.2	17524.6	20297.8	25838.1	1618.25	3473.96	7990.58	25579.9	23123.1	26086.7	16422.6	10194.6	2971.08	21658.5	19488.4	20444.3	26390.1	26848.6	20555.6	9667.86	4438.25	17467.2	16617.4	6218.63	2850.39	16893.8	6008.07	1030.38	2931.79	3490.99	15402.9	14734.6	10080.7	18185.3	13701.7	3663.87	1609.22	14079.6	26637	14367.8	16620.8	2399.56	1840.72	14924.9	15340.6	18793.4	20294.8	20830.2	3380.44	11404.1	2536.69	7539.28	1538.7	28112.3	1755.57	9006.47	3293.79	21744	13886.8	13869.6	15394.3	4206.79	21507.1	13949.6	19221.2	21385.9	5610.65	21026.1	5273.1	1916.84	25942.2	13062.1	6338.53	1913.65	2802.84	13350.2	17932.1	27271.3	6930.03	4278.18	7115.39	1478.11	15837.9	21758.8	17760.5	18703.5	18347	1215.21	15851.7	16887.2	7412.35	20045.2	15413.8	20402.8	4137.63	24011.3	23857.8	6986.56	26849.4	7441.98	3993.42	27524.1	11201.6	4471.59	6121.23	3278.26	16509.2	5825.07	14177.2	21871.9	17300.7	3547.96	5795.6	14496.3	15130.4	4501.05	13847.3	20764.3	22114.5	5712.86	4001.75	18429.9	3375.52	20937.2	4779.82	12714.7	26063	16377.8	17931.3	5116.85	26300.2	14138.7	3778.51	23655.1	14101.6	10630.9	18931.4	6105.38	17304.8	17029.2	22098.5	22502.2	14335.2	26443.5	20898.6	26234.7	28436.2	4252.36	1045.89	5832.86	3450.19	4660.06	14831.8	604.49	23520.5	3049.01	3700.01	7857.1	26735
ENSG00000112514	504.704	7010.58	242.482	698.877	9163.91	1383.2	406.836	2110.02	1546.06	2880.61	639.419	7657.97	642.308	7681.27	8000.78	7049.45	10566.9	155.805	960.508	4874.08	1376.28	968.745	6129.89	2372.62	7192.1	8164.03	1202.93	5912.41	422.009	4197.75	361.27	8887.77	4338.32	6974.31	7503.52	490.079	9735.23	5837.42	4584.61	6059.81	7387.33	396.863	347.717	2241.98	6995.87	6117.31	7308.3	5486.38	2214.98	1063.44	5887.05	4207.6	4185.72	4958.41	9771.31	4898.25	2425.18	1005.98	5434.28	6842.24	1570.44	670.97	6635.53	1503.66	222.793	689.512	1187.58	5259.45	2564.62	1934.31	4461.88	5529.27	996.04	526.896	6746.61	9199.48	5098.64	6340.92	581.841	477.214	3317.33	6192.77	7549.7	7033.25	6798.52	870.563	2300.19	760.738	1219.7	540.407	9466.02	502.575	2126.65	847.551	8240.1	2808.46	6659.97	5873.14	1007.98	7450.5	4581.78	5663	8392.34	1218.62	7813.65	1070.9	517.297	6035.29	2722.44	1749.78	514.543	561.432	8383.26	7144.05	9794.14	1588.64	989.112	1717.97	424.157	4696.09	8875.16	7317.6	6111.2	7440.79	482.973	6980.82	4335.22	1917.32	4915.21	7351.98	3156.06	1095.56	7330.57	11488.6	1664.1	5150.88	1511.95	1122.03	11785.2	2348.49	842.443	1597.46	853.755	5624.11	1061.95	4987.7	8739.25	6423.19	889.209	1305.95	3344.13	5773.29	1277.53	4782.81	6295.35	9266.85	1412.33	969.311	7484.75	1254.91	7640.27	1018.22	5453.19	7109.61	6657.68	6485.59	1365.6	6174.63	3005.23	1019.11	11463.5	8156.16	1554.82	5191.08	1823.41	6580.65	7655.74	8360.88	7339.85	7275.44	9331.91	12111.2	9153.06	5739.2	909.674	369.346	886.928	1035.5	1063.08	5943.68	158.476	6365.07	763.059	852.129	1160.26	7362.3
ENSG00000112667	38.1099	618.271	16.6353	49.6891	759.423	116.171	21.5468	201.028	157.012	343.288	39.303	635.236	45.6602	673.164	485.399	363.694	694.711	0.840297	141.214	358.242	225.73	83.4534	430.116	296.338	404.269	559.965	117.792	538.603	33.625	325.7	30.4975	514.087	255.896	424.981	619.15	37.2746	435.495	481.504	433.289	442.278	654.603	24.1268	5.86665	191.064	619.202	751.657	550.109	408.598	349.092	79.1898	565.055	412.752	358.009	494.344	832.495	361.137	309.457	85.0399	419.547	566.621	118.183	68.66	658.761	115.893	17.3235	72.956	99.9531	449.717	252.603	186.385	528.926	350.168	79.1803	31.5529	527.117	728.722	351.873	486.275	33.7164	26.8409	341.592	611.873	557.552	662.326	570.798	69.6645	208.092	50.0476	133.616	42.103	600.768	27.0808	241.831	72.0707	888.666	267.356	599.925	402.185	90.5016	500.767	325.931	418.692	486.838	127.072	513.404	158.12	34.1037	513.821	304.228	127.208	35.2457	56.8196	477.605	501.986	629.472	163.727	69.4925	157.949	23.8178	269.634	811.494	437.482	385.672	495.947	28.7675	434.343	373.141	231.39	330.497	652.493	361.796	95.3588	823.251	736.552	121.269	331.73	119.761	86.4775	813.653	226.556	87.0066	185.961	111.632	472.96	106.534	343.973	729.735	486.438	98.7253	136.66	292.302	534.602	103.208	422.63	513.265	716.654	154.14	72.8947	435.499	89.4644	637.419	128.947	403.829	713.135	722.206	471.148	116.101	522.668	301.743	68.6293	902.395	693.151	176.714	467.296	185.388	564.367	565.831	693.123	545.895	501.878	295.725	955.761	533.9	541.019	118.253	30.0112	92.8483	73.642	115.083	371.632	5.81355	1194.88	96.0148	60.3643	145.094	1212.88
ENSG00000112695	524.031	20267.5	276.133	519.779	15507.6	3703.52	654.215	6046.79	2689.99	8942.36	342.432	18772.7	655.591	20933.7	13076	16682.4	26400.4	246.769	2194.2	10160.5	4673.17	900.137	16246.9	7416.6	16423	17770.5	2677.38	16659.1	955.152	22439	604.076	18040.1	8029.35	13801.4	18833.8	690.498	21700.9	21386.6	9014.9	19286.7	24239.9	1466.08	2383.16	3361.26	24795.4	12173.7	22196.7	15115	3302.46	1978.41	16219.7	11734.2	12745.2	8325.62	26736.6	14359.3	5124.5	2001.93	18963.9	22120.8	4209.97	1160.21	17104.6	3280.36	526.268	2086.21	1656.35	12470.2	4382.49	3975.96	9894.09	18068.8	2092.54	247.329	19847	11685.8	6278.74	15794	655.511	315.498	7285.82	19904	8929.54	25454.5	21430.4	1949.42	5673.89	1577.43	2028.34	449.132	16537.6	484.294	3350.54	923.615	23708.3	4144.91	13374.9	15796.7	1826.28	19197.2	13434.5	11876.8	26173.6	4206.59	15919.9	1641.52	665.372	22055.8	5666.54	3541.18	603.019	1264.94	16676	14195.6	15262.7	3398.81	1843.25	2071.06	443.775	6648.43	19202.3	15035.2	18859	19237.9	731.438	15176.7	12900.2	3862.71	11189.3	23412.4	5318.86	3685.1	21838.1	26276.9	4291.74	13612.9	2769.56	1944.09	21868	4062.55	3383.14	3475.18	1158.85	13879.8	2665.56	7894.62	14169.7	17200.3	2015.72	2602.6	5051.09	18356.7	3109.89	19113.1	17760	22559.2	4100.6	848.797	16347.4	2382.85	20151.9	1372.18	11272.3	15235.1	18852.1	15248.8	2267.91	15518.1	8784.06	3482.24	23581.6	21179.3	3508.11	10874.8	3771.6	15410.6	17284.1	14995.4	18746.7	18457.2	25305.3	25185.8	17934.2	11539	926.968	425.038	1176.43	2153.8	1336.78	9296.75	504.717	15823.6	1259.17	1458.7	1409.78	18600.5
ENSG00000112759	56.1084	1397.04	27.3557	71.3665	2159.87	172.22	73.034	365.214	178.735	373.385	56.6178	1263.89	64.4465	1176.91	1636.51	776.504	1559.52	38.8597	108.445	532.648	330.622	99.6286	801.906	426.578	1365.32	1262.79	146.979	1028.6	59.7297	784.659	32.9719	1445.01	529.402	929.481	1142.71	78.2513	1413.01	1180.38	625	934.616	1572.25	83.0366	214.404	290.062	1479.62	664.852	1144.83	903.991	154.432	119.466	1082.82	630.21	820.36	999.87	1566.02	1092.65	199.333	121.798	925.52	1199.79	355.639	79.9231	1037.88	180.696	52.7184	125.595	98.0306	745.742	310.877	242.732	587.883	1071.86	109.425	72.458	1136.1	1999.55	618.939	936.555	70.2192	54.9748	561.348	1136.38	563.327	1167.26	1512.16	108.458	283.773	92.6261	130.383	65.7917	1380.5	86.5116	179.881	98.22	1577.08	280.446	768.258	1124.22	131.627	1060.36	953.904	714.45	1379.68	160.842	1264.93	129.242	68.6994	1117.45	821.84	283.122	76.5272	87.4831	843.751	1336.61	999.765	172.651	121.15	161.556	51.3347	2193.91	1116.91	973.051	1072.74	1407.64	48.7332	1124.13	591.995	145.665	3408.06	1170.41	370.108	119.963	1939.06	1476.23	216.081	770.455	243.97	130.948	1136.86	242.317	140.528	296.995	74.3141	565.787	86.0055	547.729	883.717	1126.4	98.3512	129.789	691.414	1278.78	153.689	814.406	1109.39	1528.58	206.418	101.05	961.469	170.122	1268.7	106.939	806.934	1366.01	1572.63	1057.87	140.639	1061.41	467.81	110.866	1648.21	1517.27	168.052	735.197	179.944	1453.59	894.211	1409.62	1570.02	1405.45	1459.15	2143.71	938.04	1009.45	90.1024	60.8663	140.106	144.505	90.7254	706.926	73.1509	3202.92	91.3333	120.999	148.986	1150.04
