GSM31482.tbw_LEVEL	GSM31415.tbw_LEVEL	GSM31389.tbw_LEVEL	GSM31475.tbw_LEVEL	GSM31318.tbw_LEVEL	GSM31492.tbw_LEVEL	GSM31558.tbw_LEVEL	GSM4422.tbw_LEVEL	GSM31595.tbw_LEVEL	GSM1333.tbw_LEVEL	GSM31603.tbw_LEVEL	GSM31311.tbw_LEVEL	GSM31604.tbw_LEVEL	GSM31397.tbw_LEVEL	GSM31316.tbw_LEVEL	GSM31434.tbw_LEVEL	GSM31278.tbw_LEVEL	GSM31497.tbw_LEVEL	GSM31513.tbw_LEVEL	GSM31401.tbw_LEVEL	GSM1337.tbw_LEVEL	GSM31390.tbw_LEVEL	GSM31289.tbw_LEVEL	GSM31270.tbw_LEVEL	GSM31299.tbw_LEVEL	GSM31413.tbw_LEVEL	GSM31483.tbw_LEVEL	GSM1324.tbw_LEVEL	GSM31268.tbw_LEVEL	GSM31258.tbw_LEVEL	GSM31509.tbw_LEVEL	GSM31334.tbw_LEVEL	GSM7578.tbw_LEVEL	GSM31281.tbw_LEVEL	GSM31454.tbw_LEVEL	GSM31488.tbw_LEVEL	GSM31196.tbw_LEVEL	GSM31273.tbw_LEVEL	GSM7572.tbw_LEVEL	GSM31423.tbw_LEVEL	GSM7584.tbw_LEVEL	GSM31568.tbw_LEVEL	GSM31264.tbw_LEVEL	GSM31538.tbw_LEVEL	GSM31263.tbw_LEVEL	GSM7566.tbw_LEVEL	GSM31341.tbw_LEVEL	GSM31274.tbw_LEVEL	GSM31666.tbw_LEVEL	GSM29449.tbw_LEVEL	GSM1335.tbw_LEVEL	GSM7575.tbw_LEVEL	GSM31197.tbw_LEVEL	GSM7599.tbw_LEVEL	GSM31330.tbw_LEVEL	GSM7587.tbw_LEVEL	GSM31533.tbw_LEVEL	GSM31599.tbw_LEVEL	GSM31449.tbw_LEVEL	GSM31447.tbw_LEVEL	GSM31254.tbw_LEVEL	GSM31522.tbw_LEVEL	GSM31432.tbw_LEVEL	GSM31493.tbw_LEVEL	GSM31525.tbw_LEVEL	GSM31572.tbw_LEVEL	GSM31464.tbw_LEVEL	GSM4420.tbw_LEVEL	GSM31597.tbw_LEVEL	GSM31539.tbw_LEVEL	GSM1136.tbw_LEVEL	GSM31333.tbw_LEVEL	GSM31342.tbw_LEVEL	GSM31611.tbw_LEVEL	GSM31287.tbw_LEVEL	GSM31229.tbw_LEVEL	GSM31446.tbw_LEVEL	GSM31324.tbw_LEVEL	GSM31457.tbw_LEVEL	GSM31610.tbw_LEVEL	GSM4418.tbw_LEVEL	GSM31450.tbw_LEVEL	GSM31321.tbw_LEVEL	GSM31303.tbw_LEVEL	GSM31335.tbw_LEVEL	GSM31380.tbw_LEVEL	GSM31230.tbw_LEVEL	GSM31350.tbw_LEVEL	GSM31574.tbw_LEVEL	GSM31365.tbw_LEVEL	GSM31226.tbw_LEVEL	GSM31498.tbw_LEVEL	GSM31536.tbw_LEVEL	GSM31524.tbw_LEVEL	GSM31431.tbw_LEVEL	GSM31584.tbw_LEVEL	GSM1330.tbw_LEVEL	GSM31406.tbw_LEVEL	GSM31542.tbw_LEVEL	GSM31424.tbw_LEVEL	GSM31280.tbw_LEVEL	GSM7593.tbw_LEVEL	GSM31269.tbw_LEVEL	GSM31360.tbw_LEVEL	GSM31310.tbw_LEVEL	GSM31550.tbw_LEVEL	GSM31466.tbw_LEVEL	GSM31225.tbw_LEVEL	GSM1336.tbw_LEVEL	GSM31500.tbw_LEVEL	GSM31373.tbw_LEVEL	GSM31665.tbw_LEVEL	GSM31283.tbw_LEVEL	GSM31451.tbw_LEVEL	GSM7590.tbw_LEVEL	GSM31353.tbw_LEVEL	GSM31598.tbw_LEVEL	GSM31582.tbw_LEVEL	GSM31459.tbw_LEVEL	GSM1327.tbw_LEVEL	GSM31319.tbw_LEVEL	GSM31340.tbw_LEVEL	GSM31411.tbw_LEVEL	GSM31405.tbw_LEVEL	GSM31364.tbw_LEVEL	GSM31414.tbw_LEVEL	GSM1332.tbw_LEVEL	GSM31478.tbw_LEVEL	GSM1326.tbw_LEVEL	GSM31306.tbw_LEVEL	GSM4477.tbw_LEVEL	GSM31381.tbw_LEVEL	GSM31410.tbw_LEVEL	GSM31396.tbw_LEVEL	GSM31391.tbw_LEVEL	GSM7596.tbw_LEVEL	GSM1338.tbw_LEVEL	GSM31458.tbw_LEVEL	GSM31320.tbw_LEVEL	GSM31541.tbw_LEVEL	GSM31491.tbw_LEVEL	GSM1334.tbw_LEVEL	GSM31515.tbw_LEVEL	GSM31300.tbw_LEVEL	GSM31469.tbw_LEVEL	GSM1323.tbw_LEVEL	GSM31317.tbw_LEVEL	GSM31439.tbw_LEVEL	GSM31359.tbw_LEVEL	GSM31473.tbw_LEVEL	GSM1329.tbw_LEVEL	GSM31288.tbw_LEVEL	GSM31507.tbw_LEVEL	GSM31286.tbw_LEVEL	GSM7581.tbw_LEVEL	GSM31337.tbw_LEVEL	GSM31385.tbw_LEVEL	GSM31453.tbw_LEVEL	GSM31443.tbw_LEVEL	GSM31345.tbw_LEVEL	GSM31448.tbw_LEVEL	GSM31551.tbw_LEVEL	GSM4419.tbw_LEVEL	GSM31338.tbw_LEVEL	GSM31332.tbw_LEVEL	GSM31400.tbw_LEVEL	GSM31339.tbw_LEVEL	GSM31455.tbw_LEVEL	GSM4421.tbw_LEVEL	GSM31383.tbw_LEVEL	GSM31315.tbw_LEVEL	GSM31425.tbw_LEVEL	GSM31580.tbw_LEVEL	GSM7569.tbw_LEVEL	GSM31354.tbw_LEVEL	GSM31442.tbw_LEVEL	GSM31329.tbw_LEVEL	GSM31412.tbw_LEVEL	GSM31452.tbw_LEVEL	GSM31328.tbw_LEVEL	GSM31253.tbw_LEVEL	GSM31430.tbw_LEVEL	GSM31433.tbw_LEVEL	GSM1328.tbw_LEVEL	GSM31557.tbw_LEVEL	GSM31267.tbw_LEVEL	GSM31194.tbw_LEVEL	GSM31343.tbw_LEVEL	GSM31561.tbw_LEVEL	GSM31250.tbw_LEVEL	GSM31395.tbw_LEVEL	GSM31205.tbw_LEVEL	GSM31521.tbw_LEVEL	GSM31616.tbw_LEVEL	GSM31577.tbw_LEVEL	GSM1137.tbw_LEVEL
ENSG00000163235	80.2656	2724.4	36.8533	81.972	2022.25	584.754	127.417	738.168	377.337	1032	25.1582	1831.94	79.205	2556.05	1682.86	1382.54	2856.44	78.2581	154.661	939.379	843.993	133.998	1794.02	897.183	1357.66	4221.11	550.347	2579.95	55.5972	1390.27	50.3027	1521.24	990.108	1551.62	2531.88	106.152	2646.06	2294.94	779.557	2567.94	3488.25	201.319	510.837	359.589	2761.26	1187.74	2808.73	2124.23	334.933	129.927	2266.25	1371.52	1172.21	1955.07	3849.75	2220.67	498.791	149.873	2543.44	3302.65	513.714	133.112	2802.52	341.365	37.248	293.681	239.25	3321.08	465.103	451.858	1259.29	2057.92	323.679	33.7357	2389.88	1432.55	1369.21	855.628	53.0631	41.3885	1207.05	2839.54	977.156	2451.22	2494.01	302.399	735.19	163.881	312.08	55.953	1985.82	68.9881	475.114	78.6469	5526.92	487.971	2341.01	2151.81	230.183	2309.55	1444.52	1088.12	2562.62	513.075	2068.51	75.8509	67.6502	1658.68	968.641	453.094	95.0035	192.601	1444.31	1561.82	1376.08	344.741	126.933	195.178	67.0133	2389.7	2009.8	1819.73	2709.22	3249.32	73.8999	2175.06	1288.12	490.585	3726	2633.98	778.751	330.573	3447.52	3637.18	301.657	959.238	260.683	227.795	2039.39	532.574	466.544	849.548	81.1355	2439.22	412.667	1416	2005.67	2465.33	210.68	365.511	704.501	2047.6	458.304	2157.83	3172.18	3545.98	586.864	214.272	2184.77	182.251	4343.02	105.456	2316.64	2647.99	2006.3	1935.55	258.612	2016.07	934.76	298.251	2613.29	2637.75	421.997	1254.16	358.944	1250.59	1936.4	1465.91	2793.75	1656.19	2692.39	4374.59	2492.24	1800.79	77.8643	63.1414	205.935	168.569	93.9671	1019.5	83.1987	5868.08	113.539	148.162	224.225	3584.26
ENSG00000163273	30.2664	864.618	13.2777	35.8687	1274.65	203.422	52.369	275.314	95.0089	319.847	16.7052	969.83	17.5521	802.612	1662.99	430.881	1171.89	46.7564	36.3559	504.515	303.001	80.4076	715.364	288.603	854.286	1326.64	140.596	783.021	46.899	771.106	29.508	995.439	334.342	845.32	718.03	30.5249	841.44	1281.97	461.384	765.222	1270.12	75.311	307.864	121.789	883.415	419.033	1117.16	992.934	41.8905	100.833	891.958	423.33	435.476	547.808	1503.38	672.197	141.461	52.4072	732.708	1137.64	253.064	40.2481	539.611	129.234	21.4322	101.107	107.351	844.912	133.008	108.947	295.563	752.087	112.226	21.3944	860.86	941.791	472.754	910.428	37.2947	16.9399	454.786	769.983	363.016	1014.24	1033.87	96.8972	287.836	59.2858	85.7521	37.1403	606.684	57.7189	82.1046	48.8332	1058.36	97.3336	812.668	829.606	88.4383	682.728	641.754	508.234	844.015	128.678	945.331	31.0043	44.9862	676.789	524.03	133.695	45.621	68.4148	784.897	918.559	520.456	117.562	35.9113	70.2913	33.3678	1302.11	790.206	969.791	705.041	1060.88	29.2656	817.602	450.781	111.652	2536.96	1001.71	261.9	115.738	1030.12	1094.93	167.302	429.606	192.37	68.4565	743.42	102.184	111.334	301.485	30.0065	374.645	72.9586	478.379	611.793	709.782	74.6601	115.297	428.465	907.646	119.029	684.174	687.711	1294.1	189.549	89.3369	799.991	93.1602	1249.32	29.4656	875.196	1155.09	1319.25	987.805	91.3913	733.667	372.51	97.4279	1248.16	929.773	76.6389	143.362	104.009	944.325	719.878	1166.33	856.491	780.339	1249.18	1502.32	731.372	745.829	23.8391	39.4361	68.7496	51.5477	20.4813	568.889	57.1601	2785.24	47.733	35.9879	63.1876	546.525
ENSG00000163291	58.2115	1961.63	36.5098	56.9216	879.407	159.05	32.109	574.542	866.394	1277.46	38.0999	993.885	83.6911	818.704	879.989	791.177	1196.35	119.92	90.5138	461.682	757.009	563.846	1300.99	614.48	1052.72	1480.27	150.246	3069.07	44.5709	1110.37	40.5562	1065.64	224.533	724.333	889.125	27.4624	2072.04	1091.19	736.092	904.71	773.231	78.1609	893.481	682.865	2823.31	2539.89	1254.27	1546.06	336.27	58.6255	2373.12	1461.68	910.293	7183.49	2555.59	716.591	482.141	188.087	1692.87	1635.82	293.966	39.1464	1017.61	258.813	49.0642	151.253	722.653	2443.32	1192.65	719.915	1006.29	977.212	660.558	52.4778	1753.8	5023.73	401.666	737.438	160.162	62.067	950.62	1440.67	406.437	1027.61	1819.32	149.484	901.381	74.8525	587.663	45.6057	6795.88	502.914	310.116	98.5006	2108.79	1231.05	2498.43	692.134	402.635	646.415	377.435	659.696	1817.75	219.932	982.381	104.579	412.002	5741.65	706.103	180.853	83.964	150.828	600.4	706.311	1727.96	232.327	171.241	486.589	48.7145	1677.41	754.164	1390.92	800.335	1212.39	37.9742	1258.65	1171.43	296.133	6049.93	2035.38	881.679	183.544	1146.31	898.947	358.607	4601.18	497.398	114.284	750.406	615.081	249.593	529.888	45.9393	1182.55	231.705	1480.59	650.882	721.027	126.723	146.811	645.639	1047.33	209.712	685.281	324.342	1498.89	263.433	475.292	783.309	101.097	2098.77	109.564	2076.99	2653.24	2141.83	926.842	799.566	909.601	882.869	137.861	1194.09	934.944	1034.02	1506.86	246.032	959.569	1053.16	2031	697.429	425.566	1184.86	1645.09	718.523	5006.09	105.022	37.0576	514.074	127.217	101.481	460.906	115.857	6261.81	47.4263	90.9371	521.535	5450.7
ENSG00000163399	485.8753	9740.065	226.4559	589.2085	3573.8595	1480.5245	468.9185	2796.25	1146.149	4651.845	515.6814	7558.065	524.77105	9830.69	5048.845	4616.2005	9890.845	151.37345	937.2135	2510.75215	306.397	535.696	8718.165	4060.34	2158.6115	10727.515	1042.006	8205.63	459.567	1087.2875	466.1395	5966.2	4765.6295	4888.6075	5834.793	467.0381	1745.688	8388.385	1413.6925	7865.495	5712.8365	444.519	25.398	1963.0655	9905.745	3686.14	6871.225	3473.451	1829.6555	868.0689	7844.005	3145.485	4092.8045	4757.45	8927.89	7808.36	1662.71	1003.702	7186.45	11356.2	1848.813	710.633	6363.08	1600.5525	366.908	683.773	633.6785	8525.28	1685.6745	1507.1205	4152.565	7216.38	736.5	477.2068	8550.025	9054.51	3969.211	5179.09	382.27285	347.12695	4140.26	8727.52	5035.97	8020.1815	9723.49	833.3075	3585.925	892.083	1387.2925	546.7345	9075.53	310.5149	2003.78	790.195	13279.38	1588.674	7573.19	5185.63	810.7805	7704.4995	4521.3255	4727.64	10262.06	1000.798	8340.1685	877.631	163.67182	10271.49	3647.405	1511.775	499.08675	318.903	7206.44	6050.578	7275.15	1222.582	904.7245	1279.005	538.71345	5316.365	5691.84	5143.334	8135.065	7680.655	571.901	7366.56	7669.42	1247.6225	6565.38	9995.425	2838.905	1063.3965	11159.77	9352.8	1566.0855	4070.52	1758.552	957.81845	6670.5185	1986.212	912.5865	1439.5835	855.01855	8600.965	766.2815	6444.915	5275.68	7701.32	875.6265	989.625	3612.17	8537.39	982.803	7828.485	8092.345	9141.615	1220.286	525.6375	4941.0325	988.959	11901.8	629.355	8952	7306.825	11533.545	4858.765	820.208	4041.823	4668.56	1002.848	10309.965	9841.575	1386.2425	4105.505	1399.7525	7812.09	5539.66	8381.5	9187.595	8187.02	2191.729	8964.6045	6683.5355	7949.01	653.264	428.391	676.338	1054.3465	609.8371	4045.1925	277.42	7925.82	661.5175	899.4245	891.4255	4700.21
ENSG00000163430	357.0025	7458.925	159.00725	449.9745	4438.54	1125.1215	319.076	1715.58	2198.27	3632.18	505.983	5965.185	449.2845	7235.85	4212.395	4620.025	6730.765	311.173	1100.8315	2304.2	1101.581	680.246	5360.555	2767.695	6277.205	5384.37	685.276	5220.695	511.0635	5584.485	309.1155	4971.98	1881.62	4280.17	9157.515	362.7715	9030.959	4200.625	4176.4685	7827.715	8760.015	429.949	1822.29955	1321.9675	9326.625	6226.525	4417.52	3014.395	2152.33	637.8515	8594.295	3516.24	6323.98	7277.96	6480.99	4786.595	1389.3415	1564.858	8226.505	6335.75	841.2595	504.893	4370.675	1421.108	237.398	685.7545	753.959	3775.93	2864.025	1739.446	2239.805	2919.865	1149.7895	487.5475	4416.89	8326.02	2503.75	2709.39	400.94855	461.962	2965.985	4797.635	2870.66	3588.49	4137.265	529.169	2136.78	433.0455	1621.805	271.9255	7605.37	652.44	2585.34	679.3965	9596.055	2671.9	3939.95	5022.115	529.03	7982.03	2759.33	8044.335	8682.905	909.0545	5306.895	1819.3195	304.35085	7433.26	4422.015	1773.6875	389.4555	441.8645	4252.555	6382.775	11141.76	983.821	1473.476	888.7795	315.7815	6558.95	4241.425	3728.185	6612.035	7565.215	213.867	1836.91	6427.605	907.744	8715.065	3281.025	2506.92	764.9285	10074.325	12191.005	801.234	6534.565	1397.795	804.5285	5400.945	1678.5075	1006.3855	1765.485	693.578	1137.985	780.9185	2253.075	3743.84	5368.67	436.052	811.4865	4525.325	6545.59	1002.1825	4259.68	5484.28	4492.76	1035.773	524.8935	5151.27	667.5715	8547.035	1403.8645	3595.92	4202.42	6315.115	4373.61	991.561	8373.86	2657.49	592.9525	7288.535	8520.455	1747.155	5269.735	868.535	6708.66	3227.705	6930.95	9480.885	5028.21	6195.411	12431.325	5981.63	7976.955	927.6625	244.2443	922.077	597.5215	1201.322	4624.72	333.0285	11862.35	621.4785	1283.401	1266.8755	8725.995
ENSG00000163444	92.0904	1543.49	26.935	74.6804	1616.99	259.578	94.2388	589.412	175.092	666.584	45.2631	1811.46	52.1692	1693.81	1570.55	1282.17	2211.35	42.9059	103.385	651.688	393.11	125.061	1200.27	639.437	1383.38	1693.5	219.851	1270.66	78.3587	956.479	39.1396	1551.68	335.147	1206.57	1311.91	81.5307	1858.09	1477.6	509.574	1109.65	2497.59	124.614	285.659	332.145	1737.72	793.431	1561.21	1176.71	198.009	117.73	1196.81	670.403	626.634	995.839	2054.83	1139.4	321.096	157.023	1420.94	1524.65	229.755	98.2144	1232.52	139.49	31.0724	132.948	179.644	984.563	268.208	241.551	648.984	1608.02	179.12	56.0082	1640.56	1865.84	793.805	1239.38	71.2826	47.9041	847.194	1178.21	776.563	1441.78	1601.67	172.431	467.921	105.467	109.526	89.7876	1699.31	72.9433	282.848	78.8805	1775.44	259.309	1083.84	1502.11	111.91	1099.65	1135.7	719.999	1794.82	253.743	1665.33	112.53	85.4525	1425.19	637.382	263.34	98.7014	125.093	1510.81	1482.71	1375.29	245.017	134.324	173.179	61.1511	596.081	1697.65	1376.64	1294.14	1577.09	72.2617	1411.22	741.947	227.536	680.782	1078.56	567.103	239.5	2116.02	1511.46	319.557	668.688	309.933	145.471	1511.49	249.593	202.506	333.49	86.5272	573.929	129.618	509.419	1259.08	1268.38	141.576	196.224	661.321	1348.49	233.468	971.519	1491.21	1831.84	377.791	159.805	1447.68	190.349	2193.16	87.1477	1145.53	1590.53	2212.78	1312.57	204.284	1296.67	695.216	220.855	2275.55	1655.6	256.031	565.023	232.079	1171.45	1230.6	1557.31	1514.89	1624.7	2434.86	1893.23	1525.72	1058.66	69.7554	92.5874	117.726	194.256	89.2835	998.3	49.1594	2061.88	93.5879	99.5392	115.443	1404.16
ENSG00000163463	259.603	4233.76	78.9379	285.346	3655.11	620.235	213.829	1002.15	700.614	1420.99	229.534	4958	198.382	3722.49	5217.59	2503.17	6035.8	183.26	499.46	1417.66	701.161	346.259	3146.86	1829.19	2431.57	3338.53	528.291	3441.62	261.445	2005.35	160.623	4238.69	1173.13	2816.59	3525.73	245.856	1923.1	4418.8	1980.9	3134.32	4823.6	294.739	280.983	1054.55	5860.48	3439.4	2873.71	3200.17	943.335	365.676	3460.97	2448.68	2467.24	3085.45	5487.02	3262.54	1162.26	657.443	3592.37	3849.72	1174.2	382.542	3891.64	385.988	157.126	379.733	491.789	3107.28	936.231	859.431	2446.49	3614.45	513.71	213.334	3687.91	6508.06	1787.55	3205.93	328.215	190.39	1589.07	2925.21	2359.19	4332.38	4335.84	422.721	1089.15	375.069	473.84	232.087	5717.53	282.094	999.829	382.357	4862.67	1213.92	2576.46	3773.42	437.975	2758.93	2884.73	3094.66	5560.97	638.77	4270.12	617.57	240.191	5485.49	1917.39	742.293	287.345	346.369	2966.17	4339.04	4279.66	597.238	524.226	809.33	129.768	2588.52	2724.06	3391.14	3939.98	4533.64	188.627	3752.44	1863.19	947.288	3365.93	3079.63	1692.04	453.005	4563.59	5597.15	929.909	2688.29	697.398	503.819	3589.92	871.372	458.388	781.056	430.786	1574.23	402.245	1979.73	3829.89	4175.3	429.336	580.56	2187.53	4029.84	573.981	3046.78	2845.94	4421.8	762.876	435.479	3474.47	556.534	3976.77	573.934	2696.98	3406.66	4120.64	3783.52	650.067	3082.97	1658.8	548.029	6341.37	4968.39	1053.32	2778.49	926.236	4230.38	3823.38	3196.57	3553.95	2687.27	2470.15	6769.82	3667.55	3582.75	375.603	262.837	505.784	484.439	564.4	2359.35	118.042	8222.35	362.327	459.45	685.953	6390.78
ENSG00000163468	160.091	3130.8	99.4154	138.275	4503.77	695.264	179.244	1002.34	730.663	1681.93	184.315	2922.04	136.102	3203.88	3354.84	2374.68	4614.83	37.4137	706.45	1683.38	777.169	320.974	2142.69	1235.43	4028.93	3270.5	371.638	3195.67	119.944	3555.78	116.127	4150.31	1891.51	2273.03	2965.76	143.629	3997.05	2361.61	2922.06	2438.83	5750.05	198.338	184.043	1011.11	4736.77	4447.27	3504.88	2760.9	1169.79	475.091	3114.67	2046.36	2873.63	3303.21	5649.52	2409.28	1380.83	429.099	1772.49	3094.18	420.84	319.251	3348.86	578.018	91.9547	419.759	568.678	2297.79	1126.76	866.072	2605.25	2418.56	497.679	213.753	2610.91	5250.31	1671.32	2868.78	213.606	155.537	1243.38	2993.42	3332.07	4029.09	3080.52	381.89	1267.55	301.109	499.884	210.273	4192.61	130.269	1113.45	242.992	5735.2	1024.08	2505.86	2748.9	430.559	2593.89	2061.52	1654.79	4755.64	655.869	3363.2	515.86	159.492	3322.24	1030.01	777.224	193.938	356.867	2295.15	2312.84	4640.01	943.887	349.713	800.117	132.861	2737.76	4330.02	3107.3	2808.16	2932.86	112.034	3541.72	1556.35	980.909	5019.37	2997.93	1711.64	595.114	3732.35	4075.41	806.559	2364.55	651.66	436.76	5153.56	744.428	462.482	727.272	323.608	1607.53	642.725	1627.84	4172.93	2613.08	530.319	662.899	1105.32	3042.56	553.558	2188.19	3708.16	4788.66	696.916	431.58	2754.01	474.861	3528.6	439.325	1644.26	3571.05	1925.76	2857.77	568.105	2257.73	1894.92	479.2	4648.1	3658.29	994.342	3516.55	1057.79	2459.46	3320.92	3041.44	3250.13	3301.08	4339.05	5199.85	3416.33	1622.41	302.096	138.944	430.706	402.932	447.179	2360.58	90.0309	7831.02	388.384	265.037	534.787	7797.46
ENSG00000163531	36.2313	770.443	39.0245	50.2581	717.779	233.863	95.0874	544.255	177.936	543.811	36.0306	1140.39	55.0919	1142.36	577.867	911.206	1288.22	76.6635	51.3996	505.905	206.906	179.187	685.314	497.928	637.61	849.562	201.345	812.982	34.1012	492.332	34.3405	1244.37	656.672	849.701	1101.16	43.4283	974.087	1208.22	854.346	850.296	1078.03	101.876	224.943	169.605	898.435	751.124	1632.08	920.994	111.79	123.442	992.365	764.818	464.653	676.178	1527.19	701.523	267.828	87.8968	694.499	1056.98	306.299	100.623	829.32	158.955	22.0865	134.164	113.442	796.77	193.997	210.633	641.335	649.168	156.471	53.896	862.527	1020.47	682.002	1083.89	74.1812	33.3825	594.404	705.899	748.902	1256.43	1308.21	172.116	363.333	89.9137	189.931	48.333	1159.12	129.611	216.723	62.4429	1405.76	218.728	894.239	598.13	101.815	260.689	838.06	691.452	922.446	229.701	985.677	93.017	111.972	745.389	644.028	312.927	43.9917	114.764	836.759	1087.45	828.447	157.438	82.1761	120.734	68.5514	1304.37	900.936	1180.09	940.635	1101.47	44.1981	654.218	720.113	165.235	2351.5	1144.87	485.245	142.309	809.943	880.25	204.198	735.511	336.979	105.432	1436.5	171.45	151.435	421.39	63.4047	881.812	151.148	448.844	836.063	915.844	104.241	148.019	638.087	853.938	164.376	728.579	955.962	1354.13	267.76	108.432	915.057	91.0213	1274.86	86.0745	712.222	1307.09	1317.89	1023.67	221.333	845.474	536.118	161.343	1115.09	841.087	145.412	709.698	210.736	1401.05	970.806	996.036	1157.1	842.183	921.362	1293.46	1297.21	1239.9	75.4528	37.6443	174.527	122.578	59.1236	519.864	105.129	2164.1	61.6594	100.84	181.988	1285.51
ENSG00000163660	61.96495	1189.93	39.24365	50.13015	1630.14	638.4895	339.6465	1186.87	537.5575	1275.38	45.1637	1494.77	59.52855	1850.045	1330.99	1501.355	1580.525	26.0513	289.3835	464.436	517.943	180.9095	1089.17	769.6675	2557.435	1544.72	313.6855	3352.23	47.5944	1529.295	38.3317	1994.39	3352.08	1137.893	1915.065	48.17885	3084.335	1549.05	1165.1065	1833.525	6985.875	342.182	634.5395	598.73	2124.76	2211.685	2264.775	1478.1	408.7285	316.131	2011.605	987.1705	1820.23	3514.42	3666.89	4585.89	574.942	262.3445	1937.34	2453.375	349.343	203.0805	1124.3405	289.01	36.6489	466.6725	348.7215	3197.8	810.5055	493.447	1144.085	1792	413.498	52.89105	1403.375	2747.375	1161.681	1071.4925	86.87775	40.8592	2030.595	2225.08	1088.035	1608.43	1578.19	284.5455	1395.25	110.556	396.4745	52.4297	2806.285	73.4863	546.813	71.10795	2767.28	632.062	950.836	838.0685	178.2675	1443.452	1002.118	2218.405	1933.18	347.3815	1892.81	130.6	87.88735	3056.395	468.8335	309.866	51.4086	161.101	1064.558	929.66	4076.77	342.1865	244.868	307.784	53.64735	1264.41	1824.525	1726.615	1245.3915	1298.31	71.9294	1215.26	1379.33	405.053	2936.75	1246.09	745.165	418.4285	1678.11	1955.08	333.3395	2291.295	256.3345	148.8975	2330.92	544.071	584.142	443.5975	122.321	1161.875	279.2285	1428.42	1822.215	1679.05	218.5195	283.9995	547.7865	1104.02	430.658	946.961	7208.14	3290.71	717.6025	242.5065	1562.718	132.17	2818.53	106.06715	2855.63	2426.825	1394.92	1569.065	323.238	1653.319	2042.73	380.4625	2024.215	1824.7	479.3835	1457.08	379.701	2090.34	1601.42	925.032	1321.555	1289.86	2274.56	2401.165	1656.708	2438.245	68.30445	27.1372	252.6355	165.72	128.2055	830.5865	41.83075	4212.55	155.8245	213.365	273.49	4570.205
ENSG00000163682	1627.885	26037.05	650.661	1835.315	22774.3	4811.995	1745.26	10045.355	5209.795	14062.15	1188.102	31533.85	1703.025	22666.75	23432.15	14855.35	30588.7	553.269	4088.985	14216.55	7168.855	2102.56	22760.1	11777.975	9697.205	23901.85	3226.57	22800.9	1490.03	12737.665	1246.5835	21879.05	8066.565	18677.85	26636.2	1678.505	12394.359	25787.55	18560.3	26281.1	28688	2557.965	6005.581	6787.76	30632.6	23989.9	26130.75	20297.5	6078.86	2137.275	24781.95	20308.45	22709.95	26708.6	30291.2	21525.5	8568.33	4383.31	26195.5	27239.85	5244.6	1853.14	25342.85	3267.795	1208.765	3635.095	2382.805	22371.5	8861.82	7013.9	17455.05	20514.55	3857.99	1646.495	23454	28070.3	14657.05	22381.05	1586.135	1343.36	16629.75	23182.3	19082.3	29465.6	27580.85	3451.92	12830.61	2240.115	3384.71	1564.065	28673.35	1465.45	7485.89	2399.535	31406.05	8339.09	21115.3	23131.1	4276.855	22866.5	17846.55	20850.4	31239.4	6038.84	24702.85	3662.59	1257.925	31101.6	16281.95	6171.325	2070.87	3281.005	20704.3	22480.25	26498.15	5617.23	3832.075	4621.24	1338.925	19652.85	23589.15	17981.65	24790.65	27854.8	1487.09	19412.55	18008.1	5753.555	24007.9	26010.5	14005.15	4690.275	28433.5	32322.85	7224.525	24002.45	6336.62	3623.375	28123.25	7052.61	4330.775	4402.8	2169.815	8326.565	4182.755	13454	20625.8	24360	3269.85	3619.45	16628	24292.4	3726.865	21940.5	25632.15	21484.45	5882.7	3361.72	21997.6	3698.765	27872.6	3008.79	23319.9	24817.6	29419.85	20737.85	4311.895	17204.15	15155.15	3792.375	30529.85	28725.85	9102.69	21794.8	5642.865	26389.95	19416.8	28058.05	25729.65	22962.85	14125.97	31503.55	22550	24832	2275.75	1361.433	3689.3	3505.56	3004.98	14172	1070.8915	19604.25	2089.775	2592.4	3947.29	31456.25
