p	score
ENSG00000000003	0.243870362352	-0.0555687287270852
ENSG00000000419	0.0552968917100725	0.186831754640353
ENSG00000000971	0.0121317083149272	0.371163808087549
ENSG00000001084	0.0794614491472716	0.149693806375435
ENSG00000001561	3.25809031602448e-10	-4.38378801287916
ENSG00000004399	1.47892215020683e-08	3.29582201832757
ENSG00000005194	0.0507516708148602	0.19604203690184
ENSG00000005339	0.779252389133199	-0.00236697236915853
ENSG00000005812	1.61815859630869e-17	-10.0275351113419
ENSG00000006015	6.34959635104709e-06	-1.77407306611001
ENSG00000006042	0.30274393025084	0.0416289566477314
ENSG00000006831	0.979313358578253	-1.83535357746074e-05
ENSG00000007392	2.77353223636399e-13	-6.60898070755912
ENSG00000007944	0.000339851141714189	0.950369655161557
ENSG00000008282	1.08428376848497e-06	-2.18798106929284
ENSG00000008294	8.20235348718832e-17	-9.43473397575573
ENSG00000008838	0.786707282447814	0.0021978112714469
ENSG00000008952	3.4249810750881e-10	-4.36898292657395
ENSG00000009335	0.0173181073391197	-0.324059623948405
ENSG00000010017	2.38811945446364e-08	-3.16568371084979
ENSG00000010295	0.000302433488358173	0.972097571943835
ENSG00000010322	0.033620102284233	-0.242404113032887
ENSG00000010810	0.0531941928083798	0.190975057731525
ENSG00000011009	2.37504269604696e-16	9.05117937307129
ENSG00000011021	0.00473457051814163	-0.505813275026858
ENSG00000011295	0.926305003381904	-0.000239754356647443
ENSG00000011454	5.49356270860431e-05	-1.30729986908539
ENSG00000011465	0.913862406195651	0.000329911202372166
ENSG00000011600	4.92496090014248e-20	12.2093638014524
ENSG00000012963	6.29669268238229e-05	1.2793303697693
ENSG00000013374	4.9903120711761e-07	-2.37791240773613
ENSG00000013441	8.05246831974115e-07	-2.26023191879655
ENSG00000013561	1.63363781982449e-14	-7.56481688680698
ENSG00000013583	4.5176050988272e-22	14.042252567927
ENSG00000014641	4.23979212045682e-11	-4.99987354314413
ENSG00000014824	1.90543593400529e-06	-2.05306197766683
ENSG00000015592	5.95988846009436e-06	-1.78843633311971
ENSG00000018189	0.494916155055574	0.0162436696084813
ENSG00000021300	0.106134872353562	-0.122238332602781
ENSG00000021574	9.138949890154e-07	-2.22940902319423
ENSG00000022277	0.508657325711713	0.0151182530974893
ENSG00000023171	0.0015172633405856	-0.686498893168887
ENSG00000023228	5.32545681498332e-29	-20.6213790337408
ENSG00000023287	5.8816709737139e-24	-15.7841121427059
ENSG00000023318	0.166774367519315	0.0836127165668691
ENSG00000023516	4.35187783365131e-19	-11.3775985923293
ENSG00000023697	1.09457670057281e-10	4.71052691424378
ENSG00000025770	0.000676299639486308	-0.825513817606134
ENSG00000025772	8.54416694848209e-06	-1.70723960136539
ENSG00000025796	0.0247558097820963	-0.279050064359521
ENSG00000028528	0.00158274729153634	0.679465688870236
ENSG00000028839	0.0522203478897099	-0.192961186813498
ENSG00000031003	0.00700722662063151	-0.447991721716643
ENSG00000035687	0.127310802735915	0.106042942426386
ENSG00000036672	0.000228894093977297	-1.02463496178208
ENSG00000037042	1.77545072784892e-12	-6.00111080269619
ENSG00000040633	6.35950242310181e-09	3.52870133468388
ENSG00000042445	0.000239507138906186	1.01602697082606
ENSG00000044115	8.0518027276206e-05	1.22942186809446
ENSG00000047315	0.609642221877299	0.00855260023515938
ENSG00000047410	0.00172242734264933	0.665461116454936
ENSG00000047849	2.24739461321311e-08	-3.18209254979116
ENSG00000048991	6.28380887723426e-14	-7.10596769095519
ENSG00000049860	0.194668496971731	0.07168015795185
ENSG00000050130	9.98480877485341e-17	-9.36350423897889
ENSG00000050165	0.010423516211949	-0.391908693574764
ENSG00000050426	0.0095628082298741	-0.403861001245101
ENSG00000052723	0.0793150554331216	-0.149875131024564
ENSG00000052795	1.99555920937757e-17	9.9504926340859
ENSG00000052841	0.00299714555006669	0.576183458737118
