Ortholog	LFQ.intensity.p01	LFQ.intensity.p02	LFQ.intensity.p03	LFQ.intensity.p04	LFQ.intensity.p05	LFQ.intensity.p06	LFQ.intensity.p07	LFQ.intensity.p08	LFQ.intensity.p09	LFQ.intensity.p10	LFQ.intensity.p11	LFQ.intensity.p12	LFQ.intensity.p13	LFQ.intensity.p14	LFQ.intensity.p15
ENSG00000000419	996450	1140200	0	943220	0	0	0	0	642220	0	0	0	708680	934160	0
ENSG00000000971	9485700	1079000	6334000	4063500	1855300	536410	1250500	520880	796020	689360	120540	0	0	0	0
ENSG00000001084	0	0	0	221710	0	453090	709040	0	0	684930	527210	946100	0	0	566660
ENSG00000001561	0	0	0	0	0	454120	0	651710	0	595840	0	0	0	0	0
ENSG00000001630	0	546130	332580	0	0	0	0	434540	0	601370	1140600	1186800	939750	1161300	2187800
ENSG00000002549	10601000	13651000	12348000	12553000	11895000	12166000	13955000	10074000	11503000	11570000	6259200	7630600	7184300	6786500	7072000
ENSG00000002834	3493000	3173900	6736800	5071900	7732900	6224600	8808700	7234100	6492800	9653800	6527900	7234300	5944300	5950900	5213000
ENSG00000003056	0	0	0	0	0	1277300	0	0	2306900	0	0	0	0	0	0
ENSG00000004059	5686200	6350300	5463300	4736800	3848500	5432700	4150200	5368400	5510200	6742000	3873700	7112300	7448700	8146700	4538800
ENSG00000004139	0	0	0	0	0	0	0	0	0	0	247060	0	191460	0	0
ENSG00000004468	0	0	1739200	0	0	595050	1508600	511140	0	0	657330	829830	0	0	0
ENSG00000004478	1201000	1462900	1778000	1608700	1005700	1473600	2125800	1495800	1540000	730450	911100	1256700	1385900	964450	1305500
ENSG00000004660	0	0	0	258960	0	0	0	220090	0	214830	428560	289020	210590	546740	693170
ENSG00000004766	0	0	0	0	0	0	0	360220	0	0	461630	0	0	427590	432590
ENSG00000004776	689280	683370	848660	0	0	1776400	0	1579600	0	0	1824800	1719600	1635000	0	0
ENSG00000004779	0	0	0	0	0	2907600	0	0	0	0	1934400	0	1273800	0	1784800
ENSG00000004939	1087600	0	1213100	364850	412180	0	0	0	0	445290	1083000	0	0	402320	2065600
ENSG00000005022	107710000	120470000	90665000	98675000	112770000	112140000	120890000	110000000	117940000	145200000	128320000	168590000	124330000	127280000	163910000
ENSG00000005194	745730	1288100	816470	0	0	1074600	1291800	1125800	0	1376700	1437400	1621800	1773400	2153500	0
ENSG00000005249	0	1067300	1171200	1006500	1105600	0	1195600	1488800	1619300	0	1122800	1313200	0	0	1323500
ENSG00000005844	717420	584390	484110	524170	553880	330370	0	373850	0	981950	0	0	0	0	0
ENSG00000005961	0	849460	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006125	13663000	18658000	18193000	17967000	16140000	17832000	17203000	16981000	18839000	16250000	19039000	18523000	16801000	18255000	20137000
ENSG00000006451	7454000	4778400	8313600	8725500	7506200	13073000	10493000	8369100	9100100	14344000	14895000	3794700	22376000	24192000	18872000
ENSG00000006740	0	0	0	0	0	322960	315760	333950	0	0	950130	751570	551490	851720	604680
ENSG00000006747	22145000	21604000	21749000	23374000	18343000	19237000	14039000	18477000	11935000	6865500	2054500	1985700	2996600	2237500	1007800
ENSG00000007080	0	1008700	1104900	816890	0	1028900	0	1207600	1198400	0	1263400	1221400	1211900	1565200	2099700
ENSG00000007168	6075000	8342700	6877400	8413500	10530000	8546000	8754000	8527700	9084800	8238000	7983900	9248900	7996800	9580800	9096900
ENSG00000007264	1366300	1170500	1059300	965120	1679200	1013700	1244500	875080	923050	842480	687670	983470	677370	988250	878360
ENSG00000007392	1560500	1506000	1467500	1779900	1791300	1340400	1445700	1215900	1340200	1314400	518320	1757700	1171900	1280400	1180200
ENSG00000008018	4539400	4046500	6423500	0	5094700	4708900	0	0	6719600	5065900	5313200	6818900	6315400	4641600	5368500
ENSG00000008056	1229600	2927900	3124100	5095300	4530500	9935200	9949200	8657800	11460000	13428000	21274000	26747000	19934000	24952000	28624000
ENSG00000008282	3997100	2733400	1389300	2961600	0	4894400	4747200	2922100	2812700	2045500	4768600	3375500	2150700	8048400	6399600
ENSG00000008294	953210	1273900	922720	1086400	0	0	0	1301200	1334900	1009500	1307700	1059000	865790	2144500	926970
ENSG00000008394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453460
ENSG00000008952	1558000	1433600	1555700	0	1137400	0	0	1543600	0	1305000	1097900	0	0	1190700	0
ENSG00000008988	13557000	13164000	14007000	14536000	10669000	10652000	11152000	7576700	13796000	11951000	9801400	13531000	7748900	8732500	7650200
ENSG00000009307	1188200	950050	0	1001400	929150	1384700	1444000	958760	1165200	1093600	1057700	1286500	1285900	1466200	1435300
ENSG00000009335	728390	0	0	0	0	791410	1083300	0	0	611380	0	0	444250	0	833330
ENSG00000009844	0	0	0	0	0	0	0	0	0	541840	0	0	0	0	0
ENSG00000010256	10678000	12406000	12007000	14233000	15464000	13914000	14751000	14508000	17744000	13131000	15581000	17898000	15618000	15914000	19232000
ENSG00000010278	4722200	12189000	14981000	9131100	29617000	27916000	18851000	13343000	23813000	10338000	9547600	13901000	12596000	17314000	15531000
ENSG00000010327	526900	0	306690	0	262690	0	0	0	0	0	0	0	0	0	0
ENSG00000010810	0	0	0	0	0	0	0	0	546300	0	453730	0	0	690630	547700
ENSG00000011009	0	0	0	0	0	0	0	2915800	0	3013200	0	0	0	0	0
ENSG00000011021	0	0	0	479860	271330	229570	0	0	219800	285550	0	0	0	0	0
ENSG00000011028	472530	0	0	0	0	0	0	562350	0	425100	0	0	0	0	0
ENSG00000011052	62278000	70092000	62042000	74270000	61694000	63262000	75873000	89028000	92604000	62387000	54987000	78892000	71088000	72222000	70152000
ENSG00000011454	477900	0	0	0	370420	376620	568270	355550	658730	551350	397850	650130	646510	746730	0
ENSG00000011465	5430900	6109200	11835000	5508800	6864600	5020500	3926100	4606400	4021500	3427500	2377800	0	2296500	3932500	3649700
ENSG00000011485	1097400	1277300	1198200	1068500	1507200	1307900	1686700	1098900	1793300	1294400	1348300	1712700	1396600	1255800	1783000
ENSG00000013016	2611100	3597400	2805900	4196400	2858300	3223600	4410800	4579000	3081000	4095200	4186300	4094600	3248600	3793100	3313800
ENSG00000013275	2327600	3010700	2792000	2725400	3145300	2694000	2414000	2305800	2717000	2733700	2128800	3341400	2451300	2178800	2746200
ENSG00000013297	55129000	17945000	12281000	0	31563000	18109000	34788000	3650500	0	9994600	43435000	17120000	68413000	14328000	23168000
ENSG00000013374	298110	332500	455810	481800	0	432740	602690	464030	447630	367860	347140	332260	0	395180	0
ENSG00000013375	3803400	4085600	3816800	4008700	3855800	5063800	4852500	5023600	3412500	4347000	5089600	4545500	4315400	5220100	4876400
ENSG00000013561	0	0	965540	1177200	791670	1190200	1192700	1003200	1054000	0	1150500	1777300	793810	1582700	1593500
ENSG00000013583	5411100	4938400	5236000	4775000	5615300	4720000	0	3092500	5153600	3970900	3211100	3762800	0	4304400	4069900
ENSG00000014123	0	0	142410	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000014216	0	0	0	0	0	0	0	0	0	0	0	1903600	0	0	0
ENSG00000014641	49140000	50062000	49982000	62208000	56869000	57446000	67735000	44514000	73178000	65180000	90529000	89431000	81021000	100900000	88203000
ENSG00000015475	1436300	1128900	965100	1065400	1180600	1143300	1018600	786020	1076300	1046400	1131900	922700	0	763270	0
ENSG00000018189	2849800	3853900	3022200	4405500	3776500	5926500	6813400	5855100	7730100	5499500	8550300	8464300	8729400	11082000	10072000
ENSG00000018236	16356000	14944000	14238000	19699000	19887000	23282000	28282000	25751000	30380000	24700000	34238000	30562000	34687000	37381000	36655000
ENSG00000018510	1107400	1018100	1144800	982620	977300	683160	783030	0	1134900	0	822320	0	1084500	741100	0
ENSG00000018625	150770000	188240000	126800000	213010000	277340000	290820000	392420000	322900000	356840000	306500000	445630000	596790000	494740000	439150000	567230000
ENSG00000020129	5035200	6586700	4935900	6176200	7042000	7880600	8421400	9331500	8136800	11147000	12961000	18406000	14140000	15687000	16786000
ENSG00000021300	0	0	0	0	0	1535000	0	2407300	3432900	0	3641600	7073500	4861900	6228000	6046000
ENSG00000021355	6474400	5965900	6665000	4096700	3639800	4984900	5491700	3969000	3738700	1831100	2124200	1810800	2896300	0	879750
ENSG00000022267	0	3222700	3432100	3138100	0	2609000	2581000	3504100	3309600	3406500	2480200	2690200	2573600	3297900	2431400
ENSG00000023228	11526000	15035000	13422000	12570000	12935000	18470000	24975000	17609000	14182000	23876000	27587000	29350000	24622000	23712000	31386000
ENSG00000023318	2769600	2294900	2434400	1986300	1198100	1885700	1254400	1784600	784010	2267900	1544800	983780	1694100	1660100	2000300
ENSG00000023697	1043000	1093000	1130500	751710	0	850190	831700	0	0	754260	0	0	0	0	0
ENSG00000023734	4300500	4420400	4888500	4588600	4776600	6113700	5257200	5278000	6955400	5591700	5012600	7663800	5204500	5428100	4777400
ENSG00000023909	0	732690	1181300	863590	0	1093900	1139900	2022700	1197000	0	0	2105800	1057200	2616800	2343900
ENSG00000024422	629280	610960	592910	667220	0	525540	703730	625110	491510	564650	0	0	0	481750	499780
ENSG00000025039	523990	584400	337940	427640	181270	231500	0	0	0	0	260700	229580	181590	0	0
ENSG00000025772	5163900	3563600	3807500	3519300	3124700	3242100	6578400	4947800	4171900	5280200	6468600	5651800	7124600	6780500	6980900
ENSG00000025796	744130	0	0	0	0	1248600	1193600	1262100	0	0	887370	0	0	1322000	0
ENSG00000026297	0	2038500	4171200	1158600	3583500	1418000	0	2443200	0	0	0	0	0	0	0
ENSG00000026508	4046600	2480400	1520000	4444000	2899900	4198900	4582300	4538600	3272400	4503400	0	0	1993800	1710500	2249900
ENSG00000026652	3588500	6693100	4924200	6803500	3633600	4897900	5334100	5964000	3725700	4764500	3534000	6560000	6061400	6662500	5831900
ENSG00000027644	3632700	3775700	5326000	3665600	4115600	3268500	844610	3229100	4113100	9439500	3148200	3950300	0	3357000	1901300
ENSG00000028528	2837700	2379800	2707500	3450000	2571400	3094700	2950400	2831200	3750600	2422500	1751200	2092400	2175800	2972200	3508800
ENSG00000029534	0	1044300	0	1139400	0	1506400	1606800	1524300	1172600	1655600	2318200	2767500	2305900	1728900	3439000
ENSG00000029993	0	0	688380	0	0	0	0	1006000	0	0	0	0	0	0	0
ENSG00000030582	6546200	3244300	5378100	0	4972500	0	3001100	0	3485900	0	0	0	0	0	0
ENSG00000031698	2790800	2761200	2385800	2471900	2981900	2420000	2748600	2629600	2956100	2563900	3228200	3324100	2925600	2987200	3301400
ENSG00000031823	0	0	0	0	0	0	0	0	0	0	0	0	0	682160	0
ENSG00000032389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257530
ENSG00000033178	2324400	2602000	2484200	2094100	2707100	2286200	2763700	2621600	1632800	2178400	2452500	2461300	2373700	1978200	1948000
ENSG00000033627	9612200	10433000	9922600	9287100	10396000	11440000	12515000	12000000	12581000	8731300	10973000	15861000	11475000	10484000	12403000
ENSG00000034152	0	0	0	0	0	0	0	0	0	0	0	750210	665390	0	0
ENSG00000034713	2548500	2654200	2988100	5320000	3017400	3302600	4052200	3267100	4151300	3525800	6109600	6831000	5300900	6481600	4952900
ENSG00000035687	1367700	1342200	1381400	1417700	1591600	1263100	1653300	1501400	833130	881640	1071100	1590500	1156000	0	1916000
ENSG00000035862	0	0	1367700	1474500	0	0	0	823720	0	0	0	0	0	0	0
ENSG00000037042	252240	0	0	0	0	0	258380	301770	0	0	0	0	0	0	119320
ENSG00000037757	1365400	1412900	1123200	1128100	1250200	1247800	1248400	0	1470800	1896500	1245700	2017200	1242700	1739600	1579000
ENSG00000038002	2715200	2389100	2441000	3081400	2710900	1729800	1767400	1575300	3263600	1578900	2175100	0	0	1141600	1135900
ENSG00000038274	969480	1031700	1041900	0	921990	1031500	940650	1003400	1038800	1192400	1065800	1093200	1028200	1280800	1167700
ENSG00000038382	0	0	0	0	0	0	0	0	0	203020	0	0	0	0	0
ENSG00000038945	1501800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000039123	0	0	0	0	0	631110	0	0	0	0	0	0	0	0	0
ENSG00000041357	5174500	5168100	4729500	4669600	4584700	4352600	4393000	4777200	4477800	4785700	4486300	4679900	3786700	4400100	4615200
ENSG00000041880	2225300	2078300	1970600	1670300	0	0	1298500	0	0	0	0	0	0	0	0
ENSG00000042445	457080	732440	933930	372160	441570	0	661660	555240	473430	497780	223580	223150	333760	355120	253510
ENSG00000042493	22145000	21604000	21749000	23374000	18343000	19237000	14039000	18477000	11935000	6865500	2054500	1985700	2996600	2237500	1007800
ENSG00000042753	8793300	10297000	7949700	9294600	6892300	9476600	10480000	13546000	11544000	9422700	13400000	11931000	16401000	10660000	11449000
ENSG00000044115	6614300	7222900	6568400	6491900	4907900	7427000	6122700	5204100	6022800	5995700	3441500	3630000	3262200	4184400	3460700
ENSG00000044574	46902000	42970000	45530000	41810000	44973000	31775000	29727000	33478000	28411000	49381000	32706000	37514000	32583000	30099000	40963000
ENSG00000047056	65693	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000047249	1891100	3301300	1981300	2435300	2323700	3208800	3520800	3870500	3684800	3103700	4707200	5352500	3152100	5084700	3930400
ENSG00000047315	187820	0	407540	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000047410	1652200	889080	1162300	1861000	1133200	1101700	2110900	1767000	0	759300	1080600	922690	0	0	1338300
ENSG00000047849	14865000	14418000	18900000	28409000	22169000	33212000	37949000	31726000	30726000	31714000	31169000	32457000	36400000	38921000	30342000
ENSG00000048740	650900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048828	676420	864060	887330	971100	770970	706250	536650	725290	535450	0	660280	682560	814010	587110	703200
ENSG00000049245	3858100	3441400	5418100	12419000	8472400	8336000	8190900	6745000	9926500	8558200	14264000	17903000	14328000	21936000	7529800
ENSG00000049283	0	0	803890	805660	0	838990	850150	934530	1025600	977570	1411800	0	1093800	879140	1184200
ENSG00000049449	1310700	0	0	1709900	1853800	0	0	0	0	0	0	0	0	0	0
ENSG00000049860	9933800	7940000	7847900	8099500	6276200	7331100	5925600	6728300	4991900	5198200	1167200	0	0	1134700	0
ENSG00000050405	0	342920	0	0	0	0	604520	0	0	0	321150	0	0	0	0
ENSG00000050438	6415300	10570000	6054800	14624000	15532000	16914000	14233000	16596000	16957000	16294000	22763000	16671000	21527000	14169000	17702000
ENSG00000050748	0	547130	531680	592830	295320	723860	759340	1112200	0	732720	940850	615440	1062800	0	721880
ENSG00000051523	2486600	2357300	2690400	1744700	1511100	0	0	0	0	0	0	0	0	0	0
ENSG00000051620	0	1220600	0	1282600	0	0	0	0	1819200	2040900	4066600	2639300	3452700	2626500	3959300
ENSG00000052802	0	0	0	0	0	0	0	0	0	0	1291600	0	0	0	0
ENSG00000053371	4861100	6222900	5288800	5457700	6006600	6701000	6260200	6072200	6838800	5920600	6605400	6521400	6423100	6013300	7101400
ENSG00000053372	0	0	0	0	0	0	0	0	0	0	444930	0	0	0	0
ENSG00000053702	0	0	0	0	0	0	0	0	228430	214890	257330	305970	272400	510660	263340
ENSG00000054116	0	0	1301700	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000054118	0	0	0	0	0	0	0	0	0	0	1044900	0	0	0	0
ENSG00000054148	0	0	0	0	0	3314000	0	0	7640600	3559400	0	4788400	4864300	0	0
ENSG00000054523	544940	962820	0	635400	0	639750	978330	637640	765750	739520	718710	748520	842040	963780	858650
ENSG00000055044	0	0	0	3576200	0	0	0	0	0	0	0	0	0	0	0
ENSG00000055130	1069400	1348400	1266500	1392700	920140	1491200	1670400	1874000	1198500	1556100	1558400	1422600	1225000	1343300	1452300
ENSG00000055955	16143000	3530100	6850100	4114300	3995600	1678900	1747800	2134800	1461500	1409500	1062500	0	0	0	1503800
ENSG00000055957	15729000	16111000	10132000	8251300	7769300	6412100	7182600	7205400	6030900	6651000	0	0	0	0	0
ENSG00000057608	34191000	33529000	36534000	33628000	35842000	29916000	33945000	35624000	32989000	33228000	33577000	38639000	36465000	35998000	42283000
ENSG00000058091	1666900	1330000	1698500	1781900	1660800	2103000	1865700	2555800	1659200	1142400	2576200	2209500	2618700	2804800	2881500
ENSG00000058262	4092200	2567700	2289300	873740	1927500	1313400	2115000	1008600	0	1099200	0	1016400	0	719190	0
ENSG00000058668	2322500	3009200	1938800	2497300	2495100	2699300	3335400	3052000	2440400	3981000	3610700	3978800	3850900	3353200	4070300
ENSG00000059377	0	0	0	0	0	0	0	0	0	111010	0	0	0	0	0
ENSG00000059758	1666900	1330000	1698500	1781900	1660800	2103000	1865700	2555800	1659200	1142400	2576200	2209500	2618700	2804800	2881500
ENSG00000060237	0	880910	960740	929430	936940	863480	597770	1346800	758130	816340	767450	818650	1549400	741630	864840
ENSG00000060339	0	1081000	2443000	435020	717930	0	825020	1525600	0	529900	0	0	0	0	0
ENSG00000060688	0	0	0	0	0	462540	0	0	0	0	0	0	0	0	0
ENSG00000060762	0	0	0	0	0	0	0	6174700	0	0	0	0	0	0	1884800
ENSG00000060982	1284700	4858800	3906000	3772000	3492700	3423200	3942400	4576800	3666900	4106600	3848300	5207600	4965700	5526000	5746800
ENSG00000061987	252130	320760	605460	420700	0	0	0	0	227820	356640	0	0	0	0	511120
ENSG00000063046	2028200	0	1989900	1626400	867110	1082000	1162400	1191800	877990	1591400	1394500	1858500	1356300	1120800	1702500
ENSG00000063244	575700	574140	0	0	459470	383540	355760	0	296810	0	336850	387810	0	0	0
ENSG00000063854	3991300	3592500	3868100	5871400	5105700	5815400	7325100	5828600	7897100	5186800	8154700	10343000	7557300	9007400	7364000
ENSG00000064042	0	0	0	809990	0	957570	889960	750730	975720	1010400	1121800	1178700	1004300	1172300	956780
ENSG00000064419	0	0	0	0	0	0	0	0	0	0	0	324640	0	0	0
ENSG00000064666	0	0	0	0	0	4953000	0	0	0	0	0	0	0	0	0
ENSG00000064787	19669000	37716000	23068000	32066000	54026000	43614000	28793000	35564000	29403000	37261000	57111000	44701000	53399000	46794000	55685000
ENSG00000065000	1037000	733250	1468700	984750	1152000	1410600	1245500	1286800	741560	1464400	1612200	1747200	778290	916280	1546700
ENSG00000065135	0	0	3154100	0	0	0	0	0	0	0	3407400	4072800	4126800	4750600	0
ENSG00000065150	3466500	5385200	4434400	4862000	4200800	4914000	3632100	3909300	4375800	4312300	2466200	3356300	1768900	2147700	1600700
ENSG00000065154	1186800	920710	1265100	961420	1359400	1112000	1127800	934030	976120	850120	939080	685650	856610	1026400	1180500
ENSG00000065268	0	0	0	0	0	0	0	135250	0	0	0	0	0	0	0
ENSG00000065413	739850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065427	1228400	851170	1026600	0	0	898000	963500	0	455240	738790	368250	453110	371840	590560	414140
ENSG00000065485	0	0	0	0	0	0	0	0	67997	0	0	0	0	0	0
ENSG00000065518	5596500	5716300	5298800	6766200	6795700	7488900	6487500	5401900	8865600	6022600	12503000	11406000	9389300	8369700	13216000
ENSG00000065534	0	0	1069200	1114600	1081800	1147200	0	1230600	0	0	0	0	0	559000	0
ENSG00000065559	1609600	2272900	2302300	2934400	1779000	3521100	3889100	2778700	3558300	1384100	2053800	2529900	2602200	1577600	2180600
ENSG00000065621	4974000	4232300	5811300	3748700	5086200	4834500	4251600	5488900	4996200	2778500	5817100	5378400	4321000	8010500	4640200
ENSG00000065882	0	0	0	0	0	0	0	0	0	0	0	0	0	460440	0
ENSG00000065978	1384500	2502800	1689600	2004500	3797500	1787000	1885300	0	1775800	2468100	627440	1233600	1194500	1026700	0
ENSG00000066032	0	0	402990	0	0	0	0	655580	0	776250	756970	0	950630	0	0
ENSG00000066044	0	0	1640000	0	0	0	1565100	0	0	0	0	1368700	1254000	0	0
ENSG00000066455	0	0	0	0	0	0	0	0	0	0	0	152260	0	0	0
ENSG00000066777	1258800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000067167	1057300	529310	485360	412570	543330	254550	534220	0	0	0	0	0	0	0	0
ENSG00000067225	110380000	103100000	103650000	110780000	128650000	122960000	114410000	127800000	128920000	123160000	122950000	99028000	126000000	117860000	116850000
ENSG00000067560	0	0	0	0	0	0	0	0	0	0	0	0	0	1126400	0
ENSG00000067715	712890	876170	0	854470	962880	1555000	1172400	1196400	1243500	1509100	1914200	2836400	1398900	2773100	2741300
ENSG00000067829	6226700	7779000	7096400	7865800	8546300	10065000	13327000	12092000	11825000	12684000	14322000	18095000	18119000	15749000	14678000
ENSG00000067836	0	0	0	0	1166700	1209100	0	1073500	0	1577300	2350100	2080200	1875000	2344700	2616200
ENSG00000067842	2952300	2632000	2953500	2715500	4428900	4492800	6160800	4701000	5633300	4823200	7036400	7151200	6364900	6750200	7714700
ENSG00000067900	639330	585970	824610	676310	0	554560	709520	817270	0	643260	0	0	0	0	301220
ENSG00000067992	0	772280	1792300	517800	0	0	584170	357810	0	0	653500	657040	746870	688200	795440
ENSG00000068120	575480	788740	295390	957770	662120	476380	876810	538280	793530	572280	0	1038200	762670	1473500	1524700
ENSG00000068400	0	735560	0	684380	673950	0	0	831820	0	0	751990	987500	812370	953850	868510
ENSG00000068903	32846000	35950000	31747000	39000000	45612000	46700000	52246000	54825000	54596000	59138000	84529000	80199000	84498000	86745000	80655000
ENSG00000068971	552820	0	611870	0	524620	775650	848450	886080	580110	0	0	1055900	743450	727610	933450
ENSG00000069020	0	0	0	0	0	0	291910	0	0	0	0	417330	0	0	0
ENSG00000069275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111480
ENSG00000069329	7344400	7110900	8840500	7365500	10518000	8725200	8510600	7923700	7308700	7689200	5390900	6678300	6338200	6044400	7146200
ENSG00000069345	2963700	4724700	3355300	4087500	3412000	4227800	4397100	4314800	5052800	3582300	4385400	6022500	4210900	2772700	3943000
ENSG00000069424	3733500	4003200	3340200	2950800	3881300	5115100	6032100	5580100	6163800	6619100	9525200	10830000	8441500	9684700	10847000
ENSG00000069535	2290000	2811300	1822700	2540000	2943300	2499000	3017500	2948100	3825100	2585200	2295200	3227400	3125900	3313000	2371900
ENSG00000069849	3109100	3956200	3875800	4903000	3359300	3302200	4640600	3617300	3821000	3975100	4827100	4703600	5240700	4339000	4341900
ENSG00000069943	1275000	734290	1500300	0	1029200	1439100	1190500	1513800	1032000	1359600	511740	644180	480570	433840	1042600
ENSG00000069974	0	721670	944750	0	777490	0	0	878370	0	0	0	0	0	0	0
ENSG00000070010	0	507850	0	0	0	403560	422690	0	0	503880	0	0	986580	579890	0
ENSG00000070061	948420	1143500	831710	1173900	1262700	1252900	932570	840660	1088900	943700	812740	1322200	749730	866130	732490
ENSG00000070081	1372900	781620	1182500	711840	0	646630	422600	748530	712930	743560	0	0	0	0	0
ENSG00000070087	0	8168300	9084600	8845600	10705000	12348000	15737000	19454000	14479000	15843000	18463000	16737000	20876000	18931000	20728000
ENSG00000070367	0	400490	397190	0	305440	0	0	0	0	0	0	0	326280	0	0
ENSG00000070610	0	0	0	0	0	0	0	315460	0	0	399620	0	0	0	0
ENSG00000070669	0	0	0	0	0	1214600	1320000	0	0	0	967630	0	0	0	0
ENSG00000070756	6219500	4879000	5519200	5285200	5294000	5997200	5202100	4668900	4145000	4769800	4831800	5688600	4909400	7927300	6381700
ENSG00000070770	0	0	0	1169600	1149700	994770	1072300	1049500	0	1082100	1004400	0	0	0	1311600
ENSG00000070785	0	0	0	0	415670	0	0	0	0	0	0	0	0	0	0
ENSG00000070831	14674000	20307000	14383000	9738100	6600200	7964000	15268000	14655000	0	18601000	4444400	6265800	10676000	28814000	5535000
ENSG00000070961	4399400	3833900	3975300	2927500	2646500	2985400	2374300	4028700	2888200	4908400	5918100	3509900	5031400	3039000	6998300
ENSG00000071054	738980	0	418780	1024800	847610	1376300	764310	1015600	638540	1319100	450560	514690	1578800	0	911450
ENSG00000071082	11449000	11141000	12572000	12452000	11291000	9965500	10700000	12198000	13761000	7880600	9909700	4919300	8587300	9547700	6329600
ENSG00000071127	30054000	28237000	29661000	28088000	24871000	27426000	22940000	21331000	26226000	21685000	13425000	16140000	15607000	18506000	17622000
ENSG00000071242	0	0	0	495300	0	0	0	0	0	0	463050	254530	0	404320	0
ENSG00000071537	435150	869790	460840	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000071626	0	0	0	0	0	0	0	0	0	0	0	0	914330	0	0
ENSG00000072042	2031800	1977900	2075000	2574400	1894400	1800400	2110300	2226100	2534900	2313500	2443900	2426800	2486700	3277400	2463300
ENSG00000072110	12299000	11889000	11041000	12572000	11753000	9757900	8472500	6986800	9299600	7200600	3484200	2127400	3313700	2634400	3323300
ENSG00000072133	0	0	0	0	0	0	291910	0	0	0	0	417330	0	0	0
ENSG00000072134	0	0	0	0	0	0	0	0	0	429110	0	0	0	0	0
ENSG00000072274	5638100	2995400	4357000	4473100	3346000	1975700	2611300	1676100	1148500	1823900	1488700	1428200	1118000	1995800	1737100
ENSG00000072501	1189300	1090100	1421600	964280	845380	989890	1026100	745760	1425700	1353600	0	0	517180	0	744320
ENSG00000072506	3817900	5415600	5460500	4640400	3775600	7701500	5991100	5848300	5912700	8573300	6843700	5369000	7611100	6859200	8630100
ENSG00000072518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111870
ENSG00000072778	3050000	3121100	2998100	3150900	2765300	3046500	3539900	3200800	3138600	2654100	2515800	3116000	2645600	3275300	3361200
ENSG00000072786	339800	404810	962610	0	700250	811740	631350	408090	0	702060	0	0	0	0	0
ENSG00000072832	0	2524800	1544100	2431300	1923100	2482600	2607400	2439200	3040700	2095400	2364000	3356600	2741800	3445500	2908500
ENSG00000072958	2569800	1907300	1695000	1712100	2339300	1542500	1868100	1620500	1361400	1051800	1397100	1153900	1078200	1128000	1415500
ENSG00000073578	9108100	8841400	9618200	9288000	13148000	9788700	10434000	9401900	11349000	8705300	10651000	12375000	11826000	10074000	13380000
ENSG00000073712	1281000	2066500	1513700	1437300	1662500	1037500	1561300	1156900	1645900	1536900	1010300	1082600	1334200	1311700	1159500
ENSG00000074071	0	0	0	0	0	464150	420420	0	0	0	0	488140	0	0	0
ENSG00000074319	0	0	0	0	0	0	0	0	947000	0	0	0	0	0	0
ENSG00000074370	16583000	17610000	15771000	16936000	16700000	17939000	16865000	14460000	20590000	16578000	21021000	24214000	15706000	12239000	17589000
ENSG00000074416	2839300	5176300	3950100	4937300	4286100	3655600	5158700	3437700	3630000	4967800	6050100	3747400	5806800	5243600	3445100
ENSG00000074582	0	0	0	0	0	0	0	0	0	0	0	0	214590	0	0
ENSG00000074696	3211500	2755800	2393000	2608900	2412400	2819100	2789700	2423000	4023000	3213300	2631800	3519600	2499100	2733900	2654800
ENSG00000074800	87896000	78412000	94932000	99739000	88760000	115030000	99762000	99124000	118150000	100430000	100540000	84441000	109030000	89585000	102330000
ENSG00000074842	0	0	0	0	4417700	0	0	0	0	0	2360000	0	0	0	0
ENSG00000075142	10021000	10411000	9295300	9937800	10346000	11905000	13997000	13255000	11851000	11600000	7437200	11671000	9955200	12479000	11175000
ENSG00000075151	0	0	0	0	0	0	0	0	0	0	0	0	0	526730	0
ENSG00000075188	0	0	0	0	0	0	0	0	0	307120	0	0	0	0	0
ENSG00000075239	8154600	9002500	8250700	7790600	6484600	9017000	9086900	6493700	8949200	3442700	4738100	4108200	4426100	2842600	5435500
ENSG00000075336	0	0	850550	0	0	933580	0	1587800	0	1268500	0	1452800	862570	1403300	1084900
ENSG00000075340	1668800	1308900	1091400	0	1090100	2522000	2728100	2142300	1599400	2098600	3242600	3744600	3301900	3060800	3829600
ENSG00000075415	25548000	31354000	27478000	27966000	28082000	40622000	42291000	35294000	46841000	44269000	44647000	44187000	56479000	39411000	45921000
ENSG00000075539	0	0	0	0	0	0	0	0	101760	0	0	0	0	0	0
