Ortholog	LFQ.intensity.p01	LFQ.intensity.p02	LFQ.intensity.p03	LFQ.intensity.p04	LFQ.intensity.p05	LFQ.intensity.p06	LFQ.intensity.p07	LFQ.intensity.p08	LFQ.intensity.p09	LFQ.intensity.p10	LFQ.intensity.p11	LFQ.intensity.p12	LFQ.intensity.p13	LFQ.intensity.p14	LFQ.intensity.p15
ENSG00000172354	12263000	11551000	10397000	10384000	15204000	12633000	13595000	12031000	14145000	12521000	15756000	20319000	13295000	20959000	18187000
ENSG00000172375	0	0	0	0	0	0	0	0	0	0	0	0	320570	0	0
ENSG00000172380	5239800	7482000	5623200	5404300	3935200	6777900	4504200	4405500	4935300	2896600	6773900	9423100	8010300	5003300	5410500
ENSG00000172531	10520000	8074000	8652700	9972700	9566900	9855500	9681200	8023000	8471400	9508500	8949300	10666000	8320100	10938000	9864800
ENSG00000172594	1252100	885760	944510	741960	1064000	0	0	0	632250	0	0	0	0	0	0
ENSG00000172757	123890000	114320000	109820000	118480000	130490000	121880000	118090000	104090000	146290000	128910000	127260000	171140000	165030000	182630000	109760000
ENSG00000172809	5020500	4324200	3104300	3027100	3589300	4037600	4021700	4004800	2837200	3380000	0	0	2913300	2167000	2386400
ENSG00000172817	0	0	0	0	0	0	0	0	0	369170	0	0	0	0	0
ENSG00000172850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1221600
ENSG00000172893	0	2102600	1337100	1428900	999970	1940500	1921800	2006800	1529200	2439000	2888300	3436100	2206800	2906000	2245100
ENSG00000172939	238780	223500	250490	0	187590	0	229790	327620	0	300640	250090	184840	229400	383490	241320
ENSG00000172954	1066600	1101000	857640	860850	922970	717920	917240	1061800	0	812820	0	0	0	0	0
ENSG00000172992	0	0	0	0	1238800	0	0	0	0	0	0	0	0	1822200	1311300
ENSG00000173064	0	0	404320	380610	392310	383740	346240	513690	398910	355770	353120	459610	433890	341350	342200
ENSG00000173145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917330
ENSG00000173171	1047600	797430	816560	1265800	788590	835660	1062100	0	0	705850	691190	963360	1169600	1100000	0
ENSG00000173193	500320	917230	358900	257480	223650	304500	288530	198610	0	561020	129520	131240	0	0	0
ENSG00000173221	1256300	1562400	1112400	1399100	1489100	0	1592100	1789600	0	1442900	0	2059700	1802500	1925400	0
ENSG00000173230	1463200	0	574690	637850	0	0	0	457190	0	431240	387500	0	0	0	0
ENSG00000173269	0	0	0	0	0	3988100	0	0	0	0	0	0	0	0	3622000
ENSG00000173372	3304400	3494300	1858900	1910100	2515700	0	1293000	0	0	1678600	0	0	0	0	0
ENSG00000173402	1414600	2693100	1680900	2238400	2840900	1234900	0	0	2219700	0	1310300	0	0	0	0
ENSG00000173473	0	0	1071200	1292600	855600	0	0	0	0	0	0	0	0	0	0
ENSG00000173486	3451500	3188500	2884000	3436400	2786400	0	2188700	3004300	0	3308900	0	0	0	5281700	2392000
ENSG00000173542	3883900	3854100	3509500	3636000	0	0	3606800	2870000	4186000	2739300	1833300	3121000	2039700	0	2096400
ENSG00000173546	3599900	4393900	2578800	3048200	3991500	3635800	2698500	3544000	2349200	2998400	1999400	2914800	1961300	1968500	2525300
ENSG00000173598	738900	0	685190	985460	1050400	925070	1395800	1096000	1661600	875360	0	1853500	1200000	1468500	1678600
ENSG00000173599	11022000	12288000	12447000	14092000	13883000	15637000	14270000	14760000	17837000	13832000	17011000	19474000	16204000	15911000	19471000
ENSG00000173611	0	0	0	0	0	0	0	0	0	0	0	0	0	165640	0
ENSG00000173660	2151900	4513000	2503000	2735000	7211400	3400000	3848400	2712200	2977900	3151300	5046600	5697000	6715100	0	7028800
ENSG00000173674	4381100	5066300	4561500	6755800	7085700	0	3591700	4834900	5595800	4403600	5898900	2548800	3709400	7199200	4759300
ENSG00000173786	184220000	289930000	251720000	281310000	290070000	386030000	342640000	423270000	317590000	433270000	470670000	294230000	546960000	572440000	487130000
ENSG00000173801	2570000	2921400	2160400	2770100	2431600	1790600	2056100	2140300	835740	2351200	1463300	1635800	1696900	2016000	1647300
ENSG00000173812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620240
ENSG00000173821	962520	2305300	672660	632680	542710	519890	854750	821510	568600	882540	0	341380	0	546120	340300
ENSG00000173852	1360900	1144000	0	1428100	1233300	1288300	1011800	0	0	0	0	0	0	0	0
ENSG00000173868	0	0	0	0	0	0	0	0	0	0	896690	923160	0	0	0
ENSG00000173898	1795800	3066500	4295900	4479800	5143700	8047200	7774500	4995000	8136600	7012800	9253500	12026000	10118000	9129800	10562000
ENSG00000173905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46816
ENSG00000173908	195710000	189660000	173740000	229200000	296950000	151080000	142700000	144280000	247950000	183000000	138190000	113610000	107510000	122600000	158010000
ENSG00000173915	3873900	2442600	2812700	3436500	2547800	0	0	3088100	2684600	0	5157600	8672700	4479800	3234700	4753500
ENSG00000174015	0	0	1955400	0	0	4857400	0	3439300	0	0	0	0	0	0	0
ENSG00000174059	0	0	0	0	0	0	0	0	0	612480	0	0	0	0	0
ENSG00000174231	4059200	4784400	3765600	3452600	2296700	3096700	2034400	2547600	784420	1229300	699020	991610	1026500	1099400	997500
ENSG00000174238	13399000	10052000	13129000	14112000	14091000	10031000	14734000	14950000	16426000	13565000	16941000	19218000	16227000	15635000	18252000
ENSG00000174243	0	0	0	0	0	0	0	0	0	3103900	0	0	0	0	0
ENSG00000174437	16583000	17610000	15771000	16936000	16700000	17939000	16865000	14460000	20590000	16578000	21021000	24214000	15706000	12239000	17589000
ENSG00000174444	7934000	7049300	6724400	4377600	5929600	6263800	4873200	4674900	4687100	3526500	4240100	3458400	3099300	3151100	4070800
ENSG00000174607	3636600	3673200	2338600	3096300	2323400	3521500	4985400	2427700	3242500	3517500	7745000	8217800	6383700	8530200	6502900
ENSG00000174740	6219500	4879000	5519200	5285200	5294000	5997200	5202100	4668900	4145000	4769800	4831800	5688600	4909400	7927300	6381700
ENSG00000174775	6447300	5826400	6954700	2457100	7348200	2725100	5617000	7827600	8230800	12494000	5512800	6420700	11097000	14252000	8508400
ENSG00000174837	0	735230	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174886	0	0	1785600	0	916380	2857400	875860	1920700	0	2409200	2180000	0	2740100	1259200	4107100
ENSG00000174996	0	0	0	0	0	0	0	0	0	0	0	0	471580	0	0
ENSG00000175029	974120	2041600	835730	1953600	1695300	1017400	719550	1739000	564310	0	0	560250	0	1185800	0
ENSG00000175073	0	0	0	0	0	500670	642870	795700	0	624880	659640	0	0	0	0
ENSG00000175084	0	0	0	1273500	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175115	0	0	0	0	0	851910	770780	0	600580	0	638440	833540	662980	826270	805710
ENSG00000175130	610680	0	0	0	0	1211200	1038400	0	0	0	0	0	0	0	935330
ENSG00000175166	11475000	11937000	10657000	11618000	12125000	10253000	12052000	7960800	11371000	9567200	8272000	9360300	7980200	7139400	7336400
ENSG00000175202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115470
ENSG00000175203	5099700	6877500	5774000	6750300	6862100	6382100	6426700	5394000	7069700	6004500	7559200	9701700	6360200	8039200	9228800
ENSG00000175216	2591000	2724400	3102600	4219900	2472200	4813200	5618800	6118000	4423700	4759800	4867200	7530600	5996300	6182100	4379200
ENSG00000175220	1019100	1013200	1098200	715620	700010	590760	694050	607100	537850	656080	462380	826010	496510	610520	538710
ENSG00000175334	1783800	1503800	0	0	1094500	0	0	0	0	0	0	0	0	0	0
ENSG00000175348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318050
ENSG00000175387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85935
ENSG00000175390	602690	0	419510	0	543470	0	0	0	0	0	0	0	0	0	0
ENSG00000175416	5094700	0	5125800	6727000	5273600	7719900	8125100	7766700	7898900	7616100	11670000	16804000	10975000	13601000	14687000
ENSG00000175582	19727000	17229000	21848000	17883000	13648000	25803000	19527000	23487000	25025000	25154000	27582000	20745000	29296000	20389000	16392000
ENSG00000175792	1426400	0	930900	752610	1479200	1178800	1023700	580080	814960	0	660350	0	0	0	0
ENSG00000175793	0	5802100	0	0	0	3020800	0	0	1093400	0	12853000	0	0	7805500	0
ENSG00000175899	11863000	4750400	12108000	5450400	5519800	4015900	3336300	3348400	3388700	3543400	0	0	745760	0	0
ENSG00000175931	605950	368320	0	727400	897790	921720	835220	1047500	759040	1683700	1375300	1366600	1654500	1445400	1972900
ENSG00000176014	5514100	3999800	4383500	3425400	6192500	8434800	6488700	3381200	15007000	14244000	10948000	0	0	13139000	6015800
ENSG00000176055	722180	0	874130	0	0	794770	0	1003300	0	0	999400	1540700	900880	1829000	1914700
ENSG00000176105	1445600	0	1497300	1147500	730040	1127700	0	1683300	0	1300100	1256500	2218100	0	1894300	2301300
ENSG00000176108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704290
ENSG00000176148	736160	851250	1185100	774290	733320	942400	887170	665140	604640	714640	787990	718440	859980	1247600	796610
ENSG00000176393	1081000	1248600	1108200	1118500	1123800	941770	963390	941220	578520	937460	810260	599700	804840	867520	984080
ENSG00000176402	0	1899400	2557500	0	1650000	2045400	2046800	0	1802300	1938300	2743600	4069100	2873900	2533200	3323100
ENSG00000176422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435570
ENSG00000176444	932860	0	0	1007300	1267100	1049900	0	1111900	0	0	834560	0	0	703190	0
ENSG00000176490	0	1401800	0	0	0	0	0	1240200	0	1391900	1218000	913740	2824600	2183100	1277600
ENSG00000176595	0	0	0	0	0	0	0	0	0	0	0	0	0	1170400	0
ENSG00000176619	0	518110	0	0	0	0	0	438950	0	581470	0	0	0	379530	0
ENSG00000176658	12894000	18467000	15480000	17900000	16047000	19801000	25148000	22578000	19990000	20407000	20284000	22001000	18622000	20533000	22512000
ENSG00000176715	0	0	1083700	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149330
ENSG00000176853	0	0	0	0	0	0	0	0	0	0	290470	0	0	0	0
ENSG00000176919	1450600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176978	6756100	5840600	6060600	4522900	5639600	3636800	3246900	2988400	4998000	4096000	1991200	1479500	0	1467600	0
ENSG00000176986	1557600	1834300	1783100	1337900	1573200	2033300	1546200	1450300	1380900	1482300	1213000	1259600	0	1602300	916200
ENSG00000177034	0	0	0	0	0	0	1215900	806220	1383600	1127500	0	1353700	1183100	2359800	2430900
ENSG00000177098	0	991770	0	0	532030	1069400	1522900	1757100	0	1237800	1345600	1878500	1808200	0	1503900
ENSG00000177105	16713000	16008000	18924000	20662000	21271000	24534000	26101000	20688000	29622000	24186000	33047000	32348000	46801000	36057000	26825000
ENSG00000177150	2978600	0	0	1357100	0	2210700	4360900	2948100	2970700	0	4001200	1960200	3014900	0	0
ENSG00000177156	25658000	27560000	25881000	29381000	27040000	23203000	22368000	21508000	28607000	24338000	16570000	16684000	18322000	20119000	15360000
ENSG00000177189	1072400	1245600	898460	0	0	910750	869550	737630	808390	1019600	1034000	0	0	0	912800
ENSG00000177225	0	0	0	0	0	0	0	0	0	0	325040	0	0	0	0
ENSG00000177272	0	1206500	1430300	831720	1209200	1799700	1839400	1708300	1073400	1456200	2393900	2260700	2537200	2893500	2724900
ENSG00000177301	0	1206500	1430300	831720	1209200	1799700	1839400	1708300	1073400	1456200	2393900	2260700	2537200	2893500	2724900
ENSG00000177303	0	0	0	0	0	0	1173200	708570	853580	857390	2023100	2020300	1797000	1756400	1422900
ENSG00000177432	0	1445400	1520400	0	0	0	1686700	1822300	1632400	0	1493600	1866700	1480600	1599200	0
ENSG00000177469	1726700	1662700	1737700	1618800	0	1605000	1578700	1749400	1854900	1621100	1170900	0	1138300	0	1289700
ENSG00000177542	3180000	3715600	0	3761900	2966800	4238400	4883800	4447700	4699400	4493800	5013800	6276000	5386700	5224800	6040800
ENSG00000177556	3618800	5948300	4035000	3424200	4168700	3789700	4463100	3892100	0	3337600	2598300	4086100	3308100	3250900	2709800
ENSG00000177600	12214000	17075000	10290000	15281000	18161000	16109000	11112000	13233000	16943000	11344000	8654400	11922000	14384000	10789000	12200000
ENSG00000177646	1239000	1355100	1388800	1464300	1509800	1374300	1668000	1390200	1521500	1337900	1682600	1705700	1717000	1183100	1791000
ENSG00000177697	1417100	0	1433200	1409300	1847400	1207200	2284500	378550	1395200	2159700	1270200	811650	2203300	2350400	1072100
ENSG00000177731	1239700	648350	1138100	725630	1067200	902670	895230	688240	850190	633890	577440	0	650930	0	0
ENSG00000177733	4942600	4663300	4028400	3571800	3218400	2910800	3054800	2575300	3389200	3858200	3349700	4182200	3381000	0	2750800
ENSG00000177830	1152100	1009300	1451500	1020200	1210400	1373800	0	1160400	1376500	1202600	1274300	1303700	1166200	0	1485100
ENSG00000177879	0	0	0	0	0	0	0	0	0	0	0	761020	0	0	0
ENSG00000177885	6963200	3834500	4467800	6210000	4728200	4227300	5375500	3632900	4336600	0	7341900	8024900	4899500	7658900	5644800
ENSG00000177889	20659000	24171000	23145000	28116000	26347000	26926000	27931000	37463000	34710000	27855000	36129000	38224000	35534000	31972000	27614000
ENSG00000177954	10295000	9284100	7310000	9612300	4016500	6721200	6201400	5388800	6616800	6644600	8140600	6819600	5695400	6102200	6524500
ENSG00000178035	733640	744010	700640	539400	702780	0	472690	0	0	0	0	0	0	0	0
ENSG00000178096	0	0	0	0	0	0	0	0	0	0	0	0	1054900	0	0
ENSG00000178127	6838000	3797800	7371400	5906900	3917200	8677500	6389200	3085900	4558700	4237000	7463200	9106500	9683000	8316000	11719000
ENSG00000178202	433750	540310	470540	319240	0	0	0	324210	0	0	0	0	0	0	0
ENSG00000178209	212690000	244530000	199170000	237190000	213180000	187310000	213830000	200460000	201340000	199500000	156400000	172260000	143720000	173700000	161010000
ENSG00000178307	0	0	0	0	0	0	0	0	0	0	0	0	0	877200	0
ENSG00000178363	19976000	35325000	51268000	53588000	40966000	71561000	57655000	57254000	105430000	34900000	134440000	41707000	64047000	67427000	62002000
ENSG00000178537	4870700	4475000	4338600	4142200	3725600	4814800	5310500	5117100	5163300	4665700	5343500	6152200	4595600	5475600	6180700
ENSG00000178741	27706000	7430800	6569500	15646000	31191000	37644000	22535000	53709000	12106000	5055900	67960000	31650000	64554000	49270000	42322000
ENSG00000178773	0	0	538530	965750	760840	1062700	828880	687850	1105700	745420	1508400	1281000	1328400	1500200	1310600
ENSG00000178802	0	0	812560	936450	862760	869780	670000	0	0	0	1032200	713590	677370	902920	0
ENSG00000178814	7121100	7759600	9412400	6423900	6576900	5269800	5824600	3554500	5269300	4105500	0	1914300	1457000	1664000	2580400
ENSG00000178921	2413500	3348800	2489300	2701100	2656700	2664600	3201100	2899800	2459500	2516700	2078700	2283200	1705900	2112700	1942000
ENSG00000178922	697600	811780	579020	681010	488860	665420	529640	932070	746980	0	886860	950830	0	1341500	1252500
ENSG00000178927	0	0	0	0	0	1261900	0	0	0	0	0	0	0	0	0
ENSG00000178952	13081000	10103000	13070000	12959000	14429000	13448000	14277000	10727000	13212000	10873000	12465000	18505000	14890000	14999000	15881000
ENSG00000178996	0	699280	0	725780	0	0	685640	732270	0	0	0	357450	0	0	0
ENSG00000179091	4758100	4972800	5337400	5464300	5363100	6009800	6110400	6410100	6225000	7054100	8991100	8843200	8026700	0	8378900
ENSG00000179115	0	0	0	0	0	0	0	0	0	0	0	0	0	277540	0
ENSG00000179218	27186000	25807000	22391000	17110000	24927000	18689000	18157000	17951000	20942000	19578000	9898400	7748000	15059000	12953000	12286000
ENSG00000179295	0	1571300	1118700	1755800	1817700	2187900	1898700	1824300	1912600	2200500	0	2511000	2363100	2473200	2053300
ENSG00000179331	3361800	4850600	3957800	5031700	0	0	0	0	0	4879000	0	0	0	0	2527600
ENSG00000179364	411740	0	0	519030	618110	1113000	0	437850	809010	1192100	1010700	1364000	1262200	2765200	1274400
ENSG00000179403	0	0	0	0	480300	451150	0	0	0	0	0	0	0	0	0
ENSG00000179630	0	0	0	0	0	337040	485990	247310	0	0	0	0	0	0	0
ENSG00000180011	977230	1029100	843330	0	0	0	0	1143400	1180600	1001700	1134500	0	1429100	1507400	1199700
ENSG00000180104	0	0	0	0	337640	540350	477110	0	226320	0	551630	697430	435190	0	445710
ENSG00000180138	0	484960	0	0	0	397080	0	0	0	275800	350250	763910	0	0	0
ENSG00000180185	1219900	1152200	1054700	833080	1174000	1390900	1410500	1343500	0	0	0	1633400	1187400	0	1633200
ENSG00000180198	445240	484300	441590	311680	303310	536110	0	275840	271790	242500	0	245220	0	287910	308890
ENSG00000180209	0	0	2829100	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180210	11528000	3033000	2300000	2271600	2444800	1102800	615570	1528400	992340	0	0	0	1491600	0	0
ENSG00000180353	2528100	1921300	1653600	1606700	0	1191400	0	1257700	1179500	1013200	0	0	0	0	0
ENSG00000180370	2261800	2347500	2150000	2216700	1996100	2471500	2571300	2410900	2714000	2459300	2308100	2918800	2365300	2826300	2313900
ENSG00000180739	0	0	0	972080	0	581180	1100600	967030	0	1084600	0	538140	757490	492110	0
ENSG00000180776	691380	667110	0	0	0	583320	656010	0	600290	643020	0	715900	0	0	448720
ENSG00000180817	7197600	7956600	7395200	8364300	5543600	6114800	5703400	9647300	8392400	8076100	6197400	11065000	5610900	8247800	6002300
ENSG00000180834	0	0	0	0	0	2052600	0	1824900	2799300	2133500	0	3107800	2879800	4177700	3378300
ENSG00000180879	7369400	6171000	5903200	2077800	6380400	6289500	4205100	4110600	4366200	2293300	3253800	3836700	2926100	3409700	3432900
ENSG00000180900	0	0	0	0	0	305040	179010	0	0	0	0	146780	0	0	0
ENSG00000180902	0	0	0	0	0	0	0	294950	0	0	0	0	385440	0	0
ENSG00000180957	1284800	1490600	1112300	0	0	0	0	0	0	0	0	786330	997690	0	986150
ENSG00000180979	1208300	1394600	1033600	978130	1233100	1486200	1349100	655830	1497100	3728900	1189800	2931300	2311400	1459900	2509800
ENSG00000181019	2903300	3955500	3146400	4769400	3053800	4229100	4385700	4139300	4617500	4666100	3522200	3593500	4062200	3710200	3987800
ENSG00000181029	0	0	679310	0	0	594820	0	600610	0	0	0	0	0	0	0
ENSG00000181163	7764000	10078000	8413300	10141000	12951000	8805200	13564000	5388500	2643100	10385000	3692800	8356400	6244800	6585400	6136100
ENSG00000181192	0	598180	0	0	0	634990	1074000	0	0	0	94308	486030	667320	390000	0
ENSG00000181195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129870
ENSG00000181467	4420500	5251000	3971900	4891100	4380100	4149600	4677700	3024100	4492000	4278000	4558600	1824200	4589800	5110200	3519000
ENSG00000181789	6633100	5141600	3026000	3336100	2697300	1491000	1963800	1630400	916510	1924700	1081400	680940	482320	531330	1559200
ENSG00000182004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540720
ENSG00000182054	25230000	17102000	23455000	17528000	16605000	10365000	11717000	8583600	7729800	9224900	10070000	9979500	7221000	7496100	9763700
ENSG00000182107	647920	588150	898170	568620	0	980010	1082300	821940	1203100	734840	728280	719860	419580	0	1330700
ENSG00000182149	808420	550260	401970	467860	0	629810	640070	729920	294260	424330	599640	671710	630120	535300	539320
ENSG00000182199	1249200	1023200	1255300	923780	1030400	884470	898240	1199900	557500	1213900	841390	864780	0	698900	925910
ENSG00000182220	0	0	0	0	0	686140	0	0	0	0	0	831560	0	0	0
ENSG00000182253	0	606600	277760	1360800	672360	1938200	1304000	2455500	908430	1412600	368260	201440	749900	1394500	176830
ENSG00000182255	0	1206500	1430300	831720	1209200	1799700	1839400	1708300	1073400	1456200	2393900	2260700	2537200	2893500	2724900
ENSG00000182400	1028300	1097500	0	0	974770	1162600	0	0	0	1502100	0	0	0	943160	0
ENSG00000182473	0	0	0	0	0	0	0	0	0	0	0	0	0	2239800	0
ENSG00000182481	0	0	0	0	0	0	0	0	0	0	0	0	0	54977	0
ENSG00000182492	12812000	11276000	17406000	7272200	6027900	4084600	4177500	5157700	5486000	4673100	5202000	3149900	2679000	4490000	6142900
ENSG00000182512	0	0	0	0	0	0	0	0	0	0	0	0	0	3416400	0
ENSG00000182533	4790300	6329100	5486100	7576100	4951800	5531700	5423900	5806700	2548600	5076200	4443600	3842600	6659400	5702800	5830500
ENSG00000182551	0	0	476460	0	0	0	0	0	570560	0	531650	513830	0	375090	0
ENSG00000182591	0	0	262360	0	0	0	0	0	0	1306900	0	0	0	0	0
ENSG00000182667	0	872180	0	879880	0	799740	824290	905860	761270	979280	1252500	1550700	1348100	1381400	1593100
ENSG00000182718	118310000	97027000	123370000	85302000	102900000	59399000	56949000	50249000	57766000	58168000	28230000	32367000	29052000	48908000	44092000
ENSG00000182809	3889800	2653900	4765700	5593500	4423000	6750900	8839800	7303900	5609200	6626900	3761700	6510700	6980100	0	6628200
ENSG00000182836	0	608450	0	0	528880	0	0	0	0	0	877110	988900	0	810560	877770
ENSG00000182871	5016800	5775700	4894800	3114700	4664700	1713700	858870	2317500	2108300	1502400	0	650460	0	0	1717600
ENSG00000182899	3946700	7446600	8610900	6624900	6388900	6515200	6098600	8481300	7351700	5399800	4340200	4391600	6649000	4402600	1702100
ENSG00000182902	0	0	0	601090	660490	730490	0	0	0	1286600	0	3654200	0	2369600	0
ENSG00000182919	1441600	0	1235400	1569400	1284000	1874300	1548400	0	1961300	0	1491100	1556100	1635100	2036800	0
ENSG00000183010	0	0	1171700	0	0	1529000	1218700	979300	0	0	797980	1371500	1068700	728810	1565400
ENSG00000183020	0	0	0	0	0	0	0	0	0	0	0	0	0	248450	0
ENSG00000183023	655940	1025100	1144900	479440	817820	1748300	1347200	1288200	1901300	1023400	1389700	1959600	1446000	1209600	1458500
ENSG00000183044	2394800	4884700	2901300	4212800	3256400	5143100	5004600	4020800	3714600	4482600	7760900	8445600	7989000	8643000	9027000
ENSG00000183048	2341300	2987100	2227500	3023200	2104100	2790400	2433900	3133600	2533500	2534700	3288900	3151200	5101100	5343100	3590500
ENSG00000183049	1317100	1322200	1290300	1606700	1425400	2226600	1921100	2547400	1953800	1957000	2201200	3021900	1980100	2990600	3273100
ENSG00000183207	1264200	1422400	1097700	1180700	902310	1024800	1138700	1045500	666060	0	987540	887480	0	0	0
ENSG00000183311	19080000	21847000	16354000	18323000	31795000	12907000	17011000	22240000	10023000	24079000	21808000	25631000	26454000	34256000	28046000
ENSG00000183337	2660400	2838000	0	0	0	3472900	0	3650400	0	3358000	3665400	0	0	0	853380
ENSG00000183570	0	0	0	0	0	0	672270	0	0	0	0	973670	659590	0	0
ENSG00000183576	0	0	0	0	0	0	0	0	0	206990	0	0	0	0	0
ENSG00000183684	0	0	2317600	0	0	2434200	0	2527500	0	0	2146100	2655200	0	0	2611400
ENSG00000183696	0	0	0	0	0	0	0	0	0	488320	0	0	0	0	0
ENSG00000184009	0	0	0	0	0	0	0	0	0	0	0	0	2029000	0	0
ENSG00000184110	2347400	2206600	2431400	2118800	2562700	1672400	2751200	1899500	2400100	2948900	2119000	2711800	1053400	2212700	2395600
ENSG00000184117	0	2064200	2205300	2178800	2854600	4235800	4635500	0	3615700	3709200	6306900	6092600	4432800	4997700	5954600
ENSG00000184144	802280	1643900	1430200	1848600	1908300	1975200	2368900	3432800	3045500	1711200	3350600	3706800	3512700	3241900	3161300
ENSG00000184178	0	0	0	0	0	0	0	0	0	0	0	0	66550	0	0
ENSG00000184207	1904700	2398800	2090200	2655900	1800000	2769200	2524900	2520600	2894300	3794300	3117500	4351700	3178900	3198600	3355800
ENSG00000184260	213140000	49853000	251460000	74761000	70462000	472050000	234480000	23460000	20541000	211150000	115940000	108340000	90877000	170020000	118230000
ENSG00000184357	14803000	14411000	12313000	10506000	13984000	8215000	9348500	6713900	6288200	6680500	2276900	1002100	2182400	2034800	2017000
ENSG00000184508	0	0	728570	860410	785720	0	0	928020	1032300	0	1404900	0	0	1396700	0
ENSG00000184524	8164000	10598000	10606000	9891100	15833000	10981000	20167000	24611000	15463000	11547000	49144000	20078000	19044000	22636000	29201000
ENSG00000184588	0	0	0	0	0	0	0	0	0	0	0	0	328660	0	0
ENSG00000184702	2726300	1731400	1476900	3012100	1807700	3271500	4002100	2410100	2892900	1668600	2296700	2927100	2022200	2813900	2454000
ENSG00000184752	4546900	5276300	4704900	5091300	6215200	6807900	15057000	7308200	8642900	5366100	14785000	14665000	8738800	12397000	11288000
ENSG00000184831	2579800	2435000	2748400	3120300	3020500	4172700	4118300	2865600	3374400	3513800	3739200	7205500	4494600	4653300	6324600
ENSG00000184840	4089800	4780500	3592900	4061200	3046600	3237500	4379100	3053500	0	3181000	1427200	1956200	2968700	0	0
ENSG00000184900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950250
ENSG00000184983	6323200	6077500	5987700	7297200	9246000	10604000	9258900	12242000	13014000	8266300	21463000	11323000	11699000	11022000	11182000
ENSG00000185088	0	2971100	2412800	2183800	1923600	0	0	0	0	0	1381700	0	0	0	0
ENSG00000185189	0	0	0	0	0	0	0	0	137230	0	180050	0	226360	0	0
ENSG00000185236	30162000	23981000	27320000	36872000	35315000	38186000	35657000	38482000	34562000	34376000	28285000	38619000	40840000	34952000	42106000
ENSG00000185344	9612200	10433000	9922600	9287100	10396000	11440000	12515000	12000000	12581000	8731300	10973000	15861000	11475000	10484000	12403000
ENSG00000185432	2245900	2752700	2004700	2847000	2253700	2005900	0	0	1479300	2258100	1556300	0	3003400	0	0
ENSG00000185515	1286600	870280	798100	905530	966060	806350	0	1023000	879790	0	0	1039400	0	0	792630
ENSG00000185608	0	0	0	0	0	0	0	0	779380	0	0	0	0	0	0
ENSG00000185624	39477000	34899000	44488000	28032000	32400000	22266000	20724000	18365000	20733000	17739000	10911000	13615000	11106000	11157000	8005400
ENSG00000185627	4844300	4909000	4334100	3840200	3162300	4467000	4436400	4244300	3637900	4546700	4225600	4377800	3574900	3591100	3835500
ENSG00000185721	0	0	0	0	0	0	1097700	0	0	0	0	0	0	0	0
ENSG00000185722	1213300	1198800	1147400	1115800	968790	1207600	831090	1453900	491560	1184500	670380	0	800940	1155900	1438400
ENSG00000185728	0	0	0	0	0	0	0	0	0	0	0	0	0	533010	0
ENSG00000185813	0	0	0	0	0	0	664580	707750	0	0	0	1330100	1243900	0	0
ENSG00000185818	0	0	0	0	0	0	0	0	798570	0	0	0	0	0	0
ENSG00000185825	2122600	1083400	2051000	5221100	2197200	4780500	4169900	8248900	4782400	4130000	4036100	1797700	3313500	0	1880500
ENSG00000185883	0	0	0	0	0	0	962550	0	0	0	0	0	0	0	0
ENSG00000185896	6837700	6428200	5191800	4513100	4912400	3926600	0	4207900	6982700	5918000	0	0	0	0	0
ENSG00000186010	0	0	1971700	0	0	4304500	5406000	4665600	3100300	0	5451200	0	2752500	0	3758800
ENSG00000186063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382080
ENSG00000186205	1564300	1613200	1151600	1777700	1258000	1260700	0	2065900	736440	2217300	1812200	3214200	1968700	3603800	2629600
ENSG00000186298	0	0	0	1633500	2555900	2421400	2015800	0	1864000	1170000	2398600	2072300	2287500	0	2275100
ENSG00000186395	195710000	189660000	173740000	229200000	296950000	151080000	142700000	144280000	247950000	183000000	138190000	113610000	107510000	122600000	158010000
ENSG00000186432	0	0	523430	0	0	491420	0	0	0	0	365440	0	392550	0	0
ENSG00000186468	10637000	10682000	9437700	8180700	9607300	7956600	10708000	8072500	8326500	7714800	6654700	8594800	6919400	7422400	6805500
ENSG00000186635	882470	678860	878050	673510	0	0	588010	0	0	0	0	0	0	0	0
ENSG00000186716	2338400	2662500	2203500	2803800	2136900	2269300	2058500	2149500	1987100	1750800	1909700	2646500	2390600	2305500	2142300
