module	condition	p	direction	sig
1	injury	29.9999999993582	up	FALSE
1	injury	6.41846365257087e-10	down	TRUE
1	E0.5	3.83383119490639e-20	up	TRUE
1	E0.5	30	down	FALSE
1	E672	29.9957002696113	up	FALSE
1	E672	0.00429996304185238	down	TRUE
1	E4	29.6693229537543	up	FALSE
1	E4	0.330689210669356	down	FALSE
1	E168	29.9999999995685	up	FALSE
1	E168	4.31573302736805e-10	down	TRUE
1	E24	30	up	FALSE
1	E24	2.76417623735618e-26	down	TRUE
1	E72	29.9992915185475	up	FALSE
1	E72	0.000708523945936907	down	TRUE
2	injury	30	up	FALSE
2	injury	1.03071832356e-163	down	TRUE
2	E0.5	30	up	FALSE
2	E0.5	8.65696769690773e-39	down	TRUE
2	E672	30	up	FALSE
2	E672	4.21186998643043e-130	down	TRUE
2	E4	30	up	FALSE
2	E4	1.0330509968764e-46	down	TRUE
2	E168	30	up	FALSE
2	E168	2.00025928762025e-111	down	TRUE
2	E24	30	up	FALSE
2	E24	2.12531614645248e-76	down	TRUE
2	E72	30	up	FALSE
2	E72	1.07988676761186e-153	down	TRUE
3	injury	1.0173095045244e-107	up	TRUE
3	injury	30	down	FALSE
3	E0.5	0.0012132536056693	up	TRUE
3	E0.5	29.9987868635614	down	FALSE
3	E672	1.34415866187022e-68	up	TRUE
3	E672	30	down	FALSE
3	E4	5.60923341635002e-47	up	TRUE
3	E4	30	down	FALSE
3	E168	9.96187816935138e-82	up	TRUE
3	E168	30	down	FALSE
3	E24	4.40498499199266e-67	up	TRUE
3	E24	30	down	FALSE
3	E72	8.51689994865152e-90	up	TRUE
3	E72	30	down	FALSE
4	injury	4.6464111827707	up	FALSE
4	injury	25.3537969426418	down	FALSE
4	E0.5	0.754375573710638	up	FALSE
4	E0.5	29.2456757484016	down	FALSE
4	E672	6.15708262888995	up	FALSE
4	E672	23.8431658294345	down	FALSE
4	E4	0.110973333202571	up	FALSE
4	E4	29.8890363185638	down	FALSE
4	E168	29.8258910920957	up	FALSE
4	E168	0.174123334793808	down	FALSE
4	E24	0.808596162644503	up	FALSE
4	E24	29.1914582272247	down	FALSE
4	E72	2.27187373440628	up	FALSE
4	E72	27.7282508808934	down	FALSE
5	injury	29.9995879950893	up	FALSE
5	injury	0.000412054833280473	down	TRUE
5	E0.5	29.9999942562164	up	FALSE
5	E0.5	5.74461381731497e-06	down	TRUE
5	E672	29.9999997496777	up	FALSE
5	E672	2.50362214392267e-07	down	TRUE
5	E4	24.6456431735614	up	FALSE
5	E4	5.35457193765029	down	FALSE
5	E168	29.684021720328	up	FALSE
5	E168	0.316001262906736	down	FALSE
5	E24	17.7841018120552	up	FALSE
5	E24	12.2162180449958	down	FALSE
5	E72	29.9999901882434	up	FALSE
5	E72	9.81314808730053e-06	down	TRUE
6	injury	1.41403861569496e-27	up	TRUE
6	injury	30	down	FALSE
6	E0.5	3.93146725612255e-05	up	TRUE
6	E0.5	29.9999606912371	down	FALSE
6	E672	6.3908493203692e-23	up	TRUE
6	E672	30	down	FALSE
6	E4	1.95828822945526e-12	up	TRUE
6	E4	29.999999999998	down	FALSE
6	E168	4.43660395103757e-11	up	TRUE
6	E168	29.9999999999556	down	FALSE
6	E24	4.86009433177805e-13	up	TRUE
6	E24	29.9999999999995	down	FALSE
