module	condition	p	direction	sig
6	E72	5.40676779989041e-26	up	TRUE
6	E72	30	down	FALSE
7	injury	2.09598620601743e-47	up	TRUE
7	injury	30	down	FALSE
7	E0.5	5.79168819068741	up	FALSE
7	E0.5	24.2086064390146	down	FALSE
7	E672	5.37355050062854e-58	up	TRUE
7	E672	30	down	FALSE
7	E4	0.728627734201094	up	FALSE
7	E4	29.2714335969175	down	FALSE
7	E168	1.2334129600118e-62	up	TRUE
7	E168	30	down	FALSE
7	E24	2.2956553154028e-08	up	TRUE
7	E24	29.9999999770485	down	FALSE
7	E72	5.04429485684737e-48	up	TRUE
7	E72	30	down	FALSE
8	injury	1.98109584027176e-14	up	TRUE
8	injury	30	down	FALSE
8	E0.5	15.2721318110908	up	FALSE
8	E0.5	14.7283484802285	down	FALSE
8	E672	4.51678090904332e-15	up	TRUE
8	E672	30	down	FALSE
8	E4	0.0144472649879819	up	TRUE
8	E4	29.9855548018839	down	FALSE
8	E168	0.0485396755757841	up	TRUE
8	E168	29.9514666202835	down	FALSE
8	E24	5.69317420158919e-25	up	TRUE
8	E24	30	down	FALSE
8	E72	0.00611348420165492	up	TRUE
8	E72	29.9938874444583	down	FALSE
9	injury	0.686400978136286	up	FALSE
9	injury	29.3136574801905	down	FALSE
9	E0.5	1.18954281037254e-05	up	TRUE
9	E0.5	29.9999881067618	down	FALSE
9	E672	2.49163449575851e-14	up	TRUE
9	E672	30	down	FALSE
9	E4	24.5461207751084	up	FALSE
9	E4	5.45416375655684	down	FALSE
9	E168	0.035334942729667	up	TRUE
9	E168	29.964669272792	down	FALSE
9	E24	29.9999999925167	up	FALSE
9	E24	7.48500920448294e-09	down	TRUE
9	E72	20.9167876302708	up	FALSE
9	E72	9.08358860207445	down	FALSE
10	injury	10.6012768350304	up	FALSE
10	injury	19.3991359617972	down	FALSE
10	E0.5	29.9999977937021	up	FALSE
10	E0.5	2.20674180407909e-06	down	TRUE
10	E672	29.5886211624391	up	FALSE
10	E672	0.411417771084266	down	FALSE
10	E4	29.9950084086374	up	FALSE
10	E4	0.00499230005026646	down	TRUE
10	E168	0.0157389528526998	up	TRUE
10	E168	29.9842631106335	down	FALSE
10	E24	0.0107518877288819	up	TRUE
10	E24	29.9892495615639	down	FALSE
10	E72	4.30697183237988	up	FALSE
10	E72	25.6932796072318	down	FALSE
11	injury	2.33602529199982e-17	up	TRUE
11	injury	30	down	FALSE
11	E0.5	9.43780717519947	up	FALSE
11	E0.5	20.5625909771026	down	FALSE
11	E672	2.86029112222079e-05	up	TRUE
11	E672	29.999971402389	down	FALSE
11	E4	1.13129304866474	up	FALSE
11	E4	28.8687990555286	down	FALSE
11	E168	5.49915603599799e-13	up	TRUE
11	E168	29.9999999999994	down	FALSE
11	E24	3.83171851702527e-16	up	TRUE
11	E24	30	down	FALSE
11	E72	3.83516159155226e-21	up	TRUE
11	E72	30	down	FALSE
12	injury	29.9936600396721	up	FALSE
12	injury	0.00634089003133295	down	TRUE
12	E0.5	29.999999994633	up	FALSE
12	E0.5	5.36830853111438e-09	down	TRUE
12	E672	29.9991152961305	up	FALSE
12	E672	0.000884849625910673	down	TRUE
12	E4	29.535972009914	up	FALSE
12	E4	0.464073295473025	down	FALSE
12	E168	29.9868435661881	up	FALSE
12	E168	0.0131582677215168	down	TRUE
12	E24	0.202334932912245	up	FALSE
12	E24	29.7976870376481	down	FALSE
12	E72	29.9858455251899	up	FALSE
12	E72	0.0141564372976695	down	TRUE
13	injury	29.8771920728642	up	FALSE
13	injury	0.12282355631871	down	FALSE
13	E0.5	29.9995666103087	up	FALSE
13	E0.5	0.000433471821040629	down	TRUE
13	E672	29.9111202539015	up	FALSE
13	E672	0.0888914361191749	down	FALSE
13	E4	29.9593047505855	up	FALSE
13	E4	0.0407010019594269	down	TRUE
13	E168	7.98437689536219	up	FALSE
13	E168	22.0160472573506	down	FALSE
13	E24	22.4649047236912	up	FALSE
13	E24	7.53550690992639	down	FALSE
13	E72	29.8601360631917	up	FALSE
13	E72	0.139881492018197	down	FALSE
14	injury	3.48331352848042	up	FALSE
14	injury	26.5169956108652	down	FALSE
14	E0.5	0.0156504393128283	up	TRUE
14	E0.5	29.9843524843743	down	FALSE
14	E672	6.09956931754107	up	FALSE
14	E672	23.9008779247537	down	FALSE
14	E4	6.72432978972603	up	FALSE
14	E4	23.2761436001096	down	FALSE
14	E168	12.5600562061205	up	FALSE
14	E168	17.4405617065772	down	FALSE
14	E24	1.17298746486926	up	FALSE
14	E24	28.8271463438769	down	FALSE
14	E72	2.60262087806935	up	FALSE
14	E72	27.3976290582543	down	FALSE
15	injury	27.7311647972602	up	FALSE
15	injury	2.26912725718749	down	FALSE
15	E0.5	25.9692005531411	up	FALSE
15	E0.5	4.03124310973311	down	FALSE
15	E672	23.8672178839115	up	FALSE
15	E672	6.13336362257328	down	FALSE
15	E4	28.8386731137219	up	FALSE
15	E4	1.16149890740884	down	FALSE
15	E168	14.8572909829261	up	FALSE
15	E168	15.1435267946966	down	FALSE
15	E24	20.1524924985545	up	FALSE
15	E24	9.84824833494454	down	FALSE
15	E72	29.0503381132793	up	FALSE
15	E72	0.949807724685357	down	FALSE
