E-GEOD-69334,GSM1698085_091113-Rat230_2-09266D_SR3-90d.CEL
E-GEOD-69334,GSM1698084_091113-Rat230_2-09266D_SR2-90d.CEL
E-GEOD-69334,GSM1698083_091113-Rat230_2-09266D_SR1-90d.CEL
E-GEOD-69334,GSM1698082_091113-Rat230_2-09266D_SR3-60d.CEL
E-GEOD-69334,GSM1698081_091113-Rat230_2-09266D_SR2-60d.CEL
E-GEOD-69334,GSM1698080_091113-Rat230_2-09266D_SR1-60d.CEL
E-GEOD-69334,GSM1698079_090930-Rat230_2-09266C_sR3_30d.CEL
E-GEOD-69334,GSM1698078_090930-Rat230_2-09266C_sR2_30d.CEL
E-GEOD-69334,GSM1698077_090930-Rat230_2-09266C_sR1_30d.CEL
E-GEOD-69334,GSM1698076_090929-Rat230_2-09266C_sR3_20d.CEL
E-GEOD-69334,GSM1698075_090929-Rat230_2-09266C_sR2_20d.CEL
E-GEOD-69334,GSM1698074_090929-Rat230_2-09266C_sR1_20d.CEL
E-GEOD-69334,GSM1698073_090828-Rat230_2-09266B_sR3-10d.CEL
E-GEOD-69334,GSM1698072_090828-Rat230_2-09266B_sR2-10d.CEL
E-GEOD-69334,GSM1698071_100108-Rat230_2-09266E_SR1-10d.CEL
E-GEOD-69334,GSM1698070_090926-Rat230_2-09266C_sR3_3d.CEL
E-GEOD-69334,GSM1698069_090926-Rat230_2-09266C_sR2_3d.CEL
E-GEOD-69334,GSM1698068_090926-Rat230_2-09266C_sR1_3d.CEL
E-GEOD-69334,GSM1698067_090929-Rat230_2-09266C_sR3_1d.CEL
E-GEOD-69334,GSM1698066_090929-Rat230_2-09266C_sR2_1d.CEL
E-GEOD-69334,GSM1698065_090929-Rat230_2-09266C_sR1_1d.CEL
E-GEOD-69334,GSM1698064_091114-Rat230_2-09266D_KR3-90d.CEL
E-GEOD-69334,GSM1698063_091114-Rat230_2-09266D_KR2-90d.CEL
E-GEOD-69334,GSM1698062_091114-Rat230_2-09266D_KR1-90d.CEL
E-GEOD-69334,GSM1698061_091113-Rat230_2-09266D_KR3-60d.CEL
E-GEOD-69334,GSM1698060_091113-Rat230_2-09266D_KR2-60d.CEL
E-GEOD-69334,GSM1698059_091113-Rat230_2-09266D_KR1-60d.CEL
E-GEOD-69334,GSM1698058_090930-Rat230_2-09266C_kR3_30d.CEL
E-GEOD-69334,GSM1698057_090930-Rat230_2-09266C_kR2_30d.CEL
E-GEOD-69334,GSM1698056_090930-Rat230_2-09266C_kR1_30d.CEL
E-GEOD-69334,GSM1698055_090930-Rat230_2-09266C_kR3_20d.CEL
E-GEOD-69334,GSM1698054_090930-Rat230_2-09266C_kR2_20d.CEL
E-GEOD-69334,GSM1698053_091010-Rat230_2-09266C_kR1_20d.CEL
E-GEOD-69334,GSM1698052_090828-Rat230_2-09266B_kr2-10d.CEL
E-GEOD-69334,GSM1698051_090828-Rat230_2-09266B_kr1-10d.CEL
E-GEOD-69334,GSM1698050_090729-Rat230_2-09266A_KR3-3d.CEL
E-GEOD-69334,GSM1698049_090729-Rat230_2-09266A_KR2-3d.CEL
E-GEOD-69334,GSM1698048_090729-Rat230_2-09266A_KR1-3d.CEL
E-GEOD-69334,GSM1698047_090929-Rat230_2-09266C_kR3_1d.CEL
E-GEOD-69334,GSM1698046_090929-Rat230_2-09266C_kR2_1d.CEL
E-GEOD-69334,GSM1698045_090929-Rat230_2-09266C_kR1_1d.CEL
E-GEOD-69334,GSM1698044_091113-Rat230_2-09266D_dR3-90d.CEL
E-GEOD-69334,GSM1698043_091113-Rat230_2-09266D_dR2-90d.CEL
E-GEOD-69334,GSM1698042_091113-Rat230_2-09266D_dR1-90d.CEL
E-GEOD-69334,GSM1698041_091113-Rat230_2-09266D_dR3-60d.CEL
E-GEOD-69334,GSM1698040_091113-Rat230_2-09266D_dR2-60d.CEL
E-GEOD-69334,GSM1698039_091113-Rat230_2-09266D_dR1-60d.CEL
E-GEOD-69334,GSM1698038_090930-Rat230_2-09266C_dR3_30d.CEL
E-GEOD-69334,GSM1698037_090930-Rat230_2-09266C_dR2_30d.CEL
E-GEOD-69334,GSM1698036_090930-Rat230_2-09266C_dR1_30d.CEL
E-GEOD-69334,GSM1698035_090929-Rat230_2-09266C_dR3_20d.CEL
E-GEOD-69334,GSM1698034_090929-Rat230_2-09266C_dR2_20d.CEL
E-GEOD-69334,GSM1698033_090929-Rat230_2-09266C_dR1_20d.CEL
E-GEOD-69334,GSM1698032_090828-Rat230_2-09266B_dR3-10d.CEL
E-GEOD-69334,GSM1698031_090828-Rat230_2-09266B_dR2-10d.CEL
E-GEOD-69334,GSM1698030_090828-Rat230_2-09266B_dR1-10d.CEL
E-GEOD-69334,GSM1698029_090926-Rat230_2-09266C_dR3_3d.CEL
E-GEOD-69334,GSM1698028_090926-Rat230_2-09266C_dR2_3d.CEL
E-GEOD-69334,GSM1698027_090926-Rat230_2-09266C_dR1_3d.CEL
E-GEOD-69334,GSM1698026_090729-Rat230_2-09266A_dR3-d.CEL
E-GEOD-69334,GSM1698025_090729-Rat230_2-09266A_dR2-d.CEL
E-GEOD-69334,GSM1698024_090729-Rat230_2-09266A_dR1-d.CEL
E-GEOD-69334,GSM1698023_090729-Rat230_2-09266A_nor3.CEL
E-GEOD-69334,GSM1698022_090729-Rat230_2-09266A_nor2.CEL
E-GEOD-69334,GSM1698021_090729-Rat230_2-09266A_nor1.CEL
E-GEOD-69334,GSM1698020_091114-Rat230_2-09266D_SM3-90d.CEL
E-GEOD-69334,GSM1698019_091114-Rat230_2-09266D_SM2-90d.CEL
E-GEOD-69334,GSM1698018_091114-Rat230_2-09266D_SM1-90d.CEL
E-GEOD-69334,GSM1698017_091113-Rat230_2-09266D_SM3-60d.CEL
E-GEOD-69334,GSM1698016_091113-Rat230_2-09266D_SM2-60d.CEL
E-GEOD-69334,GSM1698015_091113-Rat230_2-09266D_SM1-60d.CEL
E-GEOD-69334,GSM1698014_090930-Rat230_2-09266C_sM3_30d.CEL
E-GEOD-69334,GSM1698013_090930-Rat230_2-09266C_sM2_30d.CEL
E-GEOD-69334,GSM1698012_090930-Rat230_2-09266C_sM1_30d.CEL
E-GEOD-69334,GSM1698011_100413-Rat230_2-09363E_SM5-20d.CEL
E-GEOD-69334,GSM1698010_090929-Rat230_2-09266C_sM3_20d.CEL
E-GEOD-69334,GSM1698009_090929-Rat230_2-09266C_sM2_20d.CEL
E-GEOD-69334,GSM1698008_090828-Rat230_2-09266B_sm3-10d.CEL
E-GEOD-69334,GSM1698007_090828-Rat230_2-09266B_sm2-10d.CEL
E-GEOD-69334,GSM1698006_100108-Rat230_2-09266E_SM1-10d.CEL
E-GEOD-69334,GSM1698005_090926-Rat230_2-09266C_sM3_3d.CEL
E-GEOD-69334,GSM1698004_090926-Rat230_2-09266C_sM2_3d.CEL
E-GEOD-69334,GSM1698003_090926-Rat230_2-09266C_sM1_3d.CEL
E-GEOD-69334,GSM1698002_090729-Rat230_2-09266A_KM3-3d.CEL
E-GEOD-69334,GSM1698001_090729-Rat230_2-09266A_KM2-3d.CEL
E-GEOD-69334,GSM1698000_090729-Rat230_2-09266A_KM1-3d.CEL
E-GEOD-69334,GSM1697999_091113-Rat230_2-09266D_dM3-90d.CEL
E-GEOD-69334,GSM1697998_091113-Rat230_2-09266D_dM2-90d.CEL
