E-GEOD-42828,GSM1050919_S34-D0KO04.CEL
E-GEOD-42828,GSM1050918_S33-D0KO03.CEL
E-GEOD-42828,GSM1050917_S32-D0KO02.CEL
E-GEOD-42828,GSM1050916_S31-D0KO01.CEL
E-GEOD-42828,GSM1050915_S30-D0WT04.CEL
E-GEOD-42828,GSM1050914_S29-D0WT03.CEL
E-GEOD-42828,GSM1050913_S28-D0WT02.CEL
E-GEOD-42828,GSM1050912_S27-D0WT01.CEL
E-GEOD-42828,GSM1050911_S26-D7KO30.CEL
E-GEOD-42828,GSM1050910_S25-D7KO29.CEL
E-GEOD-42828,GSM1050909_S24-D7KO28.CEL
E-GEOD-42828,GSM1050908_S23-D7KO27.CEL
E-GEOD-42828,GSM1050907_S22-D7WT43.CEL
E-GEOD-42828,GSM1050906_S21-D7WT31.CEL
E-GEOD-42828,GSM1050905_S20-D7WT29.CEL
E-GEOD-42828,GSM1050904_S19-D7WT28.CEL
E-GEOD-42828,GSM1050903_S18-D3KO39.CEL
E-GEOD-42828,GSM1050902_S17-D3KO34.CEL
E-GEOD-42828,GSM1050901_S16-D3KO33.CEL
E-GEOD-42828,GSM1050900_S15-D3KO32.CEL
E-GEOD-42828,GSM1050899_S14-D3KO31.CEL
E-GEOD-42828,GSM1050898_S13-D3WT35.CEL
E-GEOD-42828,GSM1050897_S12-D3WT34.CEL
E-GEOD-42828,GSM1050896_S11-D3WT33.CEL
E-GEOD-42828,GSM1050895_S10-D3WT32.CEL
E-GEOD-42828,GSM1050894_S09-D1KO38.CEL
E-GEOD-42828,GSM1050893_S08-D1KO37.CEL
E-GEOD-42828,GSM1050892_S07-D1KO36.CEL
E-GEOD-42828,GSM1050891_S06-D1KO35.CEL
E-GEOD-42828,GSM1050890_S05-D1WT42.CEL
E-GEOD-42828,GSM1050889_S04-D1WT39.CEL
E-GEOD-42828,GSM1050888_S03-D1WT38.CEL
E-GEOD-42828,GSM1050887_S02-D1WT37.CEL
E-GEOD-42828,GSM1050886_S01-D1WT36.CEL
E-GEOD-74680,GSM1929856_283_R.CEL
E-GEOD-74680,GSM1929854_283_C.CEL
E-GEOD-74680,GSM1929853_282_R.CEL
E-GEOD-74680,GSM1929850_282_C.CEL
