E-GEOD-52139,GSM1260249_16_MS301N.CEL
E-GEOD-52139,GSM1260248_15_MS301P.CEL
E-GEOD-52139,GSM1260247_14_MS166N.CEL
E-GEOD-52139,GSM1260246_13_MS166P.CEL
E-GEOD-52139,GSM1260245_12_MS402N.CEL
E-GEOD-52139,GSM1260244_11_MS402P.CEL
E-GEOD-52139,GSM1260243_10_MS157N.CEL
E-GEOD-52139,GSM1260242_09_MS157P.CEL
E-GEOD-52139,GSM1260241_08_MS403N.CEL
E-GEOD-52139,GSM1260240_07_MS403P.CEL
E-GEOD-52139,GSM1260239_06_MS341N.CEL
E-GEOD-52139,GSM1260238_05_MS341P.CEL
E-GEOD-52139,GSM1260237_04_MS413N.CEL
E-GEOD-52139,GSM1260236_03_MS413P.CEL
E-GEOD-52139,GSM1260235_02_MS207N.CEL
E-GEOD-52139,GSM1260234_01_MS207P.CEL
E-GEOD-7307,GSM176074.CEL
E-GEOD-7307,GSM175868.CEL
E-GEOD-7307,GSM175865.CEL
E-GEOD-7307,GSM175867.CEL
E-GEOD-7307,GSM175866.CEL
E-GEOD-7307,GSM176057.CEL
E-GEOD-7307,GSM176209.CEL
E-GEOD-7307,GSM175936.CEL
E-GEOD-7307,GSM176208.CEL
E-GEOD-3526,GSM80795.CEL
E-GEOD-3526,GSM80798.CEL
E-GEOD-3526,GSM80786.CEL
E-GEOD-3526,GSM80784.CEL
E-GEOD-3526,GSM80799.CEL
E-GEOD-3526,GSM80787.CEL
E-GEOD-3526,GSM80785.CEL
E-GEOD-3526,GSM80794.CEL
