gene.symbol,CTR1
1700003H04Rik,0.1
1700003L19Rik,0.1
1700003M02Rik,0.523872
1700003M07Rik,3.343611
1700006A11Rik,0.1
1700006E09Rik,0.1
1700007B14Rik,0.1
1700007E06Rik,0.1
1700007F19Rik,0.1
1700007G11Rik,0.492996
1700007I08Rik,0.650563
1700007K09Rik,0.1
1700007K13Rik,3.884515
1700007P06Rik,0.1
1700008A04Rik,0.1
1700008F21Rik,0.1
1700008I05Rik,0.1
1700008J07Rik,0.476521
1700008K24Rik,0.1
1700008O03Rik,0.458053
1700008P02Rik,0.1
1700008P20Rik,0.1
1700009J07Rik,0.1
1700009N14Rik,0.1
1700009P17Rik,2.647023
1700010B08Rik,0.1
1700010D01Rik,0.1
1700010I02Rik,0.1
1700010I14Rik,0.528709
1700010J16Rik,0.1
1700010K23Rik,0.1
1700010M22Rik,0.1
1700011A15Rik,0.1
1700011E24Rik,0.1
1700011F03Rik,0.1
1700011F14Rik,0.360551
1700011H14Rik,0.1
1700011I03Rik,0.1
1700011L22Rik,0.1
1700011M02Rik,0.1
1700012A03Rik,0.1
1700012A16Rik,1.072665
1700012B07Rik,0.1
1700012B09Rik,1.13136
1700012B15Rik,7.138727
1700012D14Rik,0.442616
1700012L04Rik,0.1
1700012P22Rik,0.1
1700013D24Rik,0.1
1700013F07Rik,0.113101
1700013G24Rik,0.1
1700013H16Rik,0.1
1700013N18Rik,0.1
1700014N06Rik,0.1
1700015E13Rik,0.1
1700015F17Rik,0.1
1700015G11Rik,0.1
1700016C15Rik,0.1
1700016D06Rik,0.1
1700016H13Rik,0.1
1700016K19Rik,0.580373
1700016L21Rik,0.1
1700016M24Rik,0.1
1700016P04Rik,0.1
1700017B05Rik,1.740478
1700017D01Rik,0.1
1700017G19Rik,0.1
1700017J07Rik,0.1
1700017N19Rik,0.1
1700018A04Rik,0.1
1700018A14Rik,0.181785
1700018B08Rik,0.1
1700018B24Rik,0.1
1700018C11Rik,0.1
1700018F24Rik,0.1
1700018L02Rik,2.07357
1700018L24Rik,0.1
1700019A02Rik,0.1
1700019B03Rik,0.1
1700019D03Rik,2.050798
1700019E08Rik,0.1
1700019E19Rik,9.529937
1700019G17Rik,2.704424
1700019G24Rik,0.149584
1700019L03Rik,0.336458
1700019M22Rik,0.1
1700019N12Rik,1.081041
1700019N19Rik,0.1
1700019O17Rik,0.1
1700020A23Rik,0.304221
1700020C07Rik,0.1
1700020D05Rik,1.094268
1700020I14Rik,44.182692
1700020L24Rik,2.257685
1700020M21Rik,0.1
1700020N01Rik,0.1
1700020N18Rik,0.1
1700020O03Rik,8.436348
1700021C14Rik,1.814841
1700021F05Rik,13.288263
1700021F07Rik,0.1
1700021K19Rik,16.525696
1700022A21Rik,0.1
1700022E09Rik,0.1
1700022I11Rik,0.1
1700022P22Rik,0.372591
1700023A16Rik,0.1
1700023E05Rik,0.139926
1700023F02Rik,0.1
1700023I07Rik,0.1
1700023L04Rik,0.417014
1700024G13Rik,0.453584
1700024P03Rik,0.1
1700024P04Rik,0.1
1700024P16Rik,0.1
1700025B11Rik,0.1
1700025C18Rik,0.1
1700025E21Rik,0.1
1700025F22Rik,0.1
1700025F24Rik,0.1
1700025G04Rik,6.683576
1700025K23Rik,6.424616
1700025M24Rik,0.1
1700025N23Rik,0.1
1700026D08Rik,0.475788
1700026D11Rik,0.1
1700026J04Rik,0.172903
1700026L06Rik,0.359252
1700027A15Rik,0.1
1700027A23Rik,0.672809
1700027D21Rik,0.212089
1700027F09Rik,0.1
1700027H10Rik,0.1
1700027I24Rik,0.1
1700027J07Rik,0.1
1700027L20Rik,0.1682
1700028B04Rik,0.139934
1700028I16Rik,0.1
1700028J19Rik,0.328213
1700028K03Rik,0.662335
1700028M03Rik,0.1
1700028P14Rik,0.364818
1700028P15Rik,0.1
1700029B22Rik,0.1
1700029F09Rik,1.913474
1700029F12Rik,0.1
1700029G01Rik,0.506345
1700029H14Rik,0.1
1700029I15Rik,0.665961
1700029J03Rik,0.1
1700029J07Rik,2.17492
1700029J11Rik,0.1
1700029M20Rik,0.1
1700029P11Rik,0.1
1700030C10Rik,0.986833
1700030F18Rik,0.1
1700030J22Rik,1.086923
1700030K09Rik,2.325893
1700030L20Rik,0.1
1700031F05Rik,0.1
1700031M16Rik,0.1
1700034E13Rik,0.1
1700034F02Rik,0.20015
1700034H14Rik,4.768648
1700034H15Rik,0.145078
1700034I23Rik,0.1
1700034J05Rik,0.1
1700034K08Rik,0.1
1700034O15Rik,0.1
1700034P13Rik,0.632794
1700036G14Rik,0.1
1700037C18Rik,1.52594
1700037H04Rik,33.585473
1700039E15Rik,0.1
1700040I03Rik,6.47476
1700040L02Rik,0.767219
1700040N02Rik,0.193756
1700041C23Rik,0.1
1700041M19Rik,0.1
1700042B14Rik,0.1
1700042G07Rik,0.1
1700042G15Rik,0.1
1700044K03Rik,0.1
1700045H11Rik,0.1
1700045I19Rik,0.478305
1700047G03Rik,0.1
1700047I17Rik2,0.1215
1700047L14Rik,0.1
1700047M11Rik,13.850165
1700048O20Rik,3.03239
1700049E15Rik,0.1
1700049E22Rik,0.1
1700049G17Rik,1.067399
1700049L16Rik,0.1
1700052I22Rik,0.1
1700052K11Rik,1.566165
1700052N19Rik,6.832519
1700054K19Rik,0.1
1700054N08Rik,1.982026
1700054O13Rik,0.1
1700055C04Rik,0.1
1700055N04Rik,0.1
1700056E22Rik,0.228157
1700057G04Rik,0.1
1700057H15Rik,0.1
1700057K13Rik,0.1
1700058G18Rik,0.1
1700060C20Rik,0.1
1700061F12Rik,0.1
1700061G19Rik,0.1
1700061I17Rik,0.1
1700061J05Rik,0.1
1700063A18Rik,0.1
1700063D05Rik,2.979799
1700065D16Rik,0.1
1700065I16Rik,0.1
1700065I17Rik,0.1
1700065J11Rik,0.101493
1700065J18Rik,0.449818
1700066B17Rik,0.1
1700066B19Rik,0.1
1700066M21Rik,8.879166
1700066O22Rik,0.1
1700067G17Rik,0.1
1700067K01Rik,0.224644
1700067P10Rik,0.1
1700069L16Rik,0.1
1700069P05Rik,0.1
1700071K01Rik,0.1
1700072B07Rik,0.1
1700072E05Rik,0.1
1700073E17Rik,0.1
1700074P13Rik,0.1
1700080E11Rik,0.1
1700080N15Rik,0.1
1700080O16Rik,0.1
1700081H04Rik,0.1
1700081L11Rik,12.520507
1700084C01Rik,6.615232
1700084E18Rik,0.1
1700084J12Rik,0.1
1700085B03Rik,0.1
1700086L19Rik,3.690551
1700086O06Rik,2.492364
1700088E04Rik,1.083485
1700090G07Rik,0.1
1700092M07Rik,0.1
1700093K21Rik,0.148443
1700094D03Rik,1.575596
1700094J05Rik,0.1
1700095B10Rik,0.1
1700095B22Rik,0.26284
1700096J18Rik,0.269777
1700096K18Rik,1.9764
1700101E01Rik,0.425561
1700102P08Rik,0.129757
1700106J16Rik,0.1
1700106N22Rik,5.0254
1700108F19Rik,0.1
1700108J01Rik,0.1
1700108M19Rik,0.1
1700109F18Rik,0.1
1700109G14Rik,0.1
1700109H08Rik,0.107383
1700110I01Rik,0.190644
1700110K17Rik,0.1
1700110M21Rik,0.1
1700111N16Rik,0.1
1700112E06Rik,1.538712
1700112H15Rik,0.1
1700113H08Rik,0.1
1700113I22Rik,0.348873
1700119H24Rik,0.1
1700120K04Rik,0.154318
1700121N20Rik,0.1
1700123I01Rik,0.1
1700123K08Rik,0.1
1700123L14Rik,0.1
1700123M08Rik,1.200403
1700123O20Rik,6.778366
1700125D06Rik,0.152975
1700125G02Rik,0.219537
1700125G22Rik,0.1
1700125H03Rik,0.1
1700125H20Rik,0.1
1700126H18Rik,0.1
1700128F08Rik,0.1
1700129C05Rik,0.1
1810006J02Rik,0.1
1810006K21Rik,60.016354
1810007D17Rik,0.1
1810007I06Rik,0.1
1810008A18Rik,8.258526
1810009A15Rik,10.765936
1810009J06Rik,0.1
1810010D01Rik,0.607265
1810010H24Rik,1.709964
1810011H11Rik,0.272769
1810011O10Rik,0.855743
1810012P15Rik,4.904288
1810013D10Rik,21.334199
1810013L24Rik,10.107214
1810014B01Rik,2.086551
1810014F10Rik,15.162461
1810018F18Rik,0.1
1810019D21Rik,0.1
1810019J16Rik,0.1
1810020D17Rik,23.126155
1810021B22Rik,0.45881
1810022K09Rik,0.657928
1810024B03Rik,2.452002
1810026B05Rik,1.67425
1810026J23Rik,14.712086
1810027O10Rik,56.792727
1810029B16Rik,3.233344
1810030J14Rik,0.1
1810030N24Rik,10.553411
1810030O07Rik,5.742475
1810031K17Rik,9.970083
1810032O08Rik,1.177636
1810033B17Rik,0.1
1810035I16Rik,0.1
1810035L17Rik,50.966958
1810037I17Rik,32.676869
1810041L15Rik,4.190534
1810043G02Rik,16.830079
1810043H04Rik,18.194516
1810044D09Rik,0.1
1810046J19Rik,51.011688
1810046K07Rik,0.1
1810048J11Rik,7.281771
1810049H13Rik,2.756797
1810053B23Rik,0.1
1810055G02Rik,5.679245
1810058I24Rik,1.6457
1810062G17Rik,0.211771
1810062O18Rik,0.113084
1810063B05Rik,12.396877
1810063B07Rik,1.796551
1810064F22Rik,0.1
1810065E05Rik,0.1
1810074P20Rik,6.970299
2010001E11Rik,0.1
2010001M06Rik,6.487836
2010001M09Rik,0.131918
2010002M12Rik,0.1
2010002N04Rik,3.588455
2010003K11Rik,0.1
2010003K15Rik,0.1
2010005H15Rik,0.1
2010007H12Rik,7.535332
2010009K17Rik,0.203665
2010011I20Rik,3.529565
2010012O05Rik,9.519788
2010015L04Rik,2.277154
2010016I18Rik,0.1
2010106E10Rik,0.1
2010106G01Rik,7.510917
2010107E04Rik,233.401408
2010107G12Rik,0.132013
2010107G23Rik,5.045943
2010107H07Rik,0.1
2010109I03Rik,0.1
2010109K11Rik,3.471801
2010110P09Rik,0.292007
2010111I01Rik,2.192739
2010204K13Rik,3.278918
2010300C02Rik,3.890539
2010305A19Rik,2.463041
2010315B03Rik,0.1
2010317E24Rik,0.746487
2010320M18Rik,4.878897
2010321M09Rik,3.787586
2200002D01Rik,0.24226
2200002J24Rik,0.1
2200002K05Rik,7.525203
2210009G21Rik,1.478685
2210010C04Rik,0.1
2210010C17Rik,0.1
2210012G02Rik,2.478912
2210013O21Rik,9.813435
2210015D19Rik,4.454428
2210016F16Rik,3.817321
2210016L21Rik,41.680637
2210018M11Rik,4.206316
2210019I11Rik,0.1
2210020M01Rik,2.665217
2210021J22Rik,5.706383
2210039B01Rik,0.1
2210403K04Rik,0.1
2210404J11Rik,3.877877
2210404O07Rik,0.1
2210407C18Rik,0.1
2210408F21Rik,4.154232
2210408I21Rik,1.923993
2210409E12Rik,0.1
2210411K11Rik,2.856052
2210414B05Rik,0.1
2210415F13Rik,0.1
2210417A02Rik,0.1
2210417K05Rik,0.134792
2300002M23Rik,0.1
2300003K06Rik,0.1
2300005B03Rik,0.1
2300009A05Rik,9.201576
2310001A20Rik,24.70229
2310001H17Rik,0.32768
2310001K24Rik,0.1
2310002J15Rik,0.117574
2310002L09Rik,0.1
2310002L13Rik,0.1
2310003C23Rik,10.159715
2310003F16Rik,44.140763
2310003H01Rik,3.53208
2310003L22Rik,9.024038
2310004I24Rik,5.805239
2310004N24Rik,17.921964
2310005A03Rik,0.1
2310005G13Rik,0.1
2310007B03Rik,0.1
2310007L24Rik,0.198879
2310008H04Rik,0.898533
2310008H09Rik,4.222966
2310009A05Rik,0.1
2310009B15Rik,6.394102
2310010M20Rik,0.144742
2310011J03Rik,12.429886
2310014F07Rik,0.100226
2310014H01Rik,2.381832
2310014L17Rik,0.329006
2310015A10Rik,3.569055
2310015B20Rik,0.188766
2310015D24Rik,0.1
2310016C08Rik,3.219585
2310016M24Rik,58.849985
2310021P13Rik,18.726448
2310022A10Rik,7.960668
2310022B05Rik,43.460221
2310028H24Rik,70.937961
2310028O11Rik,25.273855
2310030A07Rik,0.1
2310030G06Rik,0.767388
2310030N02Rik,3.844662
2310033E01Rik,0.1
2310033P09Rik,6.033841
2310034C09Rik,0.1
2310034G01Rik,1.124722
2310034O05Rik,0.1
2310035C23Rik,9.553614
2310035K24Rik,7.198499
2310036O22Rik,32.789695
2310037I24Rik,3.359262
2310039H08Rik,3.774502
2310040G24Rik,0.304886
2310042D19Rik,0.955534
2310042E22Rik,0.1
2310043J07Rik,0.1
2310043L19Rik,0.1
2310044G17Rik,25.470109
2310044H10Rik,103.012126
2310045N01Rik,11.498992
2310046A06Rik,0.793634
2310046K01Rik,1.047591
2310046O06Rik,6.711418
2310047B19Rik,3.943152
2310047M10Rik,16.708637
2310050B05Rik,0.1
2310050C09Rik,0.1
2310057J16Rik,5.306638
2310057J18Rik,0.1
2310057M21Rik,6.991266
2310057N15Rik,0.1
2310061C15Rik,6.837937
2310061I04Rik,47.80974
2310061J03Rik,2.520617
2310061N02Rik,0.1
2310065F04Rik,0.1
2310067B10Rik,12.117927
2310068J16Rik,0.756519
2310069B03Rik,0.1
2310069G16Rik,3.400959
2310079F23Rik,0.938236
2310079G19Rik,0.1
2400001E08Rik,28.517025
2400003C14Rik,29.816507
2410001C21Rik,17.866651
2410002F23Rik,13.525177
2410002I01Rik,4.302575
2410002O22Rik,11.748362
2410003K15Rik,8.597615
2410004A20Rik,0.1
2410004B18Rik,13.852607
2410004I01Rik,0.357561
2410004N09Rik,1.133019
2410004P03Rik,1.115198
2410006H16Rik,15.522033
2410007B07Rik,0.1
2410012M07Rik,0.1
2410015M20Rik,40.274965
2410016O06Rik,3.208338
2410017I17Rik,0.1
2410017P09Rik,5.464775
2410018L13Rik,1.690985
2410018M08Rik,2.053172
2410022L05Rik,30.649297
2410042D21Rik,3.521947
2410057H14Rik,0.325808
2410066E13Rik,13.269028
2410075B13Rik,1.806346
2410076I21Rik,0.509333
2410088K16Rik,0.1
2410089E03Rik,4.054016
2410091C18Rik,10.825407
2410114N07Rik,0.1
2410127L17Rik,1.680467
2410131K14Rik,7.801609
2410137F16Rik,0.1
2410137M14Rik,0.1
2410141K09Rik,0.1
2500003M10Rik,34.044774
2500004C02Rik,3.542604
2510002D24Rik,5.618121
2510003D18Rik,0.168195
2510003E04Rik,46.951438
2510006D16Rik,30.217768
2510009E07Rik,12.047803
2510012J08Rik,6.891706
2510039O18Rik,9.329234
2510049J12Rik,0.497459
2600006L11Rik,0.1
2610001J05Rik,1.030136
2610002D18Rik,0.1
2610002I17Rik,3.894998
2610002J02Rik,10.277647
2610002M06Rik,6.066158
2610005L07Rik,6.813866
2610008E11Rik,1.103983
2610015P09Rik,3.056653
2610017I09Rik,3.304834
2610018G03Rik,0.807102
2610019F03Rik,9.492434
2610020C07Rik,0.379445
2610020H08Rik,0.520241
2610021K21Rik,0.17012
2610024G14Rik,7.758931
2610027L16Rik,2.85446
2610028E06Rik,0.1
2610028H24Rik,0.1
2610029G23Rik,2.691277
2610029I01Rik,8.872966
2610034B18Rik,6.929627
2610034M16Rik,0.1
2610035D17Rik,8.504965
2610037D02Rik,0.1
2610039C10Rik,1.454203
2610044O15Rik,2.742664
2610100L16Rik,3.745594
2610101N10Rik,8.41862
2610109H07Rik,0.157384
2610203C20Rik,22.122404
2610203C22Rik,0.1
2610204G22Rik,0.897386
2610206C17Rik,0.1
2610301B20Rik,13.417331
2610301G19Rik,17.211037
2610305D13Rik,1.113047
2610306M01Rik,3.967303
2610318N02Rik,0.1
2610507B11Rik,28.622231
2610507I01Rik,6.023289
2610524H06Rik,1.682687
2610528A11Rik,0.15012
2610528E23Rik,4.013861
2610528J11Rik,0.1
2700007P21Rik,6.02536
2700023E23Rik,3.160165
2700029M09Rik,18.7999
2700046A07Rik,1.620023
2700046G09Rik,1.578969
2700049A03Rik,1.113981
2700050L05Rik,2.949656
2700060E02Rik,8.02431
2700062C07Rik,4.46481
2700078E11Rik,9.624933
2700078K21Rik,21.766219
2700081O15Rik,5.182104
2700086A05Rik,0.992175
2700089E24Rik,44.46964
2700090O03Rik,8.902289
2700094K13Rik,18.174215
2700097O09Rik,3.314919
2700099C18Rik,0.15232
2810001G20Rik,4.837429
2810002D19Rik,1.228655
2810002N01Rik,16.090773
2810004N23Rik,5.087232
2810006K23Rik,3.168978
2810007J24Rik,0.1
2810008D09Rik,0.109954
2810008M24Rik,23.110982
2810021B07Rik,2.186189
2810021J22Rik,1.682005
2810025M15Rik,1.355043
2810030E01Rik,1.868889
2810032G03Rik,1.827484
2810046L04Rik,5.180791
2810047C21Rik1,0.841316
2810055F11Rik,1.478737
2810055G20Rik,1.036041
2810403A07Rik,12.734984
2810403D21Rik,3.200701
2810405F15Rik,0.275365
2810405K02Rik,63.496344
2810407C02Rik,54.130101
2810408A11Rik,0.188648
2810408I11Rik,0.259625
2810408M09Rik,5.379588
2810410L24Rik,7.720344
2810417H13Rik,0.142968
2810422J05Rik,19.520983
2810422O20Rik,1.883203
2810428I15Rik,28.104609
2810429I04Rik,1.891059
2810432D09Rik,11.102607
2810432L12Rik,23.131938
2810433D01Rik,0.1
2810442I21Rik,0.474974
2810442N19Rik,0.1
2810453I06Rik,9.547192
2810454H06Rik,0.110549
2810459M11Rik,2.330979
2810474O19Rik,1.437302
2900002K06Rik,0.1
2900005J15Rik,1.443431
2900006K08Rik,1.063448
2900010M23Rik,50.041922
2900011O08Rik,64.885911
2900026A02Rik,3.173066
2900041M22Rik,0.176856
2900052N01Rik,0.610336
2900053A13Rik,6.444417
2900056M20Rik,2.69617
2900060B14Rik,0.1
2900064A13Rik,58.725241
2900073G15Rik,14.360856
2900079G21Rik,2.470852
2900092C05Rik,0.1
2900092D14Rik,4.72188
2900092E17Rik,27.831698
2900093L17Rik,0.1
2900097C17Rik,237.254685
3000002C10Rik,1.494556
3010026O09Rik,4.338887
3110001D03Rik,18.934049
3110001I22Rik,0.605176
3110002H16Rik,11.803567
3110003A17Rik,5.875915
3110007F17Rik,2.351429
3110009E18Rik,1.151163
3110021A11Rik,0.325762
3110035E14Rik,11.890982
3110039I08Rik,0.250704
3110039M20Rik,0.1
3110040N11Rik,4.825167
3110043O21Rik,12.246899
3110045C21Rik,0.895395
3110047P20Rik,1.520123
3110052M02Rik,1.848254
3110056O03Rik,12.422768
3110057O12Rik,2.288214
3110062M04Rik,0.91768
3110070M22Rik,0.678339
3110079O15Rik,0.1
3110082D06Rik,0.713566
3110082I17Rik,3.183877
3110099E03Rik,0.1
3200002M19Rik,2.130306
3230401D17Rik,9.520176
3300002I08Rik,0.242809
3425401B19Rik,0.1
3632451O06Rik,14.222446
3632454L22Rik,0.29847
3830403N18Rik,0.129055
3830406C13Rik,8.918399
3830408C21Rik,1.140677
3830417A13Rik,0.1
3830431G21Rik,8.412409
3930402G23Rik,0.1
4430402I18Rik,0.797464
4632411B12Rik,15.722051
4632415K11Rik,3.058398
4632415L05Rik,3.277025
4632427E13Rik,0.415793
4632428C04Rik,1.308834
4632428N05Rik,6.055708
4632434I11Rik,0.128935
4732415M23Rik,0.800258
4732416N19Rik,0.1
4732418C07Rik,29.040978
4732456N10Rik,0.110165
4732471D19Rik,2.321907
4732471J01Rik,0.762637
4732490B19Rik,0.1
4831426I19Rik,1.173386
4831440E17Rik,0.676056
4832428D23Rik,0.1
4833403I15Rik,0.1
4833418N02Rik,0.193605
4833419F23Rik,0.1
4833420G17Rik,9.988905
4833422C13Rik,1.028534
4833422F24Rik,0.1
4833423E24Rik,4.764922
4833424O15Rik,4.840216
4833427G06Rik,0.136425
4833428L15Rik,0.1
4833439L19Rik,32.772687
4833442J19Rik,1.192445
4921501E09Rik,0.1
4921504E06Rik,0.1
4921506M07Rik,0.1
4921507P07Rik,0.386497
4921509C19Rik,0.1
4921510H08Rik,0.1
4921511C20Rik,0.1
4921511H03Rik,0.1
4921513D23Rik,16.137106
4921513I03Rik,0.1
4921515J06Rik,0.240098
4921517D21Rik,0.1
4921517D22Rik,0.1
4921517L17Rik,1.492724
4921523A10Rik,0.1
4921524J17Rik,2.258936
4921524L21Rik,0.1
4921528I01Rik,0.1
4921528O07Rik,0.1
4921530D09Rik,0.1
4921530L18Rik,0.153247
4921530L21Rik,0.1
4921531C22Rik,0.849324
4921533I20Rik,0.1
4921536K21Rik,0.116563
4921539E11Rik,0.1
4922501C03Rik,1.067853
4922501L14Rik,3.154061
4922502D21Rik,0.1
4922505E12Rik,0.1
4922505G16Rik,0.265057
4930402F06Rik,0.1
4930402H24Rik,23.493397
4930403L05Rik,0.1
4930403N07Rik,0.1
4930404A05Rik,0.1
4930404A10Rik,0.1
4930404H21Rik,0.1
4930404I05Rik,0.723677
4930404N11Rik,2.922582
4930405A21Rik,0.328612
4930406D18Rik,0.1
4930407I10Rik,0.1
4930408F14Rik,0.1
4930412B13Rik,0.1
4930412C18Rik,0.661313
4930412F15Rik,0.311693
4930412O13Rik,0.1
4930413E15Rik,0.1
4930414N06Rik,0.1
4930415F15Rik,0.1
4930415L06Rik,0.1
4930415O20Rik,0.1
4930417G10Rik,0.848251
4930417O13Rik,0.1
4930419G24Rik,0.1
4930420K17Rik,7.837582
4930422G04Rik,0.608627
4930423M02Rik,0.1
4930425K10Rik,0.1
4930425O10Rik,0.1
4930426L09Rik,0.515424
4930427A07Rik,0.764705
4930428D18Rik,0.1
4930428E23Rik,0.1
4930428G15Rik,0.1
4930429B21Rik,1.169816
4930429D17Rik,0.1
4930429F11Rik,0.1
4930429F24Rik,0.319418
4930430A15Rik,0.1
4930430D24Rik,0.1
4930430F08Rik,5.749643
4930430J02Rik,0.1
4930431A04Rik,0.1
4930432K09Rik,0.1
4930432K21Rik,0.611423
4930433B08Rik,0.1
4930433I11Rik,0.1
4930433N12Rik,0.1
4930435E12Rik,0.1
4930440C22Rik,0.1
4930441J16Rik,0.1
4930441O14Rik,0.665606
4930442J19Rik,0.1
4930442L01Rik,0.1
4930443G12Rik,0.1
4930443O20Rik,0.1
4930444A02Rik,5.636011
4930444F02Rik,0.1
4930444G20Rik,0.1
4930444P10Rik,0.264629
4930447C04Rik,2.177414
4930448H16Rik,0.1
4930448I06Rik,0.1
4930448I18Rik,0.1
4930448K20Rik,0.1
4930449I24Rik,0.1
4930451C15Rik,0.243049
4930451I11Rik,0.1
4930452B06Rik,1.967796
4930452N14Rik,0.1
4930453N24Rik,5.661019
4930455C21Rik,8.57418
4930455F16Rik,0.1
4930455F23Rik,5.498531
4930455H04Rik,0.1
4930458L03Rik,0.1
4930461G14Rik,0.120757
4930465A12Rik,0.1
4930465K10Rik,0.134457
4930467E23Rik,0.1
4930468A15Rik,0.1
4930469G21Rik,0.122159
4930470P17Rik,0.1
4930471G03Rik,0.1
4930471I20Rik,0.1
4930471M23Rik,9.850114
4930473A02Rik,0.1
4930473A06Rik,0.632375
4930474M22Rik,0.1
4930474N05Rik,0.1
4930474N09Rik,0.1
4930478L05Rik,0.1
4930479M11Rik,0.1
4930480E11Rik,0.1
4930480G23Rik,0.1
4930481A15Rik,1.130455
4930483J18Rik,0.1
4930486F22Rik,0.1
4930486L24Rik,0.1
4930487H11Rik,0.1
4930488B22Rik,0.1
4930488L21Rik,0.135682
4930500J02Rik,0.1
4930500L23Rik,0.1
4930502A04Rik,0.1
4930502E18Rik,0.410872
4930503B20Rik,0.1
4930503E14Rik,0.1
4930503E24Rik,1.907734
4930503H13Rik,0.1
4930503L19Rik,2.679763
4930503O07Rik,0.1
4930504O13Rik,0.1
4930505A04Rik,0.117023
4930506M07Rik,13.825786
