M0	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15
ENSG00000162576	0.0895096865165167	-0.247127694435051	-0.010977807535866	0.28903586643031	-0.273617564036461	0.214881424370794	0.025712134983084	-0.0127612922813728	-0.0537982851424171	0.660779590463507	-0.127725877726949	-0.047589547876791	-0.0607242061219803	0.102353353588707	0.0821860875597225	-0.141264340458013
ENSG00000175756	-0.00981488244075323	-0.522145586094033	0.393572524732924	0.173449849755563	-0.0117125866842936	0.562228920533384	-0.500761566820645	-0.0453736143857353	0.275529300803407	0.202746997954334	0.516241359790567	0.0526776040383387	0.772154708389267	-0.170542053441261	-0.690113168121841	0.580447557473007
ENSG00000221978	0.573185145328949	0.00806746108038135	0.0887272994483635	0.000283493871368325	-0.269973888045215	0.0749944620017215	-0.248918539290316	-0.0135660375527457	-0.303184182978052	-0.053647379904237	-0.316455781956533	-0.459491635133207	-0.438753477231676	0.757340652772061	0.411596196556719	0.0591734589546767
ENSG00000224870	0.0169467120893609	0.270155167337464	-0.146863636099715	-0.360429082198399	0.768735139488934	-0.260916113134492	-0.201764095922404	-0.227060080814588	0.355960748401609	-0.256463436357289	0.413406965528982	0.026417877659662	0.114436788539562	-0.236563895132385	-0.374006373490017	0.490306160627701
ENSG00000242485	-0.344522881856127	-0.0947713549413424	0.207934670031934	-0.146028784701591	0.227220583830366	0.113819840373659	-0.236680519298607	-0.211915979177216	0.269454019641089	0.108375225062804	0.363027002358706	0.12030767768953	0.588320985818343	-0.405040422930957	-0.608148842267401	0.230720809968414
ENSG00000235098	0.294142520856527	0.52612480495186	-0.410746296489558	-0.198262933607842	0.272022354103003	-0.501053521826728	0.0425727097150441	-0.318182353372771	-0.0328249443666555	-0.343495583990629	0.233938132490732	0.148819231098427	-0.312481282182561	-0.0475456488851143	-0.212368472283886	0.165286069718451
ENSG00000205116	0.272972658145142	0.579874016989365	-0.380624651292408	-0.306453387280228	0.00874497767755344	-0.503393044386673	0.188538669244116	-0.322656932361749	-0.280427641622447	-0.112572241672276	0.119354136851349	0.133268527395045	-0.420668091126249	0.160794996540389	0.275701360377947	-0.0954460508568539
ENSG00000179403	0.493250427088226	0.556336810313299	-0.50130308131157	-0.12593839437326	0.0867646600896032	-0.51962864808304	0.114706227104387	-0.310568491902715	-0.149695136454241	-0.405378351530496	0.419590023642999	0.382897726021482	-0.351255080420249	0.163658794620806	-0.0334814971798062	0.180129367868382
ENSG00000160072	0.443770003754598	-0.315741124778811	0.229576456131385	0.245168665668417	-0.184106292311278	0.382404564141713	-0.44586304941506	-0.11191201800891	-0.0824799090249977	-0.054327961238743	0.0734284073311062	-0.209410968058142	0.0845648119156774	0.347489246740481	-0.265730088537418	0.414290513714983
ENSG00000197785	0.253123440459613	0.150833974544397	-0.182516899430792	-0.0204298043393901	-0.0821180616840356	-0.121100056969905	-0.0550828178711154	-0.14921246116138	-0.0839521734177344	-0.114519464458859	0.508060974930712	0.346909211302172	0.0893174994389178	0.0484812395557983	-0.331400433167696	0.256132234596253
ENSG00000205090	-0.0363614264202758	-0.519175074013865	0.801131025717901	-0.0276003454709671	-0.187856596326408	0.699474069631149	-0.642490937390076	-0.195304436275778	-0.0740632151393701	0.0776944838445814	0.0306219552451075	-0.440213659333735	0.563562044863103	0.147608073315305	-0.301905040699396	0.398860735842513
ENSG00000160075	0.029776173894406	-0.79002993973405	0.639994867448307	0.391587443846572	-0.341254371651642	0.843027799147406	-0.531684966003951	0.221463657715555	0.0766196901518782	-0.0656635142462982	0.193098565420602	-0.0740759093386759	0.771701443363367	0.0931365154691963	-0.385634288551677	0.44584773879397
ENSG00000228594	0.0790614826713735	-0.122327411607937	0.636801424301165	-0.344634222704747	0.0612996192125409	0.346830833258176	-0.770826671362508	-0.383263288114739	-0.330098873144037	-0.220166540959139	0.168997506902722	-0.349099266907376	0.416374523809823	0.106899471453261	-0.493474371053277	0.486646451499943
ENSG00000272106	0.0618842131318314	0.599970949947993	-0.0784462822869226	-0.65651298658194	0.532082042608509	-0.479407295850868	-0.249901493038892	-0.609063871180934	0.00462375349055325	-0.0595900762235507	0.23143209429072	-0.19086043482129	-0.166119104672942	-0.135365750774419	-0.336577745819202	0.268870642389724
ENSG00000197530	0.574819283196839	-0.276946250653647	0.474828037348734	-0.0173502736789895	-0.217782084823665	0.470750474981071	-0.755129069770388	-0.302167948111731	-0.32060063556526	-0.0918621910864404	0.210057706707684	-0.352606403547768	0.235507194881386	0.516289564572563	-0.29702374731126	0.62933538771225
ENSG00000248333	0.217816690096209	-0.121905290529527	-0.129555034179759	0.0560890061001846	0.671116840397742	0.0798148185838862	-0.260779950926619	-0.0400713325799381	0.535556899995233	-0.0749805944263018	0.335454328327466	-0.0658798310438831	0.14737194924904	-0.157756181766193	-0.395836577679586	0.657620869872057
ENSG00000189339	0.267301351459923	0.333870680672174	0.0549077909937404	-0.377586421167713	-0.0858253511246478	-0.217512188248527	-0.0467878184292565	-0.191922519654275	-0.425303860828549	-0.159766888548459	-0.0465220948130728	-0.185660768188738	-0.339857112753423	0.458595825421974	0.419971701081417	-0.00336026623409985
ENSG00000008128	0.327075649106102	-0.372002663432172	0.0625252677726311	0.247842427159985	0.346317645978552	0.345580015140736	-0.32906562188724	0.0541240452831142	0.362591937378674	0.0397330839953014	0.161086833399804	-0.186088329508172	0.134498699879735	0.0778556912681696	-0.298249982256742	0.633790477330218
ENSG00000008130	0.42432457982334	-0.397498041265522	-0.179829204306217	0.578235931719563	-0.294103721493825	0.323561462887408	0.0906609780534622	0.403585873374345	0.0728672241246111	-0.150875812859564	0.207340248533993	0.298701466388243	0.0819010146585411	0.298805732051517	0.0979547518852393	0.275645393378358
ENSG00000078369	-0.172198653678359	0.118836703467761	0.344876576588663	-0.268331904444128	-0.385460580855391	-0.0183172836216382	0.00933236374850853	0.0966665235640657	-0.520887996498713	-0.0310098124505817	-0.641491676600782	-0.447044782091803	-0.349624981297719	0.304964979968712	0.553179507991003	-0.539914535687759
ENSG00000187730	-0.271078512499366	-0.132617415914609	0.21073070087509	-0.0951539700894646	0.120782346912846	0.151780206213533	-0.0715700304877805	0.00128667372048087	0.195896185455931	0.332870705020248	-0.17808396975377	-0.28140908831423	0.0740747663369301	-0.10105106151666	-0.0735151675819382	-0.0613060572916728
ENSG00000067606	-0.0879964353858243	0.418570163433984	0.100841279560257	-0.511155185449583	0.152380887725756	-0.314867316590977	-0.118845157138486	-0.312867175114373	-0.104444184044357	-0.424904969953642	0.201125341101523	0.0157376004697065	0.0477429320755907	-0.0329698266476127	-0.069827283349593	0.00068181384744371
ENSG00000157933	0.234135681401776	-0.39435723424687	0.165714460618758	0.342556963635516	-0.246180241141625	0.407194252619079	-0.0914546277765038	0.306733438884764	0.0550190497942998	0.0949330468215795	-0.165709962886643	-0.206112087792042	-0.0450724083080793	0.27173006929102	0.208765902219977	0.090997746309078
ENSG00000157916	0.139423907289556	0.719018214437539	-0.582733457163256	-0.32684691694099	-0.0088455085857963	-0.749944758258327	0.504527883377058	-0.0600424144945828	-0.153790399171653	-0.207737954135347	0.185233243072893	0.446629456038683	-0.494810625452389	0.197994992646556	0.441276143604103	-0.345711612267367
ENSG00000157911	-0.0509850237981583	0.599801413073244	-0.499427455615206	-0.347612888021969	0.439345849216579	-0.651708616870484	0.254423205034995	-0.347121584860519	0.197718215743008	0.0513947092102673	0.428559395588001	0.384513679673881	-0.19522221457536	-0.288328084634222	-0.218473878113877	-0.0212540455386113
ENSG00000149527	0.225303575374552	0.723913519593333	-0.196229016505379	-0.569630725638548	0.0416038547545583	-0.596855836342386	-0.0214762490728462	-0.369672587535734	-0.378688738848296	-0.339525346604507	0.0989456857360824	-0.00673199585161375	-0.432436495178724	0.219002963739836	0.0639719967798142	-0.094509315203918
ENSG00000157873	0.2257729762644	-0.341619964158777	-0.305563651193037	0.557644021464006	-0.160721765359217	0.177857553920381	0.172993177987349	0.582300558342041	0.282387901688561	0.0716070586415579	0.0740512061051849	0.254844248703917	-0.0220515272810625	0.119570660477002	0.0769337857543928	0.0331474457926825
ENSG00000157870	0.103351675351339	-0.275176334429344	0.659754807185089	-0.202062382639692	-0.130814551165504	0.455846651640964	-0.739894355848374	-0.195762614030055	-0.247171411895154	-0.0252939898636226	0.132215984611751	-0.356341262893093	0.393273165451658	0.220258102882672	-0.367025477214999	0.382913434357273
ENSG00000158109	-0.165179963561263	-0.367019237368939	0.814344950537938	-0.213501348777593	-0.299784400222589	0.553456922492304	-0.562131761060341	0.00933931764686198	-0.295693100727721	0.00985100911812135	-0.124090806194574	-0.419881248296424	0.473178754519484	0.251224117258633	-0.0149324423043979	0.102889295838757
ENSG00000116213	0.30908869622028	-0.133959140699885	0.0417343372813943	0.073577986324257	-0.164792071693879	0.161477077349131	-0.134054672064941	0.102881933455342	-0.0268202167954175	-0.326770259775081	0.368077578390262	0.264862850919083	0.241085248461215	0.373223723134447	0.000532659831873202	0.3165930964171
ENSG00000227372	0.355387874805576	0.729952914122376	-0.490177783305711	-0.451414476767634	0.273668084258846	-0.679116680290714	0.187023909959364	-0.292888560000237	-0.126496435622694	-0.436803025813085	0.227970682469725	0.162422676640782	-0.471288880457977	0.22111657209734	0.231118186807788	0.0534565007291222
ENSG00000130764	0.0298909873690166	0.445135483909882	0.114769099079495	-0.537325494996478	0.00917659204724776	-0.317492847995711	-0.0994946895781962	-0.305756715507927	-0.329857971716711	-0.228864165301731	-0.00657795365057223	-0.123528841970451	-0.186327147999975	0.208341736672895	0.177904107498072	-0.10686206723215
ENSG00000116198	0.0362671130607374	0.766417649862961	-0.397441201987088	-0.615868175361489	0.54975210270106	-0.722765883530708	0.245904643825292	-0.373362595489232	-0.0266012209104515	-0.229203669627568	0.117282572580552	0.0371737776973118	-0.462636820387814	-0.0317896650563067	0.227379720612337	-0.043314350600106
ENSG00000198912	0.207284572044254	0.131637951973664	-0.0543001500685251	-0.0952365682959116	-0.145217534925393	-0.0809881541776824	0.00167092161032185	-0.0487267744775816	-0.200167935340116	-0.275012572280733	0.198786251769454	0.18160037228891	-0.011731323922561	0.22265266676213	0.0110895586308401	0.107071759076065
ENSG00000069424	-0.134683954767175	-0.437071052654415	0.912050494752716	-0.158660703855719	-0.262796819589849	0.638521053966118	-0.70190210030873	-0.058783643113799	-0.324433314074838	-0.1327255933817	-0.212412063018932	-0.537225218172949	0.469140508809444	0.166729396809036	-0.202482215612177	0.172069589551251
ENSG00000116254	-0.015006821888146	-0.541741428829751	0.95448417212394	-0.063087234930783	-0.268896673260933	0.754926056479403	-0.791906950505395	-0.133298347670623	-0.31178733723604	-0.0454400791913771	-0.249091106256571	-0.665520599516254	0.450565830173663	0.276410002247358	-0.171591374597873	0.288156910362594
ENSG00000116251	-0.326091610675067	0.0140182573679603	-0.234207648287803	-0.0412298029117435	0.754038536946284	-0.161377989283549	0.154422946203194	-0.012408544817791	0.83482516572539	0.259590445305536	0.120009393778052	-0.00959218755258993	0.103536321191431	-0.547682217285943	-0.326207382341125	0.188926869709277
ENSG00000116237	-0.277008550626523	0.14992314733758	0.157012119198417	-0.358528699065268	0.252129940520996	-0.0963505363104503	-0.0874821188407797	-0.0826615862014014	0.0577775900828764	-0.131764853160477	0.0783595407960887	-0.00932763666578939	0.142331801917875	-0.202592811870284	-0.124710211420119	0.0148929729943355
ENSG00000097021	-0.0537130701907794	-0.175061622286237	0.702169560382838	-0.240026567849959	-0.389991656740436	0.37536262084615	-0.571869979734285	-0.223809583503534	-0.52868462762691	-0.197341900811283	-0.0252881530492503	-0.247830077946277	0.38733398861943	0.224425624384837	-0.159589965931818	0.0444266615370632
ENSG00000215788	-0.0422087207717473	-0.61120110347967	0.599556171941334	0.181840415069826	-0.163449680309751	0.679229555301495	-0.463695541086122	0.108062833056215	0.107383046313822	0.235036536730577	-0.138708918689322	-0.407147045510899	0.38749128804855	0.171116931318635	-0.162105466697348	0.238616672968922
ENSG00000171680	-0.116765561199351	-0.437303044704076	0.538771814437883	0.0724868473226868	-0.20197483496194	0.517690984883807	-0.352217710378905	0.0936685407401872	-0.00522423943085296	0.114196201842791	-0.312540032593528	-0.488733570142153	0.225571047262558	0.184330768253522	0.0268161001708158	0.0347884092139317
ENSG00000204859	0.473592201184485	-0.130910437202909	-0.0431775450507966	0.134227331480019	-0.0368035169772344	0.124539266017433	-0.2709683912639	0.016886634206447	0.13437539124172	-0.0308960519671862	0.405157184294735	0.0869335239158099	0.0751920084962976	0.320288654141375	-0.211633066649527	0.484305224208594
ENSG00000162413	0.572425943126277	0.146888776477294	-0.352041187564451	0.152096242025962	-0.144214889760752	-0.150206256851361	0.196934632706605	-0.182909819046275	-0.143112448413167	-0.167914739112329	0.271629995309209	0.320550670908011	-0.266777261000411	0.324791819840113	0.198733049216827	0.208590553220398
ENSG00000007923	0.117421080697436	0.441119598557444	-0.0230070243508923	-0.414272998290083	-0.161810293257994	-0.358249315704633	0.101796818447019	-0.0391278407432269	-0.436981641209103	-0.469641170618018	-0.162496023601488	-0.0259206475659453	-0.381634155674675	0.432125724842748	0.593698931072453	-0.301409665596773
ENSG00000171735	-0.263760167975271	-0.542537531726413	0.911718306893508	-0.0876012827010847	-0.0888704975167724	0.72260647823869	-0.677128467748073	-0.166572457096109	-0.161030443696333	0.083557390725091	-0.223973099207232	-0.58893436239921	0.547971880711627	-0.0141205752992418	-0.301394242736029	0.255446813208055
ENSG00000049245	-0.187256504778841	0.876855562855004	-0.60962607306615	-0.533981380299436	0.463889195598194	-0.907619031942049	0.544245748349115	-0.251258879720001	0.0312187227448589	-0.105426429349328	-0.0274122436502782	0.199867181592566	-0.556514289260618	-0.280531166259613	0.172870081402025	-0.370050633653946
ENSG00000049246	-0.050117349635377	0.811951668013718	-0.17733968146801	-0.745091647968032	0.349200266228436	-0.694806496591009	0.051059764360068	-0.482181651486182	-0.23734426167883	-0.175142912613522	-0.106877617751839	-0.214592479528454	-0.506752470895131	0.0175818191810056	0.11225915472621	-0.192964296833902
ENSG00000116288	-0.543587731261706	-0.394210194585563	0.404701924862028	0.0102642957192882	-0.000415604953085963	0.361745942572687	-0.14208220125242	0.115282161937671	0.334339270097654	0.407866697331147	0.173221651800832	0.0525048365804126	0.685459821589712	-0.352152079155863	-0.344447218717643	0.0152642449988098
ENSG00000116285	0.102264539316904	0.120817172030348	-0.208991503409102	0.18564565327038	-0.128182825137911	-0.143487334695349	0.254688526733257	-0.222495862719474	-0.0867741372653097	0.0607851931277353	-0.271914905783026	-0.0383716558231408	-0.342576662610186	-0.0644557859320704	0.118075508183192	-0.229139397614214
ENSG00000142599	0.42202557135986	-0.202418658964345	0.563179381396674	-0.134155550518633	-0.193570890412037	0.406162963887705	-0.626883885738977	-0.303528862112911	-0.397385123378501	-0.0245454397021233	-0.23803481684459	-0.666349445846455	-0.0797837612257787	0.574383066727926	0.0643431949124069	0.33039553124161
ENSG00000074800	0.154142302227925	-0.697053120330717	0.363812813807358	0.623520380827187	-0.644157246646937	0.696804748019003	-0.243264849240117	0.317387723753581	-0.222210310511814	0.391819989417668	-0.252250782470641	-0.134415416103421	0.187396735176743	0.245826218857522	0.052997269380777	-0.0556517409572635
ENSG00000142583	0.0631672743770443	-0.386658681575067	-0.208743377233121	0.64689143063012	-0.381998499067606	0.176659750022896	0.257280620089199	0.797924704538586	0.213196122405765	-0.0945276901667306	-0.111314309508352	0.256193053816818	-0.0114440146338524	0.016806757352582	0.137218275367481	-0.208177574602305
ENSG00000049239	0.465895122635972	0.360087339289977	-0.488234505319341	0.039354120092908	-0.156269662986212	-0.389155219654457	0.238559720866133	-0.0389615326460955	-0.230976497824623	-0.252582019951277	0.132227933229433	0.285856572827546	-0.417554521547593	0.351949864091639	0.3078759438325	-0.0848903682793283
ENSG00000171621	0.56929906291669	0.255978092473454	-0.484255778243271	0.183299243366002	-0.0261193949109133	-0.255911973815165	0.149732921993172	-0.27021729895698	-0.105466675135344	-0.318304714290746	0.391007365656344	0.434549189665732	-0.240796142151155	0.128582857097938	-0.0753498308615445	0.280897470228261
ENSG00000171612	-0.357653957266045	0.0171861187275041	0.0397483295319559	-0.146351134677277	0.420462308097503	-0.0123839276552442	-0.0561709283468839	-0.464435003048068	0.22538258749484	0.411927536450774	0.192293354131551	0.0143880312580283	0.339432571233592	-0.564256740525357	-0.540686201592049	0.169800093386382
ENSG00000171603	0.131665799859114	0.0543705508020991	0.639161273785411	-0.419395791744222	-0.465520672732204	0.204754060566074	-0.45311270119885	-0.271590554681921	-0.735061127442248	-0.0917918912607922	-0.314070152869522	-0.51037462192234	-0.0826947614554392	0.571103635163572	0.328441708759578	-0.12854705821679
ENSG00000178585	-0.0550659922758527	0.615717112391585	0.086784037373567	-0.771388664797337	0.437871469983527	-0.446699057992156	-0.323044227406203	-0.534805200284236	-0.155097828403925	-0.20907026194929	0.0473074946697825	-0.320234028492208	-0.179800192975542	-0.0625512294283269	-0.23212348993289	0.0933510460560356
ENSG00000162441	-0.280190551683339	0.698948152600811	-0.450058857777541	-0.511177332277602	0.517561920486377	-0.718317027004684	0.468739026009555	-0.166585880603448	0.0988636187600494	-0.102825937327089	0.00670598601736995	0.169352578203319	-0.390142273260496	-0.263138074970525	0.307803962961075	-0.32759605669903
ENSG00000162444	-0.0494890738527915	0.644885685448498	-0.355278736549967	-0.474690745566325	0.448875661908464	-0.622927642243049	0.0842781498396982	-0.407342380723579	0.0522807440906076	-0.217233213218243	0.238110337101207	0.114735845544391	-0.175472736515437	-0.228072734133482	-0.170425534554513	0.0184872621630818
ENSG00000130939	0.361703474172471	0.643613437137491	-0.206102618738247	-0.566396642607116	0.178400564258289	-0.538694043502862	0.0419887622600422	-0.322711832204409	-0.290507566551236	-0.257554010038721	0.0107017052100493	-0.125241423193051	-0.531435581372932	0.461951562085722	0.496952008440242	-0.0131084314724798
ENSG00000054523	0.0840575076304269	0.704561041672626	-0.0191912724100925	-0.70508740231051	0.184003553431728	-0.527532702292437	0.0178457794970092	-0.535541617460983	-0.471166022161151	-0.110752600183117	-0.291966061643105	-0.410546845825831	-0.564785473012977	0.267226802657757	0.473864907167527	-0.230657468814142
ENSG00000142657	0.083561594873212	-0.0566319274070611	-0.0811122081269293	0.214093550415378	-0.491708701996705	-0.00612851343130252	0.210226279578576	0.281999814501584	-0.248608353466206	-0.0767528793372087	-0.0312375210530627	0.308205098649117	-0.109109080311742	0.132418135171489	0.117602755152953	-0.289741969053691
ENSG00000160049	0.00037977341520809	0.511400690606957	-0.38527383044811	-0.371001525897274	0.466586177180348	-0.550227520940682	0.266970983634302	-0.241608791336892	0.141140636034747	-0.0107714476799463	0.33225036711216	0.281209077096556	-0.185648597637722	-0.109466327453446	0.151222164971719	0.0145046164128843
ENSG00000142655	0.278067801566723	-0.129171115392583	0.475492012413814	-0.127061871509808	-0.373923149951315	0.33390116235049	-0.538969799208273	-0.239433530369369	-0.45941830341118	-0.224673457259625	0.340401969303994	-0.0484185987583421	0.326798834864269	0.361615810102023	-0.247315966337627	0.378470378761728
ENSG00000120948	0.118088826514207	0.306784179953578	-0.276075095755749	-0.215609699323592	0.492262879354601	-0.321594485967059	0.195470502586682	-0.181698012887574	0.16660251118937	0.0539991805859288	-0.219697742010889	-0.243547761099243	-0.465477896420062	0.100714932801971	0.349335067505702	0.013715145303497
ENSG00000271895	0.0769084446791361	0.181376115951035	0.393311621633167	-0.526841906114006	0.262101020831792	-0.00833728027989029	-0.577464365715392	-0.355357549978157	-0.122171114305547	-0.163539830642111	-0.0183340067875851	-0.513908782916944	0.0282436582309208	0.17660044102297	-0.259489693579867	0.314113342934857
ENSG00000116649	0.171033475639902	-0.497763424165586	0.547824675206896	0.129659716503667	0.00627963713339548	0.590947349438228	-0.705394857196728	-0.0678424000708351	0.0743653641333923	-0.0369706748007411	0.302027296117406	-0.188452241432016	0.5047614883872	0.0503908437689447	-0.574880250838127	0.619723999584255
ENSG00000171824	0.263098931479417	0.634584832474709	-0.0811767734919023	-0.55535036481738	0.0369199559211726	-0.502016821222777	-0.0666295314859322	-0.340726963385816	-0.446743397783332	-0.208309538498035	-0.263652227026913	-0.331594894636898	-0.637512940699176	0.434484861950348	0.32837076669013	-0.190375100301847
ENSG00000116661	-0.0638344622566324	-0.154551977546712	0.165443221126423	0.00540789223411865	-0.100880338135521	0.164445373184343	-0.204740844635238	-0.0423820576412184	-0.0767354306183559	0.657192815034451	0.111454915088919	-0.0678703424901409	0.160534481650789	-0.0287310900479923	-0.226096266752406	0.00146701392387666
ENSG00000132879	0.0589635794812219	-0.361606749437884	0.858041255827519	-0.17906052220648	-0.354518976633888	0.571805608516908	-0.724123643548781	-0.0963836983444245	-0.35024726319184	-0.0363617695237829	-0.127378120011782	-0.557041056808161	0.322105571653734	0.410628735820737	-0.0869022861809491	0.213654314166471
