condition	level	type	time	species	strain	tissue	gene.name	accession	db	pmid	direction	technique	technique.subtype	ensembl
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Succinatedehydrogenaseflavoprotein	Q920L2	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000073578
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Ras-relatedprotein Rab-6A	Q9WVB1	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000175582
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Protein Sucla2	F1LM47	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000136143
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Peroxiredoxin-6	O35244	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000117592
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Myelin-associatedglycoprotein	P07722	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000105695
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Tricarboxylate transport protein	P32089	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000100075
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Multifunctionalprotein ADE2	P51583	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000128050
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Protein Sypl1	Q66H18	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000008282
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	T-complexprotein 1 subunit epsilon	Q68FQ0	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000150753
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Vesicle-fusing ATPase	Q9QUL6	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000073969
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	LanC-likeprotein 1	Q9QX69	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000115365
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Septin-9	Q9QZR6	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000184640
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Protein Rab5c	B0BNK1	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000108774
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Dihydropyrimidinaserelatedprotein2	P47942	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000092964
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	F-actin-capping protein subunit alpha-1	B2GUZ5	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000116489
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Neurofascin	P97685	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000163531
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	MAGUK p55 subfamily member 3	G3V9L3	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000108861
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	NADH dehydrogenaseflavoprotein 2	P19234	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000178127
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Dynactinsubunit 1	P28023	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000204843
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	ProteinRdx	E9PT65	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000137710
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Vacuolar protein sorting protein 35	G3V8A5	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000069329
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Chloride intracellular channel protein 4	Q9Z0W7	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000169504
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Glia maturation factor beta	Q63228	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000197045
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	AP-2 complexsubunit alpha-2	P18484	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000183020
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Peroxisomalmultifunctional enzyme type 2	P97852	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000133835
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Xaa-Pro dipeptidase	Q5I0D7	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000124299
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	NDRG2	Q8VBU2	UniProt	26348665	upregulated	proteomics	NanoLC-HR- MS/MS	ENSG00000165795
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Albumin	55391508	GI	26593060	upregulated	proteomics	MS/MS	ENSG00000163631
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Calreticulin	11693172	GI	26593060	upregulated	proteomics	MS/MS	ENSG00000179218
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Ubiquitin carboxy- terminal hydrolase L1	61098212	GI	26593060	upregulated	proteomics	MS/MS	ENSG00000154277
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Rho GDP-dissociation inhibitor alpha	Q5XI73	UniProt	26593060	upregulated	proteomics	MS/MS	ENSG00000141522
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	"Enolase 2, Gamma"	26023949	GI	26593060	upregulated	proteomics	MS/MS	ENSG00000111674
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Aldolase C	6978489	GI	26593060	upregulated	proteomics	MS/MS	ENSG00000109107
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Glycerol-3-phosphate dehydrogenase1	57527919	GI	26593060	upregulated	proteomics	MS/MS	ENSG00000167588
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Triosephosphate isomerase-1	38512111	GI	26593060	upregulated	proteomics	MS/MS	ENSG00000111669
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Glutathione S- Transferase	NP_036709	RefSeq	26593060	upregulated	proteomics	MS/MS	ENSG00000084207
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Eukaryotic translation initiation factor5A	Q3T1J1	UniProt	26593060	upregulated	proteomics	MS/MS	ENSG00000132507
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	"Cytochrome c oxidase, subunit Va"	55992	GI	26593060	upregulated	proteomics	MS/MS	ENSG00000188976
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	"Cytochrome c oxidase, subunit Va"	55992	GI	26593060	upregulated	proteomics	MS/MS	ENSG00000160741
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	"Cytochrome c oxidase, subunit Va"	55992	GI	26593060	upregulated	proteomics	MS/MS	ENSG00000163472
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	"Cytochrome c oxidase, subunit Va"	55992	GI	26593060	upregulated	proteomics	MS/MS	ENSG00000135940
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Fatty acid-binding Protein	1836058	GI	26593060	upregulated	proteomics	MS/MS	ENSG00000164687
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Alpha-enolase	56757324	GI	26593060	upregulated	proteomics	MS/MS	ENSG00000074800
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Annexin 1	6978501	GI	26593060	downregulated	proteomics	MS/MS	ENSG00000135046
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Glyceraldehyde-3- phosphate dehydrogenase	8393418	GI	26593060	downregulated	proteomics	MS/MS	ENSG00000111640
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Mitochondrial ribosomal protein L13	55741549	GI	26593060	downregulated	proteomics	MS/MS	ENSG00000172172
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Serotransferrin	P12346	UniProt	26593060	downregulated	proteomics	MS/MS	ENSG00000091513
spinal cord injury	T8	transection	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Vimentin	14389299	GI	26593060	downregulated	proteomics	MS/MS	ENSG00000026025
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Isoform 3 of Agrin	P25304	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000188157
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Asporin	Q5XIH1	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000106819
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Biglycan	P47853	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000182492
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	"Brevican, isoform CRA_a"	G3V8G4	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000132692
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Clusterin	P05371	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000120885
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Collagen alpha-1(I) chain	P02454	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000108821
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Collagen alpha-1(III) chain	P13941	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000168542
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Collagen alpha-1(V) chain	Q9JI03	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000130635
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Protein Col6a1	D3ZUL3	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000142156
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	"Procollagen, type XVIII, alpha 1"	F1LR02	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000182871
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Collagen alpha-2(I) chain	P02466	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000164692
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Protein Col4a2	F1M6Q3	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000134871
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	"Procollagen, type VI, alpha 2, isoform CRA_a"	F1LNH3	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000142173
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Decorin	Q01129	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000011465
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Protein Dag1	F1M8K0	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000173402
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Fibromodulin	P50609	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000122176
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Fibronectin	P04937	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000115414
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Galectin-1	P11762	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000100097
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Galectin-3	P08699	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000131981
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Galectin-3 binding protein	O70513	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000108679
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Hyaluronan and proteoglycan link protein 1	P03994	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000145681
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	"Laminin, alpha 1"	D4A409	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000101680
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Protein Lama2 (Fragment)	F1M614	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000196569
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Protein Lama4	F1LTF8	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000112769
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	"Laminin, alpha 5"	F1MAN8	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000130702
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Protein Lamb1	D3ZQN7	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000091136
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Protein Lamc1	F1MAA7	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000135862
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Lumican	P51886	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000139329
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Microfibrillar associated protein 5	D3ZJB1	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000197614
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Osteoglycin (Predicted)	D3ZVB7	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000106809
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Nidogen-1	F1LM84	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000116962
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Nidogen-2	B5DFC9	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000087303
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	SPARC	P16975	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000113140
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Osteopontin	P08721	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000118785
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Periostin	D3ZAF5	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000133110
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Prolargin	Q9EQP5	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000188783
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Tenascin-R	Q05546	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000116147
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Protein Tgfbi	D4A8G5	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000120708
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Versican	Q9ERB4	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000038427
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Protein Vtn	Q3KR94	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000109072
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Actin-related protein 2/3 complex subunit 1B	O88656	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000130429
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Annexin A1	P07150	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000135046
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Annexin A2	Q07936	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000182718
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Apolipoprotein E	P02650	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000130203
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Beta-2-microglobulin	P07151	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000166710
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Calreticulin	P18418	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000179218
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Cathepsin B	P00787	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000164733
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Cathepsin D	P24268	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000117984
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Pro-Cathepsin H	P00786	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000103811
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	CD9 antigen	P40241	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000010278
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Cystatin-C	P14841	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000101439
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Endoplasmic reticulum resident protein 29	P52555	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000089248
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Elongation factor 1-alpha 1	P62630	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000156508
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Eukaryotic translation initiation factor 5	Q07205	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000100664
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Ezrin	P31977	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000092820
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Gap junction alpha-1 protein	P08050	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000152661
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Glial fibrillary acidic protein	P47819	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000131095
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Granulins	P23785	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000030582
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Lysosome-associated membrane glycoprotein 1	P14562	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000185896
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Moesin (Fragment)	O35763	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000147065
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Protein Myh1	F1LRV9	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000109061
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	Protein disulfide-isomerase	P04785	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000185624
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	60S Ribosomal protein L10a	P62907	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000198755
spinal cord injury	T10	contusion	56d	10116	Sprague-Dawley	spinal cord;parenchyma	60S ribosomal protein L10a	P62907	UniProt	26899371	upregulated	proteomics	LC-MS/MS	ENSG00000198755
