target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	ens_human
ENSRNOG00000007682	7.8259175667125e-35	2.36342710514718e-32	-0.00751560909190476	0.000610439558931217	7.26983971148527	0.459564713880914	0.00112125152720994	0.0260373549911015	0.0361423939836039	0.0361423939836039	ENSG00000125675
ENSRNOG00000059764	1.80833439618903e-34	5.13349968390141e-32	-0.00906228314942575	0.000740139120984789	7.90387459936478	0.682297283856242	0.000926925544395759	0.0538536662968178	0.0359971502746188	0.0538536662968178	ENSG00000128739
ENSRNOG00000005003	2.05324189213547e-34	5.71445400332761e-32	-0.00978022536414491	0.000799448408090792	5.6749837609496	0.794786317383462	0.00841811298728419	0.0554936627326059	0.0547846136468094	0.0554936627326059	ENSG00000155093
ENSRNOG00000004680	2.70224250151748e-34	7.37608270510368e-32	-0.00757289867721414	0.000620150296775816	8.57170305969286	0.474619282519205	0.000228899715746384	0.0360353698854625	0.0382297393433668	0.0382297393433668	ENSG00000168280
ENSRNOG00000006248	4.72359090385758e-34	1.24160461646953e-31	-0.00774433543682754	0.000636562164568284	6.73053469111749	0.485472332431871	0.00219982317968179	0.0239391089706561	0.0383213157563041	0.0383213157563041	ENSG00000108395
ENSRNOG00000004753	4.84219942630552e-34	1.2496396119451e-31	-0.00977088471397253	0.000803272416408037	6.21286728765717	0.793947284563738	0.0041889124661901	0.0603357450300106	0.0436483561443647	0.0603357450300106	ENSG00000125814
ENSRNOG00000001506	7.43194921936825e-34	1.88373370035202e-31	-0.00856410787938503	0.000706096167169219	7.00970994745228	0.610206194901827	0.0015643677063894	0.0482928120227168	0.0368750902932402	0.0482928120227168	ENSG00000126950
ENSRNOG00000009054	1.49362369911153e-33	3.53341579753151e-31	-0.0110101658004467	0.000912078351622303	6.7363614884859	1.00927995374848	0.00276661702627542	0.0804220749235303	0.0382827579548992	0.0804220749235303	ENSG00000110675
ENSRNOG00000014791	1.97120935091776e-33	4.58677795523388e-31	-0.00814686431462613	0.000676163338625553	9.23009112305479	0.552752003745721	0.000168195157113362	0.0455514908930121	0.0431862793155278	0.0455514908930121	ENSG00000198300
ENSRNOG00000012002	2.04389682339106e-33	4.67920508245367e-31	0.00950248778863387	0.000788871163935161	6.39454711239949	0.752039128712282	0.00336184527790232	0.0588699260509392	0.0412881469364504	0.0588699260509392	ENSG00000140575
ENSRNOG00000017428	3.19191634500583e-33	6.97016316938657e-31	-0.00839302934404583	0.00069890273539479	9.69466036348475	0.557017580997933	0.00011127429032471	0.0162999253739818	0.0487352290639073	0.0487352290639073	ENSG00000131711
ENSRNOG00000000913	1.6792587158081e-32	3.55752212122092e-30	0.0117083622275985	0.000986319133473208	5.32226824118185	1.14430500961015	0.0126823831684511	0.0846001601370829	0.0661318903604343	0.0846001601370829	ENSG00000169919
ENSRNOG00000000565	3.03428998034434e-32	6.24184231608805e-30	0.00889472773071814	0.000752440558031583	7.07412618068348	0.660847560954282	0.00167015545783078	0.0549465238792572	0.0366451338639925	0.0549465238792572	ENSG00000166224
ENSRNOG00000006060	5.42131335755869e-32	1.09928745424554e-29	0.0104221698342032	0.00088531150346922	5.73401212434551	0.907899550392877	0.00711398574410286	0.0712636600733902	0.0532822357550003	0.0712636600733902	ENSG00000132561
ENSRNOG00000013290	8.38513058535315e-32	1.67631751448595e-29	-0.00714889690541581	0.000609169642239274	7.32493959953692	0.419276762264541	0.00106423225340122	0.0272628688309862	0.0360445330491913	0.0360445330491913	ENSG00000175352
ENSRNOG00000010747	9.07297569978916e-32	1.78863634837232e-29	0.00826343152550903	0.000704541598167127	6.09150048113323	0.562917224765564	0.00400645598422941	0.0367846993719964	0.0456314303705595	0.0456314303705595	ENSG00000112977
ENSRNOG00000003241	4.34869173994201e-31	7.91350391753038e-29	-0.0103189669251959	0.000889919615187002	5.70286122720416	0.89218893431709	0.00792930697795073	0.0712663851715075	0.0540673053013997	0.0712663851715075	ENSG00000113327
ENSRNOG00000012482	4.70544501656755e-31	8.45431475508351e-29	-0.0113133964695871	0.000976248850306131	8.46851232193637	1.07253601146733	0.000413920950568021	0.0948922608218363	0.0377147090228285	0.0948922608218363	ENSG00000103034
ENSRNOG00000032297	7.20652187126637e-31	1.27861714300944e-28	-0.0113724394748299	0.000984450530001513	8.24563441914876	1.08432379816087	0.000525390818650774	0.0963888937833752	0.0368199796111261	0.0963888937833752	ENSG00000052802
ENSRNOG00000007650	7.74974732104386e-31	1.35802362314687e-28	0.011248101180254	0.00097421402138551	7.01786140747405	1.06083765903693	0.0027978161288189	0.0921114798175937	0.0368440506843473	0.0921114798175937	ENSG00000135404
ENSRNOG00000016122	9.36183110861311e-31	1.60098591271873e-28	-0.00761172430132083	0.00066019194927402	7.23141747335481	0.485912213522714	0.00105998363626563	0.0425253573523574	0.0362203399440399	0.0425253573523574	ENSG00000113161
ENSRNOG00000005063	1.23022482896439e-30	2.07878705027626e-28	-0.00770390408297373	0.000669554054859363	7.24340101727969	0.497921305447712	0.00133691259076254	0.043493350647099	0.0361951711757261	0.043493350647099	ENSG00000198513
ENSRNOG00000005345	2.29280114814456e-30	3.7841883135772e-28	-0.0145144800141186	0.00126739782545126	8.56017116677253	1.76881305427501	0.000670986270132248	0.159958738525727	0.0381689243284404	0.159958738525727	ENSG00000163032
ENSRNOG00000019937	2.42576889091878e-30	3.91265495882968e-28	-0.0101618062021913	0.000887703120363252	5.67165517622009	0.867065440382503	0.00682443438011936	0.0719772486101461	0.0548711752187456	0.0719772486101461	ENSG00000135750
ENSRNOG00000008481	3.42088533079714e-30	5.39511626503718e-28	-0.00882784150602297	0.000773187907604742	6.80686318394299	0.65465092416197	0.0024663762821551	0.0573155777644647	0.0378464627949128	0.0573155777644647	ENSG00000068615
ENSRNOG00000013141	3.69106027675195e-30	5.75724280969419e-28	-0.00955376290685451	0.000837252542823959	7.26353282831783	0.766817596353625	0.00180863635593907	0.0682905456905794	0.0361546403468944	0.0682905456905794	ENSG00000111674
ENSRNOG00000015496	4.07002959544061e-30	6.27934783453087e-28	0.00787604535163122	0.000690739045697745	6.64061129475695	0.521211811784376	0.00183998713877152	0.0458720557863717	0.0389675298966957	0.0458720557863717	ENSG00000167460
ENSRNOG00000014288	3.76433123909278e-29	5.29018986214682e-27	0.0132260156925154	0.00118014888809121	7.17524770833898	1.47415775288783	0.00176649403106831	0.137508645775225	0.0363510988839141	0.137508645775225	ENSG00000115414
ENSRNOG00000006426	4.0297871447241e-29	5.60772536590333e-27	-0.00787555809421406	0.000703109596343523	7.02002338150729	0.52274440422296	0.00116688802734959	0.0482694224196856	0.0368359143260195	0.0482694224196856	ENSG00000067715
ENSRNOG00000018681	5.03691422183521e-29	6.80894861568847e-27	0.00968931442481584	0.000866567234865873	6.79237339877658	0.791492917642009	0.00240531196566406	0.0726885652886445	0.037931665530583	0.0726885652886445	ENSG00000132688
ENSRNOG00000024159	1.22604473898693e-28	1.58204354774368e-26	0.012266762237466	0.00110491004518182	6.57906323109644	1.27017977142959	0.00355877180666878	0.118523848987701	0.0394682426839574	0.118523848987701	ENSG00000158869
ENSRNOG00000008639	2.02486003595426e-28	2.54343923454291e-26	0.00692822349515485	0.000626584579933402	8.7017448429685	0.404414700589777	0.000287156606727566	0.0378264290420677	0.0389736669743042	0.0389736669743042	ENSG00000070756
ENSRNOG00000000991	3.73006272610728e-28	4.56418192537644e-26	0.012452779868929	0.00113184664838062	6.33793953718785	1.31111268068775	0.00457959720197867	0.123528086343065	0.0419526676634974	0.123528086343065	ENSG00000130429
ENSRNOG00000013867	1.36809005545132e-27	1.59169428254722e-25	-0.00742423406903095	0.000682099129003939	6.17078060524159	0.446791062382727	0.00222704454201703	0.0224695104412713	0.0442988776367762	0.0442988776367762	ENSG00000113578
ENSRNOG00000003809	1.54897207411222e-27	1.78748858698772e-25	0.00916819900098736	0.000843202332521648	8.24436065339436	0.71221350003496	0.000377353809318274	0.0707216635476765	0.0368156977566487	0.0707216635476765	ENSG00000130066
ENSRNOG00000017469	2.07710628077763e-27	2.33987671026648e-25	0.0127245933039777	0.00117317594187853	7.43535017892185	1.37254904799126	0.00145286047564134	0.136181318584616	0.0358975058888331	0.136181318584616	ENSG00000135046
ENSRNOG00000016013	4.54512884042586e-27	4.88739081522762e-25	-0.0065244008610316	0.000605544008625537	7.52578358967161	0.34208798325915	0.000842762228408299	0.0150208313404208	0.0358255924098202	0.0358255924098202	ENSG00000167191
ENSRNOG00000007234	5.95649050876366e-27	6.26269824306603e-25	-0.0102562563935644	0.000954112153300292	8.86386529041122	0.893190424795653	0.000247160213158054	0.090785839894374	0.0400558082570884	0.090785839894374	ENSG00000001630
ENSRNOG00000012988	1.4306853488053e-26	1.4715324522422e-24	-0.0129282758538155	0.0012118289285538	6.06973167242317	1.42125129828697	0.00683467786078743	0.140018257347198	0.0460214517515265	0.140018257347198	ENSG00000145721
ENSRNOG00000011054	1.53791961900618e-26	1.55923079086956e-24	0.011169958275733	0.00104767326116105	6.23988131450538	1.06107230021106	0.00403182705186028	0.105730099163322	0.0432519109537869	0.105730099163322	ENSG00000162511
ENSRNOG00000000879	1.62565598039361e-26	1.63649368692957e-24	-0.0064591713575025	0.000606123844598771	8.03350847419089	0.348496054252837	0.000505460739930301	0.0293578094874707	0.0362331507591892	0.0362331507591892	ENSG00000198689
ENSRNOG00000057817	2.33187663396554e-26	2.28266599603496e-24	-0.00795724318583492	0.000749064661035387	5.76561528630018	0.536456634490328	0.00360584445510876	0.0499078502551118	0.0525039421860971	0.0525039421860971	ENSG00000088367
ENSRNOG00000023720	2.65949556267191e-26	2.55060000111926e-24	-0.00667931469389544	0.000629492749358583	6.95823256443369	0.379756755677136	0.00148897164506158	0.0381371405044413	0.0370846341288216	0.0381371405044413	ENSG00000182667
ENSRNOG00000018651	6.68184681929303e-26	6.06856923460241e-24	-0.00636339780646447	0.000604643659100626	7.60854372522901	0.330584618614936	0.000761456630532842	0.0199316165080079	0.0357979388185266	0.0357979388185266	ENSG00000135049
ENSRNOG00000016552	1.37155400814918e-25	1.22439230136286e-23	-0.0135806914513696	0.00129880897220066	9.85707707249993	1.57444644040408	0.000111118445651325	0.168579356181243	0.0511612956128319	0.168579356181243	ENSG00000112972
ENSRNOG00000010248	1.65906819657324e-25	1.46265925355034e-23	-0.0103349643320701	0.000990108724837243	7.76616703962892	0.912117470685754	0.000961333692886986	0.0970701950069961	0.0358461626241544	0.0970701950069961	ENSG00000163536
ENSRNOG00000042353	1.68125266545484e-25	1.47306792181889e-23	0.0115971465868891	0.00111116238361715	4.93788341261991	1.1485383928537	0.0179913169555938	0.10547686732098	0.0838522267316108	0.10547686732098	ENSG00000168404
ENSRNOG00000010365	1.81775275802761e-25	1.57324284435634e-23	-0.0118007115761074	0.00113147051562853	6.47537340777142	1.18938076950243	0.00482529151498997	0.123197261258679	0.0404287630678816	0.123197261258679	ENSG00000008056
ENSRNOG00000009550	1.90074557916226e-25	1.63510198488661e-23	-0.00825404870198436	0.000791733093688142	7.77653970356438	0.581933965187859	0.000690801351492719	0.0619933278126068	0.0358539879897443	0.0619933278126068	ENSG00000104549
ENSRNOG00000025705	3.72607342060485e-25	3.16693928934523e-23	-0.00633273609340146	0.000611202398403579	7.25089818969573	0.336649082922756	0.00117701629611417	0.0293299366312925	0.0361798208853146	0.0361798208853146	ENSG00000184867
ENSRNOG00000013190	3.91343334741641e-25	3.30638529364455e-23	0.0103406523010659	0.000998477669877003	7.80745033879657	0.914558322295811	0.000978342320294219	0.0987174234040067	0.0358807265133411	0.0987174234040067	ENSG00000026297
ENSRNOG00000014107	5.65966128678748e-25	4.59791563707791e-23	-0.00636413731796553	0.000616616816355653	8.4621493122299	0.34534353665617	0.000336550163820997	0.0362669161976837	0.0376850796574371	0.0376850796574371	ENSG00000126861
ENSRNOG00000018851	5.66884061215045e-25	4.59791563707791e-23	-0.00625615280466697	0.000606163409843508	7.39099561107848	0.333036239989128	0.000794681621523162	0.0338325124055124	0.0359487263217877	0.0359487263217877	ENSG00000156475
ENSRNOG00000001223	1.14868515818359e-24	9.10862409790946e-23	0.00621204928406152	0.000605883329536014	7.48713111550888	0.315147277834115	0.000858464453736742	0.0189714506364782	0.0358509964472278	0.0358509964472278	ENSG00000183255
ENSRNOG00000052887	1.1882153756723e-24	9.36973835682926e-23	-0.00806335822377189	0.000786698999502035	8.09055607207167	0.557265304882153	0.000499487238584848	0.0613900443431654	0.0363662364678297	0.0613900443431654	ENSG00000116675
ENSRNOG00000010183	1.20471253704988e-24	9.44734240380444e-23	0.0110808634701292	0.00108124155496549	7.73876267069861	1.05241949881426	0.00113494327138852	0.115773386747031	0.0358282576657213	0.115773386747031	ENSG00000164125
ENSRNOG00000008305	1.68982253752524e-24	1.28953446761469e-22	-0.00839606395223886	0.000821893491217954	8.73424650609536	0.604615360161247	0.000242654290937437	0.0673082367997062	0.0391765975004112	0.0673082367997062	ENSG00000109929
ENSRNOG00000029366	2.02879799031866e-24	1.53993361896166e-22	-0.0105745518001524	0.00103694760001023	4.94000188824065	0.959417459047005	0.016308245865544	0.0912177866511541	0.0837470140260463	0.0912177866511541	ENSG00000167371
ENSRNOG00000006859	2.2414596164618e-24	1.69230201042866e-22	-0.00925121316017596	0.000908042796936619	7.94587241773243	0.734457273752573	0.000597825716358097	0.0818563463904897	0.0360635730395381	0.0818563463904897	ENSG00000186480
ENSRNOG00000025235	2.40745692209124e-24	1.80801288635783e-22	-0.0112738893805805	0.00110733167967185	6.20550654263257	1.09088294731712	0.00503165772148911	0.117586687159	0.0437592493847077	0.117586687159	ENSG00000166448
ENSRNOG00000001607	3.59938889041407e-24	2.60661866890497e-22	0.00868108294724634	0.000855960153534912	5.90515708079426	0.647332419617272	0.00533385029106872	0.0679329281528823	0.0492962127119804	0.0679329281528823	ENSG00000154734
ENSRNOG00000009773	3.85270734477368e-24	2.77590497724455e-22	-0.00809219492783809	0.000798418537831399	7.33513496885749	0.562563728375095	0.00109978079585191	0.0626474353594309	0.0360282176284877	0.0626474353594309	ENSG00000118402
ENSRNOG00000004794	6.081896055075e-24	4.25253362589825e-22	-0.00763528581191972	0.000756675810176843	8.59182763424806	0.501294529309106	0.000343314776824115	0.056912513393854	0.0383378575043622	0.056912513393854	ENSG00000139970
ENSRNOG00000019077	6.20503887056613e-24	4.31736871219684e-22	0.00812550636459498	0.000805414949367924	7.85234026871115	0.567755173608133	0.000655702471363185	0.0642136215951703	0.0359286933311245	0.0642136215951703	ENSG00000107798
ENSRNOG00000021269	6.89135432900674e-24	4.77150650467911e-22	-0.0115164428805261	0.00114269786998422	6.13809268449873	1.14075044373245	0.0057563841185041	0.124819458088143	0.0448314735125982	0.124819458088143	ENSG00000089199
ENSRNOG00000023317	7.74960920368298e-24	5.26341253811255e-22	0.00690254455856794	0.00068567750927292	6.20430995297699	0.408295564473221	0.00323797232875846	0.0420395443254324	0.043777392343513	0.043777392343513	ENSG00000130309
ENSRNOG00000014718	8.20775222751119e-24	5.4695227754598e-22	-0.00637860280999626	0.000633986730528731	8.85295905052394	0.342619174552599	0.000216472620700881	0.0318995180805136	0.03997744482795	0.03997744482795	ENSG00000123983
ENSRNOG00000000547	8.8619134682808e-24	5.85051161715245e-22	-0.00951604412633112	0.000946536007368093	6.41963717467581	0.779278929024716	0.00347886536989736	0.0861141759545357	0.0410104305756396	0.0861141759545357	ENSG00000187189
ENSRNOG00000022730	1.10978812567382e-23	7.25913947272547e-22	-0.00794001812209971	0.000791519709889418	5.63998254521741	0.535337631515287	0.00694592219854737	0.0476374471157489	0.0557044229157956	0.0557044229157956	ENSG00000204644
ENSRNOG00000018414	1.79129496511174e-23	1.1151596813507e-21	0.00979091641754001	0.000980662422579524	6.47774615015373	0.826172536461299	0.00343931818343041	0.0927305605225236	0.0404050500495583	0.0927305605225236	ENSG00000182578
ENSRNOG00000030183	1.85556191571462e-23	1.1501242721246e-21	0.0081612146262153	0.000817717178697448	6.63288448449617	0.574072006055333	0.00228267716472909	0.0645834612689623	0.0390276986094592	0.0645834612689623	ENSG00000152952
ENSRNOG00000010630	3.17101984711241e-23	1.91529598765589e-21	0.0066217624872135	0.000667033702265673	6.35468161498239	0.374312711769351	0.00274286393032902	0.0373647535109026	0.041750532065496	0.041750532065496	ENSG00000137509
ENSRNOG00000027739	3.47684445608342e-23	2.0911156868495e-21	0.0121734175516839	0.00122740762973088	5.93508668155257	1.27900345201464	0.00686712019423662	0.14378582875792	0.0486586600989398	0.14378582875792	ENSG00000150656
ENSRNOG00000042753	3.541138992035e-23	2.11188768289684e-21	-0.0102321290038759	0.00103186390641932	7.08898622546217	0.903641395449312	0.00190164964645957	0.104572662490635	0.0365969445800933	0.104572662490635	ENSG00000129682
ENSRNOG00000013790	4.29229570106126e-23	2.53853521586931e-21	0.00599879534542289	0.000606126598171121	7.50168837812596	0.295175760536162	0.000898450458373629	0.0189957434869069	0.0358404948426759	0.0358404948426759	ENSG00000118855
ENSRNOG00000003622	5.24691352741586e-23	3.09023612481912e-21	0.0156086465350107	0.00158033040538333	7.89391067049204	2.10460905336192	0.00139518216356904	0.248349236854334	0.0359827952146896	0.248349236854334	ENSG00000165168
ENSRNOG00000014543	5.52237553965252e-23	3.22570363826452e-21	0.00777691122781945	0.000787799024016808	5.78883284239374	0.522522122094509	0.00593330123623515	0.0561294289879484	0.0519440633247908	0.0561294289879484	ENSG00000167202
ENSRNOG00000005519	6.14374438320497e-23	3.55935950102904e-21	-0.00733893370160919	0.000744238651357189	6.1496574285466	0.465435707066944	0.00330568840700791	0.0520834286103888	0.0446403294298215	0.0520834286103888	ENSG00000198822
ENSRNOG00000002079	9.66125006498891e-23	5.52950739606664e-21	-0.00714585837342829	0.000728021977654561	5.87262558859257	0.431800846698007	0.00299182530802223	0.0392649928390254	0.0500097746867836	0.0500097746867836	ENSG00000109339
ENSRNOG00000017277	1.73213995630145e-22	9.71778440306039e-21	0.0164071647166982	0.0016816842427079	4.82084426247001	2.33178305189946	0.032449229779911	0.250356959437295	0.0896511394133539	0.250356959437295	ENSG00000140749
ENSRNOG00000002827	1.82671126123989e-22	1.01282576726715e-20	-0.00975575361361125	0.00100048813485551	7.21327378291062	0.824511128194838	0.00100226152596029	0.0990953892727064	0.0362601654251703	0.0990953892727064	ENSG00000078328
ENSRNOG00000010529	3.28304737355529e-22	1.78542430728904e-20	0.0122567715912071	0.00126471830882093	6.49597915317387	1.30325075882325	0.00423364354366834	0.155717596523018	0.040225616052152	0.155717596523018	ENSG00000186340
ENSRNOG00000008180	3.39424484517271e-22	1.83885157757181e-20	0.00971779614515834	0.00100308556943076	6.71356040796044	0.819305614108129	0.00245773537363646	0.0981603305863867	0.0384358837191859	0.0981603305863867	ENSG00000254087
ENSRNOG00000020330	3.56371064349701e-22	1.92331972904169e-20	-0.00586716650988342	0.000605929143732116	7.50023151236338	0.283687574246141	0.000873517726249398	0.019590997251257	0.0358414949961442	0.0358414949961442	ENSG00000085433
ENSRNOG00000007688	3.92090939952237e-22	2.10012784969134e-20	-0.00591520895507923	0.000611507570377994	7.18756702821941	0.289653438926327	0.00107363743621343	0.0211367798818958	0.0363205134267463	0.0363205134267463	ENSG00000102172
ENSRNOG00000007808	4.66953869399698e-22	2.49170797829298e-20	-0.00959608227677227	0.000993870497616469	9.31830916177812	0.799524137345937	0.000157953684223157	0.0986199029190176	0.0440949073916765	0.0986199029190176	ENSG00000177432
ENSRNOG00000010311	5.35430270889156e-22	2.83578256156742e-20	-0.00684245091077999	0.000709707329907387	6.42115575618117	0.406641141507117	0.00213507537397646	0.0482333740384508	0.040993943900343	0.0482333740384508	ENSG00000134874
ENSRNOG00000009236	5.7320118546589e-22	3.02454186858841e-20	-0.00600831639617996	0.000623642615551509	6.91349560226966	0.293852701023627	0.00160660098652697	0.0159016091506946	0.0372864102066657	0.0372864102066657	ENSG00000089818
ENSRNOG00000000853	7.0717830993044e-22	3.71766256709358e-20	0.0102742495936671	0.00106882794398176	6.81896522853844	0.917453252300028	0.00292660285938226	0.111312714524245	0.0377770226596825	0.111312714524245	ENSG00000204472
ENSRNOG00000026679	8.28528469360622e-22	4.32357834342083e-20	-0.0109512220493353	0.00114119021490655	5.88096107317732	1.0427465050233	0.00647567094316597	0.123755839716679	0.0498249144572955	0.123755839716679	ENSG00000177098
ENSRNOG00000005850	9.65116993232466e-22	4.98140749161513e-20	-0.00761328458264022	0.000794658911955586	7.89159187130966	0.504153042865172	0.000631213588039615	0.062517065047004	0.0359795315762303	0.062517065047004	ENSG00000104381
ENSRNOG00000003486	1.05972429889677e-21	5.41069305702905e-20	0.0167393517800568	0.00174898290573365	4.63559632460072	2.43779378823903	0.0468964757390465	0.258997644715805	0.0987561713688919	0.258997644715805	ENSG00000163563
ENSRNOG00000055962	1.1840658981889e-21	6.02388220748863e-20	0.00870568607302465	0.000910690880396841	6.09462161548181	0.659548188905468	0.00385053774823424	0.079085250215563	0.045576355561444	0.079085250215563	ENSG00000182492
ENSRNOG00000016281	1.95803847481811e-21	9.75171863563797e-20	0.0118039206462997	0.00124157284665507	4.77059684784618	1.21408138635965	0.0203915580046638	0.133758755350453	0.0921158719452829	0.133758755350453	ENSG00000187498
ENSRNOG00000010319	2.34184534442303e-21	1.15417197287294e-19	0.00877768127616024	0.000925077699942781	7.74674627137346	0.671668566131009	0.000835003220518684	0.084741871872624	0.0358330593082239	0.084741871872624	ENSG00000136167
ENSRNOG00000001608	3.08770560852651e-21	1.5009210071036e-19	-0.00670929446095537	0.000709248779008877	6.03791479236729	0.378723898040821	0.00369345543083535	0.0314688327483342	0.0466099276217229	0.0466099276217229	ENSG00000144815
ENSRNOG00000008716	3.10689008500171e-21	1.50509207735544e-19	-0.011457471277142	0.00121126804047028	7.10869000790008	1.14522839428392	0.00198060334427032	0.1447364232422	0.0365357580663461	0.1447364232422	ENSG00000100285
ENSRNOG00000050983	3.3513720653367e-21	1.61252118967421e-19	-0.00883663467105721	0.000934980111907883	5.21026742434614	0.681356661736074	0.0119149932207035	0.0755037877456242	0.070868214988449	0.0755037877456242	ENSG00000116983
ENSRNOG00000045844	3.64337992969303e-21	1.74709914601564e-19	-0.00665282018941883	0.000704568795942925	8.60639027589538	0.38628479024105	0.000273737650126941	0.0493679811715193	0.0384176786823801	0.0493679811715193	ENSG00000154059
ENSRNOG00000008048	4.2722445431967e-21	2.02574402488655e-19	0.00862503118617497	0.000915054193852051	5.2916414050467	0.649531177651733	0.0102243895968438	0.0735080281717788	0.067379474008848	0.0735080281717788	ENSG00000188313
ENSRNOG00000019357	4.28155000328283e-21	2.02574402488655e-19	0.00823537120523693	0.00087373521803671	5.31657228926648	0.562388436303555	0.0099802936078182	0.0340960216539869	0.0663610295159476	0.0663610295159476	ENSG00000213977
ENSRNOG00000029147	4.30586933313017e-21	2.02806308847654e-19	-0.00985447885747576	0.00104558107107562	4.78945942329987	0.844860427440509	0.0181321846395932	0.0878769988173204	0.0911917929795708	0.0911917929795708	ENSG00000185272
ENSRNOG00000013552	4.62346438889989e-21	2.15873202421201e-19	-0.0134237940568336	0.00142542294789715	7.93372391977904	1.57369395265371	0.000895368433916964	0.202287689605264	0.0360433746664901	0.202287689605264	ENSG00000099194
ENSRNOG00000014758	6.23070294364458e-21	2.87138303837958e-19	-0.00572675054206531	0.000610135828537246	7.38785238930826	0.286637388632486	0.000889682949014162	0.036336889977469	0.0359527552581241	0.036336889977469	ENSG00000108231
ENSRNOG00000000775	7.18556200361702e-21	3.28691946358408e-19	-0.00641159226195556	0.00068419585777563	8.24619024127535	0.359430792270279	0.000408757520747785	0.0464036396589852	0.036821850958039	0.0464036396589852	ENSG00000204655
ENSRNOG00000000060	7.41123603595774e-21	3.36086531291962e-19	-0.0124985876794017	0.00133421797069607	6.13536712087147	1.36597188538179	0.00595097529287177	0.172062784039961	0.0448769534898862	0.172062784039961	ENSG00000168993
ENSRNOG00000031709	9.47450797540579e-21	4.24230808211072e-19	0.00568688223639256	0.000608759130824217	7.25720949752683	0.280194231057756	0.000891633326580258	0.0331468705643454	0.0361671346096054	0.0361671346096054	ENSG00000110841
