S1.200.SpinalCord_S1_R1_001	S10.100.SpinalCord_S10_R1_001	S11.0.SpinalCord_S11_R1_001	S12.0.SpinalCord_S12_R1_001	S13.0.SpinalCord_S13_R1_001	S14.0.SpinalCord_S14_R1_001	S15.0.SpinalCord_S15_R1_001	S2.200.SpinalCord_S2_R1_001	S3.200.SpinalCord_S3_R1_001	S4.200.SpinalCord_S4_R1_001	S5.200.SpinalCord_S5_R1_001	S6.100.SpinalCord_S6_R1_001	S7.100.SpinalCord_S7_R1_001	S8.100.SpinalCord_S8_R1_001
ENSG00000004059	5.14909633008013	4.27403865247953	4.0174143753564	9.20079977043051	4.8680094949892	8.65495996773181	4.72107560896434	5.74218378497786	4.76138443177177	8.48443240332002	11.2798816526979	8.50277592586146	3.95362748125627	5.81919198933454
ENSG00000004399	0.583232953432179	0.176038130451598	0.0465912318963313	0.0457381061172676	0	0.0411060032426987	0.206071968461353	0.222794118921537	0.126115946586816	0.20042382000352	0.335006354117428	0.246011919087872	0.0842605067172408	0.163116285042373
ENSG00000004478	9.93093072641598	10.7658609434051	12.2337493718841	22.903307279095	10.9044667208172	20.5045982796463	19.7186270268729	6.23350552376485	7.95505675211107	9.05377966350998	16.6063369896056	13.884465707672	7.95369143941488	10.263238052675
ENSG00000004487	17.0009222819372	12.2088093581281	7.79534838423061	11.979990085307	8.60549986297804	13.3989423839877	8.62656954717196	12.4047248084141	12.3667690240757	15.5222337473031	12.8895615505864	13.3542263472166	9.64959180898103	10.1946910768008
ENSG00000004534	17.1489280605217	13.9958303218029	12.8036811288863	11.988397835779	9.15803392908309	11.6142709036845	11.3934186374291	14.7745757888965	15.4208239784715	18.1876726028664	17.6846203529105	14.9692069669964	14.6443472989717	12.8252895718039
ENSG00000004700	16.3543802399131	12.4839835458769	8.33605342903628	13.037698358883	13.1471434537724	11.5984015386132	8.82810085100276	9.63171132245182	12.6322156694725	14.9850270075817	15.2559901902806	14.1818469909964	10.8759007040473	11.1284064430567
ENSG00000004776	2.07070184605933	2.07070660048255	3.84515820326649	5.49323391451405	4.31280516659748	4.65033796488502	5.39481924104182	2.09458807527328	1.86556545072833	2.96793929476546	1.69404412801636	2.51814591916708	1.76181585669813	1.50369873240187
ENSG00000004779	29.6787285898943	34.1537534777816	57.2277671384162	60.8793786705174	76.4374673194001	54.0101771033433	81.5923643301874	50.7442224317658	39.2362442096267	32.4045365767209	36.7452651363874	36.3509005683607	46.709347783676	48.7536253948873
ENSG00000004897	32.4619247286179	32.2271762663379	29.7901429225592	18.9629169598729	20.1537375397621	24.8582748804501	21.9201648520017	33.1082394133162	36.7435479225224	34.3342419939633	27.081113493252	27.6148423781946	35.2196856523597	23.1894113759318
ENSG00000004975	2.67021320673117	1.22853712337631	1.19506568019817	0.742257093655288	1.32061342088543	0.930628495428235	0.904932772150307	1.57568365557417	2.92993999648988	1.02286032002983	1.13041476324593	1.40184385916328	0.775394254986296	1.30561219125748
ENSG00000005020	96.1165390609183	72.2934557138162	22.8562424668084	27.209892909235	23.7369080924314	23.8000560010897	21.5516449083334	83.8986643412204	84.3088337088199	103.291189658604	84.0543282790332	87.9129208451881	72.8659815688379	55.6913908457625
ENSG00000005022	318.817837651045	255.151921835414	349.063747581144	323.193087698915	434.249050396131	293.782003680936	453.542866849872	589.31062949344	390.963885607971	357.910089466417	307.960392476146	272.100364614233	380.26223857625	346.598263776458
ENSG00000005059	0.652589795112387	0.114418476509601	0	0.102743563799462	0.549282588912832	0.192003469014636	0.259053977767342	0.177680548925995	1.42020364354574	1.25702757644542	0.498100406956046	0.79173464553566	0.512232571710156	0.33248831373967
ENSG00000005075	1.55965669866373	0.52104131721704	0.323450709417368	0.924218588725289	0	1.7553428075551	0.821430933080999	0.317825203712032	0.256154783642696	1.01095900587789	2.33598892511512	1.34064462891184	0.186177848408658	0.850905497115219
ENSG00000005175	16.2283268943309	18.5139915592478	21.9928498832477	26.454149064792	24.5353640154058	21.45580658234	21.7770580827296	13.9948696395708	18.3086988284168	17.7962912513235	18.9975832639094	17.379220299404	16.8924024503342	21.6572622894566
ENSG00000005194	1.7566691303014	1.19913963305451	0.981480847242488	5.54294343929871	2.83555255614819	3.9911054141052	3.04189070907102	0.883869277075932	1.71524921288596	2.29824482512839	2.09183351006919	2.3584664630691	1.18021694074504	1.59616779322473
ENSG00000005238	0.324404795055868	0.3941501746044	0.348073955866371	0.815288956695369	0.0906824493531189	0.534173939168896	0.127903393221281	0.707536049213818	0.281288311152627	0.984802395994889	1.70583904611572	1.0393545276024	0.235612469991066	0.424490358151915
ENSG00000005243	3.11981901420416	1.22019712123963	0.244002838437158	1.12462047216553	0	1.02925764398712	0.444511625224545	2.90956333098897	2.43180555097341	4.47928401958488	2.80223066388643	2.44270926166416	0.797997360298431	0.824871840834432
ENSG00000005249	20.7210814489112	15.8793808335131	29.4903253574678	18.0905160339135	29.5831008823047	18.6906464542222	20.844143328601	17.4866596268114	20.8743194657673	20.4878318848342	13.8281897897243	12.5245944679505	15.7932594052722	19.3393395347432
ENSG00000005302	30.4784854861016	23.0792851195575	19.6607275718961	15.2441773840462	16.4254960778933	16.5761451663996	13.89468139092	35.1862539123649	29.5899557826403	34.4722135963961	25.7196430056504	24.340896412187	25.1938922275412	21.6011676416848
ENSG00000005339	3.22722793293523	4.30736819277446	4.13173838076206	3.15809540786797	5.41416711824631	3.40777323823674	3.56298423987819	4.04911466443257	3.74459742900691	3.4731232111668	2.62681646274693	2.71275787883648	2.9802436750345	4.43974537739982
ENSG00000005448	0	0.0510387451077115	0.0685168269417351	0.184464760440784	0	0.143364148953707	0.131812316032466	0	0	0.119559475661866	0.507113088391577	0.136727401404781	0.0110317034798913	0.0107771199202118
ENSG00000005486	0.195220294806533	0.358652135609394	0.0792824417120252	0.829462778331597	1.14934953596593	1.48956745788346	0.870609033181692	0	0.318381723377953	0.534163577587555	0.111801218246692	0.946923262601439	0.305924266155177	0.476222853520454
ENSG00000005513	7.12748822021774	7.94240945169037	7.60045308254437	7.87223180749386	7.37707286883282	8.22441587973648	10.2629950151445	6.53408414611086	6.30203897033874	4.47212779977243	6.2117923386918	6.89751004379045	7.88935856280448	8.86889988881537
ENSG00000005810	16.5740485803396	23.394491873404	27.04909761806	25.429681544265	24.2625041860368	25.5879231288332	18.1877970371148	19.2910334016495	16.8652378640406	19.3689777610063	19.4505862385646	22.3110051560976	15.2513301984198	16.4255906842962
ENSG00000005812	51.0768781520538	58.7431441706517	68.3908028006094	42.5742292141274	59.9084608440984	42.6903327956942	59.6710895277161	74.5437350482426	59.5987008496432	46.9023105252823	40.3708326822189	41.0327476321898	69.119739929095	65.1990169688232
ENSG00000006025	0.17219493302626	0.102873032314916	0.316890822125617	0.106669218380225	0.142058083724137	0.356154015108434	0.117097141838894	0	0.0735476150689592	0.0772663065902964	0.237243855524355	0.182985068573899	0.114356992375332	0.165780401298186
ENSG00000006042	2.28610687933208	2.51086401365889	2.35189693181975	4.35675381060371	4.13863538908484	4.03369499235611	3.3942950715229	5.1736167668234	3.7257821323895	2.03095389004051	6.64933480135869	3.62368233662884	1.59589611363768	2.27400614046466
ENSG00000006125	22.6558514810656	21.0827985232472	17.2457882120609	26.1644070975714	24.8532971319188	24.8537278313796	18.273049258222	18.7864309414815	17.0840057942384	24.5098559470745	24.8487310407475	23.179163535074	16.9642119326114	16.3954966329501
ENSG00000006128	19.4232199514606	33.9694203627226	68.6331088145907	32.0991466951485	56.4867481146892	33.9964244704703	42.0540676742295	22.0861596705467	18.1923564519017	9.77070961429629	22.56897476841	21.3794719612564	31.5937284539822	31.7761613198415
ENSG00000006210	1.31833936075117	0.624153026010533	1.0263581701104	1.47902976136001	0.714631889525013	1.44472101099157	1.51062144855929	1.01519818692945	0.579330060752545	1.03530070921382	1.58015020405524	1.20285189296242	0.421412231200318	0.85182691159872
ENSG00000006451	134.682292640144	140.667705066759	168.641931197091	150.772874959053	159.370220445478	124.277222157278	148.350428048239	130.791059664097	118.303329018072	108.879698447674	110.029732127208	111.873460809362	138.651695824624	124.848301720972
ENSG00000006530	1.77213676100095	0.800623137423716	0.825207000568141	2.12106207376689	2.05965666115709	2.4637599236215	1.61521135066971	0.445819527763024	0.931767841803155	1.67679265037633	1.56311453954011	1.951992305328	0.829251789249862	0.722631739369131
ENSG00000006625	15.1332853457984	8.70202428235056	13.7491837091245	20.9658820931542	15.1758748527394	17.1042793423511	20.2103319973014	6.94495358696352	9.0888431031729	6.24314555113506	9.18740001305181	10.8001871943587	6.43464808406664	9.40419539974361
ENSG00000006712	41.2568342584019	24.08417884478	16.4601649045598	31.8286175248035	29.5276518417554	20.8952114698003	18.9283744623004	17.4876201788814	25.9304334135773	22.1061276189155	23.6993278261959	21.0968181510142	26.6146590661117	21.4108883257612
ENSG00000006715	73.0069377457499	87.7404838668159	119.603469687963	110.238149785432	125.936450851799	130.213634215976	119.480420532398	70.9292685979959	79.5885398506403	69.3632373420092	76.0573426968589	81.8412807735425	98.6411170869503	94.8340848650151
ENSG00000006831	15.923358056093	19.8636681780923	11.1871053720376	19.4957287315113	16.0611830382985	25.9070775384471	15.5523456427211	10.699336511513	18.6855034913622	19.223808326089	17.8899496394977	23.3511207035173	12.4861614350461	11.3599500434735
ENSG00000007047	0.830576803180773	0.585170853598411	0.411213796757151	0.853342005334604	0.179519193169836	1.15068066444488	0.534782134068777	0.350185332722805	0.800472174003485	0.503999637646373	0.693450833120659	0.950864458766323	0.316489744632822	0.613384132031191
ENSG00000007080	0	0.0411895337065789	0	0.482884403073604	0	0.168739371495445	0.373702207309973	0	0.0512995257864752	0.119623391204931	0.496413948864772	0.190820282932844	0.0984242456898574	0.286915904829986
ENSG00000007168	267.219073481112	348.727423443773	521.355699465513	363.867019016005	505.110200219651	422.798343399244	386.376502164492	299.546787124411	284.529930521712	220.422511543123	235.192454756149	264.843608242172	398.56365548675	345.299140023316
ENSG00000007202	11.0671873016477	7.37431373808538	5.06871064776708	8.43326068893831	5.87850196601553	8.23058391776395	5.38606765725014	5.61373284094107	8.45519248483301	10.6890549860512	11.4377189541418	10.294605006532	5.43672882825149	3.87878511916105
ENSG00000007392	15.0355490909918	16.1939211156165	15.2516952548311	15.2278918903958	17.2935835901045	16.6840490747665	14.412699072928	14.3711576856206	19.2021079130844	15.9002311128171	17.076700739853	17.0275453741936	13.4275397147446	14.9549345002323
ENSG00000007516	0	0.0335396474389698	0.102035776581614	0.183584528305629	0.0361047845377942	0.234844395297761	0.101433564953507	0	0	0.0575044972518102	0.159847817432642	0.0985617690886383	0.0337849059329147	0.0775934880947875
ENSG00000007520	1.07881749461145	1.10382860397963	0.79754774249197	1.33583224015723	1.65900793112192	2.10762224456316	2.23379477041712	0.734657098289611	0.879225989171432	1.25694742128978	2.04932605110668	1.53989235642212	0.979965404714551	0.594257617325251
ENSG00000007541	1.57808582181804	1.97980756726218	1.83056309473029	3.81127892635236	1.3560841172924	3.76041798749198	2.67570497728769	1.25801114575476	1.9251002075325	2.12676525369914	3.90156756804974	3.61393499195246	1.31292093764768	2.06765500297191
ENSG00000007923	1.59735633224992	1.75628704897078	1.12228204086223	2.84107717691085	2.61854336409698	3.59628250344713	4.8866073176174	1.26076829354351	0.785497454153509	2.77163094915084	2.5373850506903	2.3265326624616	2.13784853032058	1.80754981878612
ENSG00000007944	11.1703962894018	9.96523404060327	3.79322091555644	3.05704537802239	3.18068514771941	2.73484183491493	1.6191278432718	17.8128189927183	10.9228248852989	15.7304696331178	10.3427675296488	11.6952069071916	11.071428627323	8.92842314237207
ENSG00000008018	162.337311042286	103.470729345217	119.632950175191	131.101462180326	109.591042722816	114.964870863684	129.649186517182	182.811913720442	149.177809073552	148.83935470456	155.360276926792	135.730277291545	132.772562354171	139.228736369067
ENSG00000008056	2.71760967744074	13.6430276296654	28.3041755188479	44.4844567411946	33.0265220405827	47.4935060190861	40.1469705566497	2.44276170862108	4.20194016040354	2.70590668727611	9.73267918535477	11.5468258370896	9.57900927422144	17.5182225068601
ENSG00000008130	11.6093485751066	8.1717177687801	4.52587088925578	6.32490502649026	5.58132150049639	6.04830880019249	6.24958742424867	12.6276871564376	11.6623126835682	11.1831296985261	12.3422163299054	11.4225662229122	8.12002418455137	8.01524184604931
ENSG00000008282	286.562956213131	341.341189721738	403.925406030369	333.544161188541	494.296548983131	362.651589229438	428.278669688498	366.952438668765	352.57862754608	257.660260678244	248.239652085594	283.291173749816	402.784863878009	358.648676564737
ENSG00000008294	76.9503053882633	103.249377445996	148.013111994818	95.0155785658258	127.164433815174	99.3591876440717	106.69425189862	82.1530897431248	83.6389837749749	67.8401836621964	65.642071782014	80.1459799908658	114.671937910654	104.426969052313
ENSG00000008382	1.15080688765817	0.451760649775607	0.133092521246822	0.5041532168261	0	0.68911062544227	0.829329000792936	0	0.428515631181667	0.324710405210596	0.70654712078956	0.667991406666482	0.154200572951694	0.249784548551862
ENSG00000008394	152.24728811381	163.106907654343	112.854073098864	84.9093258604755	89.1366576292191	82.7225670293774	136.633136016042	178.504481873842	149.362907375566	188.585178759455	137.061268038628	152.351207538246	148.557669640883	166.574119615777
ENSG00000008405	9.9898014263207	14.3480887124436	13.3296077713958	8.21401998937483	14.9971423561023	8.08106884526394	14.87022581101	17.1632247961595	8.57320898328978	10.1928783827805	8.48044520533	7.26860249689446	15.1550804965101	13.7757220435489
ENSG00000008441	3.32255333516097	1.49058991754133	1.28369378993488	0.987808615297244	3.5174620111002	1.48930085981267	0.642200251269168	1.5352889916103	2.16353208716915	2.52314788060521	2.64992704251289	2.38801264876695	2.25471063315916	1.62056516600299
ENSG00000008710	0.195210876696613	0.144634562126325	0.0879386501314278	0.219546788988136	0.255452077805832	0.30595889355405	0.119791542388165	0.111189998011271	0.258573240546356	0.303562053874593	0.453577746667272	0.357032916831221	0.104922994960617	0.195359614299418
ENSG00000008735	0.345193973349925	1.25705751834738	2.79643657487384	5.26333942009627	3.04285618610611	5.80382535028707	4.50118836786971	0.0376720662449644	0.373312109907425	0.453615337048777	1.44062329190197	1.482457835089	0.969457627542741	1.6494216188702
ENSG00000008838	1.1598800049601	0.893692806413635	0.309881082318271	1.32393253748042	0.706506415644117	1.64073457387314	0.788045435727395	0.805281376764174	1.07283801227879	1.27956471466543	1.41237088787613	1.53524228542053	0.796279768551832	0.951200299682778
ENSG00000008952	98.2328241199439	125.078917636084	136.021852250572	146.783904302365	148.961026714957	143.242837341044	167.954516000592	111.854626550018	111.532158068506	102.667833404036	104.22488330797	116.754427973164	116.488794278938	130.148455750447
ENSG00000008988	62.3420066619035	58.3206037586719	45.6744960043557	52.7578568745787	17.3037457319316	45.6587810897318	44.9233685686935	77.0409272748244	107.913264287893	79.3922909302974	86.7086980283854	61.769849772496	68.6779315177175	48.622918377873
ENSG00000009307	153.17731699849	156.314009769748	184.948793386985	156.70687680498	176.061772277689	158.370208325887	184.875261592825	185.995709555734	163.880059812219	160.178447160661	129.479479520066	128.926156123709	175.93427201303	179.135024700466
ENSG00000009335	37.9437841225071	29.3860449206593	32.245251442758	26.8103794298696	38.9394583701748	30.5219446851262	39.0371978547244	41.0656623164032	30.7374766920229	29.536839040951	28.9005285021166	25.5721682004332	33.2933508217021	33.7446365189179
ENSG00000009830	1.83528700760481	1.84522919587111	2.22978978358986	2.59115592758903	1.39632857104148	2.41223054957715	1.76947755887718	1.87280859696956	1.31467330260698	1.73475875353909	2.09432032535146	2.28455043810505	1.54323978101729	1.93026935213568
ENSG00000009844	38.3011740323375	37.9791467632662	32.3073999900312	51.8385243096056	56.6571646690765	45.9822863521705	54.3282100222372	39.8227571575788	41.4375794252891	35.2429278688704	41.1162495595503	42.7585313875661	36.4897937035369	41.0568321279699
ENSG00000009954	8.31785715426984	6.36817554100762	3.63910572174239	4.34556152951126	3.74004568810153	4.61777564757766	2.86674408141202	5.730975924668	6.91240158273426	8.85296034105925	7.66490595742887	7.07801789436097	4.57994050499008	4.76981254064093
ENSG00000010017	44.0982884108129	46.6598364801356	40.3513187369782	39.2577528685906	46.5830270292209	41.8874544975695	45.0795282320887	55.0966119361133	45.934764653192	42.8032490982455	42.9294932650449	41.5035512988996	45.3176717334219	42.9851020587941
ENSG00000010244	93.0306217517488	96.5064540083159	101.529053452808	83.1722630290421	111.015801958955	78.4649469359317	121.512263471294	115.727123735189	91.9396284107683	92.0365638400418	80.982875168122	76.3312366274534	100.558749405397	96.4272788119005
ENSG00000010256	2.66285770298067	2.21205949082162	1.77384710498008	7.86904002173677	2.36830000842397	7.00236377326221	5.34269937743852	1.28037750005674	2.6020788182773	3.97380409191884	6.28400469364281	5.12425220271484	1.81090161067115	2.09249703065523
ENSG00000010270	35.4925671998424	34.8200718713452	28.9302105992787	45.0375583973714	47.8406650879702	47.9723474959928	49.4234789585368	26.6896883818266	35.5939148408861	34.0921259204696	39.0887642375299	39.0603368177102	40.8189246309444	37.2605477615241
ENSG00000010278	927.573814869167	877.935476280805	681.69623749325	520.8399606669	809.530681205977	373.887787298102	739.428103554429	1890.73848499161	1286.27081024473	810.428311458739	912.818569721106	790.060944539266	1393.62654570901	1135.99327975685
ENSG00000010295	1.60723844652339	1.38978178887243	0.708937862269355	2.36959953318621	1.13027577770177	0.943637246328023	1.07288493724476	1.44182762354095	0.809070590380563	1.95150317471702	3.24206045135835	2.47295220695046	1.0647436937484	1.6117560156143
ENSG00000010319	0.0316077937872336	0.172105832859206	0.17720266752911	0.104160662323235	0.211732148651516	0.188857370713867	0.242334891761039	0	0.0820883107382921	0.115054856732928	0.0181469745026054	0.170864132769165	0.205880934312797	0.132957045381457
ENSG00000010322	5.20001391074859	4.05489802688754	3.05648980986093	5.63174446051974	5.24101295771932	6.8801619658654	3.37759885968614	2.90960419041702	5.45854742242452	4.56232202175424	6.82527785060182	6.32035255556737	3.85636789144143	2.93815733219919
ENSG00000010327	0.352032706833642	0.0520176771948916	0	0	0	0.0193217337777757	0	0.0274458467085601	0.0761075658690026	0.289700077120432	0.17333707023533	0.133458726231219	0.0466873876815688	0.0301214760643092
ENSG00000010610	31.1012173796197	18.0300818084319	2.90099432251582	1.52424670789187	2.05042533277946	1.8720485761308	1.06432161690062	16.3245474609917	19.3628231885337	18.5234536166291	22.4404952918577	14.3913580305611	11.8826826138675	8.25296984399709
ENSG00000010626	0.559943707883387	0.334814440325215	0.194183291288915	0.490561739018064	0	0.452035289450333	0.47460305133245	0.392300707558847	0.416936294248117	0.80205838951322	1.92534017624273	0.806534175072939	0.275009578113105	0.291543645619541
ENSG00000010803	1.1395621637595	0.675735179148991	0.435276455853725	0.758328050955482	0.858290236162183	0.898383674976385	0.0605190156910096	0.251191557941183	0.514043621429517	1.02959659782109	2.14671981383657	1.16919293678065	0.492543087041571	0.817913551609173
ENSG00000010810	41.3333693389179	46.1196619872992	24.6135891626629	23.9154727798157	21.4632266864819	21.7157552343975	25.7027494826609	45.5030865377498	49.4834503455464	32.4887618120312	44.5075063994483	46.6165439862414	51.2628837825992	43.0795088491507
ENSG00000011007	9.16165816315115	8.67305410312853	7.53611428025904	6.10415589306658	5.84882407683929	7.05474759034348	5.71115388266048	7.92105020848108	6.75793463158355	10.9182318605632	9.10965633456683	8.74066113256862	6.49064838151826	6.4757654073153
ENSG00000011009	1.07469289335122	0.15145766113306	0.267727954120435	0.468032153850391	0.277839042807165	0.596396469482242	0.834101224698064	0.135133975918335	0.161614062484193	0.200963129310667	1.13689408135405	0.542162214401516	0.465270991999327	0.02512336459923
ENSG00000011021	2.77763308251158	2.54548142006676	2.39933710842761	4.93333856549042	2.0244707587191	5.33827558981462	3.36494266679002	1.32010841602654	2.31095458832383	3.13552651980283	3.33700462144374	3.72364641544183	1.35983305212801	2.07546108173146
ENSG00000011028	0.213696226682009	0.186426169876445	0.0696518975439072	0.122643429105548	0.250894938990413	0.192525747899791	0.156891978353699	0.245814794335642	0.382272130967443	0.295511313452639	0.553847645733623	0.385234892249296	0.10059871515941	0.135274021665436
ENSG00000011198	43.8342506291226	42.9962841143838	64.7503748321394	48.3752112402815	68.6203804846672	45.0062627726048	69.9791755903302	53.4513929779006	36.8517670173887	40.0472355308858	30.6037517512739	33.924396752804	44.3733736677383	50.9972314510971
ENSG00000011243	3.55595965727298	3.22040579311574	1.91306991877805	5.89477852226007	1.7678967620168	4.29437241451642	2.21901109727473	2.14946401861789	3.25428885496722	3.57441832731149	5.09060535213264	4.66029974743638	1.6862710645856	2.45289800621512
ENSG00000011260	24.1684267518292	18.8562065817938	24.7722659793831	22.400209668646	17.5838259643109	18.6752551647099	23.4640412325065	26.425373169311	27.4750462982426	27.4528712648491	24.924637631573	19.6708199203817	26.3290016329493	24.1557770865134
ENSG00000011275	5.96942859077347	4.90594753551315	3.67776851189587	3.56798510879654	5.41945842544671	3.30508781270719	4.3287081947967	11.5871980947234	6.23987429705492	6.10615232891859	4.06001123173985	4.72974586116503	5.16726088348441	3.7426721640374
ENSG00000011295	8.61741032159606	12.8950079192942	19.8162045290257	22.0042738902113	27.9659818662998	22.5316466407798	23.5565821127537	11.9764381238232	9.63467315185431	8.89168158948872	12.1148696891595	12.9376655275198	13.8197404140515	15.4847305752964
ENSG00000011405	37.9828388661958	42.061238185386	45.7632266992849	24.1366690382859	34.8884762821606	24.0762536001887	25.7719939602753	45.6965359047682	38.9153001875752	35.6031296772497	27.2585712026622	30.2703605970492	45.8185581661841	38.7488551783562
ENSG00000011451	1.78982811236317	0.660571491532326	0.655819516471578	1.29953739795839	0.660386612331315	0.415022435813455	1.57417176843726	1.29093243482574	0.709005229873158	0.984586347528516	1.65467979522435	0.694759512148206	0.799639670685689	1.3759507452885
ENSG00000011454	17.790666789824	19.6267441166333	18.9261571927503	20.2841818742916	15.9631500197894	20.1329261737651	19.2581571586741	14.0533669980887	16.7700893694985	19.54645881367	18.7754537209067	20.503491724955	17.6156982747076	16.8869844447947
ENSG00000011465	329.42893794911	141.16562605452	34.184402004878	39.1545317650522	86.7770614836936	33.8357929066043	51.5395837423637	481.833722007696	751.721970126843	580.868969729886	222.714215216094	165.665667777193	141.42771484074	391.159398892107
ENSG00000011485	0.725117885124773	1.37031744395218	1.11992231588145	2.90516239483099	2.02782330664608	2.6141663116158	2.32471287612989	0.494143903293636	0.904229920776212	1.92651606016737	2.3565178408469	1.96234500222789	0.753106163203619	1.05981487371843
ENSG00000011600	64.3981804619096	28.3015112038062	2.48433526811533	8.44056569427026	0.838497846087709	6.29626136090593	2.39183695626802	47.003392124103	46.3700893280853	91.6060116094153	107.906669658466	68.48167224859	24.6318349180093	20.3961300059369
